Date	Flow_influent_[m3/d]	Flow_to_bio_[m3/d]	Flow_out_[m3/d]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	pH_[-]	SS_influent_to_bio_[mg/l]	VSS_influent_to_bio_[mg/l]	COD_influent_to_bio_[mg/l]	COD_influent_filtered_to_bio_[mg/l]	BOD5_influent_to_bio_[mg/l]	N_tot_influent_to_bio_[mg/l]	NH4_N_influent_to_bio_[mg/l]	P_tot_influent_to_bio_[mg/l]	PO4_P_influent_to_bio_[mg/l]	SS_Line_1_[mg/l]	VSS_Line_1_[mg/l]	COD_Line_1_[mg/l]	SV_Line_1_[ml/l]	SVI_Line_1_[ml/g]	DSV_Line_1_[ml/l]	DSVI_Line_1_[ml/g]	SS_Line_2_[mg/l]	VSS_Line_2_[mg/l]	COD_Line_2_[mg/l]	SV_Line_2_[ml/l]	SVI_Line_2_[ml/g]	DSV_Line_2_[ml/l]	DSVI_Line_2_[ml/g]	SS_Line_3_[mg/l]	VSS_Line_3_[mg/l]	COD_Line_3_[mg/l]	SV_Line_3_[ml/l]	SVI_Line_3_[ml/g]	DSV_Line_3_[ml/l]	DSVI_Line_3_[ml/g]	SS_Line_4_[mg/l]	VSS_Line_4_[mg/l]	COD_Line_4_[mg/l]	SV_Line_4_[ml/l]	SVI_Line_4_[ml/g]	DSV_Line_4_[ml/l]	DSVI_Line_4_[ml/g]	SS_RAS_1_[g/l]	SS_RAS_2_[g/l]	SS_RAS_3_[g/l]	SS_RAS_4_[g/l]	Total_SRT_Line_1_[d]	Aerobic_SRT_Line_1_[d]	Total_SRT_Line_2_[d]	Aerobic_SRT_Line_2_[d]	Total_SRT_Line_3_[d]	Aerobic_SRT_Line_3_[d]	Total_SRT_Line_4_[d]	Aerobic_SRT_Line_4_[d]	DO_Line_1_setpoint_[mg/l]	DO_Line_1_value_[mg/l]	DO_Line_2_setpoint_[mg/l]	DO_Line_2_value_[mg/l]	DO_Line_3_setpoint_[mg/l]	DO_Line_3_value_[mg/l]	DO_Line_4_setpoint_[mg/l]	DO_Line_4_value_[mg/l]	Fe_to_bio_L1_[l/h]	Fe_to_bio_L2_[l/h]	Fe_to_bio_L3_[l/h]	Fe_to_bio_L4_[l/h]	SS_out_[mg/l]	VSS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]	Temperature_[C]	Var.87
30-12-2019	60134	65440	62194	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,189722	13,2173611	14,226389	13,015833	143,215694	68,559444	139,925556	69,36125	97,322083	50,688472	97,322083	50,688472	1,0609538	0,7070058	1,1391892	0,6940909	0,9733506	0,6740972	1,1302111	0,6252778	13,155	14,58944444	6,963472	7,80416667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
31-12-2019	58763	63493	60835	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,73625	13,2341667	13,073333	13,039306	2640,064583	1252,749444	1720,315694	855,695833	983,992917	515,944444	983,992917	515,944444	1,1058647	0,6494361	1,1480053	0,7505051	0,9655647	0,6355556	1,1451482	0,629375	12,702083	14,26902778	3,516944	3,70277778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
01-01-2020	51232	56547	54698	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,056944	12,9102778	12,892917	12,9825	2510,690833	1187,6775	1724,51375	859,345556	1194,514583	625,709306	1194,514583	625,709306	1,1322061	0,6487379	1,1272464	0,6641691	1,1230769	0,7008333	1,1225291	0,5708333	32,340556	32,54208333	20,262083	17,86555556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
02-01-2020	57816	63845	60436	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,537361	13,1906944	12,990694	13,074306	145,357917	68,200694	129,958194	64,670833	138,003611	72,222361	138,003611	72,222361	1,0785303	0,7093308	1,1433289	0,7571949	1,0378016	0,6665278	1,1369048	0,6597917	3,470417	3,37819444	6,734722	6,83847222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
03-01-2020	60526	66744	63061	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,828056	13,01625	13,064444	12,995694	70,700694	33,066806	62,500833	31,222778	63,843472	33,233611	63,843472	33,233611	1,1014556	0,6929644	1,1615285	0,7741935	0,9997419	0,6704167	1,1417625	0,6601389	10,968472	11,28736111	3,674583	3,79833333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
04-01-2020	107653	118065	112807	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,837778	13,5494444	13,518194	13,702361	46,71375	21,845	41,44625	20,947778	42,272361	22,003889	42,272361	22,003889	1,2655928	0,9989815	1,2649418	0,8112558	1,1282116	0,7377083	1,2524814	0,7501389	25,824167	26,01652778	9,424583	3,01888889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
05-01-2020	59504	65052	61666	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,29125	13,1593056	12,896944	12,854306	34,927361	16,765972	30,199167	15,433611	30,1925	15,844722	30,1925	15,844722	1,1303937	0,7005714	1,1497872	0,7553093	0,9992167	0,6771528	1,1225634	0,6626389	6,281944	6,24861111	3,986944	4,09958333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
06-01-2020	61971	68246	65173	300	250	630	170	270	50	40	6,5	3,54	7,69	129	112	368	180	248	54,2	41,08	8,36	6,05	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,755833	13,6573611	13,416389	13,55875	28,444861	13,776667	24,377639	12,425833	24,102778	12,773472	24,102778	12,773472	1,1384615	0,7469799	1,2118037	0,7826888	1,015601	0,686875	1,1534914	0,6834028	4,84125	4,98583333	3,3275	3,42361111	4,4	2,1	24	19	2,7	3,9	1,1	2,1	0,73	0,58	12,5	
07-01-2020	60702	66897	63750	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,827994	13,1389972	13,169081	12,92507	26,307521	12,976184	23,122006	11,871866	22,204875	11,903203	22,204875	11,903203	1,152602	0,7298068	1,1966709	0,7613861	1,0094293	0,69375	1,1724874	0,6785417	33,39125	34,22597222	6,087778	6,42930556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
08-01-2020	67343	71600	68416	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,823611	13,3195833	13,174028	13,080972	25,504306	12,759306	23,153333	11,98125	21,937639	11,917917	21,937639	11,917917	1,1312155	0,7371855	1,1625622	0,7892569	0,9919414	0,678125	1,142698	0,7175694	32,919583	33,52527778	3,294583	3,44666667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
09-01-2020	150039	159132	152631	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,314167	12,6480556	13,235417	13,38375	25,686528	12,9225	23,565139	12,289306	22,18375	12,196806	22,18375	12,196806	1,2607613	0,6412698	1,2743316	0,7000968	1,145	0,6547222	1,2640789	0,645625	25,972361	27,95833333	25,900139	17,28138889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
10-01-2020	127154	139548	134404	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,352361	13,1230556	13,714444	13,416389	25,388333	12,577083	24,690278	12,865556	22,449028	12,314444	22,449028	12,314444	1,3832342	1,0781721	1,3453237	0,9875339	1,2729508	0,7840972	1,3580282	0,7567361	21,467083	19,29416667	20,104167	15,93944444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
11-01-2020	91676	96336	92064	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,464444	14,5127778	13,512083	13,595972	28,661528	14,510417	28,898194	15,354306	21,788317	11,916968	21,788317	11,916968	1,1278519	0,7097312	1,1385417	0,7784244	0,998973	0,6770833	1,1205772	0,7296528	6,882778	7,94152778	4,085694	3,05805556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
12-01-2020	146986	165206	158235	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,298194	14,4986053	14,526573	13,292017	33,446499	16,915406	34,368207	18,411905	23,343258	12,791713	23,343258	12,791713	1,1820979	0,7883593	1,194337	0,7225326	0,9903646	0,6715278	1,160166	0,6945139	8,192778	7,48583333	10,596806	7,79263889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
13-01-2020	141708	158237	152550	177	144	329	31,7	169	   NA	9,67	3,39	1,22	7,66	111	88	265	27,1	107	   NA	8,92	3,37	1,62	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,679583	12,1155556	12,990278	14,855972	40,447917	20,41375	42,530556	22,703611	27,939167	15,200417	27,939167	15,200417	1,3004054	0,8552356	1,2269494	0,9094905	1,0764618	0,6417361	1,3012012	0,7138194	19,898611	18,0175	19,343472	5,00305556	7,9	6,4	17,3	14,7	2	2,79	0,9	1,32	0,91	0,67	11,8	
14-01-2020	156890	164626	157384	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	4410	  NA	  NA	 NA	       NA	80	80	4310	  NA	  NA	 NA	       NA	110	110	3790	  NA	  NA	 NA	       NA	120	120	3560	  NA	  NA	 NA	       NA	90	90	14,01875	12,1126389	16,073889	13,064306	41,497222	20,98125	43,374444	22,631528	28,085694	14,700139	28,085694	14,700139	1,3565563	0,8925044	1,3493169	0,9052827	1,1888571	0,71125	1,369697	0,7394444	53,076667	43,14611111	50,022778	31,05597222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
15-01-2020	118628	117736	113754	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	12,661528	13,1961111	14,061667	12,607917	43,496667	22,068333	43,399583	22,375139	29,108333	15,035694	29,108333	15,035694	0,9993342	0,7819336	1,1588387	0,7572294	1,0577065	0,7288889	1,2331442	0,7648611	24,477083	26,66097222	26,204861	17,37916667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
16-01-2020	94036	101540	96649	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,985139	13,1355556	12,786806	12,796389	36,653194	18,620139	35,949583	18,331111	31,462778	16,363194	31,462778	16,363194	1,0602757	0,8061261	1,1522078	0,7442049	0,97943	0,6665972	1,166287	0,7514583	58,599722	65,99888889	63,218056	53,36916667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
17-01-2020	90346	98420	94537	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,058472	13,28875	12,955556	13,10625	32,627639	17,116111	30,668194	15,806528	30,314861	15,941111	30,314861	15,941111	1,0575419	0,7607143	1,1518564	0,7564216	0,9850248	0,6763889	1,1425684	0,7454167	26,277361	27,05847222	28,758056	25,11277778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
18-01-2020	83850	90900	86864	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,771944	13,6741667	13,620694	12,980833	28,381667	14,864861	26,468889	13,907361	25,457361	13,560972	25,457361	13,560972	1,0686441	0,7725621	1,1616095	0,7432877	0,9684005	0,6577886	1,1234694	0,6718359	14,526944	18,05555556	22,815417	19,10430556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
19-01-2020	74408	80802	76810	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,101806	14,4670833	13,129861	12,997083	27,602778	14,317639	25,902639	13,735	25,612639	13,827083	25,612639	13,827083	1,0706215	0,8062977	1,1477612	0,6951941	0,9741713	0,636875	1,1545455	0,6749306	7,826806	9,91819444	23,689306	18,79916667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
20-01-2020	75422	80384	82290	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,257778	14,2697222	9,837778	12,8675	26,824167	13,763889	25,127639	13,31875	25,860972	13,899028	25,860972	13,899028	1,1906801	0,9088688	1,199872	0,7504529	0,9265886	0,6215972	1,2379731	0,7715972	31,291944	38,75055556	30,445972	34,69125	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
21-01-2020	73789	74839	75810	290	250	670	160	160	48	34	6,5	2,73	7,64	103	94	304	132	237	46,8	32,37	7,67	4,8	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,12625	14,9406944	11,531389	13,045833	25,449444	13,115139	24,300556	12,974444	26,187778	13,554167	26,187778	13,554167	1,1581206	0,7582348	1,2415663	0,7426797	1,0011111	0,6376389	1,2762987	0,7411111	9,112222	10,35	9,982778	20,81805556	5	2,8	28	23	2,1	3,3	0,46	2	0,67	0,51	13,3	
22-01-2020	72076	73150	73659	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,2375	14,86625	16,127222	13,253333	24,135556	12,7475	23,001528	12,473333	24,605556	12,1775	24,605556	12,1775	1,1833665	0,6412726	1,3476596	0,7336207	1,1756937	0,6991667	1,2994545	0,6390278	6,507639	6,51805556	20,361389	37,44263889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
23-01-2020	70513	74861	72019	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,595278	15,6440278	18,551944	14,1275	23,74	13,3375	22,297639	12,420417	23,328194	11,587778	23,328194	11,587778	1,1027228	0,7834846	1,1936198	0,736022	1,0116788	0,5947222	1,2263789	0,7095139	9,129583	8,88111111	11,438472	22,26	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
24-01-2020	80427	86055	83423	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,311528	13,1576389	14,799167	12,576111	23,734583	13,676667	22,293194	12,471528	22,293056	10,491389	22,293056	10,491389	1,157006	0,8	1,293154	0,7182906	0,9520426	0,5804861	1,2621891	0,7054167	21,438333	25,32041667	17,776944	26,52583333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
25-01-2020	66321	70190	67323	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,450694	12,7655556	14,445	13,1575	22,814861	13,432917	22,708056	12,904028	22,003194	9,905	22,003194	9,905	1,0585927	0,7511111	1,2011222	0,8052158	1,1085039	0,8844444	1,2330044	0,8545833	45,372778	44,93305556	27,903333	18,04652778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
26-01-2020	65326	69214	66295	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,395278	13,0868056	12,96125	12,911111	23,274028	13,634444	22,976944	13,104028	21,809444	9,869583	21,809444	9,869583	1,0736552	0,7568918	1,1986772	0,769447	1,1128019	0,6193056	1,1839309	0,6576389	17,555833	17,11305556	18,637917	9,04680556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
27-01-2020	69875	74965	66332	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	5690	  NA	  NA	 NA	       NA	80	80	4430	  NA	  NA	 NA	       NA	120	120	4170	  NA	  NA	 NA	       NA	140	140	4270	  NA	  NA	 NA	       NA	130	130	13,539306	12,9886111	11,840278	13,011111	23,50125	13,296389	23,856389	13,350139	23,784028	10,150694	23,784028	10,150694	1,0682292	0,7794987	1,252	0,7856498	1,1763371	0,675	1,2016291	0,73375	9,833889	10,65833333	35,397222	13,44805556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
28-01-2020	83454	89737	85859	285	240	612	164	    NA	47	28,145	6,855	2,795	7,61	89	72	293	148	   NA	45,2	31,33	7,77	5,29	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,747778	12,9647222	14,672639	12,99	23,341806	12,447917	24,239306	13,131944	25,426528	9,975972	25,426528	9,975972	1,092126	0,7516926	1,3204406	0,8177996	1,1655087	0,7779167	1,220154	0,6827083	19,131528	19,36347222	12,726111	9,89180556	5,1	3,5	24,25	19,7	   NA	4,225	0,705	2,445	0,795	0,57	12,9	
29-01-2020	69157	74096	70033	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,056389	13,0677778	13,244583	12,859306	22,953333	12,089861	23,741667	12,917639	26,840556	11,278056	26,840556	11,278056	0,985396	0,7331272	1,2955152	0,7919824	1,0698309	0,7119444	1,2219512	0,6816667	8,515833	8,74708333	17,446389	17,26569444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
30-01-2020	106339	115065	109283	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,894722	13,0241667	12,165139	13,263333	23,1825	12,217917	23,002361	12,550694	27,458056	12,240417	27,458056	12,240417	1,2295062	0,8343891	1,3716685	1,0025618	1,1036506	0,7359722	1,2810615	0,7434028	17,674028	13,92888889	15,879028	14,68361111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
31-01-2020	95416	101295	98835	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	12,992917	12,8786111	13,079306	12,911944	22,978333	12,232778	22,947639	12,589583	27,273611	12,625833	27,273611	12,625833	1,1654592	0,89787	1,2570845	1,0348235	1,1368347	0,9057843	1,2597656	0,8191833	26,2175	20,73625	20,960694	13,85291667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
