Date	Flow_influent_[m3/d]	Flow_to_bio_[m3/d]	Flow_out_[m3/d]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	pH_[-]	SS_influent_to_bio_[mg/l]	VSS_influent_to_bio_[mg/l]	COD_influent_to_bio_[mg/l]	COD_influent_filtered_to_bio_[mg/l]	BOD5_influent_to_bio_[mg/l]	N_tot_influent_to_bio_[mg/l]	NH4_N_influent_to_bio_[mg/l]	P_tot_influent_to_bio_[mg/l]	PO4_P_influent_to_bio_[mg/l]	SS_Line_1_[mg/l]	VSS_Line_1_[mg/l]	COD_Line_1_[mg/l]	SV_Line_1_[ml/l]	SVI_Line_1_[ml/g]	DSV_Line_1_[ml/l]	DSVI_Line_1_[ml/g]	SS_Line_2_[mg/l]	VSS_Line_2_[mg/l]	COD_Line_2_[mg/l]	SV_Line_2_[ml/l]	SVI_Line_2_[ml/g]	DSV_Line_2_[ml/l]	DSVI_Line_2_[ml/g]	SS_Line_3_[mg/l]	VSS_Line_3_[mg/l]	COD_Line_3_[mg/l]	SV_Line_3_[ml/l]	SVI_Line_3_[ml/g]	DSV_Line_3_[ml/l]	DSVI_Line_3_[ml/g]	SS_Line_4_[mg/l]	VSS_Line_4_[mg/l]	COD_Line_4_[mg/l]	SV_Line_4_[ml/l]	SVI_Line_4_[ml/g]	DSV_Line_4_[ml/l]	DSVI_Line_4_[ml/g]	SS_RAS_1_[g/l]	SS_RAS_2_[g/l]	SS_RAS_3_[g/l]	SS_RAS_4_[g/l]	Total_SRT_Line_1_[d]	Aerobic_SRT_Line_1_[d]	Total_SRT_Line_2_[d]	Aerobic_SRT_Line_2_[d]	Total_SRT_Line_3_[d]	Aerobic_SRT_Line_3_[d]	Total_SRT_Line_4_[d]	Aerobic_SRT_Line_4_[d]	DO_Line_1_setpoint_[mg/l]	DO_Line_1_value_[mg/l]	DO_Line_2_setpoint_[mg/l]	DO_Line_2_value_[mg/l]	DO_Line_3_setpoint_[mg/l]	DO_Line_3_value_[mg/l]	DO_Line_4_setpoint_[mg/l]	DO_Line_4_value_[mg/l]	Fe_to_bio_L1_[l/h]	Fe_to_bio_L2_[l/h]	Fe_to_bio_L3_[l/h]	Fe_to_bio_L4_[l/h]	SS_out_[mg/l]	VSS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]	Temperature_[C]	Var.87
01-01-2017	70094	79612	76904	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,06125	16,0605556	16,167222	16,167222	60,138943	44,977469	13,172323	6,052295	21,376634	7,430042	21,376634	2,757719	1,0414634	0,9524033	1,2834299	1,0619816	0,9925837	0,8790698	1,0521635	0,9316726	2,584861	2,6	2,977083	2,90652778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
02-01-2017	57841	60387	58675	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,854583	15,8544444	15,794722	15,794722	59,401944	44,555972	11,301111	5,329167	18,469167	6,468889	18,469167	2,41375	0,9275649	0,9400245	1,1793317	0,976987	0,8384615	0,8166056	0,7395433	0,778563	19,54875	19,67763889	16,399444	15,32055556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
03-01-2017	75671	81747	78692	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	4390	  NA	  NA	290	66,05923	60	60	4160	  NA	3500	580	139,42308	90	90	4130	  NA	  NA	880	213,07506	130	130	4380	  NA	  NA	770	175,79909	120	120	15,988194	15,9968056	16,131806	16,131806	59,061389	43,580833	11,081528	5,298333	17,965139	6,354722	17,965139	2,331667	1,0706383	0,9822972	1,5168076	1,2266254	1,0254054	0,8837029	1,0802389	0,9106754	3,099028	3,10472222	4,362083	4,19430556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
04-01-2017	60474	63205	61212	611	518	844	153	    NA	63	42,2	8,7	4,88	7,66	133	110	356	145	   NA	58	45,5	7,3	5,5	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,977917	15,9808333	15,894861	15,894861	57,721528	42,685833	10,889167	5,311667	18,123194	6,383472	18,123194	2,297778	0,9535632	0,9172254	1,2455607	1,1143508	0,9223278	0,8592122	0,8105201	0,762114	2,495278	2,50583333	2,578611	2,44916667	4,63	3,5	44,2	25,5	   NA	    NA	0,44	2,8	   NA	0,36	  NA	
05-01-2017	54199	57344	56083	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,997778	15,9998611	15,948194	15,948194	57,077222	42,175833	10,797778	5,376806	18,2775	6,374444	18,2775	2,222778	0,9632867	0,9572414	1,5225434	1,2575027	0,9521289	0,8809412	0,9088812	0,8668197	1,996111	2,01916667	2,013333	1,83416667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
06-01-2017	54611	57323	55120	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,907778	15,9045833	15,917222	15,917222	57,499444	43,580278	10,81	5,4	18,381944	6,573056	18,381944	2,263611	0,9600928	0,879274	1,4195804	1,1565848	0,9845499	0,9065327	0,9603888	0,8490996	22,904306	22,96486111	65,884028	66,68208333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
07-01-2017	61394	64918	63178	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,937083	15,9581944	16,020556	16,020833	58,435833	45,572083	10,896667	5,425972	18,119861	6,696944	18,119861	2,354583	0,9859324	0,9006397	1,4725299	1,2221294	1,0236749	0,9351544	1,0236471	0,9198837	40,030556	39,35472222	88,791389	85,92180556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
08-01-2017	54726	57542	54867	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,552222	15,5527778	15,591111	15,591111	54,390972	42,895	10,751667	5,375278	17,007222	6,610694	17,007222	2,547361	1,0251989	0,9553665	1,6316976	1,4231353	1,057536	0,9052425	1,0568807	0,9295103	34,405833	36,47875	28,7675	24,32263889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
09-01-2017	59436	62194	60577	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,631433	15,6280946	15,887204	15,887204	47,600834	36,581085	10,957302	5,470097	15,327121	6,282754	15,327121	2,92726	0,9681763	0,9029727	1,2195838	1,04609	1,222412	1,2975295	0,9124867	0,9319058	18,245139	21,59666667	2,715833	2,3175	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
10-01-2017	55595	58276	56356	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,159028	16,1658333	16,302639	16,304861	45,953472	35,641944	11,050139	5,375972	14,494306	6,154306	14,494306	3,200974	1,0006227	0,9629091	1,4866071	1,2645707	1,2101655	1,3482436	1,1512515	1,0843931	2,1875	2,39902778	2,277083	2,10347222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
11-01-2017	89156	95391	91950	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,798333	15,7983333	16,034583	16,034583	45,645556	35,448194	11,359306	5,234167	14,299861	5,99625	14,299861	3,209861	1,1357143	1,7991597	1,6827108	1,1672167	1,238386	0,9743529	1,4392585	1,0216247	21,398472	2,83680556	2,622361	2,455	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
12-01-2017	63220	66370	64082	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,950694	15,9501389	15,928472	15,928472	44,928611	34,575556	11,451944	5,196111	13,849444	5,818472	13,849444	3,162917	0,9907478	0,9874839	1,3865764	1,2350711	1,0152228	0,9484576	1,0078818	0,8920441	1,995417	2,18944444	2,005278	1,95319444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
13-01-2017	58881	61849	60157	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,996111	15,99625	16,061528	16,061528	46,058333	36,349861	11,580278	5,211667	13,660972	5,763333	13,660972	3,24875	0,9809927	0,9083942	1,4286925	1,0447277	0,9702607	0,9068182	1,0200708	0,8831787	1,996944	2,24027778	2,00875	1,87486111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
14-01-2017	56667	59608	57336	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,990972	15,9906944	15,955833	15,955833	44,016667	36,476806	10,991528	4,9325	13,684028	5,700694	13,684028	3,3	0,9409478	0,860122	1,3814095	0,9229142	0,8916468	0,8781863	0,8471429	0,8320819	2,000278	2,22041667	2,004028	1,89611111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
15-01-2017	54528	57835	55373	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,012639	16,0119444	16,077222	16,077361	37,89	31,804722	10,685556	4,784167	14,533194	5,850694	14,533194	3,228333	0,9400256	0,9263024	1,4741688	1,0498199	0,9372549	0,9472956	0,9023544	0,9695136	1,999861	2,25388889	2,01	1,90111111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
16-01-2017	61747	58319	56869	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,045972	16,0520833	16,026667	16,028472	32,663472	27,282361	10,226667	4,613194	16,177083	6,276528	16,177083	2,880556	0,9468112	0,9175192	1,3156888	1,026601	0,9429287	0,8929032	0,9356164	0,896337	2,742083	2,93652778	2,180278	2,03611111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
17-01-2017	52853	57892	56289	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	4720	  NA	  NA	800	169,49153	90	90	5110	  NA	  NA	850	166,34051	80	80	4440	  NA	  NA	900	202,7027	130	130	4360	  NA	  NA	840	192,66055	110	110	16,749096	16,750904	16,096384	16,096384	28,71669	23,718359	9,953964	4,577886	17,085535	6,447705	17,085535	2,8	1,0203986	1,0735053	1,2805195	1,1436782	0,9322657	0,8544895	0,9004768	0,8595376	6,848611	7,73986111	3,780417	3,64569444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
18-01-2017	55181	47229	55953	373	316	776	206	    NA	65	43	8,6	4,71	7,68	113	94	386	207	   NA	72	46,28	9,14	6,83	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,781944	15,7819444	15,870278	15,870556	25,688333	20,09625	10,229722	4,853472	15,191111	5,720833	15,191111	2,808889	0,9605191	0,9194293	1,2666667	1,1121372	0,8727159	0,8238156	1,2544665	1,0161567	46,043889	51,42513889	18,181806	16,92625	10,3	8	33,9	   NA	   NA	    NA	0,94	2,8	0,63	0,43	  NA	
19-01-2017	55623	56272	56860	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,044028	16,0440278	16,014306	16,015	25,999028	18,665972	10,048611	4,516528	13,7525	5,083611	13,7525	2,976944	0,8590038	0,8863065	1,0975734	0,9801714	0,8734536	0,8474576	1,3734456	1,0796675	90,634583	99,40416667	69,1625	74,65138889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
20-01-2017	53760	56523	54403	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,000417	16,0004167	16,004722	16,004722	26,03125	16,925694	9,455556	3,939722	12,281528	4,291944	12,281528	3,255	0,899139	0,9159653	1,2630675	1,1	0,9359903	0,8520384	1,3453559	1,1138728	12,086389	13,48236111	5,038611	5,61152778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
21-01-2017	50980	55016	53171	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,017778	16,0179167	15,979861	15,979861	25,665972	15,341111	9,337083	3,603889	11,045972	3,742639	11,045972	3,146592	0,8942683	0,8773913	1,2591738	0,9958333	0,9	0,78	0,8677536	0,8274212	2,004167	2,22291667	2,031111	1,94027778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
22-01-2017	52167	55275	53391	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,008194	16,0081944	16,000972	16,000972	25,571806	14,221389	9,3725	3,316806	9,960139	3,3325	9,960139	2,898056	0,8879377	0,861738	1,2574219	0,9694957	0,887005	0,7831475	0,8577914	0,8902582	2,007361	2,28763889	2,031528	1,94402778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
23-01-2017	46545	52259	51463	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,167639	16,1676389	16,1875	16,186528	25,63	13,924861	9,349861	3,045972	8,951111	2,897917	8,951111	2,659722	0,8699495	0,8792191	1,2179874	0,9453317	0,8815051	0,7622593	0,8235984	0,874541	2,00625	2,32708333	2,033056	1,88513889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
24-01-2017	54006	59833	58302	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,784306	16,7843056	18,126528	18,122083	25,6625	14,0825	10,024722	2,95	8,004444	2,500278	8,004444	2,341111	1,1028767	1,1076923	1,4027778	1,1835178	1,0695706	0,9797767	1,205379	0,9590024	36,919444	40,18208333	44,756389	46,68625	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
25-01-2017	58922	55687	53637	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,492778	15,4927778	16,105556	16,105417	27,322917	15,397917	10,141389	2,800417	7,611667	2,366111	7,611667	2,17	1,0989474	1,0687831	1,4657929	1,3647362	1,2087719	1,0687933	1,4785425	1,3141689	10,524722	10,07277778	10,77875	10,50277778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
26-01-2017	52641	55546	53345	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,081528	15,0815278	15,958056	15,9575	31,634167	17,711389	10,692083	2,941944	7,360694	2,330833	7,360694	1,974444	0,9171598	0,9456805	1,4357143	1,2282887	0,9900369	0,8881188	1,0657213	0,9520988	2,527361	2,50611111	2,152083	2,00930556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
27-01-2017	52173	55577	53722	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,032778	15,0327778	16,031528	16,031528	36,805139	20,604722	22,552361	10,650556	7,233889	2,427917	7,233889	1,735278	0,8645631	0,957006	1,3314545	1,5537153	0,9204182	0,886983	1,0106173	0,9137184	2,002917	2,01486111	2,017917	1,88444444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
28-01-2017	50145	52063	49549	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,697917	15,6979167	15,946944	15,947222	38,913611	21,676389	38,576944	22,488889	7,122917	2,408611	7,122917	1,6	0,8924812	0,9638166	1,1875659	2,069562	0,930137	0,8511278	0,9473945	0,875	2,283056	2,23277778	2,007361	1,86416667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
29-01-2017	51804	54391	52830	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,9775	14,9775	16,000556	15,997917	38,8925	21,557917	32,865556	21,174722	6,834722	2,3	6,834722	1,683472	0,9621429	1,0100424	1,1780277	1,6130288	1,0164865	0,9427577	1,0350068	0,9144547	2,017361	2,0175	2,010972	1,87958333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
30-01-2017	52658	55057	53001	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,611806	15,6118056	16,257639	16,256944	36,999422	20,156936	24,222254	16,814884	10,040607	5,633382	10,040607	3,185405	0,9779793	1,0162234	1,2217972	1,7596872	1,0800275	1,0755245	1,6542069	1,4533033	6,856667	6,70763889	4,771111	4,66138889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
31-01-2017	53336	56647	54154	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,106667	15,1066667	15,965139	15,963333	23,535417	12,405972	13,804306	10,001111	14,066111	10,120139	14,066111	7,281389	0,9765306	0,9767742	1,2180164	1,5237838	1,088961	0,9403141	1,1592157	1,0808376	9,423611	9,52097222	3,402361	3,21444444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
01-02-2017	49532	51599	49962	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,033889	15,0338889	15,975	15,975	18,201391	9,446453	12,03185	8,792211	11,501808	8,257997	11,501808	7,414882	0,9166873	0,9644005	1,2703942	1,3155112	1,0349876	1,153125	1,1749692	1,1247337	9,515833	9,39833333	4,639167	4,29152778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
02-02-2017	41461	56650	54457	383	320	909	205	    NA	   NA	51	    NA	5,32	7,81	113	92	450	216	   NA	75	52,26	10,5	7,43	4280	  NA	  NA	830	193,92523	110	110	4250	  NA	  NA	805	189,41176	95	95	3440	  NA	  NA	920	267,44186	155	155	3520	  NA	  NA	770	218,75	120	120	15,01375	15,01375	15,980972	16,1	17,914306	9,545694	11,927222	8,948472	9,730556	7,10875	9,730556	6,595278	0,9452121	0,9681481	1,3125958	1,357339	1,0399258	0,9424168	1,2860349	1,1086288	12,586389	12,15055556	3,482639	3,3175	2,3	1,6	24	27,7	   NA	    NA	0,4	    NA	   NA	   NA	  NA	
