Sample,SeqRun,LibID,Read_no,ID,Line,Mean,Plant,Date,Week,Year,Period,Configuration,Design,Design2,ReturnSludgeSidestream,PrimarySetling,Digester,lat,long,Solids_AerationTank_PointMeasurement,SolidsFraction_AerationTank_PointMeasurement,SVI,DSVI,ExtractionConc,LibraryConc,week_mean_temperature
MQ191115-175,MQ191115,LIB-Aalborg-E-LT-524,81884,Aalborg Øst #524,LT-3,,Aalborg E,2018-01-15,3,2018,Winter,,,,,,,,,,,,,,,7.9
MQ191115-176,MQ191115,LIB-Aalborg-E-LT-526,100447,Aalborg Øst #526,LT-1,,Aalborg E,2018-01-23,4,2018,Winter,,,,,,,,,,,,,,,9.2
MQ191115-177,MQ191115,LIB-Aalborg-E-LT-528,64271,Aalborg Øst #528,LT-2,,Aalborg E,2018-01-30,5,2018,Winter,,,,,,,,,,,,,,,8.3
MQ191115-178,MQ191115,LIB-Aalborg-E-LT-530,83728,Aalborg Øst #530,LT-1,,Aalborg E,2018-02-06,6,2018,Winter,,,,,,,,,,,,,,,8.3
MQ191115-179,MQ191115,LIB-Aalborg-E-LT-532,84933,Aalborg Øst #532,LT-2,,Aalborg E,2018-02-12,7,2018,Winter,,,,,,,,,,,,,,,7.9
MQ191115-180,MQ191115,LIB-Aalborg-E-LT-534,86777,Aalborg Øst #534,LT-2,,Aalborg E,2018-02-21,8,2018,Winter,,,,,,,,,,,,,,,8.7
MQ191115-181,MQ191115,LIB-Aalborg-E-LT-536,82231,Aalborg Øst #536,LT-1,,Aalborg E,2018-02-27,9,2018,Winter,,,,,,,,,,,,,,,7.9
MQ191115-182,MQ191115,LIB-Aalborg-E-LT-538,78051,Aalborg Øst #538,LT-1,,Aalborg E,2018-03-03,9,2018,Winter,,,,,,,,,,,,,,,7.9
MQ191115-183,MQ191115,LIB-Aalborg-E-LT-540,101358,Aalborg Øst #540,LT-1,,Aalborg E,2018-03-12,11,2018,Winter,,,,,,,,,,,,,,,7.3
MQ191115-184,MQ191115,LIB-Aalborg-E-LT-542,92818,Aalborg Øst #542,LT-1,,Aalborg E,2018-03-19,12,2018,Spring,,,,,,,,,,,,,,,7.8
MQ191115-185,MQ191115,LIB-Aalborg-E-LT-544,108443,Aalborg Øst #544,LT-1,,Aalborg E,2018-03-27,13,2018,Spring,,,,,,,,,,,,,,,9.7
MQ191115-186,MQ191115,LIB-Aalborg-E-LT-546,94177,Aalborg Øst #546,LT-1,,Aalborg E,2018-04-04,14,2018,Spring,,,,,,,,,,,,,,,9.4
MQ191115-187,MQ191115,LIB-Aalborg-E-LT-548,84929,Aalborg Øst #548,LT-1,,Aalborg E,2018-04-10,15,2018,Spring,,,,,,,,,,,,,,,10
MQ191115-188,MQ191115,LIB-Aalborg-E-LT-550,76975,Aalborg Øst #550,LT-1,,Aalborg E,2018-04-16,16,2018,Spring,,,,,,,,,,,,,,,12.6
MQ191115-189,MQ191115,LIB-Aalborg-E-LT-552,73053,Aalborg Øst #552,LT-1,,Aalborg E,2018-04-24,17,2018,Spring,,,,,,,,,,,,,,,12.4
MQ191115-190,MQ191115,LIB-Aalborg-E-LT-554,50136,Aalborg Øst #554,LT-3,,Aalborg E,2018-04-30,18,2018,Spring,,,,,,,,,,,,,,,12.7
MQ191115-191,MQ191115,LIB-Aalborg-E-LT-556,62363,Aalborg Øst #556,LT-1,,Aalborg E,2018-05-07,19,2018,Spring,,,,,,,,,,,,,,,14.7
MQ191115-192,MQ191115,LIB-Aalborg-E-LT-558,27048,Aalborg Øst #558,LT-2,,Aalborg E,2018-05-14,20,2018,Spring,,,,,,,,,,,,,,,14.7
MQ191115-193,MQ191115,LIB-Aalborg-E-LT-560,51370,Aalborg Øst #560,LT-1,,Aalborg E,2018-05-22,21,2018,Spring,,,,,,,,,,,,,,,15.95
MQ191115-194,MQ191115,LIB-Aalborg-E-LT-562,62995,Aalborg Øst #562,LT-3,,Aalborg E,2018-05-28,22,2018,Spring,,,,,,,,,,,,,,,
MQ191115-195,MQ191115,LIB-Aalborg-E-LT-564,68537,Aalborg Øst #564,LT-1,,Aalborg E,2018-06-04,23,2018,Spring,,,,,,,,,,,,,,,18.7
MQ191115-196,MQ191115,LIB-Aalborg-E-LT-566,62855,Aalborg Øst #566,LT-1,,Aalborg E,2018-06-11,24,2018,Spring,,,,,,,,,,,,,,,16.7
MQ191115-197,MQ191115,LIB-Aalborg-E-LT-568,56893,Aalborg Øst #568,LT-1,,Aalborg E,2018-06-18,25,2018,Summer,,,,,,,,,,,,,,,17.1
MQ191115-198,MQ191115,LIB-Aalborg-E-LT-570,66357,Aalborg Øst #570,LT-1,,Aalborg E,2018-06-26,26,2018,Summer,,,,,,,,,,,,,,,18.7
MQ191115-199,MQ191115,LIB-Aalborg-E-LT-572,73958,Aalborg Øst #572,LT-1,,Aalborg E,2018-07-02,27,2018,Summer,,,,,,,,,,,,,,,
MQ191115-200,MQ191115,LIB-Aalborg-E-LT-574,95185,Aalborg Øst #574,LT-2,,Aalborg E,2018-07-11,28,2018,Summer,,,,,,,,,,,,,,,20.6
MQ191115-201,MQ191115,LIB-Aalborg-E-LT-576,70963,Aalborg Øst #576,LT-1,,Aalborg E,2018-07-16,29,2018,Summer,,,,,,,,,,,,,,,20.4
MQ191115-202,MQ191115,LIB-Aalborg-E-LT-578,90003,Aalborg Øst #578,LT-1,,Aalborg E,2018-08-02,31,2018,Summer,,,,,,,,,,,,,,,20.7
MQ191115-203,MQ191115,LIB-Aalborg-E-LT-580,79589,Aalborg Øst #580,LT-2,,Aalborg E,2018-08-08,32,2018,Summer,,,,,,,,,,,,,,,20.4
MQ191115-204,MQ191115,LIB-Aalborg-E-LT-582,79885,Aalborg Øst #582,LT-1,,Aalborg E,2018-08-15,33,2018,Summer,,,,,,,,,,,,,,,18.3
MQ191115-205,MQ191115,LIB-Aalborg-E-LT-584,74007,Aalborg Øst #584,LT-2,,Aalborg E,2018-08-21,34,2018,Summer,,,,,,,,,,,,,,,18.5
MQ191115-206,MQ191115,LIB-Aalborg-E-LT-586,21597,Aalborg Øst #586,LT-2,,Aalborg E,2018-08-27,35,2018,Summer,,,,,,,,,,,,,,,18
MQ191115-207,MQ191115,LIB-Aalborg-E-LT-588,61117,Aalborg Øst #588,LT-1,,Aalborg E,2018-09-04,36,2018,Summer,,,,,,,,,,,,,,,18.9
MQ191115-208,MQ191115,LIB-Aalborg-E-LT-590,71442,Aalborg Øst #590,LT-4,,Aalborg E,2018-09-10,37,2018,Summer,,,,,,,,,,,,,,,17
MQ191115-209,MQ191115,LIB-Aalborg-E-LT-592,53307,Aalborg Øst #592,LT-2,,Aalborg E,2018-09-17,38,2018,Fall,,,,,,,,,,,,,,,17
MQ191115-210,MQ191115,LIB-Aalborg-E-LT-594,67090,Aalborg Øst #594,LT-2,,Aalborg E,2018-09-24,39,2018,Fall,,,,,,,,,,,,,,,15.7
MQ191115-211,MQ191115,LIB-Aalborg-E-LT-596,14260,Aalborg Øst #596,LT-4,,Aalborg E,2018-10-01,40,2018,Fall,,,,,,,,,,,,,,,15.5
MQ191115-212,MQ191115,LIB-Aalborg-E-LT-598,67091,Aalborg Øst #598,LT-1,,Aalborg E,2018-10-03,40,2018,Fall,,,,,,,,,,,,,,,15.5
MQ191115-213,MQ191115,LIB-Aalborg-E-LT-600,61621,Aalborg Øst #600,LT-1,,Aalborg E,2018-10-17,42,2018,Fall,,,,,,,,,,,,,,,17.5
MQ191115-214,MQ191115,LIB-Aalborg-E-LT-602,8858,Aalborg Øst #602,LT-1,,Aalborg E,2018-10-23,43,2018,Fall,,,,,,,,,,,,,,,16.1
MQ191115-215,MQ191115,LIB-Aalborg-E-LT-604,68588,Aalborg Øst #604,LT-1,,Aalborg E,2018-11-02,44,2018,Fall,,,,,,,,,,,,,,,13.4
MQ191115-216,MQ191115,LIB-Aalborg-E-LT-606,13545,Aalborg Øst #606,LT-1,,Aalborg E,2018-11-07,45,2018,Fall,,,,,,,,,,,,,,,
MQ191115-217,MQ191115,LIB-Aalborg-E-LT-608,127003,Aalborg Øst #608,LT-4,,Aalborg E,2018-11-13,46,2018,Fall,,,,,,,,,,,,,,,13.9
MQ191115-218,MQ191115,LIB-Aalborg-E-LT-610,70323,Aalborg Øst #610,LT-4,,Aalborg E,2018-11-19,47,2018,Fall,,,,,,,,,,,,,,,13.4
MQ191115-219,MQ191115,LIB-Aalborg-E-LT-612,65008,Aalborg Øst #612,LT-1,,Aalborg E,2018-11-26,48,2018,Fall,,,,,,,,,,,,,,,11.8
MQ191115-220,MQ191115,LIB-Aalborg-E-LT-614,70433,Aalborg Øst #614,LT-1,,Aalborg E,2018-12-03,49,2018,Fall,,,,,,,,,,,,,,,
MQ191115-221,MQ191115,LIB-Aalborg-E-LT-616,63431,Aalborg Øst #616,LT-1,,Aalborg E,2018-12-12,50,2018,Fall,,,,,,,,,,,,,,,
MQ191115-222,MQ191115,LIB-Aalborg-E-LT-618,92268,Aalborg Øst #618,LT-4,,Aalborg E,2018-12-18,51,2018,Winter,,,,,,,,,,,,,,,
MQ191115-223,MQ191115,LIB-Aalborg-E-LT-620,13117,Aalborg Øst #620,LT-1,,Aalborg E,2019-01-04,1,2019,Winter,,,,,,,,,,,,,,,
MQ191115-224,MQ191115,LIB-Aalborg-E-LT-622,92799,Aalborg Øst #622,LT-1,,Aalborg E,2019-01-08,2,2019,Winter,,,,,,,,,,,,,,,
MQ191115-225,MQ191115,LIB-Aalborg-E-LT-624,55325,Aalborg Øst #624,LT-1,,Aalborg E,2019-01-14,3,2019,Winter,,,,,,,,,,,,,,,
MQ191115-226,MQ191115,LIB-Aalborg-E-LT-626,84797,Aalborg Øst #626,LT-1,,Aalborg E,2019-01-22,4,2019,Winter,,,,,,,,,,,,,,,
MQ191115-227,MQ191115,LIB-Aalborg-E-LT-628,2589,Aalborg Øst #628,LT-3,,Aalborg E,2019-01-31,5,2019,Winter,,,,,,,,,,,,,,,
MQ191115-228,MQ191115,LIB-Aalborg-E-LT-630,61477,Aalborg Øst #630,LT-1,,Aalborg E,2019-02-04,6,2019,Winter,,,,,,,,,,,,,,,
MQ191115-229,MQ191115,LIB-Aalborg-E-LT-632,83465,Aalborg Øst #632,LT-2,,Aalborg E,2019-02-14,7,2019,Winter,,,,,,,,,,,,,,,
MQ191115-230,MQ191115,LIB-Aalborg-E-LT-634,66243,Aalborg Øst #634,LT-1,,Aalborg E,2019-02-18,8,2019,Winter,,,,,,,,,,,,,,,
MQ191115-231,MQ191115,LIB-Aalborg-E-LT-636,64023,Aalborg Øst #636,LT-2,,Aalborg E,2019-02-25,9,2019,Winter,,,,,,,,,,,,,,,
MQ191115-232,MQ191115,LIB-Aalborg-E-LT-638,69136,Aalborg Øst #638,LT-1,,Aalborg E,2019-03-04,10,2019,Winter,,,,,,,,,,,,,,,
MQ200928-1,MQ200928,LIB-AalborgOst-LT-640,48730,Aalborg Ost -640,LT-3,,Aalborg E,2019-03-11,11,2019,Winter,,,,,,,,,,,,,,,
MQ200928-2,MQ200928,LIB-AalborgOst-LT-642,47320,Aalborg Ost -642,LT-3,,Aalborg E,2019-03-22,12,2019,Spring,,,,,,,,,,,,,,,
MQ200928-3,MQ200928,LIB-AalborgOst-LT-644,50444,Aalborg Ost -644,LT-2,,Aalborg E,2019-03-25,13,2019,Spring,,,,,,,,,,,,,,,
MQ200928-4,MQ200928,LIB-AalborgOst-LT-646,52035,Aalborg Ost -646,LT-2,,Aalborg E,2019-04-01,14,2019,Spring,,,,,,,,,,,,,,,
MQ200928-5,MQ200928,LIB-AalborgOst-LT-648,49800,Aalborg Ost -648,LT-1,,Aalborg E,2019-04-08,15,2019,Spring,,,,,,,,,,,,,,,
MQ200928-6,MQ200928,LIB-AalborgOst-LT-650,50358,Aalborg Ost -650,LT-1,,Aalborg E,2019-04-15,16,2019,Spring,,,,,,,,,,,,,,,
MQ200928-7,MQ200928,LIB-AalborgOst-LT-652,53114,Aalborg Ost -652,LT-2,,Aalborg E,2019-04-23,17,2019,Spring,,,,,,,,,,,,,,,
MQ200928-8,MQ200928,LIB-AalborgOst-LT-654,44177,Aalborg Ost -654,LT-2,,Aalborg E,2019-04-30,18,2019,Spring,,,,,,,,,,,,,,,
MQ200928-9,MQ200928,LIB-AalborgOst-LT-656,53732,Aalborg Ost -656,LT-1,,Aalborg E,2019-05-07,19,2019,Spring,,,,,,,,,,,,,,,
MQ200928-10,MQ200928,LIB-AalborgOst-LT-658,48230,Aalborg Ost -658,LT-1,,Aalborg E,2019-05-16,20,2019,Spring,,,,,,,,,,,,,,,
MQ200928-11,MQ200928,LIB-AalborgOst-LT-660,53430,Aalborg Ost -660,LT-2,,Aalborg E,2019-05-23,21,2019,Spring,,,,,,,,,,,,,,,
MQ200928-12,MQ200928,LIB-AalborgOst-LT-662,55370,Aalborg Ost -662,LT-2,,Aalborg E,2019-05-28,22,2019,Spring,,,,,,,,,,,,,,,
MQ200928-13,MQ200928,LIB-AalborgOst-LT-664,51130,Aalborg Ost -664,LT-1,,Aalborg E,2019-06-06,23,2019,Spring,,,,,,,,,,,,,,,
MQ200928-14,MQ200928,LIB-AalborgOst-LT-666,53167,Aalborg Ost -666,LT-1,,Aalborg E,2019-06-12,24,2019,Spring,,,,,,,,,,,,,,,
MQ200928-15,MQ200928,LIB-AalborgOst-LT-668,58055,Aalborg Ost -668,LT-3,,Aalborg E,2019-06-19,25,2019,Summer,,,,,,,,,,,,,,,
MQ200928-16,MQ200928,LIB-AalborgOst-LT-670,57672,Aalborg Ost -670,LT-3,,Aalborg E,2019-06-24,26,2019,Summer,,,,,,,,,,,,,,,
MQ200928-17,MQ200928,LIB-AalborgOst-LT-672,53257,Aalborg Ost -672,LT-1,,Aalborg E,2019-07-03,27,2019,Summer,,,,,,,,,,,,,,,
MQ200928-18,MQ200928,LIB-AalborgOst-LT-674,47653,Aalborg Ost -674,LT-1,,Aalborg E,2019-07-08,28,2019,Summer,,,,,,,,,,,,,,,
MQ200928-19,MQ200928,LIB-AalborgOst-LT-676,52552,Aalborg Ost -676,LT-2,,Aalborg E,2019-07-16,29,2019,Summer,,,,,,,,,,,,,,,
MQ200928-20,MQ200928,LIB-AalborgOst-LT-678,51763,Aalborg Ost -678,LT-2,,Aalborg E,2019-07-25,30,2019,Summer,,,,,,,,,,,,,,,
MQ200928-21,MQ200928,LIB-AalborgOst-LT-680,52155,Aalborg Ost -680,LT-2,,Aalborg E,2019-07-30,31,2019,Summer,,,,,,,,,,,,,,,
MQ200928-22,MQ200928,LIB-AalborgOst-LT-682,53717,Aalborg Ost -682,LT-2,,Aalborg E,2019-08-06,32,2019,Summer,,,,,,,,,,,,,,,
MQ200928-23,MQ200928,LIB-AalborgOst-LT-684,54672,Aalborg Ost -684,LT-3,,Aalborg E,2019-08-13,33,2019,Summer,,,,,,,,,,,,,,,
MQ200928-24,MQ200928,LIB-AalborgOst-LT-686,62575,Aalborg Ost -686,LT-3,,Aalborg E,2019-08-22,34,2019,Summer,,,,,,,,,,,,,,,
MQ200928-25,MQ200928,LIB-AalborgOst-LT-688,58000,Aalborg Ost -688,LT-3,,Aalborg E,2019-08-28,35,2019,Summer,,,,,,,,,,,,,,,
MQ200928-26,MQ200928,LIB-AalborgOst-LT-690,53274,Aalborg Ost -690,LT-3,,Aalborg E,2019-09-05,36,2019,Summer,,,,,,,,,,,,,,,
MQ200928-27,MQ200928,LIB-AalborgOst-LT-692,52389,Aalborg Ost -692,LT-3,,Aalborg E,2019-09-10,37,2019,Summer,,,,,,,,,,,,,,,
MQ200928-28,MQ200928,LIB-AalborgOst-LT-694,53802,Aalborg Ost -694,LT-3,,Aalborg E,2019-09-17,38,2019,Fall,,,,,,,,,,,,,,,
MQ200928-29,MQ200928,LIB-AalborgOst-LT-696,54186,Aalborg Ost -696,LT-1,,Aalborg E,2019-09-25,39,2019,Fall,,,,,,,,,,,,,,,
MQ200928-30,MQ200928,LIB-AalborgOst-LT-698,52074,Aalborg Ost -698,LT-1,,Aalborg E,2019-09-30,40,2019,Fall,,,,,,,,,,,,,,,
MQ200928-31,MQ200928,LIB-AalborgOst-LT-700,51418,Aalborg Ost -700,LT-4,,Aalborg E,2019-10-16,42,2019,Fall,,,,,,,,,,,,,,,
MQ200928-33,MQ200928,LIB-AalborgOst-LT-704,56647,Aalborg Ost -704,LT-2,,Aalborg E,2019-10-30,44,2019,Fall,,,,,,,,,,,,,,,
MQ200928-34,MQ200928,LIB-AalborgOst-LT-706,56976,Aalborg Ost -706,LT-2,,Aalborg E,2019-11-12,46,2019,Fall,,,,,,,,,,,,,,,
MQ200928-35,MQ200928,LIB-AalborgOst-LT-721,55643,Aalborg Ost -721,LT-1,,Aalborg E,2020-01-06,2,2020,Winter,,,,,,,,,,,,,,,
MQ200928-36,MQ200928,LIB-AalborgOst-LT-722,58574,Aalborg Ost -722,LT-1,,Aalborg E,2020-01-12,2,2020,Winter,,,,,,,,,,,,,,,
MQ200928-37,MQ200928,LIB-AalborgOst-LT-724,52788,Aalborg Ost -724,LT-1,,Aalborg E,2020-01-21,4,2020,Winter,,,,,,,,,,,,,,,
MQ200928-38,MQ200928,LIB-AalborgOst-LT-726,50223,Aalborg Ost -726,LT-1,,Aalborg E,2020-02-04,6,2020,Winter,,,,,,,,,,,,,,,
MQ200928-39,MQ200928,LIB-AalborgOst-LT-728,58883,Aalborg Ost -728,LT-1,,Aalborg E,2020-02-11,7,2020,Winter,,,,,,,,,,,,,,,
MQ200928-40,MQ200928,LIB-AalborgOst-LT-730,128296,Aalborg Ost -730,LT-1,,Aalborg E,2020-02-17,8,2020,Winter,,,,,,,,,,,,,,,
MQ200928-41,MQ200928,LIB-AalborgOst-LT-732,55002,Aalborg Ost -732,LT-1,,Aalborg E,2020-02-24,9,2020,Winter,,,,,,,,,,,,,,,
MQ200928-42,MQ200928,LIB-AalborgOst-LT-734,52922,Aalborg Ost -734,LT-1,,Aalborg E,2020-03-05,10,2020,Winter,,,,,,,,,,,,,,,
MQ200928-43,MQ200928,LIB-AalborgOst-LT-736,55372,Aalborg Ost -736,LT-1,,Aalborg E,2020-03-09,11,2020,Winter,,,,,,,,,,,,,,,
MQ200928-44,MQ200928,LIB-AalborgOst-LT-738,55418,Aalborg Ost -738,LT-1,,Aalborg E,2020-03-17,12,2020,Spring,,,,,,,,,,,,,,,
MQ200928-45,MQ200928,LIB-AalborgOst-LT-740,51412,Aalborg Ost -740,LT-1,,Aalborg E,2020-03-24,13,2020,Spring,,,,,,,,,,,,,,,
MQ200928-46,MQ200928,LIB-AalborgOst-LT-742,52455,Aalborg Ost -742,LT-1,,Aalborg E,2020-03-31,14,2020,Spring,,,,,,,,,,,,,,,
MQ200928-47,MQ200928,LIB-AalborgOst-LT-744,59603,Aalborg Ost -744,LT-1,,Aalborg E,2020-04-06,15,2020,Spring,,,,,,,,,,,,,,,
MQ200928-48,MQ200928,LIB-AalborgOst-LT-746,59604,Aalborg Ost -746,LT-1,,Aalborg E,2020-04-15,16,2020,Spring,,,,,,,,,,,,,,,
MQ200928-49,MQ200928,LIB-AalborgOst-LT-748,56257,Aalborg Ost -748,LT-1,,Aalborg E,2020-04-21,17,2020,Spring,,,,,,,,,,,,,,,
MQ200928-50,MQ200928,LIB-AalborgOst-LT-750,53610,Aalborg Ost -750,LT-1,,Aalborg E,2020-04-28,18,2020,Spring,,,,,,,,,,,,,,,
MQ200928-51,MQ200928,LIB-AalborgOst-LT-752,54529,Aalborg Ost -752,LT-1,,Aalborg E,2020-05-05,19,2020,Spring,,,,,,,,,,,,,,,
MQ200928-52,MQ200928,LIB-AalborgOst-LT-754,55529,Aalborg Ost -754,LT-1,,Aalborg E,2020-05-11,20,2020,Spring,,,,,,,,,,,,,,,
MQ200928-53,MQ200928,LIB-AalborgOst-LT-756,52914,Aalborg Ost -756,LT-1,,Aalborg E,2020-05-18,21,2020,Spring,,,,,,,,,,,,,,,
MQ200928-54,MQ200928,LIB-AalborgOst-LT-758,58366,Aalborg Ost -758,LT-1,,Aalborg E,2020-05-25,22,2020,Spring,,,,,,,,,,,,,,,
MQ200928-55,MQ200928,LIB-AalborgOst-LT-760,52470,Aalborg Ost -760,LT-1,,Aalborg E,2020-06-05,23,2020,Spring,,,,,,,,,,,,,,,
MQ200928-56,MQ200928,LIB-AalborgOst-LT-762,55293,Aalborg Ost -762,LT-1,,Aalborg E,2020-06-09,24,2020,Spring,,,,,,,,,,,,,,,
MQ200928-57,MQ200928,LIB-AalborgOst-LT-764,55967,Aalborg Ost -764,LT-1,,Aalborg E,2020-06-18,25,2020,Summer,,,,,,,,,,,,,,,
MQ200928-58,MQ200928,LIB-AalborgOst-LT-766,47287,Aalborg Ost -766,LT-1,,Aalborg E,2020-06-24,26,2020,Summer,,,,,,,,,,,,,,,
MQ200928-59,MQ200928,LIB-AalborgOst-LT-768,49999,Aalborg Ost -768,LT-1,,Aalborg E,2020-06-30,27,2020,Summer,,,,,,,,,,,,,,,
MQ200928-60,MQ200928,LIB-AalborgOst-LT-770,50857,Aalborg Ost -770,LT-1,,Aalborg E,2020-07-09,28,2020,Summer,,,,,,,,,,,,,,,
MQ200928-61,MQ200928,LIB-AalborgOst-LT-772,51086,Aalborg Ost -772,LT-1,,Aalborg E,2020-07-14,29,2020,Summer,,,,,,,,,,,,,,,
MQ200928-62,MQ200928,LIB-AalborgOst-LT-774,47208,Aalborg Ost -774,LT-1,,Aalborg E,2020-07-21,30,2020,Summer,,,,,,,,,,,,,,,
MQ200928-63,MQ200928,LIB-AalborgOst-LT-776,46631,Aalborg Ost -776,LT-1,,Aalborg E,2020-07-28,31,2020,Summer,,,,,,,,,,,,,,,
MQ200928-64,MQ200928,LIB-AalborgOst-LT-778,49331,Aalborg Ost -778,LT-1,,Aalborg E,2020-08-05,32,2020,Summer,,,,,,,,,,,,,,,
