Sample,SeqRun,LibID,Read no,ID,Period,Line,SampleContent,Mean,Plant,Date,Week,Year,V13,Configuration,Design,Design2,ReturnSludgeSidestream,PrimarySetling,Digester,lat,long,Solids_AerationTank_PointMeasurement,SolidsFraction_AerationTank_PointMeasurement,SVI,DSVI,ExtractionConc,LibraryConc,V28,V29,V30,SSelect,week_mean_temperature
MQ181023-40,MQ181023,LIB-BB-Dam-A-20180820,,Dam-A-20180820,Summer,A,AS,mean,Damhusåen-A,2018-08-20,34,2018,,"","","","","","",,,,,,,30.56363009,2.51710714,,,"",,
MQ181023-41,MQ181023,LIB-BB-Dam-A-20180823,,Dam-A-20180823,Summer,A,AS,mean,Damhusåen-A,2018-08-23,34,2018,,"","","","","","",,,,,,,17.6528551,1.834030515,,,"",,
MQ181023-42,MQ181023,LIB-BB-Dam-A-20180828,,Dam-A-20180828,Summer,A,AS,mean,Damhusåen-A,2018-08-28,35,2018,,"","","","","","",,,,,,,19.3279795,1.105012453,,,"",,
MQ181023-43,MQ181023,LIB-BB-Dam-A-20180830,,Dam-A-20180830,Summer,A,AS,mean,Damhusåen-A,2018-08-30,35,2018,,"","","","","","",,,,,,,20.05345618,0.999830742,,,"",,
MQ181023-44,MQ181023,LIB-BB-Dam-A-20180903,,Dam-A-20180903,Summer,A,AS,mean,Damhusåen-A,2018-09-03,36,2018,,"","","","","","",,,,,,,14.28659408,6.315738569,,,"",,
MQ181023-45,MQ181023,LIB-BB-Dam-A-20180907,,Dam-A-20180907,Summer,A,AS,mean,Damhusåen-A,2018-09-07,36,2018,,"","","","","","",,,,,,,18.95600335,5.91193752,,,"",,
MQ181023-46,MQ181023,LIB-BB-Dam-A-20180910,,Dam-A-20180910,Summer,A,AS,mean,Damhusåen-A,2018-09-10,37,2018,,"","","","","","",,,,,,,17.6122087,4.472036173,,,"",,
MQ181023-47,MQ181023,LIB-BB-Dam-A-20180913,,Dam-A-20180913,Summer,A,AS,mean,Damhusåen-A,2018-09-13,37,2018,,"","","","","","",,,,,,,28.85894467,5.011243562,,,"",,
MQ201009-188,MQ201009,LIB-Damhusaen-LT-A-102,33459,"",Spring,A,AS,mean,Damhusåen-A,2020-05-05,19,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-189,MQ201009,LIB-Damhusaen-LT-A-104,32707,"",Spring,A,AS,mean,Damhusåen-A,2020-05-12,20,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-190,MQ201009,LIB-Damhusaen-LT-A-106,34789,"",Spring,A,AS,mean,Damhusåen-A,2020-05-19,21,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-191,MQ201009,LIB-Damhusaen-LT-A-108,34259,"",Spring,A,AS,mean,Damhusåen-A,2020-05-25,22,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-192,MQ201009,LIB-Damhusaen-LT-A-110,30451,"",Spring,A,AS,mean,Damhusåen-A,2020-06-03,23,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-193,MQ201009,LIB-Damhusaen-LT-A-112,32931,"",Spring,A,AS,mean,Damhusåen-A,2020-06-10,24,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-194,MQ201009,LIB-Damhusaen-LT-A-114,32219,"",Summer,A,AS,mean,Damhusåen-A,2020-06-17,25,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-195,MQ201009,LIB-Damhusaen-LT-A-116,32920,"",Summer,A,AS,mean,Damhusåen-A,2020-06-24,26,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-196,MQ201009,LIB-Damhusaen-LT-A-118,34190,"",Summer,A,AS,mean,Damhusåen-A,2020-07-02,27,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-197,MQ201009,LIB-Damhusaen-LT-A-120,28646,"",Summer,A,AS,mean,Damhusåen-A,2020-07-06,28,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-198,MQ201009,LIB-Damhusaen-LT-A-122,36003,"",Summer,A,AS,mean,Damhusåen-A,2020-07-17,29,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-199,MQ201009,LIB-Damhusaen-LT-A-124,32744,"",Summer,A,AS,mean,Damhusåen-A,2020-07-21,30,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-200,MQ201009,LIB-Damhusaen-LT-A-126,33082,"",Summer,A,AS,mean,Damhusåen-A,2020-07-31,31,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-201,MQ201009,LIB-Damhusaen-LT-A-128,39141,"",Summer,A,AS,mean,Damhusåen-A,2020-08-07,32,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-202,MQ201009,LIB-Damhusaen-LT-A-130,37758,"",Summer,A,AS,mean,Damhusåen-A,2020-08-11,33,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-203,MQ201009,LIB-Damhusaen-LT-A-132,39951,"",Summer,A,AS,mean,Damhusåen-A,2020-08-18,34,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-204,MQ201009,LIB-Damhusaen-LT-A-134,34636,"",Summer,A,AS,mean,Damhusåen-A,2020-08-24,35,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-13,MQ210618,LIB-Damhusaaen-LT-A-136,,"",Summer,A,AS,"",Damhusåen-A,2020-09-04,36,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-14,MQ210618,LIB-Damhusaaen-LT-A-138,,"",Summer,A,AS,"",Damhusåen-A,2020-09-10,37,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-15,MQ210618,LIB-Damhusaaen-LT-A-140,,"",Fall,A,AS,"",Damhusåen-A,2020-09-22,39,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-16,MQ210618,LIB-Damhusaaen-LT-A-142,,"",Fall,A,AS,"",Damhusåen-A,2020-09-28,40,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-17,MQ210618,LIB-Damhusaaen-LT-A-144,,"",Fall,A,AS,"",Damhusåen-A,2020-10-09,41,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-18,MQ210618,LIB-Damhusaaen-LT-A-146,,"",Fall,A,AS,"",Damhusåen-A,2020-10-14,42,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-19,MQ210618,LIB-Damhusaaen-LT-A-148,,"",Fall,A,AS,"",Damhusåen-A,2020-10-23,43,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-20,MQ210618,LIB-Damhusaaen-LT-A-150,,"",Fall,A,AS,"",Damhusåen-A,2020-10-28,44,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-21,MQ210618,LIB-Damhusaaen-LT-A-152,,"",Fall,A,AS,"",Damhusåen-A,2020-11-04,45,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-22,MQ210618,LIB-Damhusaaen-LT-A-154,,"",Fall,A,AS,"",Damhusåen-A,2020-11-12,46,2020,,"","","","","","",,,,,,,,,,,"",,
MQ210618-23,MQ210618,LIB-Damhusaaen-LT-A-156,,"",Fall,A,AS,"",Damhusåen-A,2020-11-18,47,2020,,"","","","","","",,,,,,,,,,,"",,
