Date	Flow_influent_[m3/d]	Flow_out_[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	SS_influent_to_bio_[mg/l]	COD_influent_to_bio_[mg/l]	COD_influent_filtered_to_bio_[mg/l]	BOD5_influent_to_bio_[mg/l]	N_tot_influent_to_bio_[mg/l]	NH4_N_influent_to_bio_[mg/l]	P_tot_influent_to_bio_[mg/l]	PO4_P_influent_to_bio_[mg/l]	VSS_Line_A_[mg/l]	COD_Line_A_[mg/l]	SV_Line_A_[ml/l]	SVI_Line_A_[ml/g]	DSV_Line_A_[ml/l]	DSVI_Line_A_[ml/g]	Filament_Index_Line_A	Sedimentation_on_AS_Line_A_[m/h]	VSS_Line_B_[mg/l]	COD_Line_B_[mg/l]	SV_Line_B_[ml/l]	SVI_Line_B_[ml/g]	DSV_Line_B_[ml/l]	DSVI_Line_B_[ml/g]	Filament_Index_Line_B	Sedimentation_on_AS_Line_B_[m/h]	VSS_Line_C_[mg/l]	COD_Line_C_[mg/l]	SV_Line_C_[ml/l]	SVI_Line_C_[ml/g]	DSV_Line_C_[ml/l]	DSVI_Line_C_[ml/g]	Filament_Index_Line_C	Sedimentation_on_AS_Line_C_[m/h]	VSS_Line_D_[mg/l]	COD_Line_D_[mg/l]	SV_Line_D_[ml/l]	SVI_Line_D_[ml/g]	DSV_Line_D_[ml/l]	DSVI_Line_D_[ml/g]	Filament_Index_Line_D	Sedimentation_on_AS_Line_D_[m/h]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	SS_tank_Line_D_[g/l]	SS_RAS_Line_A_[g/l]	SS_RAS_Line_B_[g/l]	SS_RAS_Line_C_[g/l]	SS_RAS_Line_D_[g/l]	Total_SRT_Line_A_[d]	Aerobic_SRT_Line_A_[d]	Total_SRT_Line_B_[d]	Aerobic_SRT_Line_B_[d]	Total_SRT_Line_C_[d]	Aerobic_SRT_Line_C_[d]	Total_SRT_Line_D_[d]	Aerobic_SRT_Line_D_[d]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	DO_Line_D_setpoint_[mg/l]	DO_Line_D_value_[mg/l]	Fe_in_tank_A_[l/d]	Fe_in_effluent_A_[l/d]	Fe_in_tank_B_[l/d]	Fe_in_effluent_B_[l/d]	Fe_in_tank_C_[l/d]	Fe_in_effluent_C_[l/d]	Fe_in_tank_D_[l/d]	Fe_in_effluent_D_[l/d]	C_dosing_Line_A_[l/d]	C_dosing_Line_B_[l/d]	C_dosing_Line_C_[l/d]	C_dosing_Line_D_[l/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	NO2_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]	Temperature_[C]
19-05-2017	51324	51905	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,035292	3,701701	3,4981681	4,1318498	10,145355	8,842139	9,979324	7,364464	23,602222	11,226111	21,194722	10,189028	22,446528	12,270278	52,04764	21,753333	1,559635	0,66	1,510949	0,8887464	1,916846	0,5751651	1,483299	0,6320939	4,80E+00	217,0970799	4,8000001	287,10353	18,437092	447,37074	2,76E+02	570,500643	146,490307	204,17249	1,98E+02	153,734821	5,274821	90,71759	0	4,201528	0	0,00E+00	0	2,09784436	0,00E+00	16,045311
20-05-2017	47949	48235	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,108368	3,794388	3,5308742	4,2326681	10,075619	8,631347	9,796523	7,02892	24,153194	11,531806	21,870833	10,485694	23,032222	12,514306	54,92319	22,6925	1,506014	0,5981612	1,450789	0,7739726	1,9	0,3326562	1,484346	0,4417249	4,80E+00	265,6425981	4,8000001	335,72812	892,791796	714,97362	4,01E+02	515,439848	145,210443	180,802035	1,62E+02	153,112365	8,328924	99,99	0	6,256389	0	0,00E+00	0	3,68179989	0,00E+00	15,926873
21-05-2017	47715	48030	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,01174	3,72213	3,620681	4,2696368	9,972217	8,483372	9,776594	6,958301	23,962361	11,445278	21,897083	10,420417	22,853611	12,319583	57,17931	23,320556	1,529341	0,6228997	1,50471	0,8038285	1,9	0,34125	1,483218	0,5739421	4,80E+00	267,9167102	4,8000001	379,97807	2017,59724	691,0049	3,61E+02	590,845024	135,392132	196,150583	1,60E+02	152,230348	10,460676	99,99	0	6,255695	0	0,00E+00	0	3,68126464	0,00E+00	15,971209
22-05-2017	48493	49026	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	200	450	100	200	62	50	8,1	4,7	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,926825	3,679717	3,8980755	4,1972402	9,965314	8,502233	10,170829	7,017041	24,063472	11,543611	22,167778	10,540556	23,015833	12,336667	55,73264	22,527639	1,514024	0,6029294	1,529283	0,8653409	2,062926	0,7087125	1,403861	0,6463602	4,80E+00	293,1704647	4,8000001	366,1669	2114,851293	738,94173	2,87E+02	494,786504	139,696168	180,376254	5,66E+02	155,760682	8,577928	99,99	0	6,255695	0	0,00E+00	0	3,68126464	0,00E+00	16,065133
23-05-2017	72840	63992	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,910256	3,364762	4,2834268	3,8657501	9,99569	8,588752	9,793379	7,211561	24,265417	11,7275	22,571111	10,7275	23,400972	12,673194	54,42931	21,799167	1,541761	0,6986267	1,555589	0,7740356	1,914504	1,3065278	1,524249	0,5242171	4,80E+00	345,1691226	4,8000001	425,75491	1395,447859	2187,17239	6,04E+01	731,746635	121,370997	165,311957	9,32E+02	127,174612	19,526122	99,99	0	6,255	0	0,00E+00	0	3,68072915	0,00E+00	16,242726
24-05-2017	54973	55506	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,886841	3,597978	4,3275137	3,9350498	10,298431	9,506802	10,002087	8,518929	24,75	11,975417	23,074306	10,961111	24,242222	13,275278	54,13611	21,624722	1,665169	0,6879213	1,844118	0,9336552	1,886821	1,337296	1,616271	0,633	4,80E+00	285,6566103	4,8000001	306,75673	0	2222,46532	4,58E+01	514,45912	150,77861	658,534034	1,05E+03	325,588108	30,525088	99,99	0	6,255695	0	0,00E+00	0	3,68126464	0,00E+00	15,722388
25-05-2017	48362	48362	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,21571	3,86526	4,1584089	4,364441	10,037131	8,646304	10,038549	7,141673	25,416806	12,313056	23,576806	11,151806	24,906111	13,720556	54,20833	21,623333	1,514718	0,5961972	1,517124	0,7495253	1,643966	1,3404553	1,4532	0,8621673	1,26E+00	385,8204471	4,8000001	399,53062	0	1782,72662	4,80E+00	483,694946	142,482687	202,865547	4,04E+02	149,179519	16,439042	99,99	0	6,255695	0	0,00E+00	0	3,68126464	0,00E+00	15,823813
26-05-2017	47313	47174	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,290717	3,930169	4,1893895	4,4281687	10,099535	8,658476	10,087372	7,02856	26,331667	12,754861	23,939722	11,28625	25,243194	13,903889	54,99931	21,741528	1,426331	0,5709199	1,477358	0,7297837	1,607961	0,9451923	1,448035	0,8316633	0,00E+00	506,2173434	4,8000001	472,41679	0	1253,21283	4,80E+00	539,377415	158,619418	197,159336	2,15E+02	171,366802	10,66886	99,99	0	4,789028	0	0,00E+00	0	2,55070901	0,00E+00	16,233661
27-05-2017	46566	46951	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,395366	4,025847	4,6108274	4,4737017	10,180053	8,806852	10,293936	7,029263	27,614028	13,364444	25,242778	11,815417	26,635	14,609444	58,29083	22,785278	1,452758	0,4956973	1,436928	0,7187898	1,594602	0,6507143	1,452019	0,7085919	0,00E+00	568,2215008	151,5582875	583,72728	0	1191,44394	5,65E+00	656,594861	154,525161	199,347102	2,00E+02	172,616729	9,212017	99,99	0	6,254306	0	0,00E+00	0	3,6801939	0,00E+00	16,664047
28-05-2017	48268	48767	      NA	         NA	320	280	720	170	290	60	48	8,2	4,2	100	370	130	170	59	49	8,5	5,9	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,269405	3,778907	4,2540854	4,129122	10,063349	8,669353	10,126718	7,067462	28,168194	13,649444	24,955556	11,67125	26,37375	14,491389	57,08653	22,067917	1,568687	0,5077957	1,42765	0,6406425	1,626224	0,6347392	1,557434	0,5843496	0,00E+00	506,7816151	244,8183251	545,60609	0	1114,2783	6,85E+00	684,507867	134,258488	172,86292	1,80E+02	153,482301	26,498874	99,99	0	4,499444	0	0,00E+00	0	2,32748842	0,00E+00	16,868206
29-05-2017	52789	53302	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	970	190,6447	270	132,66509	  NA	  NA	  NA	  NA	975	245,96367	250	157,66902	  NA	  NA	    NA	   NA	990	218,8329	310	171,30858	  NA	  NA	  NA	  NA	1000	214,59227	310	166,30901	  NA	  NA	4,345433	3,759968	3,8420965	4,9303322	10,327335	9,11852	8,648479	8,169031	29,005417	14,179722	24,970833	11,705972	26,448056	14,581389	56,99278	22,026806	1,677252	0,538471	1,917669	0,8086797	1,761369	0,7071344	1,526448	0,8612056	0,00E+00	319,9399777	458,7670016	689,46393	0	255,47144	4,80E+00	166,700603	218,926866	583,517505	2,39E+02	251,270797	32,374401	99,99	0	6,254306	0	0,00E+00	0	3,6801939	0,00E+00	16,671193
30-05-2017	64839	65404	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,772532	3,395212	2,7724643	3,9303682	9,818381	8,460582	9,205847	8,075813	29,573889	14,614583	24,539444	11,659444	25,999722	14,42375	56,67236	22,207083	1,747229	0,5824029	1,639594	0,6700495	1,74656	0,7729003	1,505348	0,5288437	3,24E+00	151,7278322	150,5931592	634,3281	0	120,15071	4,80E+00	143,404579	162,530876	301,695553	2,54E+02	187,536423	37,138234	99,99	0	6,255	0	0,00E+00	0	3,68072915	0,00E+00	16,721272
31-05-2017	45579	45858	      NA	         NA	390	320	690	150	250	67	50	8,2	5,1	150	360	120	170	58	48	8,7	6,8	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,162064	3,651945	3,0833742	4,8204564	9,958697	8,343156	9,5871	7,796377	29,469583	14,696667	24,562917	11,791806	25,697361	14,325	54,73347	21,709167	1,531103	0,5402868	1,59717	0,9533844	1,634807	0,7962389	1,45413	0,8390706	4,80E+00	138,9463637	4,8000001	513,60602	4,839	120,13213	4,80E+00	163,085155	158,499084	246,65912	1,80E+02	175,984243	43,500405	99,99	0	6,256389	0	0,00E+00	0	3,68179989	0,00E+00	16,493006
01-06-2017	45664	45906	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,202712	3,827604	3,3926689	4,9627716	9,958787	8,24783	9,449797	7,239138	29,088611	14,6	24,589306	11,836806	25,382361	14,202222	52,63333	20,657917	1,556711	0,5594034	1,546044	0,8328767	1,625203	0,7397936	1,566829	0,2973046	4,80E+00	169,9178173	4,8000001	516,22005	4,8	124,32315	7,99E+00	241,078275	154,110424	209,180025	1,76E+02	185,497131	6,063633	99,99	0	6,255	0	0,00E+00	0	3,68072915	0,00E+00	16,630965
02-06-2017	47830	48047	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,300257	3,831104	3,2442607	4,7721913	10,057806	8,47039	9,626828	7,404985	28,844861	14,595833	24,7	11,93875	25,207083	14,198889	51,22403	19,868889	1,577945	0,4775665	1,512736	0,8928401	1,623209	0,7729167	1,538	0,4398551	4,80E+00	147,2268032	4,8000001	510,30744	4,8	120,03896	6,70E+01	272,482013	148,161015	228,518367	1,80E+02	187,083766	8,143843	99,99	0	6,252916	0	0,00E+00	0	3,67912316	0,00E+00	16,864636
03-06-2017	45988	46418	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,32085	3,80671	3,2829322	4,6844132	9,978803	8,294193	9,480487	7,219986	28,461892	14,521697	24,695549	11,949235	24,905563	14,138665	49,51794	19,017524	1,624033	0,525443	1,517838	0,7192157	1,647807	0,8412565	1,615471	0,4184149	4,80E+00	155,0176672	4,8000001	562,85364	4,8	121,34328	2,92E+01	259,73686	150,748143	203,183304	1,96E+02	192,172068	9,525372	99,99	0	6,255	0	0,00E+00	0	3,68072915	0,00E+00	17,037253
04-06-2017	123073	80084	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,744079	3,150324	2,7588302	3,5360665	9,639198	8,76936	9,390087	8,301498	29,240278	15,008611	25,519583	12,3675	25,534583	14,556944	50,76625	19,38625	1,647714	0,402459	1,920981	0,7814614	1,862824	0,6474026	1,703077	0,6582878	4,80E+00	340,1860104	8,6854491	566,50729	4,8	213,95124	4,80E+00	304,539881	92,403501	132,866464	1,32E+02	215,385899	27,051301	99,99	0	6,254306	0	0,00E+00	0	3,6801939	0,00E+00	16,776552
05-06-2017	47938	47939	      NA	         NA	640	560	1100	190	480	65	50	9,5	4	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,141454	3,75041	3,2314882	4,3585068	9,950581	8,595846	9,594074	7,60897	29,384444	15,001944	25,746528	12,440694	25,625139	14,641389	49,79417	19,071528	1,552174	0,5280899	1,555864	0,8576347	1,67995	0,8414868	1,527249	0,6650246	4,80E+00	148,8413255	4,8000001	151,52161	4,8	129,17232	4,80E+00	232,86931	153,921272	226,549455	2,03E+02	200,764938	4,081529	16,365742	0	1,970972	0	0,00E+00	0	0,37845776	0,00E+00	16,817384
06-06-2017	147068	79298	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,716429	3,282563	3,3654198	3,78105	9,876849	8,464224	9,556337	7,595009	29,362172	15,062734	25,904869	12,54794	25,616479	14,696067	49,06199	18,713483	1,550833	0,4672316	1,647985	0,7327451	1,667702	0,8044822	1,385872	0,7592428	2,29E+01	401,2790882	14,6061177	443,36824	5,537722	204,11863	5,54E+00	266,632087	155,827763	231,738185	2,08E+02	285,945578	17,164018	99,99	0	6,254306	0	0,00E+00	0	3,6801939	0,00E+00	17,021144
07-06-2017	197674	135635	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,74625	2,778529	2,7804982	2,1227654	9,182228	9,104434	9,209701	9,146943	28,910417	14,843333	25,636806	12,420972	25,411667	14,610833	47,13139	18,000139	1,448014	0,5766871	1,772027	0,6243759	1,977658	0,5710754	1,928448	0,5700855	4,88E+00	146,7733036	5,1577323	121,88311	4,8	123,34072	4,80E+00	138,14679	32,817371	116,593111	6,81E+01	116,776488	30,670867	99,99	0	6,255695	0	0,00E+00	0	3,68126464	0,00E+00	15,868767
08-06-2017	103813	96414	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	960	245,3988	250	159,76483	  NA	  NA	  NA	  NA	930	263,90465	210	148,97843	  NA	  NA	    NA	   NA	950	280,0708	230	169,51651	  NA	  NA	  NA	  NA	970	289,37947	220	164,08115	  NA	  NA	3,109461	2,808195	2,8351476	2,6752963	9,953648	9,375525	10,281975	9,108413	26,904861	13,695694	24,164583	11,670278	23,967778	13,65625	41,40792	15,74625	1,446512	0,753022	1,517197	0,8555705	1,603931	0,9302915	1,57618	0,8410394	4,80E+00	121,4549438	4,8000001	208,19155	4,8	134,70418	4,80E+00	240,252362	122,071795	232,258247	1,77E+02	156,82634	11,314429	99,99	0	5,220278	0	0,00E+00	0	2,88313079	0,00E+00	15,625734
09-06-2017	84601	85962	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,129003	3,152198	3,6258856	2,5788866	9,738523	8,860187	10,023022	8,500333	25,505139	12,940556	23,113472	11,105417	22,953333	12,992361	37,73389	14,397083	1,471848	0,7865591	1,593921	0,7622951	1,859943	0,864751	1,695153	0,9238683	4,80E+00	152,8064331	4,8000001	242,02229	4,8	120	4,80E+00	189,815804	110,649209	413,242549	2,28E+02	378,015939	2,851798	94,236107	0	4,307083	0	0,00E+00	0	2,17920995	0,00E+00	16,165108
10-06-2017	51809	52380	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,586814	3,35057	5,3502359	3,2533104	9,903344	8,755271	10,197927	7,106841	24,125139	12,17	22,162222	10,6175	22,150278	12,475	34,41708	13,149583	1,630699	0,7484709	1,685139	0,9886713	1,764277	0,9175981	1,721293	0,780367	4,80E+00	176,074322	4,8000001	127,20575	4,8	121,60328	4,80E+00	150,491326	148,507463	379,023498	2,26E+02	298,090579	3,559236	99,99	0	4,620972	0	0,00E+00	0	2,42116618	0,00E+00	16,561872
11-06-2017	80319	75462	      NA	         NA	320	320	560	110	230	46	33	6,2	4,8	140	330	92	180	52	43	9,8	8,3	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,364028	3,201445	6,0010591	2,999478	9,607597	7,966414	9,485416	6,16312	23,400972	11,753333	21,7225	10,354028	22,173889	12,438333	32,91931	12,503472	1,468254	0,4462382	1,510611	0,6709119	1,562205	0,719568	1,463327	0,8091078	4,80E+00	301,3573964	7,4872962	442,81316	4,8	241,34067	4,80E+00	330,250601	103,604179	129,147147	1,18E+02	112,515143	5,838548	99,99	0	6,254306	0	0,00E+00	0	3,6801939	0,00E+00	17,125519
12-06-2017	72171	72539	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,18091	2,712411	5,9741179	2,5584688	9,847665	9,429765	9,999887	9,03273	23,086667	11,56125	21,621806	10,283472	22,768472	12,796944	32,10625	12,267639	1,592633	0,4495509	1,601053	0,6166667	1,886326	0,6955257	1,813902	0,7324438	4,80E+00	145,1629014	143,133512	316,39021	4,8	163,43416	4,87E+00	237,32802	137,037399	219,686499	2,64E+02	157,200328	7,374411	99,99	0	6,255695	0	0,00E+00	0	3,68126464	0,00E+00	16,775288
13-06-2017	52825	53456	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,326258	3,096207	3,0934709	3,0647861	10,648004	9,304613	10,929657	8,347667	22,16125	10,9825	20,821528	9,800972	22,586944	12,69	30,01681	11,540139	1,43937	0,562215	1,47691	0,8606365	1,524597	0,7130814	1,413319	0,9862934	4,80E+00	187,5941649	4,8000001	277,0646	4,8	133,40012	4,80E+00	157,843225	161,618526	205,702691	1,75E+02	165,295175	14,200196	99,99	0	6,255695	0	0,00E+00	0	3,68126464	0,00E+00	16,600112
14-06-2017	51065	51820	      NA	         NA	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,229906	2,993713	2,9716828	2,9137985	10,558412	9,568894	10,954126	8,091418	21,436111	10,563472	20,284306	9,510417	21,848333	12,233056	28,60361	10,921944	1,55245	0,5800885	1,509627	0,9780597	1,54336	0,728229	1,528251	0,7614737	4,80E+00	198,4232597	4,8276159	312,57442	4,8	122,19771	4,80E+00	187,896473	168,084153	224,569107	1,76E+02	173,923985	3,224943	99,99	0	6,250834	0	0,00E+00	0	3,67751765	0,00E+00	16,925955
