Date	Flow_influent_[m3/d]	Flow_out_[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	SS_influent_to_bio_[mg/l]	COD_influent_to_bio_[mg/l]	COD_influent_filtered_to_bio_[mg/l]	BOD5_influent_to_bio_[mg/l]	N_tot_influent_to_bio_[mg/l]	NH4_N_influent_to_bio_[mg/l]	P_tot_influent_to_bio_[mg/l]	PO4_P_influent_to_bio_[mg/l]	VSS_Line_A_[mg/l]	COD_Line_A_[mg/l]	SV_Line_A_[ml/l]	SVI_Line_A_[ml/g]	DSV_Line_A_[ml/l]	DSVI_Line_A_[ml/g]	Filament_Index_Line_A	Sedimentation_on_AS_Line_A_[m/h]	VSS_Line_B_[mg/l]	COD_Line_B_[mg/l]	SV_Line_B_[ml/l]	SVI_Line_B_[ml/g]	DSV_Line_B_[ml/l]	DSVI_Line_B_[ml/g]	Filament_Index_Line_B	Sedimentation_on_AS_Line_B_[m/h]	VSS_Line_C_[mg/l]	COD_Line_C_[mg/l]	SV_Line_C_[ml/l]	SVI_Line_C_[ml/g]	DSV_Line_C_[ml/l]	DSVI_Line_C_[ml/g]	Filament_Index_Line_C	Sedimentation_on_AS_Line_C_[m/h]	VSS_Line_D_[mg/l]	COD_Line_D_[mg/l]	SV_Line_D_[ml/l]	SVI_Line_D_[ml/g]	DSV_Line_D_[ml/l]	DSVI_Line_D_[ml/g]	Filament_Index_Line_D	Sedimentation_on_AS_Line_D_[m/h]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	SS_tank_Line_D_[g/l]	SS_RAS_Line_A_[g/l]	SS_RAS_Line_B_[g/l]	SS_RAS_Line_C_[g/l]	SS_RAS_Line_D_[g/l]	Total_SRT_Line_A_[d]	Aerobic_SRT_Line_A_[d]	Total_SRT_Line_B_[d]	Aerobic_SRT_Line_B_[d]	Total_SRT_Line_C_[d]	Aerobic_SRT_Line_C_[d]	Total_SRT_Line_D_[d]	Aerobic_SRT_Line_D_[d]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	DO_Line_D_setpoint_[mg/l]	DO_Line_D_value_[mg/l]	Fe_in_tank_A_[l/d]	Fe_in_effluent_A_[l/d]	Fe_in_tank_B_[l/d]	Fe_in_effluent_B_[l/d]	Fe_in_tank_C_[l/d]	Fe_in_effluent_C_[l/d]	Fe_in_tank_D_[l/d]	Fe_in_effluent_D_[l/d]	C_dosing_Line_A_[l/d]	C_dosing_Line_B_[l/d]	C_dosing_Line_C_[l/d]	C_dosing_Line_D_[l/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	NO2_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]	Temperature_[C]
07-05-2018	52100	51925	7,800976	2,082263196	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,919796	2,752779	3,1315832	3,3334092	12,389158	12,105854	12,486721	8,103741	17,904444	8,648889	14,450139	7,895694	14,312917	7,781528	25,67208	9,124861	1,765625	0,9984353	1,671694	0,7984649	1,72897	0,6060096	1,709556	0,7544248	0,00E+00	0	4,8000001	206,70552	13,699741	549,10254	4,27E+01	792,479251	945,853523	827,266624	5,40E+02	590,739767	13,871569	99,99	22,364061	13,837494	2,09399222	5,04E+00	0,001996442	4,30598974	4,56E-01	15,24942
08-05-2018	52191	52060	7,862158	2,082881003	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,855032	2,786133	3,1271662	3,3558899	12,440954	12,249333	12,500686	8,634163	17,333194	8,382361	14,212361	7,78625	14,179861	7,7	26,46708	9,358472	1,801806	1,0274348	1,721521	0,6722359	1,740408	0,6417647	1,69936	0,7249471	0,00E+00	0	4,8000001	172,73809	5,245424	583,56697	5,37E+01	829,559481	1241,857386	711,296903	5,93E+02	692,701423	10,912353	99,99	22,455469	13,570393	1,89855349	4,74E+00	0,001974354	3,79878473	1,37E-01	15,503729
09-05-2018	50516	50322	7,789555	2,185405204	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	870	305,0491	165	144,63534	  NA	1,8	  NA	  NA	780	280,97983	145	130,58357	  NA	2,25	    NA	   NA	960	253,4319	235	155,09504	  NA	1,16	  NA	  NA	970	275,25539	220	156,07264	  NA	1,2	2,781509	2,637742	3,0899954	3,4753224	12,312445	10,489206	12,488369	8,092592	16,785833	8,121806	13,990417	7,635	14,0175	7,630278	27,26167	9,615556	1,778374	1,0145324	1,744772	0,8005741	1,729131	0,5532927	1,69324	0,71959	0,00E+00	0	4,8000001	229,94677	22,32063	606,65999	8,07E+01	887,693086	1157,136236	802,650587	6,96E+02	629,072389	4,680491	99,99	22,729687	13,070105	0,336049	1,06E+00	0,000525961	3,83884549	3,32E-02	15,739221
10-05-2018	61041	60885	7,705887	1,932971987	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,893099	2,669264	2,9110858	3,254544	11,953926	11,600656	12,468878	8,749523	16,521389	7,997639	13,98	7,652361	14,045139	7,667083	28,53583	9,989722	1,734493	0,9215116	1,735975	0,7027284	1,703	0,463204	1,717191	0,7272152	0,00E+00	0	4,8000001	185,70988	21,912681	659,16614	1,21E+02	1053,571237	1175,079161	766,66955	9,16E+02	804,831851	2,754507	43,449078	0	2,783762	0	0,00E+00	0,000167486	1,00475991	0,00E+00	15,930752
11-05-2018	47871	47564	7,72988	2,001987526	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,826453	2,628012	3,0824703	3,4611245	12,298445	11,797599	12,568139	9,095466	16,595417	8,042222	14,116528	7,763611	14,222639	7,800139	29,05569	10,249028	1,760646	0,9582048	1,847031	0,7985126	1,749635	0,5045849	1,863685	0,8372617	0,00E+00	0	10,6455698	203,85486	38,137545	727,50351	8,18E+01	900,136387	917,709623	695,779312	6,83E+02	630,49999	3,514866	99,99	28,442577	13,279913	1,96408596	4,56E+00	0,001759326	3,80953407	1,76E-01	15,861993
12-05-2018	47736	47562	7,686237	2,108032779	303	262	678	203	366	59,6	41,21	7,78	4,6	179	512	219	293	57,7	44,07	10,1	7,49	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,790378	2,598187	3,1298041	3,5503266	12,080441	11,45281	12,51639	7,997346	16,119306	7,773194	13,8975	7,613056	14,050833	7,717778	29,87667	10,449306	1,728171	0,998091	1,626533	0,768356	1,745769	0,5123077	1,663065	0,614787	0,00E+00	0	4,8000001	164,73907	292,814049	726,17078	4,64E+02	965,707079	929,675335	531,296407	6,51E+02	611,02333	3,323617	99,99	28,396873	10,754623	1,34508474	3,90E+00	0,002048939	3,25583053	1,00E-01	15,868383
13-05-2018	48761	48576	7,45761	2,10554169	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,83784	2,603456	3,1867309	3,5435285	12,051572	11,46522	12,560128	7,776963	16,176806	7,781944	14,021111	7,665833	14,291806	7,845694	30,87375	10,692917	1,729354	0,9042614	1,697318	0,7028812	1,74873	0,5732769	1,673552	0,5788413	0,00E+00	0	4,8000001	249,64159	681,892457	774,80179	7,99E+02	984,705643	932,986979	616,465472	6,68E+02	630,886733	3,214498	53,090801	27,635157	7,418049	1,30030124	3,87E+00	0,0020399	0,68658853	9,76E-02	16,005186
14-05-2018	49722	49279	7,187255	2,127067065	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,806475	2,558755	3,1859701	3,543711	11,743508	11,742177	12,564651	8,577553	15,985278	7,736528	13,950139	7,632778	14,211944	7,829028	31,39264	10,8125	1,748626	0,8819061	1,727098	0,7119914	1,713482	0,481733	1,691268	0,7428858	0,00E+00	0	4,8000001	175,55693	475,196711	370,91444	9,68E+02	359,189717	892,325581	734,878043	6,84E+02	646,959729	10,779828	99,99	37,872654	12,694612	1,55129046	4,27E+00	0,001706285	3,8570745	1,08E-01	16,284705
15-05-2018	48645	48466	7,203127	2,180574407	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	2,899605	2,636267	3,3325148	3,4976696	11,809181	11,727062	12,522905	7,956284	16,402917	7,968056	14,292639	7,880694	14,215	7,865417	30,64917	10,542917	1,792157	0,8832461	1,70879	0,7769892	1,75411	0,4584668	1,678197	0,7493852	0,00E+00	0	4,8000001	140,01103	4,8	144,21579	1,56E+02	221,60317	982,729682	679,471999	6,53E+02	610,07711	2,694393	55,564842	23,47617	9,31967	1,19848175	4,62E+00	0,001821313	1,00503469	2,14E-01	16,464952
16-05-2018	49140	48948	6,810078	2,038816525	331	284	705	154	439	50,6	30,55	8,56	4,32	191	433	142	315	45	28,99	10,6	6,5	  NA	    NA	910	281,2114	190	146,78616	  NA	  NA	  NA	  NA	680	231,9236	150	127,89905	  NA	  NA	    NA	   NA	970	225,1625	250	145,07892	  NA	  NA	  NA	  NA	970	273,39346	240	169,10936	  NA	  NA	3,267731	2,416199	3,493331	3,6598185	12,411156	11,969535	12,540213	8,624501	16,96625	8,243056	14,725417	8,138472	14,044028	7,802222	29,22194	10,022083	1,749194	0,7815968	1,7137	0,8052632	1,69131	0,3850299	1,69274	0,5827506	0,00E+00	0	4,8000001	138,14698	4,8	146,33283	2,72E+02	211,067342	890,056785	653,476805	6,51E+02	666,037352	2,650587	99,99	22,9125	11,838797	1,16990946	4,29E+00	0,001820954	3,04687524	2,15E-01	16,698744
17-05-2018	48685	48551	6,880425	2,065160738	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,57108	2,447314	3,5702451	3,6518563	12,546573	12,129909	12,598644	8,398958	17,544255	8,550994	15,059858	8,358239	13,802128	7,695028	27,59943	9,458097	1,763008	0,6986014	1,715569	0,681427	1,732777	0,4218978	1,704863	0,7634497	0,00E+00	0	6,5041112	155,28118	6,504111	187,96073	8,24E+00	203,506086	805,125916	489,758502	6,12E+02	565,734117	2,483465	37,365059	25,822266	7,716053	1,14740278	3,84E+00	0,001654934	0,7013889	3,57E-01	16,864093
18-05-2018	49546	49489	7,620698	2,143461736	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	840	225,8065	230	154,56989	  NA	1,01	  NA	  NA	810	236,01399	160	116,55012	  NA	1,71	    NA	   NA	970	234,5261	270	163,20116	  NA	0,88	  NA	  NA	960	286,05483	220	163,88558	  NA	1,13	3,609649	2,525011	3,4924082	3,5220908	12,497372	12,224662	12,496789	7,995565	17,96375	8,79	15,4325	8,601667	13,485417	7,523333	26,03319	8,91125	1,732323	0,6581486	1,656566	0,6916314	1,73218	0,3592637	1,67366	0,6186321	0,00E+00	0	4,8000001	120,5082	4,8	183,52657	5,29E+00	242,772503	694,031153	417,824244	6,18E+02	552,352119	2,489723	33,699741	23,506641	6,85772	0,20853925	7,03E-01	0,000763681	0,61627603	6,83E-02	16,964702
19-05-2018	57046	56918	7,565506	1,904352828	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,418176	2,479891	3,4129717	3,2521097	12,177756	11,762844	12,153161	8,919017	17,037361	8,388889	15,823056	8,831667	13,185417	7,385833	26,61958	9,080694	1,631844	0,6927431	1,885495	0,6137369	1,665284	0,4644737	1,724359	0,6903846	0,00E+00	0	8,3909583	153,82569	4,90392	242,80613	4,80E+00	299,365335	568,09334	563,358338	5,50E+02	546,213495	2,814557	61,574074	25,928905	7,289056	0,14314477	5,62E-01	0,000823849	1,42390049	3,70E-02	16,720964
20-05-2018	45624	45571	7,510206	2,096667798	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,329416	2,704827	3,4198081	3,6649273	12,46883	12,231995	12,525436	7,560314	16,122361	7,908194	16,265972	9,09125	12,897778	7,219722	27,45181	9,272639	1,641973	0,7703919	1,582294	0,7351916	1,663079	0,4508701	1,640833	0,6088889	0,00E+00	0	4,8000001	178,72312	28,238678	236,98673	1,17E+01	278,159986	580,085418	335,086698	4,55E+02	477,091135	3,327195	99,99	25,928905	10,002481	0,9191351	3,65E+00	0,001813302	3,98033857	2,36E-01	16,705329
21-05-2018	47836	47740	7,362174	2,095845867	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,214701	2,777755	3,3584102	3,6452805	12,334895	12,13708	12,438411	7,900916	15,342778	7,514444	16,766389	9,365139	12,610833	7,028056	28,35569	9,467778	1,669602	0,754725	1,600119	0,6825362	1,692415	0,3577664	1,676694	0,6168	0,00E+00	0	4,8000001	138,77451	131,15006	240,4776	5,63E+01	307,395813	690,772678	389,19506	5,45E+02	552,372928	6,83757	59,130638	23,948437	8,577251	0,83645394	4,08E+00	0,001907542	1,10039067	2,59E-01	16,60218
22-05-2018	47912	47786	6,799922	2,139961743	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	890	378,4014	190	201,95578	  NA	  NA	  NA	  NA	850	245,66474	160	115,60694	  NA	  NA	    NA	   NA	970	495,91	255	325,92025	  NA	  NA	  NA	  NA	950	366,51235	250	241,12654	  NA	  NA	3,067776	2,841744	3,3109148	3,686651	12,393331	12,359191	12,522474	8,132	14,659306	7,21125	17,276806	9,695139	12,385694	6,921944	29,24944	9,682222	1,696214	0,7821053	1,599224	0,5947257	1,691667	0,3869407	1,659057	0,5404523	0,00E+00	0	4,8000001	135,98748	9,360058	254,48443	4,58E+01	343,283301	684,100959	361,571037	5,44E+02	548,496963	5,838077	98,139618	23,506641	8,683502	0,32292154	3,89E+00	0,001891792	2,09370661	2,69E-01	16,819996
23-05-2018	48374	48267	6,321341	2,117108574	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,04412	2,936423	3,3407797	3,7242474	12,323865	12,390186	12,493516	8,050621	14,281806	7,024028	17,805417	10,021667	12,294028	6,9	30,14806	9,931111	1,689351	0,7980366	1,612756	0,4897983	1,713342	0,2899471	1,709172	0,5977925	0,00E+00	0	4,8000001	141,37185	12,231542	214,75909	3,08E+01	212,514093	628,712553	355,871275	4,32E+02	699,106119	3,437048	99,99	23,217186	9,907084	0	3,66E+00	0,001847069	3,97439265	2,92E-01	17,177346
24-05-2018	46409	46346	7,526992	2,116167744	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,366172	3,171274	3,1392251	3,6616165	11,021926	11,406614	11,968042	6,781531	13,995	6,916806	18,408333	10,393194	12,254167	6,9	31,14681	10,297778	1,734702	0,6269285	1,620578	0,467205	1,796287	0,322291	1,94502	1,1458699	0,00E+00	0	4,8000001	181,56841	758,865734	682,61462	1,97E+02	360,34239	436,197881	229,905961	4,37E+02	364,193323	3,589873	37,337963	23,628515	5,628842	0	7,18E-01	0,000649079	3,81027198	1,32E-01	17,426402
25-05-2018	46219	44383	7,627488	2,106528869	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,54639	3,25443	3,7463895	3,790193	11,926433	12,133257	12,282711	8,104176	14,056944	7,009583	19,330972	10,966111	12,385833	6,980833	32,61042	10,749167	1,793435	0,577597	2,027955	0,5285231	1,985636	0,1858394	1,723699	0,7401473	0,00E+00	0	4,8000001	135,35871	1768,478485	414,74797	4,31E+02	255,167117	492,751893	312,203741	5,29E+02	519,797385	4,561503	99,99	24,298826	9,628119	0	3,13E+00	0,001821105	5	1,53E+00	17,567391
26-05-2018	87313	80667	7,562868	1,759288513	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,745274	2,974944	3,6600303	3,3832073	11,350459	11,721852	11,788945	9,299803	14,823611	7,445278	20,407083	11,641806	13,114722	7,402361	34,55097	11,4275	1,879844	0,5119118	1,808438	0,4045151	1,949224	0,3035197	1,970872	0,7663498	0,00E+00	0	4,8000001	175,01536	1768,133709	983,60621	2,30E+02	790,395213	608,368297	331,226745	4,43E+02	1005,902176	8,814757	99,99	22,257421	6,251817	0	1,45E+00	0,000903245	3,67805266	3,50E-01	17,519752
27-05-2018	46436	46057	7,656574	2,151506421	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,722817	3,656878	4,1855423	4,1051922	11,375104	12,494768	12,610678	9,561777	15,756111	7,92	21,532222	12,344167	13,912639	7,835694	36,16375	12,150278	1,726208	0,6007704	1,853823	0,5162366	1,929365	0,4112222	2,114462	1,2748936	0,00E+00	0	4,8000001	150,91051	1466,792383	342,42679	1,37E+02	307,428408	539,844667	319,905359	5,62E+02	624,212375	3,984919	77,106483	0	3,793773	0	0,00E+00	0,00050439	1,78308737	0,00E+00	17,6317
28-05-2018	110684	81306	7,521253	1,55535751	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,008176	3,314977	3,3635434	3,8508569	11,118669	11,444092	11,582862	9,598176	16,609861	8,353611	22,585417	13,059028	14,662361	8,272222	37,69875	12,685	1,796563	0,5116576	2,02645	0,4850069	2,00452	0,2060976	1,774468	0,4927386	0,00E+00	0	4,8000001	232,31497	1930,633873	799,5133	1,37E+03	658,073205	262,622711	213,509758	4,02E+02	412,635765	30,568425	99,99	0	6,253206	0	0,00E+00	0,000341643	3,67912316	0,00E+00	17,145513
29-05-2018	48063	48013	7,662383	2,083503645	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	2900	4325	910	243,3155	200	133,68984	3	  NA	3952	5775	930	182,49608	230	112,8336	3	  NA	3416	5279	950	212,2431	260	145,21895	2,5	  NA	3088	4656	975	241,33663	250	154,70297	3,5	  NA	3,740154	3,824406	4,4312206	4,5751503	12,543949	12,57147	12,640084	10,155351	16,364167	8,201111	23,235	13,441667	14,612778	8,2075	38,56153	12,936667	1,647809	0,5972934	1,604814	0,4676169	1,660939	0,2470109	1,623358	0,4581509	0,00E+00	0	4,8000001	145,65804	852,707056	359,93486	7,01E+02	331,780093	572,599935	320,713265	6,38E+02	589,543922	63,631011	99,99	62,36953	10,260498	0	8,92E-02	8,66247E-05	3,67858791	3,36E-05	17,550921
30-05-2018	47404	47440	7,554204	2,117230588	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	4,004746	3,838655	4,56042	4,6835643	12,123504	12,45094	12,521166	9,15578	16,198607	8,122841	22,65766	13,156685	14,76156	8,331476	39,6915	13,288022	1,73693	0,5013699	1,628649	0,3243176	1,850701	0,1509653	1,713761	0,3770925	0,00E+00	0	4,8000001	120,64802	6,368904	181,22319	2,06E+02	244,838712	637,815889	262,910977	7,05E+02	681,411274	25,836329	99,99	0	6,251528	0	0,00E+00	0	3,67805266	0,00E+00	18,054803
31-05-2018	45935	45992	7,600027	2,137767967	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	   NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	       NA	  NA	  NA	    NA	   NA	 NA	      NA	 NA	       NA	  NA	  NA	  NA	  NA	  NA	       NA	 NA	       NA	  NA	  NA	3,797357	3,754345	4,8385187	4,7209886	11,986039	12,554565	12,622956	9,88327	16,235278	8,2	22,148611	12,929306	15,034444	8,5525	40,75639	13,598333	1,741119	0,4924451	1,613152	0,3744604	1,701795	0,2470677	1,67146	0,3281465	0,00E+00	0	4,8000001	126,20647	4,8	133,18279	4,90E+00	200,901331	598,111731	336,077813	6,32E+02	609,241626	2,938776	18,125	0	2,02375	0	0,00E+00	0	0,41914064	0,00E+00	18,24022
01-06-2018	45975	45767	7,561571	2,119946614	    NA	   NA	    NA	    NA	   NA	   NA	    NA	   NA	   NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	    NA	935	251,3441	190	127,68817	  NA	1,25	  NA	  NA	970	240,09901	250	154,70297	  NA	0,85	    NA	   NA	940	185,0394	230	135,82677	  NA	0,85	  NA	  NA	940	201,71674	205	109,97854	  NA	1,2	3,896002	3,775726	5,0341667	4,8207961	12,5455	12,608776	12,711902	10,205862	16,256528	8,276667	21,776667	12,759722	15,386667	8,849306	41,99319	14,008889	1,725698	0,5046259	1,604062	0,3046455	1,737742	0,2078788	1,709804	0,4192623	0,00E+00	0	4,8000001	123,11996	4,8	123,52977	4,91E+00	249,793886	603,912399	296,776152	6,99E+02	655,903888	3,192313	11,087963	0	1,812639	0	0,00E+00	0	0,25640914	0,00E+00	18,52521
