"Date"	"Flow_influent_[m3/h]"	"Precipitation_[mm]"	"SS_influent_[mg/l]"	"pH_influent"	"BOD5_influent_[mg/l]"	"COD_influent_[mg/l]"	"N_tot_influent_[mg/l]"	"NH4_N_influent_[mg/l]"	"P_tot_influent_[mg/l]"	"Cl_influent_[mg/l]"	"Conductivity_influent_[mS/m]"	"Fat_and_oil_influent_[mg/l]"	"SV_[ml/l]"	"SS_LT_[mg/l]"	"SVI_[ml/g]"	"DSV_[ml/l]"	"DSVI_[ml/g]"	"SS_RAS [mg/l]"	"Temperature_[C]"	"Aerobic SRT_[d]"	"DO_LT1_setpoint_[mg/l]"	"DO_LT1_value_[mg/l]"	"DO_LT2_setpoint_[mg/l]"	"DO_LT2_value_[mg/l]"	"DO_LT3_setpoint_[mg/l]"	"DO_LT3_value_[mg/l]"	"DO_LT4_setpoint_[mg/l]"	"DO_LT4_value_[mg/l]"	"DO_LT5_setpoint_[mg/l]"	"DO_LT5_value_[mg/l]"	"DO_LT6_setpoint_[mg/l]"	"DO_LT6_value_[mg/l]"	"Molasses_setpoint_[mg/l]"	"PAX_[mg/l]"	"FeCl_Grunddosering_[mg/l]"	"FeCl_Topdosering_[mg/l]"	"Flow_out [m3/d]"	"COD_out_[mg/l]"	"BOD5_out [mg/l]"	"SS_out_[mg/l]"	"NH4_N_out_[mg/l]"	"NO3_N_out_[mg/l]"	"PO4_P_out_[mg/l]"	"N_tot_out_[mg/l]"	"P_tot_out_[mg/l]"
2018-06-20	2519.32861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	800	3	266.6666667	230	153.3333333	9.2	17.4	4.8	1.83829113924051	0.575280898876405	2.09847094801223	0.490178571428571	2.36156462585034	0.863087248322148	2.38664383561644	0.567630057803468	1.59862068965517	0.827937336814621	1.71904761904762	0.447632311977716	4.2	NA	26.9130434782609	11.0714285714286	NA	NA	NA	NA	0.07	1.7	0.24	NA	NA
2018-06-21	1515.13277777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3	4.7	1.55652173913043	0.706666666666667	1.95944055944056	1.28292682926829	2.019	0.749520766773163	2.01147540983607	1.67090909090909	0.863696369636964	1.19380952380952	1.14811320754717	0.756768558951965	8.53333333333333	NA	37.3333333333333	6.30769230769231	NA	NA	NA	NA	1.29	2.6	0.28	NA	NA
2018-06-22	1499.34638888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	4.7	1.3069696969697	0.667945205479452	1.94863221884498	0.462797619047619	2.09705882352941	0.734294871794872	1.91160409556314	0.696805111821086	0.948666666666667	1.05417721518987	0.848657718120805	0.559055118110236	6.05555555555556	NA	NA	NA	NA	NA	NA	NA	0.13	2.4	0.21	NA	NA
2018-06-23	1361.57111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	4.7	1.35993690851735	0.620639534883721	2.0225988700565	0.404683195592286	2.19046052631579	0.658012820512821	1.955	0.625632911392405	0.960975609756098	1.06370558375635	0.889	0.496747967479675	5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-06-24	1325.71347222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	4.7	1.58666666666667	0.556495468277946	2.22316715542522	0.324198250728863	2.36689419795222	0.588255033557047	2.06711409395973	0.502932551319648	1.09505300353357	0.659065934065934	0.906545454545455	0.536752136752137	6.75	NA	4.17391304347826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-06-25	1443.98152777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3	4.9	1.55034246575342	0.591437308868502	2.30778816199377	0.345962732919255	2.40918727915194	0.596774193548387	2.32214765100671	0.546105919003115	1.05037037037037	0.757967032967033	1.1590405904059	0.330409356725146	7.875	NA	5.69565217391304	NA	NA	NA	NA	NA	0.99	1.1	0.33	NA	NA
2018-06-26	198.19875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4	4.9	2.07	0.509815950920245	1.84281609195402	1.00884955752212	2.40581395348837	0.497859327217125	1.86357827476038	1.41714285714286	1.39554896142433	0.736329588014981	0.968686868686869	0.532087912087912	13.7647058823529	NA	12.1176470588235	38.875	NA	NA	NA	NA	0.12	1.9	0.3	NA	NA
2018-06-27	1394.47833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	790	3.1	254.8387097	200	129.0322581	9.1	17.7	5.3	1.87237237237237	0.485043988269795	2.34668435013263	0.266755319148936	2.38492307692308	0.46840490797546	2.36608187134503	0.428985507246377	1.05280528052805	0.787939698492462	1.22334384858044	0.345014245014245	7.54166666666667	NA	18.6666666666667	14.2727272727273	NA	NA	NA	NA	0.37	2.8	0.39	NA	NA
2018-06-28	1344.67944444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	5	1.59023668639053	0.478333333333333	2.26303191489362	0.249071618037135	2.36375	0.456037151702786	2.31710144927536	0.401142857142857	1.06750788643533	0.829078014184397	1.46068111455108	0.33935860058309	5.5	NA	18.5	NA	NA	NA	NA	NA	0.18	1.8	0.35	NA	NA
2018-06-29	1328.15180555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.4	4.6	1.44468085106383	0.508695652173913	2.19973890339426	0.260880829015544	2.22295597484277	0.457142857142857	2.27667638483965	0.401440922190202	1.08643533123028	0.839259259259259	1.3733918128655	0.524578313253012	5.125	NA	19.1666666666667	NA	NA	NA	NA	NA	0.11	1.5	0.43	NA	NA
2018-06-30	1238.40305555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	4.4	1.3916149068323	0.536389684813754	2.16960227272727	0.284806629834254	2.30163934426229	0.434935897435897	2.12451612903226	0.438557993730408	1.1012987012987	0.960651629072682	1.19626168224299	0.590225563909774	4.95833333333333	NA	15	10	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-01	1204.53430555556	0	NA	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7	4.3	1.23716814159292	0.57027027027027	2.03595505617978	0.277887788778878	2.2202614379085	0.423885350318471	1.84169381107492	0.458044164037855	1.04533762057878	1.02837209302326	1.24836795252226	0.633975903614458	3.75	NA	7.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-02	1286.83013888889	0	500	7.7	530	1300	55	40	8.2	290	180	510	NA	NA	NA	NA	NA	NA	18.7	4.2	1.10152173913043	0.816971279373368	2.27575757575758	0.229166666666667	2.09134615384615	0.455384615384615	1.93829113924051	0.413803680981595	1.12591463414634	1.06520681265207	1.58131868131868	0.522070844686649	4.375	NA	15.625	7.4	31310	30	1.9	2.2	0.355	1	0.495	2.8	0.65
2018-07-03	1293.59944444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7	4.2	1.72934362934363	0.561995753715499	2.49982363315697	0.186474501108647	2.19401709401709	0.402506963788301	2.09166666666667	0.402827763496144	1.61534391534392	0.813445378151261	1.44665012406948	0.474226804123711	18.5217391304348	NA	16.7894736842105	47.7777777777778	NA	34	NA	2.4	0.42	1.4	0.56	3.1	0.66
2018-07-04	1308.26347222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9	4.7	2.24683544303797	0.348379052369077	2.41794310722101	0.220525059665871	2.49185022026432	0.412167300380228	2.1866485013624	0.352083333333333	1.74965675057208	0.893502824858757	1.81431767337808	0.662021857923497	25.2083333333333	NA	19.0416666666667	37.2857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-05	1661.39583333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9	5	2.28586118251928	0.378062678062678	2.49071729957806	0.306075949367089	2.4882183908046	0.532303370786517	2.39856733524355	0.709444444444444	1.04305239179954	1.60333333333333	1.97409420289855	0.738320610687023	25.1666666666667	NA	19.0416666666667	74.25	NA	NA	NA	NA	0.52	2.7	0.46	NA	NA
2018-07-06	1392.92541666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9	5.6	2.37765042979943	0.326512968299712	2.49946808510638	0.302127659574468	2.49793510324484	0.421937321937322	2.49969418960245	0.611926605504587	2.49667630057803	NA	2.5	0.383557046979866	25.2083333333333	NA	19.625	3	NA	NA	NA	NA	0.54	3.5	0.36	NA	NA
2018-07-07	1193.36430555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7	6.2	2.03636363636364	0.394460641399417	2.43702702702703	0.305660377358491	2.45866261398176	0.343202416918429	2.45372670807453	0.498753894080997	2.5	NA	2.5	0.157716049382716	25.2083333333333	NA	19.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-08	1153.80986111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7	6.2	1.7110447761194	0.450284090909091	2.30647058823529	0.330172413793103	2.41396825396825	0.335126582278481	2.34472843450479	0.52398753894081	2.49305555555556	NA	2.5	0.1	25.2083333333333	NA	19.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-09	1437.39930555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	5.8	1.68338192419825	0.467955801104972	2.17632311977716	0.36737400530504	2.33140243902439	0.345345345345345	2.25438066465257	0.521929824561403	1.54583333333333	NA	1.54583333333333	0.1	25.2083333333333	NA	19.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-10	1513.07847222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7	5	1.9659509202454	0.368693009118541	2.43358778625954	0.305764411027569	2.54366576819407	0.326809651474531	2.23980582524272	0.483385579937304	1.17845117845118	NA	1.00431034482759	NA	25.2083333333333	NA	19.6666666666667	7.14285714285714	NA	NA	NA	NA	1.37	0.9	0.35	NA	NA
2018-07-11	1208.01013888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	5	1.91586402266289	0.394198895027624	2.35292553191489	0.276859504132231	2.38398876404494	0.280508474576271	2.33875338753388	0.314029850746269	1.84745762711864	NA	1.75210084033613	NA	23.7916666666667	NA	18.7391304347826	68	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-12	1210.08763888889	0.6	NA	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9	5.3	2.15070422535211	0.305382436260623	2.41462140992167	0.234584450402145	2.46684931506849	0.268131868131868	2.43229166666667	0.246505376344086	2.43125	NA	2.2375	NA	25.2083333333333	NA	19.0416666666667	14.875	NA	NA	NA	NA	0.32	2.8	0.59	NA	NA
2018-07-13	1176.41277777778	0	470	7.7	340	1000	56	40	8.1	340	200	68	890	3.8	234.2105263	300	157.8947368	10.7	19.2	6.1	1.80347826086957	0.423901098901099	2.32271468144044	0.271389645776567	2.41863905325444	0.261077844311377	2.25471124620061	0.428614457831325	1.82708333333333	NA	1.72083333333333	NA	25.2083333333333	NA	18.8333333333333	NA	28210	32	2.6	6.6	0.21	1.8	0.4	2.8	0.52
2018-07-14	1073.43416666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.3	5.4	1.36242774566474	0.580989583333333	1.91919770773639	0.493029490616622	2.0921568627451	0.430555555555556	1.78745874587459	0.593538461538462	1.53333333333333	NA	1.525	NA	20.5833333333333	NA	14.9166666666667	NA	NA	32	NA	6.4	0.09	1.7	0.43	3.6	0.59
2018-07-15	1034.57166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.3	4.5	1.35848484848485	0.597010869565217	1.84114114114114	0.51524064171123	2.15344827586207	0.380065359477124	1.70491228070175	0.596416938110749	1	NA	1	NA	15.75	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-16	1091.84361111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	4.2	1.38502994011976	0.59142091152815	1.81850746268657	0.49972602739726	2.11141868512111	0.353872053872054	1.74175438596491	0.561333333333333	1.09166666666667	NA	1.02916666666667	NA	19.2916666666667	NA	NA	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-17	1129.19833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	890	3.9	228.2051282	300	153.8461538	10	19.1	4.3	1.09879518072289	0.556010928961749	1.21055900621118	0.498542274052478	1.59897260273973	0.421021021021021	1.177	0.774480712166172	1.23333333333333	NA	1.23333333333333	NA	18.125	NA	13.9230769230769	32.2	NA	NA	NA	NA	0.05	1.1	0.47	NA	NA
2018-07-18	1334.80680555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	3.9	1.07927927927928	0.489337175792507	1.13467048710602	0.419088319088319	1.27988826815642	0.563660477453581	1.08948863636364	0.597043010752688	1	NA	1	NA	20.2083333333333	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-19	1053.55388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2	3.5	0.88159509202454	0.474183976261128	0.821587301587302	0.405246913580247	1.11568047337278	0.575	0.827536231884058	0.585866666666667	1.06666666666667	NA	1.06666666666667	NA	16.2083333333333	NA	17.1111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-20	1081.58458333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.3	3.4	0.907523510971787	0.474096385542169	0.917777777777778	0.356875	1.17787610619469	0.551069518716577	0.916417910447761	0.557222222222222	1.78125	NA	1.72083333333333	NA	17.75	NA	NA	NA	NA	NA	NA	NA	0.22	0.9	0.29	NA	NA
2018-07-21	1024.55541666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.3	3.7	0.882484076433121	0.490123456790123	0.938412698412698	0.360691823899371	1.14985507246377	0.571907216494845	0.868529411764706	0.571232876712329	1.82708333333333	NA	1.7875	NA	17.0416666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-22	1006.35763888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.3	3.9	0.925245901639344	0.49478527607362	0.885714285714286	0.387962962962963	1.21574074074074	0.546910112359551	0.908787878787879	0.562994350282486	1.95416666666667	NA	1.7875	NA	16.8333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-23	1069.1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2	4.4	1.0375	0.459177215189873	1.03966666666667	0.393290734824281	1.37261146496815	0.488429752066116	1.04952380952381	0.566279069767442	1.94583333333333	NA	1.7875	NA	18.9166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-24	1079.81638888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2	4.4	1.36850649350649	0.392452830188679	1.29533333333333	0.345454545454545	1.424	0.482253521126761	1.31323076923077	0.527405247813411	1.875	NA	1.7875	NA	20.0833333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-25	1095.25333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.4	4.1	1.74625407166124	0.305519480519481	1.85181518151815	0.273333333333333	1.85030674846626	0.376737160120846	1.66277602523659	0.493538461538462	1	NA	1	NA	21	NA	NA	21.2857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-26	1033.27305555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.6	3.9	1.88112582781457	0.28989898989899	1.92893890675241	0.288815789473684	1.90161290322581	0.396284829721362	1.77854889589905	0.489230769230769	1	NA	1	NA	19.9166666666667	NA	17.5714285714286	22.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-27	1057.63333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	3.9	1.836	0.297666666666667	1.87311475409836	0.278145695364238	1.92347266881029	0.34984126984127	1.57401315789474	0.44775641025641	1.77916666666667	NA	1.79375	NA	19.8333333333333	NA	18.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-28	1093.4225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	5.1	1.24566666666667	0.464723926380368	1.46272189349112	0.327167630057803	1.40516129032258	0.529142857142857	1.38389830508475	0.562765957446808	2.50147928994083	NA	2.5625	NA	16.5	NA	17.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-29	1744.80236111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2	6.6	1.56214689265537	0.622766570605187	1.50981595092025	0.49077380952381	1.76703601108033	0.714640883977901	1.51858108108108	0.855384615384615	2.5969696969697	NA	2.54200323101777	NA	14.5555555555556	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-07-30	1094.17486111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3	6.8	1.24233333333333	0.446623794212219	1.65771812080537	0.276430976430976	1.45653594771242	0.580769230769231	1.37356687898089	0.644311377245509	2.075	NA	2.075	NA	16.75	NA	18.125	111.666666666667	NA	NA	NA	NA	0.77	1	0.45	NA	NA
2018-07-31	1442.10291666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3	5.6	1.87083333333333	0.345918367346939	2.15389221556886	0.288668555240793	2.00878787878788	0.410185185185185	2.02784431137725	0.477659574468085	1.0828125	NA	1.06800618238022	NA	18.15	NA	18.5416666666667	4	NA	NA	NA	NA	1.12	0.9	0.39	NA	NA
2018-08-01	1151.8775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2	4.4	2.09309210526316	0.358860759493671	2.38579545454545	0.327586206896552	2.17046153846154	0.485970149253731	2.01739130434783	0.589940828402367	1	NA	1	NA	19.3478260869565	NA	18.3333333333333	112	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-02	1122.79916666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3	4.7	2.15143769968051	0.30625	2.4458452722063	0.259347181008902	2.31876832844575	0.35414201183432	2.04716981132075	0.504559270516717	1	NA	1	NA	21.2916666666667	NA	12.7333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-03	1106.30583333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	4.5	2.08181818181818	0.30974025974026	2.33035714285714	0.245180722891566	2.02636655948553	0.409937888198758	2.14363636363636	0.495195195195195	1	NA	1	NA	22.4166666666667	NA	16.3333333333333	3	NA	NA	NA	NA	1.58	1.1	0.37	NA	NA
2018-08-04	1064.95333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	4.3	1.94968553459119	0.326625386996904	2.23431085043988	0.251169590643275	1.98801169590643	0.423398328690808	1.83453453453453	0.513411078717201	1	NA	1	NA	20.3333333333333	NA	18.0416666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-05	1043.41888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	4.1	1.69391025641026	0.368468468468468	2.18608414239482	0.248692810457516	1.95696202531646	0.402134146341463	1.69308176100629	0.553636363636364	1	NA	1	NA	18.5416666666667	NA	12.1764705882353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-06	1292.37277777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3	4	1.86965517241379	0.452881355932203	2.23611111111111	0.289285714285714	1.91331360946746	0.576504297994269	1.84127516778523	0.604605263157895	1.08421052631579	NA	1.10578842315369	NA	18	NA	NA	110.5	NA	NA	NA	NA	0.71	0.9	0.25	NA	NA
2018-08-07	1281.05458333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	4	1.86383647798742	0.417717717717718	2.06366366366366	0.33422619047619	1.99917127071823	0.491049382716049	1.87515151515152	0.642857142857143	1	NA	1	NA	28.1666666666667	NA	10.2307692307692	109	NA	NA	NA	NA	1.16	1.1	0.33	NA	NA
2018-08-08	1570.11916666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.9	4.3	2.46390532544379	0.293808049535604	2.64272445820433	0.245381526104418	2.31525423728814	0.452646239554318	2.15591054313099	0.606944444444444	1.22222222222222	NA	1.23111111111111	NA	27.2631578947368	NA	18.0833333333333	57	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-09	1293.10847222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.9	4.8	2.32457337883959	0.353465346534653	2.51870324189526	0.241361256544503	2.13364779874214	0.520535714285714	2.14297297297297	0.619160104986877	1	NA	1.08119658119658	NA	29.695652173913	NA	19.0833333333333	103.833333333333	NA	NA	NA	NA	1.11	1.3	0.43	NA	NA
2018-08-10	3193.62972222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	5.1	2.37699386503067	0.498554913294798	2.56789772727273	0.366758241758242	2.42727272727273	0.790514905149052	2.31710914454277	0.903794037940379	1.41434262948207	NA	1.37777777777778	NA	31.0769230769231	NA	19.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-11	2511.01541666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.9	4.5	2.58651685393258	0.469509043927649	2.88445945945946	0.258759124087591	2.82043010752688	0.81517094017094	2.6231884057971	0.482608695652174	1.59042553191489	NA	1.70070422535211	NA	16.6666666666667	NA	NA	97.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-12	1532.47055555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.7	4.6	1.98353658536585	0.645639534883721	2.12691218130312	0.424421593830334	2.17901234567901	0.899700598802395	2.00206489675516	0.858630136986301	1.23636363636364	NA	1.25764192139738	NA	18.3888888888889	NA	17.9285714285714	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-13	1658.80291666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.4	4.4	2.01155115511551	0.559672131147541	2.12906666666667	0.416	2.22786377708978	0.675602409638554	2.16361031518625	0.742148760330579	1.1843137254902	NA	1	NA	27.4090909090909	NA	14.5294117647059	64.5	NA	31	NA	5	1.06	3	0.39	5.2	0.49
2018-08-14	4151.53055555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2	4.8	2.27920489296636	1.13611940298507	2.16382978723404	0.863258785942492	2.48561403508772	1.23795180722892	2.41303116147309	1.50963541666667	1.65725806451613	NA	1.73991031390135	NA	45.6666666666667	NA	19.6875	143.888888888889	NA	NA	NA	NA	2.19	2.3	0.36	NA	NA
2018-08-15	1503.08930555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	4.7	1.65705329153605	0.688461538461538	1.93550295857988	0.556373937677054	1.87507163323782	0.905398457583548	1.98833819241983	1.07643979057592	1	NA	1	NA	36.7083333333333	NA	18.7777777777778	NA	NA	NA	NA	NA	0.13	2.4	0.24	NA	NA
2018-08-16	1337.65833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9	4.5	2.2709375	0.534571428571429	2.42790055248619	0.462849162011173	2.48680981595092	0.823988439306358	2.45524079320113	1.02698863636364	1	NA	1	NA	44.9166666666667	NA	NA	87.5	NA	NA	NA	NA	0.24	2.4	0.32	NA	NA
2018-08-17	1290.69736111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	5.8	2.46037151702786	0.324924012158055	2.49391534391534	0.322105263157895	2.5	0.495402298850575	2.5	0.632065217391304	1	NA	1	NA	40.4166666666667	NA	18.6875	81.2105263157895	NA	NA	NA	NA	2.82	1.7	0.22	NA	NA
2018-08-18	1195.44819444444	2.2	NA	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	6.4	2.39012738853503	0.279552715654952	2.49051724137931	0.262994350282486	2.39748603351955	0.418820224719101	2.31867816091954	0.751666666666667	1	NA	1.02183406113537	NA	31.375	NA	18.5416666666667	41.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-19	3418.27152777778	24.6	190	7.5	99	250	15	9.2	2.4	150	76	15	NA	NA	NA	NA	NA	NA	19.2	5.4	2.78632218844985	0.433139534883721	2.79811912225705	0.578200692041522	2.73592814371257	0.68960396039604	2.78018575851393	0.910197368421053	1.67241379310345	NA	1.70289855072464	NA	38.4444444444444	NA	19.6666666666667	73.2857142857143	100480	27	2.2	2.7	1.1	2.4	0.16	4.5	0.24
2018-08-20	3195.34069444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2	5.8	1.9127868852459	1.14718100890208	2.05747508305648	0.75	1.91962962962963	0.867361111111111	2.16939393939394	1.12784222737819	1.64206642066421	NA	1.5377358490566	NA	53	NA	19	NA	NA	26	NA	3.3	1.12	2.5	0.18	5	0.27
2018-08-21	1474.73847222222	0	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1	5.2	1.86793650793651	0.523006134969325	2.13083832335329	0.396996996996997	1.84527220630373	0.662299465240642	1.76756756756757	0.811413043478261	1	NA	1	NA	35.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-08-22	1366.44305555556	0	450	7.8	280	910	65	45	12	400	240	91	NA	NA	NA	NA	NA	NA	19	4.5	2.49067055393586	0.357558139534884	2.5	0.340331491712707	2.32772861356932	0.555942028985507	2.30877192982456	0.768965517241379	1	NA	1	NA	46.3333333333333	NA	NA	NA	32530	28	1.3	1.5	0.915	2.6	0.195	4.8	0.27
