"Date"	"Flow_influent_[m3/h]"	"Precipitation_[mm]"	"SS_influent_[mg/l]"	"pH_influent"	"BOD5_influent_[mg/l]"	"COD_influent_[mg/l]"	"N_tot_influent_[mg/l]"	"NH4_N_influent_[mg/l]"	"P_tot_influent_[mg/l]"	"Cl_influent_[mg/l]"	"Conductivity_influent_[mS/m]"	"Fat_and_oil_influent_[mg/l]"	"SV_[ml/l]"	"SS_LT_[mg/l]"	"SVI_[ml/g]"	"DSV_[ml/l]"	"DSVI_[ml/g]"	"SS_RAS [mg/l]"	"Temperature_[C]"	"Aerobic SRT_[d]"	"DO_LT1_setpoint_[mg/l]"	"DO_LT1_value_[mg/l]"	"DO_LT2_setpoint_[mg/l]"	"DO_LT2_value_[mg/l]"	"DO_LT3_setpoint_[mg/l]"	"DO_LT3_value_[mg/l]"	"DO_LT4_setpoint_[mg/l]"	"DO_LT4_value_[mg/l]"	"DO_LT5_setpoint_[mg/l]"	"DO_LT5_value_[mg/l]"	"DO_LT6_setpoint_[mg/l]"	"DO_LT6_value_[mg/l]"	"Molasses_setpoint_[mg/l]"	"PAX_[mg/l]"	"FeCl_Grunddosering_[mg/l]"	"FeCl_Topdosering_[mg/l]"	"Flow_out [m3/d]"	"COD_out_[mg/l]"	"BOD5_out [mg/l]"	"SS_out_[mg/l]"	"NH4_N_out_[mg/l]"	"NO3_N_out_[mg/l]"	"PO4_P_out_[mg/l]"	"N_tot_out_[mg/l]"	"P_tot_out_[mg/l]"
2015-06-20	1807.82791666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8	6.6	1.89754385964912	0.771954674220963	1.41525423728814	0.405263157894737	1.07727272727273	0.503314917127072	1.647	0.50203488372093	1.30390879478827	0.796212121212121	1.73738872403561	0.50025706940874	15.7142857142857	NA	19.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-21	1770.83861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	5.8	1.87105263157895	0.708231707317073	1.09888888888889	0.473846153846154	1.14481481481481	0.512627986348123	1.57333333333333	0.507476635514019	1.40451388888889	0.607386363636364	1.52175438596491	0.476190476190476	15.2272727272727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-22	2988.06680555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	5.5	2.37489361702128	0.96643598615917	2.30064935064935	0.371875	1.86347826086957	0.385217391304348	1.95622775800712	0.587048192771084	1.73297872340426	0.535533980582524	2.09256756756757	0.552393617021277	15.5	NA	NA	49	NA	NA	NA	NA	0.22	1.3	0.52	NA	NA
2015-06-23	2123.58625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	5.5	1.809375	0.849411764705882	1.53088803088803	0.450574712643678	1.3013698630137	0.577352941176471	1.50333333333333	0.545757575757576	1.47246376811594	1.00378787878788	1.4885993485342	0.431266846361186	27	NA	NA	40.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-24	1833.22291666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	5.5	2.00730769230769	0.749185667752443	1.16468401486989	0.525531914893617	1.30694980694981	0.558419243986254	1.95938697318008	0.549328859060403	1.74771929824561	0.576219512195122	1.76760563380282	0.452	23.8333333333333	NA	12.1333333333333	79.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-25	1827.37375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	5.8	2.15256916996047	0.75112540192926	1.39850746268657	0.528282828282828	1.18783269961977	0.557333333333333	1.91715328467153	0.58202614379085	1.50070175438596	0.653372434017595	1.75442176870748	0.470381231671554	23.5	NA	19.9166666666667	54.2222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-26	1789.56263888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	5.8	2.22528301886792	0.706024096385542	1.54626865671642	0.438175675675676	1.42666666666667	0.511612903225806	1.9	0.516720257234727	1.71066666666667	0.569109947643979	1.96943521594684	0.42125748502994	21.0416666666667	NA	16.7272727272727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-27	1794.03041666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	5.8	2.11853281853282	0.728125	1.25185185185185	0.414516129032258	1.135	0.497160883280757	1.74767025089606	0.501277955271565	1.513	0.517941176470588	1.77755775577558	0.473033707865169	16.7083333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-28	1807.02402777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4	5.6	2.09075630252101	0.632238805970149	1.4993399339934	0.442058823529412	1.23571428571429	0.507523510971787	1.86627450980392	0.479742765273312	1.61592592592593	0.486781609195402	1.89370629370629	0.471771771771772	16.5217391304348	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-29	2640.55152777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	960	4.3	223.255814	280	162.7906977	14.2	15.4	5.5	1.90330882352941	0.717365269461078	1.43807692307692	0.596451612903226	1.38697478991597	0.510410094637224	2.13272058823529	0.558083832335329	1.81048951048951	0.748677248677249	1.65267175572519	0.457065217391304	13.4166666666667	NA	NA	17.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-30	1759.9675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	5.3	1.15296296296296	0.677712609970675	1.07948717948718	0.498972602739726	0.744326241134752	0.594152046783626	1.34086021505376	0.577258566978193	1.13719298245614	0.856675749318801	1.24033333333333	0.598992443324937	11.25	NA	NA	13.125	NA	NA	NA	NA	0.32	1.5	0.87	NA	NA
2015-07-01	1719.34388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	15.6	5.1	1.57555555555556	0.608176100628931	1.43220338983051	0.441159420289855	1.37185430463576	0.511046511627907	1.60596026490066	0.530678466076696	1.6690625	0.806701030927835	1.87891373801917	0.428759894459103	25.7692307692308	NA	NA	100.846153846154	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-02	1636.02223776224	0	540	7.6	400	940	56	34	11	400	220	170	940	3.8	247.3684211	230	121.0526316	15.5	15.8	5.4	2.18178137651822	0.637358490566038	2.06678832116788	0.455234657039711	2.18571428571429	0.507462686567164	2.41590106007067	0.533220338983051	2.38819672131148	0.454458598726115	2.40838709677419	0.34833836858006	28.3478260869565	NA	12.875	94.5416666666667	40950	30	2.5	5.25	0.36	2.1	0.54	3.55	0.705
2015-07-03	1562.19527777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	940	3.8	247.3684211	230	121.0526316	15.5	16.2	6.4	2.45210084033613	0.633720930232558	2.18489208633094	0.451388888888889	2.41596958174905	0.463138686131387	2.49961538461538	0.478057553956835	2.33853820598007	0.418211920529801	2.4588996763754	0.278220858895706	30.125	NA	16.2083333333333	31.4583333333333	NA	NA	NA	NA	2.7	2.5	0.86	NA	NA
2015-07-04	1423.24319444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	6.3	1.80714285714286	0.510810810810811	1.64744525547445	0.293862815884477	1.17727272727273	0.476878612716763	1.70295081967213	0.430211480362538	1.37813411078717	0.533673469387755	2.04798850574713	0.469444444444444	10.5833333333333	NA	19.9166666666667	10.375	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-05	1444.15597222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8	5.2	1.75379061371841	0.516501650165016	1.65192307692308	0.289219330855019	0.999333333333333	0.452201257861635	1.52994011976048	0.467272727272727	1.39944289693593	0.539277108433735	1.84289693593315	0.560421545667447	6.91666666666667	NA	18.5454545454545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-06	2153.62236111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	940	4.4	213.6363636	440	200	14.4	17	4.7	1.44063492063492	0.591601049868766	1.99550561797753	0.308035714285714	1.40028248587571	0.491898734177215	1.55828220858896	0.475342465753425	1.47159090909091	0.731662870159453	1.94289405684755	0.392601431980907	5.3	NA	NA	23.8333333333333	NA	NA	NA	NA	0.44	1.9	0.52	NA	NA
2015-07-07	1502.98555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	4.4	1.04984227129338	0.640414507772021	1.65653333333333	0.310594315245478	1.07798913043478	0.468407310704961	1.12052785923754	0.511170212765957	1.17368421052632	0.795357833655706	1.76575682382134	0.470944309927361	3.72727272727273	NA	NA	29.0769230769231	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-08	3091.19416666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	970	4	242.5	400	250	14.4	17.3	4.3	2.08947368421053	0.398974358974359	2.17485380116959	0.310204081632653	2.18044280442804	0.306887052341598	2.38843930635838	0.407317073170732	1.93074433656958	0.38498023715415	2.6126582278481	0.317786561264822	6.6	NA	18.0625	59.4	NA	NA	NA	NA	0.26	1.4	1.05	NA	NA
2015-07-09	3393.53930555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3	4.5	1.63264462809917	0.573766816143498	2.11526479750779	0.436210526315789	1.82056737588652	0.484008528784648	1.9019305019305	0.473453093812375	1.61151079136691	0.579856115107914	2.02555205047319	0.408739837398374	4	NA	19.2222222222222	16.6666666666667	NA	NA	NA	NA	0.99	1.5	0.9	NA	NA
2015-07-10	1587.91833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	950	4.1	231.7073171	280	170.7317073	14.7	17.2	4.4	2.5	0.553478260869565	1.93257918552036	0.422026431718062	2.15822784810127	0.510460251046025	2.45225225225225	0.533474576271186	1.17209302325581	0.842493638676845	1.89683544303797	0.528157894736842	12.875	NA	1.33333333333333	41.0909090909091	NA	NA	NA	NA	0.08	1.5	1.55	NA	NA
2015-07-11	1394.05888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8	5	2.49353233830846	0.596120689655172	1.83909465020576	0.446530612244898	0.992692307692308	0.598666666666667	1.85348837209302	0.532142857142857	1.11094224924012	0.773953488372093	1.72704402515723	0.605445544554455	9.20833333333333	NA	12.125	20.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-12	1508.66763888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7	5	2.29644444444444	0.6316	1.65661157024793	0.431095406360424	0.869122807017544	0.583636363636364	1.55510204081633	0.534153846153846	1.13895705521472	0.720289855072464	1.79607250755287	0.567386091127098	8	NA	19.9583333333333	11.3809523809524	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-13	1600.85097222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	960	4.4	218.1818182	280	159.0909091	14.8	16.6	4.9	1.90526315789474	0.687453874538745	1.26540084388186	0.543771043771044	0.828253968253968	0.604189944134078	1.14121405750799	0.631521739130435	0.941666666666667	1.0375	1.60056179775281	0.688470066518847	6.13636363636364	NA	20	14.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-14	1414.42458333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.6	4.7	1.94439252336449	0.548314606741573	1.94440433212996	0.414141414141414	0.890030211480363	0.542784810126582	1.37719298245614	0.582019704433497	1.08391812865497	0.817485265225933	1.88723404255319	0.607784431137725	5.5	NA	20	NA	NA	36	NA	7	0.13	1.2	0.51	2.2	0.59
2015-07-15	1385.19041666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	910	4	227.5	200	166.6666667	14.3	16.7	4.6	2.38606557377049	0.62140221402214	2.09317406143345	0.439747634069401	1.51169811320755	0.49419795221843	2.25333333333333	0.518481848184818	1.8815873015873	0.423823529411765	2.37767857142857	0.338709677419355	17.2272727272727	NA	2	23.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-16	1360.5575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	900	4.5	200	250	138.8888889	14.4	16.8	5.3	2.39918032786885	0.712454212454212	1.92167300380228	0.554948805460751	1.60120481927711	0.592936802973978	2.5	0.573051948051948	1.97015873015873	0.456748466257669	2.36437908496732	0.322058823529412	22.8333333333333	NA	16.5625	37.5416666666667	NA	NA	NA	NA	0.19	2	0.48	NA	NA
2015-07-17	1348.49180555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9	5.6	1.84183266932271	0.767905405405405	1.53097014925373	0.59375	1.18070866141732	0.581138790035587	2.13448275862069	0.575827814569536	1.541	0.500303951367781	2.0993288590604	0.517777777777778	14.625	NA	20	26.5416666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-18	1281.15138888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	5.1	1.41148148148148	0.761383285302594	1.29483394833948	0.612844036697248	0.827017543859649	0.621613832853026	1.58239436619718	0.583231707317073	1.31202749140893	0.713978494623656	1.87578616352201	0.658495145631068	8.54545454545454	NA	19.8333333333333	18.2857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-19	1789.48819444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	4.7	1.41888111888112	0.671149144254279	1.51359223300971	0.544179894179894	1.19596273291925	0.551428571428571	1.303	0.610485933503836	1.3469696969697	0.841902834008097	1.85266272189349	0.668213457076566	5	NA	19.7083333333333	5.53846153846154	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-20	2025.25444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	780	4.3	181.3953488	200	116.2790698	14.1	17	4.4	1.02483443708609	0.859398496240601	1.38411764705882	0.604096385542169	1.15785714285714	0.66812865497076	1.21601423487544	0.648405797101449	1.11969230769231	1.13953974895397	1.22211221122112	0.567403314917127	7.375	NA	20	18.3333333333333	NA	NA	NA	NA	1.24	4.7	1.6	NA	NA
2015-07-21	2176.70278551532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9	4.2	1.21720779220779	0.724384236453202	1.52279635258359	0.492340425531915	2.12901785714286	0.4875	1.62820512820513	0.592834890965732	1.53141891891892	0.799221789883269	1.51069182389937	0.486888888888889	11.7647058823529	NA	17.4285714285714	63.25	NA	NA	NA	NA	0.05	1.4	0.4	NA	NA
2015-07-22	1374.04486111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8	4.6	1.19516129032258	0.728418230563003	1.53169230769231	0.496438356164384	1.63409090909091	0.54527027027027	1.68078431372549	0.524907063197026	1.29746835443038	0.810071942446043	1.44596273291925	0.436413043478261	12.7916666666667	NA	12.75	18.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-23	1367.31486111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	890	4.4	202.2727273	240	136.3636364	14.6	16.8	4.9	1.85222222222222	0.648172757475083	2.00135135135135	0.465615141955836	2.48	0.471428571428571	2.33203125	0.444326241134752	1.55872093023256	0.454755784061697	1.70512048192771	0.432820512820513	22.5	NA	19.9166666666667	13.75	NA	NA	NA	NA	0.11	1.3	0.84	NA	NA
2015-07-24	1363.69638888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	870	4.3	202.3255814	250	145.3488372	14.6	17	5.3	1.8515503875969	0.631095406360424	1.93888888888889	0.442517006802721	2.47372549019608	0.484291187739464	2.02264150943396	0.487368421052632	1.46888888888889	0.625984251968504	1.76086956521739	0.538916256157635	21.75	NA	19.9583333333333	20.8	NA	NA	NA	NA	0.18	1.7	0.75	NA	NA
2015-07-25	3761.48152777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1	5.3	1.93521126760563	0.653796095444686	2.3180602006689	0.686247086247086	2.42735849056604	0.568490153172867	2.42430278884462	0.673176470588235	1.64738675958188	0.864964788732394	1.99880597014925	0.66950998185118	11.8	NA	16	25	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-26	3979.39847222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1	5	1.68687258687259	0.71259842519685	1.78825757575758	0.661585365853659	1.82489451476793	0.631697341513292	2.32032520325203	0.793172690763052	1.71127272727273	0.841499085923218	1.31712062256809	0.516568047337278	16.75	NA	18.2	26.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-27	1827.73777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	720	3.75	192	250	133.3333333	14.3	17	4.9	1.66305970149254	0.997321428571429	1.61938775510204	0.795543175487465	1.54961832061069	0.861494252873563	2.12846153846154	1.11189710610932	1.81827956989247	0.774365482233503	1.59571428571429	0.64958217270195	25.5	NA	17.9375	78.7916666666667	NA	NA	NA	NA	0.17	3.1	1.61	NA	NA
2015-07-28	5068.24027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	5.7	2.63364485981308	0.725604838709677	2.75160349854227	0.996899224806202	2.79395017793594	0.693617021276596	2.73269230769231	0.895744680851064	2.65028735632184	0.948	2.45158371040724	0.56825	77.1666666666667	NA	20	106.117647058824	NA	NA	NA	NA	0.88	2.8	0.48	NA	NA
2015-07-29	3970.40958333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.4	7.2	2.20913242009132	0.673181818181818	2.39126213592233	0.712820512820513	2.36580086580087	0.552205882352941	2.5511811023622	0.76897233201581	2.51463414634146	0.804979253112033	1.78025210084034	0.467898383371824	46.5	NA	20	93.0869565217391	NA	NA	NA	NA	0.75	3.9	0.61	NA	NA
2015-07-30	2078.80528511822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.4	6.9	1.76279069767442	1.11559633027523	1.8	0.839622641509434	1.85425101214575	0.810493827160494	2.15	1.17979797979798	1.98791208791209	0.963013698630137	1.70238907849829	0.762021857923497	36.4090909090909	NA	18.1666666666667	91.375	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-07-31	1919.69625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	620	3.5	177.1428571	270	128.5714286	14.5	16.4	6.1	2.34722222222222	1.28810975609756	2.39616724738676	0.990062111801242	2.4201646090535	1.16086956521739	2.46532846715328	1.10331491712707	2.18006872852234	0.941456582633053	2.26385964912281	0.857846153846154	51.3333333333333	NA	17.25	77.9583333333333	NA	NA	NA	NA	0.23	2.9	0.89	NA	NA
2015-08-01	1737.21055555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.4	6.5	2.25578512396694	1.12108626198083	2.48051948051948	0.811382113821138	2.44398340248963	1.03238434163701	2.35	0.999668874172185	2.07380952380952	0.872086720867209	2.23763066202091	0.790406976744186	44.875	NA	20	31.4615384615385	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-02	1715.66055555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.4	6.5	2.16371308016878	1.03967741935484	2.47866666666667	0.82231884057971	2.37137096774194	0.911071428571429	2.22627450980392	0.951398601398601	1.97578947368421	0.812121212121212	2.11638225255973	0.75546218487395	41.7916666666667	NA	20	7	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-03	1668.17763888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	750	3.87	193.7984496	230	118.8630491	14.1	16.5	6.3	2.03765182186235	1.08172413793103	2.45905797101449	0.765123456790124	2.35254901960784	0.857876712328767	1.8650406504065	0.866666666666667	1.71368421052632	0.916584158415842	2.008	0.707738095238095	39.1666666666667	NA	19.4285714285714	3.5	NA	NA	NA	NA	0.83	2.2	0.55	NA	NA
2015-08-04	2469.77486111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	6.1	1.97397769516729	0.718891687657431	2.21428571428571	0.635198135198135	2.42442748091603	0.67112462006079	2.14801444043321	0.724262295081967	2.00408163265306	0.896341463414634	2.10569620253165	0.671463414634146	26.2631578947368	NA	NA	NA	NA	NA	NA	NA	0.21	2.7	0.24	NA	NA
2015-08-05	3557.09861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7	5.6	2.4697247706422	0.625087108013937	2.61756756756757	0.588495575221239	2.69086956521739	0.704744525547445	2.61422764227642	0.626865671641791	2.19690721649485	0.907560975609756	2.19102990033223	0.484061696658098	41.9166666666667	NA	18.5454545454545	79.875	NA	NA	NA	NA	1.9	2	0.38	NA	NA
2015-08-06	1738.44513888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8	5.7	2.48382978723404	1.02186379928315	2.45171232876712	0.763924050632911	2.5	0.819771863117871	2.49204545454545	0.911627906976744	1.90137931034483	0.8139896373057	2.11655405405405	0.666285714285714	46.5416666666667	NA	20	137.791666666667	NA	NA	NA	NA	0.36	2.4	0.43	NA	NA
2015-08-07	1658.82180555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	6.1	2.19257641921397	0.853505535055351	2.09501915708812	0.673381294964029	2.5	0.632584269662921	1.95322580645161	0.706545454545455	1.31493902439024	1.00639269406393	1.73232628398792	0.681861575178998	24.25	NA	19.5	78.0833333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-08	1536.75638888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4	5.4	2.28645418326693	0.823448275862069	2.11875	0.585666666666667	2.5	0.543010752688172	2.01434108527132	0.655017301038062	1.25159420289855	1.01479820627803	1.64457478005865	0.81021377672209	22.0416666666667	NA	19.875	29.3157894736842	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-09	1498.74027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6	5.2	2.18166666666667	0.881533101045296	2.15272727272727	0.595759717314488	2.5	0.602158273381295	1.82857142857143	0.647038327526132	1.27619047619048	0.717073170731707	1.69904458598726	0.678802992518703	23.9166666666667	NA	19.9166666666667	27.8333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-10	1603.91916666667	0	360	7.7	270	600	48	33	7.3	350	200	61	NA	NA	NA	NA	NA	NA	17.5	5.3	2.27689243027888	0.979151943462898	1.99725490196078	0.672027972027972	2.5	0.693609022556391	2.07576923076923	0.705862068965517	1.3179012345679	0.749530516431925	1.69037267080745	0.613759213759214	25.8333333333333	NA	20	22.2727272727273	36480	29	1.3	3.65	0.195	1.5	0.29	2.6	0.365
2015-08-11	1594.30736111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	680	3.5	194.2857143	360	146.9387755	14	17.5	5.3	2.06417910447761	0.89015873015873	2.1336569579288	0.644984802431611	2.5	0.624698795180723	2.2237012987013	0.570731707317073	1.53449197860963	0.749565217391304	2.03820512820513	0.490953545232274	21.5833333333333	NA	19.25	45.4666666666667	NA	NA	NA	NA	0.18	1.6	0.29	NA	NA
2015-08-12	1587.92347222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6	5.3	1.26172106824926	0.705911330049261	1.89131578947368	0.516770186335404	1.95878787878788	0.548780487804878	1.97120253164557	0.587172011661808	1.33217391304348	0.904347826086957	1.97764705882353	0.541951219512195	15.9583333333333	NA	19.9583333333333	13.7647058823529	NA	NA	NA	NA	0.4	1.8	0.54	NA	NA
2015-08-13	1588.19458333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6	4.9	1.06430769230769	0.69030612244898	1.88802083333333	0.502393617021277	1.59174603174603	0.579813664596273	1.65206349206349	0.629972752043597	1.36461988304094	0.866595289079229	1.93628571428571	0.558177570093458	10.8333333333333	NA	20	18.1176470588235	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-14	1539.49597222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.7	4.6	1.19479768786127	0.664303797468354	1.92122905027933	0.495121951219512	1.45015772870662	0.617888563049853	1.74025157232704	0.603571428571429	1.4414201183432	0.849469214437367	2.09375	0.459137055837563	9.08695652173913	NA	19.9583333333333	11.8421052631579	NA	NA	NA	NA	0.26	1.5	0.41	NA	NA
2015-08-15	4150.87888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	4.5	1.78023255813953	0.633806146572104	2.37311178247734	0.404545454545455	2.0046511627907	0.629974811083123	2.12847682119205	0.613777777777778	2.0792507204611	0.777991452991453	2.43595166163142	0.47089715536105	17.5	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-16	4905.83680555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9	4.3	1.57060810810811	0.775174013921114	1.86112956810631	0.562864077669903	2.25494071146245	0.720654911838791	2.287109375	0.707127429805616	1.93216560509554	1.20023923444976	1.73840830449827	0.393318485523385	1.5	NA	20	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-17	2008.29305555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	750	3.5	214.2857143	340	138.7755102	14.6	17.9	4.3	1.39222614840989	0.783692307692308	1.65510948905109	0.585064935064935	1.7281512605042	0.735849056603774	2.47349397590361	0.794425087108014	1.23119533527697	0.93102766798419	1.47113095238095	0.596508728179551	18.0416666666667	NA	20	21.0588235294118	NA	NA	NA	NA	0.47	0.4	0.7	NA	NA
2015-08-18	1800.16666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	4.6	1.02204968944099	0.693489583333333	1.56666666666667	0.541253263707572	1.47185430463576	0.635311572700297	1.84782608695652	0.730386740331492	1.42142857142857	0.90982905982906	1.54816901408451	0.520449438202247	10.0909090909091	NA	20	17	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-08-19	1738.57888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	740	3.9	189.7435897	380	139.1941392	14.6	17.8	4.4	1.10699088145897	0.667487684729064	2.00489130434783	0.502412868632708	1.59495268138801	0.629003021148036	1.74835526315789	0.673463687150838	1.5180790960452	0.857324840764331	1.88674033149171	0.478809523809524	10.5789473684211	NA	20	16.625	NA	NA	NA	NA	0.49	0.7	0.49	NA	NA
