Date	Flow_influent_[m3/d]	Flow_influent_to_bio[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	Temperature_[C]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	VSS_tank_[mg/l]	COD_tank_[mg/l]	SV_[ml/l]	SVI_[ml/g]	DSV_[ml/l]	DSVI_[ml/g]	Filament_Index	SS_RAS_Line_A_[g/l]	SS_RAS_Line_B_[g/l]	SS_RAS_Line_C_[g/l]	SS_RAS_Line_D_[g/l]	SS_RAS_Line_E_[g/l]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	Fe_to_bio_[l/d]	Fe_effluent_tank_A_[l/d]	Fe_effluent_tank_B_[l/d]	Fe_effluent_tank_C_[l/d]	Flow_out_[m3/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD5_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]
01-01-2017	188745,21	337403,4	      NA	       NA	       NA	357	298	792	244	400	57,3	33,2	8,67	5,23	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,980139	11,784722	11,9136111	11,893889	11,906528	5,887391	5,808362	5,26E+00	2,165981	0,5233088	2,109144	0,6283619	2,026476	0,3948742	2,35E+03	9,10E+02	8,20E+02	7,49E+02	    NA	129	119	26,2	40,9	15,8	6,88	1,36	4,76	1,29
02-01-2017	133100,79	273866,8	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,992917	11,945972	12,0331944	12,041111	12,069444	6,190176	6,123053	5,46E+00	1,871206	0,5678726	1,786327	0,7070707	2,049807	0,4934966	2,35E+03	6,08E+02	6,03E+02	6,09E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-01-2017	218964,05	375745,3	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,908333	11,900417	12,1065278	12,156528	12,14125	5,678631	5,583546	5,15E+00	2,159615	0,5660418	2,166588	0,7174584	2,306955	0,517441	2,33E+03	8,21E+02	8,48E+02	9,72E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-01-2017	146297,44	298089,1	      NA	       NA	       NA	281	230	638,5	181	300	59	41,8	6,8	4,25	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,902639	11,905417	12,0520833	11,988056	11,804444	6,04615	6,032808	5,41E+00	1,992575	0,5234241	1,917577	0,8142857	2,082759	0,5746479	2,33E+03	6,11E+02	6,04E+02	6,01E+02	146297	8,9	33,75	27,6	2,7	4,6	1,06	2,39	0,24	0,05
05-01-2017	123296,01	257807,2	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,984583	11,961528	12,0127778	12,0075	11,997083	5,984549	6,034809	5,34E+00	2,051494	0,4823009	1,754183	0,909407	1,967206	0,5643572	2,32E+03	6,06E+02	7,35E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-01-2017	130261,26	259353,9	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,149583	12,002778	12,0620833	12,037083	11,961528	5,981905	5,970801	5,33E+00	2,236445	0,5824405	2,143106	0,9430362	2,152557	0,5741408	2,30E+03	6,10E+02	7,18E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-01-2017	152234,05	290299,1	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,237083	12,104028	12,14375	12,069444	12,093611	5,963911	5,882368	5,35E+00	2,314198	0,6287407	2,354915	0,8292273	2,248092	0,5642195	2,30E+03	6,24E+02	6,06E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-01-2017	126186,94	261601	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,025139	11,94875	11,9915278	12,006806	11,936667	6,136496	6,076103	5,44E+00	2,13455	0,6005922	2,167362	0,8173238	2,053078	0,5339314	2,29E+03	6,13E+02	6,06E+02	6,16E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-01-2017	139687,41	276341,4	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,147083	12,061806	12,0772222	12,040694	11,985417	6,035389	5,978841	5,37E+00	2,060485	0,5790087	2,092461	0,7255991	1,968935	0,5092564	2,28E+03	6,09E+02	6,03E+02	6,50E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-01-2017	129886,23	263785,7	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	4724	6126	980	162,5747	250	124,4194	  NA	10,974444	12,008333	11,9966667	12,000556	11,986944	6,074803	6,00575	5,40E+00	1,998419	0,537013	2,078125	0,6973244	1,88695	0,4645866	2,27E+03	6,10E+02	6,04E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-01-2017	254803,96	376443,4	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,74375	11,497222	11,7847222	11,8975	11,821389	5,364877	5,264398	4,84E+00	2,215506	0,5683681	2,165707	0,7061758	2,174369	0,4932842	2,27E+03	1,25E+03	1,08E+03	1,07E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-01-2017	148304,02	302245,9	      NA	       NA	       NA	290	249	677,5	177	383	60	38,85	7,58	3,895	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,951944	11,926111	12,0281944	11,985694	11,890972	5,884912	5,910365	5,25E+00	2,160514	0,5954989	2,080114	0,8498623	2,077704	0,5603885	2,26E+03	6,12E+02	6,05E+02	6,01E+02	    NA	14,9	30	19,6	4,5	7,43	2,17	2,995	0,45	0,05
13-01-2017	135885,66	286486,7	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,98625	12,011806	12,0059722	12,007083	12,003889	5,995425	6,022862	5,30E+00	2,13224	0,6019331	2,162738	0,8044335	2,038667	0,5292818	2,24E+03	6,09E+02	6,05E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-01-2017	143129,39	286401,8	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,132639	12,050972	12,0673611	12,031111	12,012639	5,903289	5,822094	5,22E+00	2,114605	0,6148858	2,15255	0,7734717	2,059336	0,5422771	2,23E+03	6,12E+02	6,07E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-01-2017	125315,11	257127	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,075833	11,978194	12,0411111	12,015694	11,981528	5,96568	5,873666	5,24E+00	2,030236	0,5777778	2,120469	0,7860577	2,00901	0,5261513	2,22E+03	6,06E+02	6,04E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-01-2017	128534,04	258911,6	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,205	12,070972	12,1430556	12,101944	12,037778	5,932542	5,846075	5,23E+00	2,002003	0,6008689	2,063004	0,7651712	1,96726	0,5291381	2,19E+03	7,02E+02	6,05E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-01-2017	126361,12	255888	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,204722	12,014167	12,1119444	12,112083	12,128333	5,809073	5,830464	5,30E+00	2,013279	0,653447	2,002202	0,7994975	1,962784	0,5215004	2,12E+03	6,42E+02	6,03E+02	8,09E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-01-2017	131123	257679,4	      NA	       NA	       NA	365	304	996	283	501	79,2	41,21	10,1	5,29	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,176389	11,985556	12,27	12,192083	12,12	5,784225	5,610289	5,19E+00	2,027012	0,5056122	1,979156	0,8077874	1,936133	0,5502311	1,98E+03	6,06E+02	6,04E+02	6,03E+02	131123	8,7	40,5	34	2,9	4,7	2,18	1,55	0,25	0,05
19-01-2017	131588,6	258579,7	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,011528	12,030556	12,1433333	12,082222	11,988056	5,68356	5,46856	5,06E+00	1,978443	0,576155	1,979306	0,7946914	1,944813	0,5127106	1,84E+03	6,06E+02	6,03E+02	6,03E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-01-2017	134657,07	259121,5	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,027778	12,010972	12,1908333	12,109583	12,024167	5,613359	5,415134	5,00E+00	1,977589	0,6196781	1,998543	0,7612739	1,936282	0,4758216	1,65E+03	6,06E+02	6,04E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-01-2017	131031,99	251543,6	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,022917	12,050139	12,1488889	12,060833	11,993056	5,510028	5,283124	4,91E+00	1,953823	0,5163359	1,996588	0,7518939	1,868571	0,4651899	1,49E+03	6,05E+02	6,03E+02	6,04E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-01-2017	130303,68	250061,1	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,0125	11,947917	12,0393056	12,022222	12,01875	5,424816	5,20437	4,86E+00	1,916311	0,5064234	1,996538	0,7130268	1,866359	0,4435085	1,30E+03	6,08E+02	6,05E+02	6,03E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-01-2017	133227,53	249975,2	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,026667	11,951389	12,2615278	12,162222	12,045694	5,433608	5,193703	4,88E+00	1,848693	0,4905688	1,949172	0,722399	1,930132	0,4886275	1,18E+03	6,06E+02	6,02E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-01-2017	128668,21	243045,4	      NA	       NA	       NA	319	274	800	246	439	72,4	42,51	8,85	4,57	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,061667	12,053194	12,0613889	11,991667	11,858194	5,413697	5,190535	4,61E+00	2,00697	0,5355457	2,008283	0,7752037	1,859654	0,2691088	1,21E+03	6,11E+02	6,02E+02	6,01E+02	    NA	6,3	37,8	29,6	3,1	5,66	2,2	1,41	0,27	0,07
25-01-2017	127148,82	238360,8	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,071528	11,986806	12,0705556	12,032083	11,98375	5,266066	5,007403	4,49E+00	2,032834	0,5060432	2,081876	0,7946731	2,048947	0,1481224	1,17E+03	4,31E+02	4,28E+02	4,25E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-01-2017	128416,21	237866,1	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,149028	11,978889	12,0673611	12,020556	12,013611	5,207057	4,795956	4,52E+00	2,140547	0,5646846	2,165532	0,8832804	2,137255	0,2971528	9,95E+02	3,73E+02	3,65E+02	3,62E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-01-2017	126596,04	228939	      NA	       NA	       NA	363	310	827	278	501	79,3	47,32	9,95	5,74	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,001111	11,900972	12,0318056	12,031111	12,052917	5,083683	4,780914	4,43E+00	1,994382	0,5527594	2,127881	0,8142857	2,081622	1,1314763	8,15E+02	3,67E+02	3,64E+02	3,63E+02	    NA	6,7	42,01	38,63	1,1	7,1	2,24	2,64	0,25	0,05
28-01-2017	123688,14	231206,6	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,0175	12,079444	12,0865278	12,032222	12,048611	5,071455	4,726476	4,49E+00	1,978683	0,4941704	2,061275	0,8236534	2,043495	0,6045455	7,25E+02	3,68E+02	3,65E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-01-2017	135775,5	237234,4	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,051944	11,759444	12,0947222	12,071944	12,085	4,970445	4,610125	4,43E+00	1,996102	0,552447	2,125118	0,7442604	2,082275	0,5538052	6,53E+02	3,67E+02	3,64E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-01-2017	126004,48	224352,1	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,948194	11,828472	12,3001389	12,159583	11,995833	4,902939	4,676869	4,47E+00	2,043281	0,570818	2,179782	0,8433492	2,056815	0,6050235	1,51E+03	5,70E+02	3,66E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
31-01-2017	125442,22	220926,6	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,129861	11,79125	12,1330556	12,057639	11,975278	4,853779	4,509175	4,26E+00	2,05951	1,0399857	2,108511	0,8880407	2,06325	0,6183002	2,22E+03	3,72E+02	3,70E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-02-2017	127610,09	224380,3	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,070278	11,692361	12,0944444	12,041389	12,026389	4,87586	4,491174	4,26E+00	1,861968	0,5463623	2,068408	0,8700122	2,059276	0,6038971	2,26E+03	3,66E+02	3,66E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-02-2017	128304,37	221329,2	      NA	       NA	       NA	385	336	879	242	390	69	45,24	8,9	4,97	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,13375	11,765833	12,0781944	12,057361	12,008333	4,790195	4,406536	4,14E+00	1,925649	0,5132321	2,123641	0,8554885	2,029823	0,6000782	2,28E+03	3,69E+02	3,63E+02	3,63E+02	128305	11,1	41	30,5	3,7	6	    NA	2,23	0,29	0,05
03-02-2017	132872,27	227167,8	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,989583	11,689583	12,1025	12,039306	12,000833	4,595991	4,273127	4,07E+00	1,943116	0,531789	2,195101	0,9015796	2,023724	0,5754023	2,28E+03	3,67E+02	3,66E+02	3,63E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-02-2017	150055,58	246517,9	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,030556	11,796944	12,0381944	12,011528	11,994167	4,380467	4,137221	3,91E+00	2,05538	0,5886397	2,260048	0,9722222	2,085393	0,6751613	2,27E+03	3,71E+02	3,64E+02	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-02-2017	147077,62	239713,8	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,01125	11,619861	12,0229167	11,978056	11,980833	4,333714	4,083217	3,88E+00	2,078614	0,5747041	2,225385	0,937485	2,051497	0,6605738	2,25E+03	4,16E+02	3,66E+02	4,42E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-02-2017	133778,3	218453,8	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,9375	11,794861	12,2294444	12,138611	12,083333	4,485002	4,131988	4,03E+00	1,961723	0,5910266	2,109637	0,5224442	2,144126	0,674191	2,22E+03	5,77E+02	3,73E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-02-2017	134237,4	222980,2	      NA	       NA	       NA	399	344	735	221	530	74	41,21	9,43	4,79	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,997222	11,564028	12,1625	12,035417	11,978472	4,596755	4,274218	4,14E+00	2,021709	0,6462804	2,071002	0,5909722	2,176291	0,7293706	2,26E+03	4,26E+02	3,62E+02	3,64E+02	    NA	7,1	41,1	38,2	1,1	9,4	5,12	1,4	0,25	0,05
08-02-2017	137864,82	227048,1	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,022917	11,76625	12,0445833	11,985278	11,961389	4,640552	4,294494	4,08E+00	2,042244	0,6842368	2,199129	1,175429	2,156581	0,756231	2,27E+03	3,67E+02	3,86E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-02-2017	144964,66	241283,3	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,060972	11,885833	12,0491667	12,035139	12,019167	4,636803	4,256902	4,02E+00	2,006906	0,6826676	2,370681	1,2482653	2,133499	0,7737814	2,26E+03	3,69E+02	3,64E+02	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-02-2017	137808,7	229151	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,960972	11,881944	12,0470833	12,00625	11,975278	4,726246	4,229835	3,95E+00	1,96349	0,7087081	2,302045	1,3078176	2,004762	0,7569697	2,29E+03	3,70E+02	3,64E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-02-2017	132544,53	220077,6	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,039583	11,464444	12,0363889	12,003333	11,990833	4,836411	4,151371	3,94E+00	1,87236	0,6447312	2,130976	1,2603376	1,953107	0,7172201	2,30E+03	3,70E+02	3,65E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-02-2017	126035,89	211848,5	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,987639	11,538472	12,0466667	11,994028	11,993194	5,079317	4,096786	3,91E+00	1,822371	0,5856006	2,026377	1,1773262	1,921451	0,6792545	2,31E+03	3,68E+02	3,64E+02	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-02-2017	131562,41	218371,8	      NA	       NA	       NA	463	406	850	160	563	63	45	8,7	3,9	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,931806	11,767361	12,0952778	12,030139	12,02375	5,247519	4,143859	4,05E+00	1,770067	0,5596278	1,949576	1,1374302	1,824316	0,6658915	2,35E+03	1,18E+01	1,18E+01	3,69E+02	131562	5,2	28	26	2,4	7,3	2,1	4,3	0,19	0,015
14-02-2017	130656,24	222153,5	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,057083	11,736111	12,0733333	12,032361	12,041806	5,305606	4,256862	4,15E+00	1,778315	0,5720695	2,077605	1,0989733	1,903376	0,6490726	2,34E+03	1,95E-02	3,62E-04	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-02-2017	128189,53	215384	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,019167	11,778472	12,1122222	12,058333	11,992222	5,326526	4,292059	4,14E+00	1,748019	0,5518598	2,20697	0,9962121	1,889146	0,6424962	2,45E+03	8,08E-03	5,72E+02	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-02-2017	139382,03	228653,8	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,188842	12,021478	12,1475593	12,116039	12,088563	5,243925	4,29513	4,08E+00	1,808346	0,573433	2,498239	0,8475714	1,901486	0,6271439	2,45E+03	3,52E+02	3,65E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-02-2017	130669,45	223569,5	      NA	       NA	       NA	389	340	753	244	496	70,1	46	9,42	5,14	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,129167	11,981528	12,0926389	12,035417	12,112778	5,455445	4,377134	4,14E+00	1,828073	0,5786017	2,49093	0,9891747	1,926509	0,6199708	2,46E+03	3,76E+02	3,71E+02	3,64E+02	    NA	7,3	37,1	32,3	1,7	8,76	5,28	1,9	0,33	0,05
18-02-2017	132015,83	218827,9	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,962917	11,880556	12,0922222	12,025139	11,980278	5,406042	4,38222	4,14E+00	1,783133	0,5297781	2,253313	0,9515454	1,908605	0,6088722	2,48E+03	3,68E+02	3,65E+02	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
19-02-2017	155745,78	262942,3	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,02625	11,898194	11,9597222	11,981944	12,005417	5,080472	4,362718	4,20E+00	1,828886	0,5621008	2,206593	0,8840625	1,947362	0,6061331	2,47E+03	3,79E+02	3,66E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-02-2017	251541,58	371506,2	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,919167	11,658194	12,0505556	12,009306	11,960972	4,728041	4,349243	4,07E+00	2,090981	0,5413013	2,109015	0,8116927	2,122025	0,5652861	2,48E+03	9,14E+02	8,18E+02	8,31E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-02-2017	199659,55	300545,1	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,844583	11,925972	12,1113889	12,119722	11,874167	5,341299	4,99197	4,63E+00	1,878363	0,6129429	2,030991	1,0068845	1,955256	0,7401664	2,51E+03	5,13E+02	3,77E+02	3,83E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-02-2017	249925	391197,8	      NA	       NA	       NA	237	166	489	   NA	250	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,881806	11,621944	12,0744444	12,0025	11,933333	4,630245	4,467058	4,13E+00	1,98563	0,6402867	2,127596	1,044593	2,126908	0,6936137	2,54E+03	6,58E+02	6,17E+02	6,20E+02	    NA	109	    NA	   NA	74,7	    NA	    NA	   NA	   NA	   NA
23-02-2017	365218,3	470205,7	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,777639	11,78	11,9645833	11,775139	11,925556	4,503625	4,378747	4,01E+00	1,938567	0,5746753	2,03183	1,0001211	1,973864	0,6555305	2,63E+03	5,11E+02	3,73E+02	7,36E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-02-2017	312267,37	480210,5	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,381667	10,875139	11,175	11,350833	12,339861	4,354406	4,229218	3,91E+00	2,251935	0,8042385	2,183062	1,2821519	2,187217	0,7563193	2,74E+03	3,84E+02	3,77E+02	1,25E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-02-2017	365798,96	499879,3	      NA	       NA	       NA	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,735556	11,803472	12,1218056	12,192778	11,924167	4,504835	4,435526	3,98E+00	2,124741	0,7053939	2,204173	1,1062808	1,933225	0,7426503	2,77E+03	5,25E+02	3,89E+02	1,29E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
