Date	Flow_influent_[m3/d]	Flow_influent_to_bio[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	Temperature_[C]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	VSS_tank_[mg/l]	COD_tank_[mg/l]	SV_[ml/l]	SVI_[ml/g]	DSV_[ml/l]	DSVI_[ml/g]	Filament_Index	SS_RAS_Line_A_[g/l]	SS_RAS_Line_B_[g/l]	SS_RAS_Line_C_[g/l]	SS_RAS_Line_D_[g/l]	SS_RAS_Line_E_[g/l]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	Fe_to_bio_[l/d]	Fe_effluent_tank_A_[l/d]	Fe_effluent_tank_B_[l/d]	Fe_effluent_tank_C_[l/d]	Flow_out_[m3/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD5_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]
07-05-2018	135515,1	      NA	6,610989	1,454682	12,29883	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,673056	12,409028	12,8063889	12,814306	12,812361	3,740784	3,85923	3,96E+00	1,836751	0,4547757	1,890224	0,5205017	1,991084	0,5299496	2,92E+02	9,61E+02	0,00E+00	8,04E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-05-2018	132951,52	      NA	4,157658	0,6995852	5,573612	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,052639	12,719306	13,0352778	12,98125	12,973611	3,67547	3,776753	3,98E+00	1,817358	0,4584986	1,869942	0,5427468	2,0813	0,5721127	3,37E+02	9,60E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-05-2018	129509	      NA	7,291971	1,7637341	14,192121	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,035556	13,00875	13,0526389	13,011389	12,983472	3,885038	3,868688	3,99E+00	1,869372	0,4557848	1,863765	0,5528736	2,014176	0,5657022	2,26E+02	9,60E+02	0,00E+00	1,61E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-05-2018	149326,86	      NA	7,827555	1,8138943	15,829543	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,760417	12,503194	13,0795833	12,803056	12,975833	3,646932	3,620682	3,78E+00	1,840084	0,4127451	1,844913	0,5400177	1,974201	0,4920806	7,43E+01	9,60E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-05-2018	122128,45	      NA	7,88779	1,7909293	15,991597	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,77	12,455278	12,9902778	13,001667	13,00625	3,758824	3,756658	3,82E+00	1,949437	0,4851032	2,014586	0,6455729	2,107922	0,6321727	1,42E+02	9,60E+02	0,00E+00	4,02E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-05-2018	119994,59	      NA	7,871811	1,9438593	16,128875	255	225	934,5	294	493	63,35	45,025	8,34	4,375	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,015694	12,385972	13,1543056	13,032778	13,036111	3,698587	3,706009	3,87E+00	1,81648	0,463985	1,854931	0,6919753	1,336338	0,4204114	1,29E+02	9,60E+02	0,00E+00	4,02E-05	    NA	5,94	35,3	32,05	1,1	6,335	3,76	0,47	0,255	0,06
13-05-2018	129002,66	      NA	7,823091	1,9284692	16,227493	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,989028	12,338472	13,0151389	12,997361	13,005833	3,637538	3,648703	3,78E+00	1,788753	0,4719259	1,814022	0,7331637	1,236542	0,5069634	1,01E+02	9,62E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-05-2018	136701,65	      NA	7,859287	1,9174538	16,475874	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,200694	13,004167	13,1863889	13,19875	13,20625	3,615639	3,582722	3,74E+00	1,918031	0,4918513	1,9501	0,7589085	1,636708	0,5641791	8,10E+01	6,44E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-05-2018	132104,18	      NA	7,86586	1,9209357	16,569585	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,469444	12,732917	13,5648611	13,514722	13,508611	3,678124	3,621053	3,84E+00	1,888206	0,4982759	1,957169	0,8186533	1,958894	0,5229555	6,09E+01	4,85E+02	0,00E+00	8,04E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-05-2018	132196,24	      NA	7,878373	1,9028585	16,780941	405	356	781	201	389	55,5	32,11	9,13	3,89	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,498194	12,975278	13,5819444	13,529722	13,538611	3,731438	3,59823	3,84E+00	1,919088	0,4859002	2,009184	0,8280811	1,930252	0,7107066	4,92E+01	4,85E+02	0,00E+00	0,00E+00	132196	3,86	35	30,1	2,1	7,5	    NA	1,65	0,13	0,07
17-05-2018	132194,41	      NA	7,833499	1,9642802	16,875044	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,472917	13,036667	13,5276389	13,498889	13,5	3,831433	3,567283	3,91E+00	1,924883	0,4933042	2,039848	0,8942922	2,080122	0,9474965	3,28E+01	4,84E+02	2,01E-04	3,22E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-05-2018	130060,66	      NA	7,869732	1,9567731	17,01128	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,517361	12,8375	13,5325	13,510417	13,50375	4,002504	3,466808	4,32E+00	1,942284	0,4633136	2,047185	0,8483227	2,038035	0,7851773	5,93E+01	4,87E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
19-05-2018	132049,49	      NA	7,845616	1,7684693	16,706021	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,461389	12,963333	13,5170833	13,47125	13,481528	4,196781	3,428459	4,36E+00	1,907985	0,477153	1,99332	0,7121387	2,001114	0,5972444	4,89E+01	4,83E+02	0,00E+00	2,01E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-05-2018	114472,59	      NA	7,795147	1,9465495	16,857912	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,52375	12,478472	13,5222222	13,525139	13,475972	4,627152	3,326746	4,72E+00	1,888441	0,4572161	1,947216	0,7078498	1,928844	0,5742468	3,59E+01	4,85E+02	0,00E+00	1,21E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-05-2018	119121,44	      NA	7,880662	1,9219185	16,878286	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,486944	11,915139	13,5294444	13,503889	13,514028	5,018695	3,388855	4,92E+00	1,905443	0,4799408	2,026096	0,7255462	1,952099	0,5796283	4,58E+01	4,84E+02	0,00E+00	1,21E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-05-2018	138120,64	      NA	7,875364	1,8760405	17,135978	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,75125	12,847083	13,8631944	13,839722	13,845417	5,389995	3,316415	4,72E+00	1,935271	0,4595186	2,068029	0,7426094	2,026096	0,6269068	8,96E+01	3,83E+02	0,00E+00	1,00E-03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-05-2018	131670,95	      NA	7,886003	1,869674	17,332273	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,974583	13,142917	13,99625	13,989028	13,987083	5,960853	3,702094	5,03E+00	1,890482	0,4738679	2,044513	0,737284	1,971747	0,6187143	6,01E+01	3,65E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-05-2018	126406,79	      NA	7,915219	1,8814239	17,544653	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,97	11,765972	14,0568056	14,001111	13,982083	6,279533	3,613889	5,16E+00	1,908077	0,4540029	2,039252	0,7492281	1,972695	0,6086709	5,30E+01	3,65E+02	0,00E+00	5,63E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-05-2018	128882,59	      NA	7,877374	1,855776	17,47121	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,993333	12,078056	14,0173611	14,0125	14,030556	3,844053	3,361733	3,61E+00	1,921255	0,4808727	2,070349	0,7985282	1,993356	0,6324555	5,27E+01	3,67E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-05-2018	153429,74	      NA	7,761827	1,6111538	17,577142	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,280556	10,927778	13,5016667	13,464306	13,518333	3,012582	3,240003	3,04E+00	2,124096	0,5326578	2,200103	0,7598749	2,154413	0,611103	4,57E+01	4,19E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-05-2018	119019,59	      NA	7,867493	1,8065111	17,819076	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,991111	11,138333	14,0105556	14,000972	13,995694	3,072273	3,451512	3,12E+00	1,880138	0,5451201	2,070113	0,9471178	2,01848	0,7003621	4,45E+01	3,65E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
28-05-2018	163759,61	      NA	7,866887	1,6166627	17,448539	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,296944	11,582361	13,26625	12,791389	13,424583	2,907026	3,240526	3,02E+00	2,179352	0,5671243	2,199788	0,8527111	2,053055	0,5072965	4,65E+01	4,07E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-05-2018	129695,87	      NA	7,924786	1,9061032	18,043853	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	3156	4872	870	219,697	200	126,2626	2,5	13,755972	12,079167	14,0216667	14,003056	13,997083	3,071082	3,450706	3,09E+00	1,927251	0,5424688	1,999685	0,8444071	2,251811	0,7221828	4,06E+01	3,66E+02	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-05-2018	129151,11	      NA	7,997697	1,9246117	18,121307	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,857778	11,441667	14,0058333	13,992361	13,993056	3,011662	3,301303	2,99E+00	1,970808	0,5336078	2,02417	0,8335409	2,057159	0,6798733	2,92E+01	3,56E+01	0,00E+00	3,38E-03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
31-05-2018	127050,3	      NA	7,927661	1,9399216	18,138765	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,761806	10,569444	14,0004167	13,997361	13,977083	2,996046	3,163996	2,89E+00	1,939024	0,5582707	2,043413	0,8477437	2,018764	0,7090332	2,91E+01	1,81E-03	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-06-2018	126521,44	      NA	7,962325	1,9398479	18,223513	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,804861	10,330972	14,0359722	13,995694	14,013889	2,902862	3,097543	2,86E+00	1,896384	0,5706522	2,040681	0,8301503	2,018531	0,6771162	7,69E+00	4,82E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-06-2018	118849,75	      NA	7,852607	1,8888098	18,307523	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,581389	10,027917	14,0098611	14,011944	13,993889	2,855525	2,901426	2,68E+00	1,935995	0,5671253	2,0714	0,8464416	1,971262	0,681362	0,00E+00	8,84E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-06-2018	120186,39	      NA	7,842384	1,772075	18,051063	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,592639	9,987083	14,0148611	13,997917	13,998194	2,688013	2,971794	2,52E+00	1,929111	0,5656587	2,047072	0,8673469	1,995597	0,6418419	0,00E+00	5,22E-04	0,00E+00	8,04E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-06-2018	123124,27	      NA	7,949998	1,8486437	18,059394	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,382639	10,247639	14,0156944	14,009028	13,981944	2,592445	2,835448	2,45E+00	1,952024	0,5730517	2,033921	0,8588521	2,003452	0,6732911	6,19E-04	1,13E-03	4,02E-05	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-06-2018	120541,04	      NA	7,946195	2,1026739	18,029067	309	268	810	250	445	70	49	8,8	4,7	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,152222	9,017222	14,0243056	13,981806	14,004306	2,42401	2,658117	2,41E+00	1,957617	0,5946182	2,047086	0,8734796	1,958625	0,6605755	0,00E+00	4,82E-04	0,00E+00	0,00E+00	120542	5,1	39	37	2,5	5,6	4,1	0,66	0,19	0,059
06-06-2018	125516,61	      NA	7,923924	2,0997434	18,188824	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,212222	8,905833	13,9919444	14,017222	13,989167	2,324781	2,595012	2,32E+00	1,976545	0,6581587	2,124601	0,9012951	1,996725	0,7041311	0,00E+00	6,43E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-06-2018	124508,75	      NA	7,914361	2,1385583	18,361505	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,06375	8,669444	14,0384722	13,809028	13,983472	2,265362	2,494467	2,30E+00	2,007013	0,6621091	2,10136	0,9525653	2,016	0,7455634	0,00E+00	3,62E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-06-2018	124614,83	      NA	7,904933	2,1256549	18,522898	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,231111	8,240139	14,0154167	14,004444	13,997639	2,243661	2,626588	2,27E+00	1,970588	0,6551079	2,079221	0,9031818	2,024343	0,7441696	1,13E-04	9,24E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-06-2018	116285,45	      NA	7,854249	2,1181094	18,53201	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,713472	7,891111	13,9802778	13,963472	13,998472	2,257433	2,604839	2,33E+00	1,899483	0,6387726	2,057855	0,897786	1,988697	0,7181241	0,00E+00	1,25E-03	4,02E-05	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-06-2018	119197,89	      NA	7,832224	2,0332663	18,536412	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,322917	7,844028	14,0227778	13,9875	14,00625	2,303149	2,267502	2,55E+00	1,892328	0,6301222	2,043527	0,8981853	1,98951	0,7032775	0,00E+00	0,00E+00	0,00E+00	1,37E-03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-06-2018	121587,32	      NA	7,952213	2,0444399	18,582999	379	326	867	279	541	67,8	48,88	9,02	4,73	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,241667	8,807917	14,0036111	14,018611	13,989167	2,64066	2,512789	2,78E+00	1,910864	0,6555476	1,966155	0,8699913	1,963825	0,7604317	1,13E-04	3,62E-04	0,00E+00	0,00E+00	    NA	6,63	36,5	32,6	2,5	7,24	3,55	0,88	0,23	0,08
12-06-2018	122884,25	      NA	7,958291	2,0308055	18,535787	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,611111	8,600278	13,9722222	13,89375	13,991667	2,293866	2,265635	2,22E+00	1,884165	0,6919944	2,061066	0,8915772	1,890319	0,8121708	5,63E-05	4,82E-04	0,00E+00	2,41E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-06-2018	124826,02	      NA	7,917329	2,0041927	18,594479	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,513889	8,635694	13,9220833	13,960139	13,976528	2,167739	2,335031	2,04E+00	1,895729	0,719814	2,065738	0,9679935	1,868896	0,9533946	0,00E+00	7,23E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-06-2018	124271,93	      NA	7,910981	1,9974054	18,623789	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,427639	8,420556	14,0005556	13,99625	13,982083	2,05149	2,302301	2,09E+00	1,859063	0,6767211	2,046721	0,8829527	1,912982	0,8300635	0,00E+00	7,64E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-06-2018	122380,66	      NA	7,910804	1,9923803	18,653384	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,14875	8,34375	14,0081944	13,989028	13,984306	2,075879	2,357329	2,08E+00	1,901261	0,6594752	2,047656	0,9298013	2,070366	0,8248774	1,13E-04	4,02E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-06-2018	189813,72	      NA	7,759068	1,6174181	18,146581	536	417	884	280	676	58,7	35,36	8,59	4,49	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,922639	7,854861	13,8023611	13,820278	13,9	2,081011	2,286758	2,12E+00	1,923913	0,6473875	2,09	0,8809359	1,948852	0,838391	1,13E-04	2,81E-04	0,00E+00	0,00E+00	189815	16,2	52	38	8,1	7,9	4,7	1,81	0,58	0,3
17-06-2018	184704	      NA	7,871859	1,3703399	18,089797	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,770972	12,095	13,4309722	13,110278	13,238472	2,23567	2,515294	2,24E+00	2,283015	0,8149924	2,239235	0,9368776	2,149354	0,8596603	1,13E-04	4,42E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-06-2018	134233,43	      NA	8,058428	2,0347443	18,605065	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,30625	10,215972	14,0038889	14,003194	13,999167	2,322081	2,545538	2,20E+00	1,893157	0,7548242	1,992371	0,9333056	1,879149	0,8679137	0,00E+00	1,69E-03	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
19-06-2018	123228,19	      NA	8,028294	2,1798884	18,619562	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,053889	9,341528	13,76375	13,539722	13,767778	2,312981	2,458802	2,23E+00	1,842245	0,7201166	2,044919	0,9666667	1,898028	0,769863	1,01E+03	8,44E-04	0,00E+00	1,21E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-06-2018	122643,47	      NA	7,87797	2,2267514	18,674625	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,868927	9,826977	15,1663842	15,179096	15,071045	2,259861	2,106805	2,03E+00	2,124025	0,7574344	2,28224	0,9600475	1,880326	0,6682887	1,69E+03	8,84E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-06-2018	149944,59	      NA	8,05007	2,1481499	18,377235	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,104306	8,865694	15,3083333	15,222917	15,225	2,494971	2,09921	2,29E+00	1,97743	0,8067712	2,305761	1,1409574	2,121823	0,9606241	1,38E+03	4,42E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-06-2018	253784,14	      NA	7,950018	0,9947762	16,342775	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,24625	10,279583	13,6197222	12,948889	13,649167	2,932601	2,241237	2,27E+00	2,256348	0,770416	2,377586	1,0042365	2,316548	0,7605634	1,87E+02	3,01E+01	0,00E+00	6,86E-02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-06-2018	117783,81	      NA	8,11489	1,9281251	17,959758	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,6875	11,724028	15,3344444	15,050556	15,065278	3,644009	2,427734	2,88E+00	1,83033	0,7165829	1,941561	0,9882952	1,835188	0,7520667	2,26E+01	5,81E-03	0,00E+00	8,04E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-06-2018	115563,53	      NA	8,03337	2,0699631	18,33467	321	282	826	304	541	65,7	46,8	8,44	4,51	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,078056	9,817083	15,3091667	15,177222	15,252917	3,829809	2,280777	3,92E+00	1,829053	0,687064	1,951739	0,9368988	1,827819	0,7313074	2,07E+01	1,29E-03	0,00E+00	0,00E+00	    NA	6,1	34,7	27,3	2	4,95	2,18	0,63	0,26	0,1
25-06-2018	125947,55	      NA	8,220907	2,0332513	18,521019	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,275417	10,226667	15,3218056	15,2175	15,280833	4,273808	2,356368	3,89E+00	1,908736	0,7452399	1,99562	0,9286777	1,915215	0,7311828	2,07E+01	8,44E-04	0,00E+00	6,03E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-06-2018	119945,42	      NA	8,160476	2,0639808	18,653238	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,864306	9,094444	15,3201389	15,255278	15,204722	2,839934	2,277745	2,53E+00	1,91453	0,7424946	2,059243	1,0209814	1,912515	0,7409483	1,46E+01	2,05E-03	0,00E+00	8,04E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-06-2018	121157,28	      NA	8,030196	2,0980281	18,900424	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	2076	3091	320	126,7829	120	118,859	  NA	11,799444	8,317778	15,2869444	15,042361	15,166944	2,027797	2,150876	2,07E+00	1,998645	0,8457576	2,001506	1,0354012	1,930399	0,7225413	1,46E+01	4,54E+01	2,36E-02	2,30E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
28-06-2018	119823,21	      NA	8,102814	2,0955432	18,994809	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,043194	8,090417	15,3288889	15,099722	15,203889	1,985605	2,00981	2,02E+00	1,996478	0,8853461	2,09613	1,0611386	1,956897	0,7205018	1,91E+01	4,85E+01	0,00E+00	2,46E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-06-2018	117117,14	      NA	8,236198	1,9887415	18,88265	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,21125	8,166528	15,3254167	15,216806	15,160417	1,952563	1,939923	1,77E+00	1,948499	0,8353073	2,057608	1,0728333	1,882095	0,6985455	6,07E+02	3,69E+02	0,00E+00	4,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-06-2018	108319,04	      NA	8,061284	1,9445147	18,713801	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,840972	7,527639	15,1616667	14,591389	14,926667	1,935309	1,80449	1,69E+00	1,991215	0,7851906	1,970323	1,0060847	1,843733	0,6445018	4,72E+02	3,65E+02	0,00E+00	3,61E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
