ASV,MQ210618-102,MQ210618-103,MQ210618-105,MQ210618-106,MQ210618-107,MQ210618-108,MQ210618-109,MQ210618-110,MQ210618-111,MQ210618-112,MQ210618-113,MQ210618-114,MQ210618-115,MQ181023-105,MQ181023-106,MQ181023-107,MQ181023-108,MQ181023-109,MQ181023-110,MQ181023-113,MQ181023-114,MQ181023-115,MQ181023-116,MQ181023-117,MQ181023-118,MQ181023-119,MQ181023-120,MQ181023-121,MQ181023-122,MQ181023-123,MQ181023-124,MQ181023-125,MQ190919-135,MQ190919-136,MQ190919-137,MQ190919-138,MQ190919-139,MQ190919-140,MQ190919-141,MQ190919-142,MQ190919-143,MQ190919-144,MQ190919-145,MQ190919-146,MQ190919-147,MQ190919-148,MQ190919-149,MQ190919-150,MQ190919-151,MQ190919-152,MQ190919-153,MQ190919-154,MQ190919-155,MQ190919-156,MQ190919-157,MQ190919-158,MQ190919-159,MQ201019-249,MQ201019-250,MQ201019-251,MQ201019-252,MQ201019-253,MQ201019-254,MQ201019-255,MQ201019-256,MQ201019-257,MQ201019-258,MQ201019-259,MQ201019-260,MQ201019-261,MQ201019-262,MQ201019-263,MQ201019-264,MQ201019-265,MQ201019-266,MQ201019-267,MQ201019-268,MQ201019-269,MQ201019-270,MQ201019-271,MQ201019-272,MQ201019-273,MQ201019-274,MQ220601-197,MQ220601-198,MQ220601-199,MQ220601-200,MQ220601-201,MQ220601-202,MQ220601-203,MQ220601-204,MQ220601-205,MQ220601-206,MQ220601-207,MQ220601-208,MQ220601-209,MQ220601-210,MQ220601-211,MQ220601-212,MQ220601-213,MQ220601-214,MQ220601-215,MQ220601-216,MQ220601-217,MQ220601-218,MQ220601-219
ASV7591,0.024116724948752,0.0109944478038591,0.0350477525628669,0.0455479642281842,0.0432361206905426,0.0345228936103056,0.0184119677790564,0.0155159038013964,0.0102016526677322,0.00775684865095474,0.00547465235957517,0.0171425193592244,0.0137742232629413,0.00391701158129758,0.00209553546169885,0.00295869659552645,0.00635207990916526,0.00255393049903802,0.00291868542408499,0.00744790192602744,0.0107736562557235,0.00534073915829951,0.00796395740420497,0.00621179744570889,0.00243010412996197,0.0027359781121751,0.0128983841842358,0.00197972758948369,0.00812031052067431,0.00413223140495868,0.0210108862654463,0.0576669084956378,0.0716476725701364,0.102978239072112,0.0526962936940102,0.0512683340020507,0.0350672121566335,0.0373915644630571,0.0247735968510006,0.037553396235272,0.0117205813408345,0.00196436639361974,0.00757561409821784,0.00810005184033178,0.00353719359060521,0.00172890733056708,0.00581181347953273,0.00460066249539934,0.00230968218773097,0.00508142991437791,0,0.00211877873593661,0.00320446060916796,0.00229964355524894,0.00575583737840794,0.00961376691422116,0.0222884120519523,0.0785118975721705,0.109988109393579,0.189276313843788,0.171345346545963,0.0666319021959557,0.112078627467885,0.0731940769100839,0.0747115304795373,0.0474195842883111,0.0455284552845528,0.0642606911133683,0.0334064098548909,0.035664086265131,0.0209828360401192,0.0358037952022915,0.0131385902292684,0.0134674088705333,0.0177249966765631,0.0437144819833885,0.0241312741312741,0.0414385727683148,0.0952874158467115,0.0351754865942312,0.0326810735732669,0.0602749314615699,0.0889507676837994,0.00520508015823444,0.00992014285005704,0.0152858453072455,0.0151371170519624,0.0105218855218855,0.0069577317794399,0,0.0277585010409438,0.00496993191193281,0.0224618149146451,0.0343550788258198,0.0744280789721091,0.0319415925165412,0.0527426160337553,0.0489183606913795,0.0206611570247934,0.0201704402198578,0.0230401474569437,0.00498952200379204,0,0.0125801987671405,0,0
ASV14082,0,0,0.00438096907035836,0.0111092595678498,0.00720602011509044,0.00789094711092699,0.0046029919447641,0.0155159038013964,0.00793461874156947,0.00387842432547737,0.00437972188766013,0.00177336407164391,0.00344355581573533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541990731958484,0.00878271561566837,0,0,0,0.0055052437446668,0.0117354363235225,0.00879043600562588,0.00392873278723948,0,0.00162001036806636,0.00353719359060521,0.00172890733056708,0,0.00690099374309901,0,0.00254071495718895,0.00483652544012382,0.00847511494374643,0.00640892121833592,0.00459928711049787,0.00383722491893862,0.0384550676568847,0.109415840982311,0.196279743930426,0.0980975029726516,0.0828083873066572,0.0428363366364909,0.0289703922591112,0.014369054803575,0.002815156804234,0.00830128116439304,0.00197581601201296,0,0,0.0167032049274455,0.00839154970944259,0.00419656720802384,0.0119345984007638,0.0021897650382114,0.00673370443526665,0.0598218637834005,0.0666125439746872,0.0460687960687961,0.0567054153671676,0.0476437079233558,0.0273587117955132,0.022468238081621,0.00583305788337773,0.0174034110685694,0,0,0.00458575359217365,0,0.0157828282828283,0,0,0,0,0.0179694519317161,0,0.00391726731432153,0,0.00376732971669681,0.00543537341015328,0.0068870523415978,0.00504261005496445,0.00576003686423593,0.00498952200379204,0,0,0,0.00759589821496392
ASV105553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275869248386425,0.297604285501711,0.351574442066646,0.307788046723235,0.176241582491583,0.306140198295356,0.236915787206547,0.300717094610224,0.223646936036976,0.193171608265948,0.229033858838798,0.0548417424005014,0.314852840520192,0.312688366485835,0.413088379171649,0.0206611570247934,0.27230094296808,0.270721732619089,0.0399161760303363,0.38512456372608,0.2327336771921,0.0296956198960653,0.129130269654387
ASV5582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261134105419838,0.00628660638509655,0.000986232198508817,0.00238202996593697,0.00170262033269201,0.00681026598953165,0.0134062234668494,0.0129283875068682,0.0307092501602222,0.0318558296168199,0.0360284251851116,0.0157956768447528,0.0383036935704514,0.0328322506507821,0.0277161862527716,0.0227368694578881,0.0165289256198347,0.00525272156636157,0.00558066856409398,0.0313458567494347,0.00812986097937725,0.00292757187188946,0.0200615220008025,0.0140268848626534,0.00249277096420381,0.0027526218723334,0.004694174529409,0,0.00392873278723948,0,0.00648004147226542,0.00884298397651303,0.0103734439834025,0.00774908463937697,0.00690099374309901,0,0.00508142991437791,0.00483652544012382,0.0190690086234295,0.0112156121320879,0.00459928711049787,0.00767444983787725,0.0144206503713317,0.0162097542196016,0.105689092885614,0.0505350772889417,0.0295744240380919,0.0228460462061285,0.00579407845182224,0.01149524384286,0.002815156804234,0.00276709372146435,0.00790326404805185,0.0043360433604336,0.00621877655935822,0.0146153043115148,0,0.00209828360401192,0.00198909973346064,0.0021897650382114,0.00224456814508889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4352,0.024116724948752,0.0164916717057886,0.0189841993048862,0.0133311114814198,0.0102943144501292,0.0108500522775246,0.00920598388952819,0.00775795190069822,0.00906813570465082,0.00517123243396983,0.0098543742472353,0.00236448542885854,0.00172177790786766,0.00261134105419838,0,0,0,0,0.000972895141361664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270995365979242,0,0,0.00701344243132671,0,0.0027526218723334,0,0.00293014533520863,0.00196436639361974,0,0.00162001036806636,0.00353719359060521,0.00172890733056708,0,0.00460066249539934,0,0.00254071495718895,0.00241826272006191,0.00423755747187321,0.00160223030458398,0.00229964355524894,0.00575583737840794,0,0.00202621927745021,0.0211378185771228,0.0386444708680143,0.0236595392304735,0.0371248250849587,0.0579407845182224,0.0747190849785901,0.101345644952424,0.0691773430366087,0.0889117205405833,0.0932249322493225,0.0974274994299455,0.0876918258690886,0.0587408479660981,0.0398673884762265,0.0338146954688308,0.010948825191057,0.0134674088705333,0,0.0145714939944628,0.00658125658125658,0.013085865084731,0.0103573278094252,0.00390838739935902,0.0163405367866334,0.00777741051117031,0.0193371234095216,0,0.00992014285005704,0.0061143381228982,0.00672760757864994,0.00526094276094276,0,0,0.0046264168401573,0.0198797276477312,0,0.00763446196129328,0.00391726731432153,0,0,0.00543537341015328,0,0,0,0.00997904400758407,0.00601757130822,0.0125801987671405,0.00989853996535511,0
ASV4244,0,0,0.0379683986097725,0.0322168527467644,0.0267652175703359,0.0493184194432937,0.0322209436133487,0.00775795190069822,0.0238038562247084,0.0116352729764321,0.0120442351910654,0.00827569900100491,0.0198004459404781,0.22588100118816,0.222126758940078,0.177521795731587,0.146097837910801,0.125142594452863,0.119666102387485,0.0327707684745207,0.0323209687671705,0.0253685110019227,0.0227541640120142,0.0161506733588431,0.00607526032490492,0.00820793433652531,0.00703548228231045,0.00395945517896737,0.00243609315620229,0.0110192837465565,0.0105054431327231,0.0279033428204699,0.0425408055885185,0.0270995365979242,0.0175654312313367,0.0334358700013374,0.016364699006429,0.0174493967494267,0.0302788405956674,0.0258179599117495,0.0380918893577121,0.0275011295106763,0.0303024563928713,0.0210601347848626,0.0282975487248417,0.0190179806362379,0.00968635579922122,0.00230033124769967,0.00692904656319291,0.0152442897431337,0,0.00211877873593661,0.00801115152291991,0.00459928711049787,0.0134302872162852,0.00480688345711058,0.0141835349421514,0.0513347022587269,0.133769322235434,0.106467926537131,0.0799611617214496,0.0695289414218669,0.0689714630571601,0.0647486064973819,0.071944436758073,0.0790326404805185,0.0737127371273713,0.0621877655935822,0.0584612172460591,0.0608387353934588,0.0377691048722145,0.0179018976011457,0.021897650382114,0.0291793858861555,0.0243718704302743,0.0124898519952539,0.0263250263250263,0.0348956402259493,0.0435007767995857,0.0586258109903854,0.0817026839331672,0.0466644630670218,0.0464090961828518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6791,0,0,0.0292064604690558,0.0411042604010443,0.0463244150255814,0.0463593142766961,0.0230149597238205,0.00387897595034911,0.0680110177848811,0.0555907486651756,0.0580313150114968,0.0431518590766684,0.0430444476966916,0.0169737168522895,0.0188598191552897,0.032545662550791,0.0206442597047871,0.0195801338259582,0.0194579028272333,0.0178749646224659,0.01831521563473,0.0280388805810724,0.0136524984072085,0.00869651642399245,0.00850536445486689,0.027359781121751,0.0328322506507821,0.0336553690212227,0.0446617078637087,0.046831955922865,0.0472744940972541,0.0390646799486578,0.0246288874459844,0.0270995365979242,0.0439135780783418,0.0356649280014266,0.0280537697253068,0.0224349386778343,0.0165157312340004,0.014082523588227,0.023441162681669,0.0196436639361974,0.0170451317209901,0.0210601347848626,0.0176859679530261,0.0311203319502075,0.0290590673976637,0.0230033124769967,0.0184774575018477,0.0177850047003227,0.0217643644805572,0.0317816810390491,0.0288401454825117,0.0137978613314936,0.0537211488651407,0.04085850938544,0.0324195084392033,0.0332165720497645,0.0178359096313912,0.0266169816342827,0.0314133135334266,0.0376615099368445,0.01724286576429,0.00563031360846799,0.0996153739727164,0.120524776732791,0.145257452574526,0.114010903588234,0.0960434283328114,0.0377619736924917,0.0356708212682026,0.0477383936030553,0.0919701316048788,0.0538696354821332,0.0531749900296894,0.0541226919794334,0.0745875745875746,0.0959630106213605,0.0704298291040911,0.0918471038849371,0.114383757506434,0.0816628103672882,0.0870170553428472,0.145742244430564,0.138881999900799,0.223173341485784,0.18921396314953,0.223590067340067,0.222647416942077,0.285375834589705,0.235947258848022,0.203767208389245,0.341419586702606,0.358819712180784,0.250705108116578,0.26922199406799,0.226039783001808,0.29894553755843,0.199724517906336,0.171448741868791,0.236161511433673,0.159664704121345,0.20459742447948,0.226443577808529,0.197970799307102,0.265856437523737
ASV5845,0.0602918123718799,0.00549722390192953,0.0189841993048862,0.0155529633949897,0.0597070238107493,0.0404411039435008,0.128883774453395,0.0853374709076804,0.00340055088924406,0.00517123243396983,0.00437972188766013,0.00177336407164391,0.000860888953933832,0.00130567052709919,0.0041910709233977,0.000986232198508817,0,0.000851310166346006,0.00389158056544666,0,0.00107736562557235,0,0,0.00496943795656711,0,0,0.00234516076077015,0,0.00162406210413486,0,0.00787908234954236,0.00186022285469799,0.0111949488390838,0.0162597219587545,0,0.00445811600017832,0.00233781414377557,0.00498554192840762,0.00825786561700019,0.0305121344411585,0,0.00196436639361974,0.00378780704910892,0.00648004147226542,0,0.00345781466113416,0.00193727115984424,0.00690099374309901,0.00461936437546194,0.00254071495718895,0.00483652544012382,0,0,0.00689893066574681,0.00383722491893862,0,0,0.00603937673632081,0.0178359096313912,0,0.00571151155153211,0.0144851961295556,0.01724286576429,0.00563031360846799,0.0166025623287861,0.0177823441081167,0.00867208672086721,0.0124375531187164,0,0.0041957748547213,0.00419656720802384,0.00198909973346064,0.0021897650382114,0.00224456814508889,0,0,0.00219375219375219,0,0,0,0.00204256709832918,0.00194435262779258,0.00580113702285648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11028,0.0844085373206319,0.0329833434115772,0.0335874295394141,0.0199966672221296,0.0329418062404134,0.0404411039435008,0.0736478711162256,0.0620636152055857,0.0238038562247084,0.0349058189292963,0.0251834008540458,0.0289649465035172,0.0266875575719488,0,0,0,0,0,0,0,0,0,0.00113770820060071,0,0,0.00136798905608755,0.00703548228231045,0.00197972758948369,0.011368434728944,0.0068870523415978,0.00656590195795196,0.0167420056922819,0.0201509079103508,0.0108398146391697,0.0117102874875578,0.0222905800008916,0.0140268848626534,0.0274204806062419,0.068815546808335,0.056330094352908,0.0263713080168776,0.00785746557447895,0.0265146493437624,0.0712804561949197,0.04067772629196,0.0501383125864454,0.0484317789961061,0.0253036437246964,0.0184774575018477,0.00762214487156686,0.00483652544012382,0.0233065660953027,0.0240334545687597,0.0229964355524894,0.00767444983787725,0.00480688345711058,0.00810487710980082,0.00905906510448122,0.00297265160523187,0.0147872120190459,0.00856726732729817,0.00869111767773336,0.0316119205678651,0.030966724846574,0.00830128116439304,0.0276614241681815,0.0390243902439024,0.0352397338363633,0.0271427080070989,0.00629366228208194,0.0125897016240715,0.0179018976011457,0.0043795300764228,0.00448913629017777,0.0642531129525413,0.0104082099960449,0.0394875394875395,0.0196287976270965,0.0124287933713102,0.00781677479871805,0.00204256709832918,0.0252765841613035,0.00580113702285648,0.0104101603164689,0.0148802142750856,0.0290431060837664,0.0201828227359498,0.0289351851851852,0.0173943294485998,0.0646133965108766,0.0786490862826741,0.0496993191193281,0.0224618149146451,0.00381723098064664,0.0587590097148229,0.0182523385808807,0.0527426160337553,0.0489183606913795,0.0206611570247934,0.100852201099289,0.00576003686423593,0.0149685660113761,0.01203514261644,0.00629009938357026,0.0148478099480327,0.0759589821496392
ASV138037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104101603164689,0.0248003571251426,0.0321002751452155,0.0420475473665621,0.055239898989899,0.0278309271177596,0.0323066982554383,0.0092528336803146,0.024849659559664,0.0269541778975741,0.0267206168645265,0.066593544343466,0.0228154232261008,0.0301386377335744,0.0380476138710729,0.117079889807163,0.0655539307145378,0.0979206266920108,0.0997904400758407,0.06619328439042,0.0943514907535539,0.0643405097748082,0.0303835928598557
ASV4793,0,0,0.00730161511726394,0.00333277787035494,0,0.000986368388865874,0,0,0.00226703392616271,0.00129280810849246,0,0.00118224271442927,0,0.0352531042316782,0.0649615993126644,0.0256420371612292,0.0206442597047871,0.0255393049903802,0.0282139590994883,0.0238332861632878,0.0226246781370194,0.0253685110019227,0.0204787476108128,0.0347860656959698,0.0145806247797718,0.0341997264021888,0.0480757955957881,0.116803927779538,0.0901354467794848,0.137741046831956,0.13394439994222,0.100452034153692,0.0223898976781676,0.0189696756185469,0.00878271561566837,0.0111452900004458,0.0257159555815313,0.00249277096420381,0.0165157312340004,0.004694174529409,0.00586029067041725,0,0.00568171057366338,0.00486003110419907,0.0176859679530261,0.00518672199170125,0.00968635579922122,0.00690099374309901,0.00230968218773097,0.0101628598287558,0.00967305088024763,0,0.0112156121320879,0.00689893066574681,0.0172675121352238,0.0288413007426635,0.0364719469941037,0.00301968836816041,0.0089179548156956,0.00295744240380919,0.00285575577576606,0.00869111767773336,0,0.00563031360846799,0.0166025623287861,0.0138307120840907,0.0130081300813008,0.00414585103957215,0.0104395030796534,0.00209788742736065,0.00839313441604767,0.00397819946692127,0.0043795300764228,0.00224456814508889,0.00221562458457039,0.0083265679968359,0.010968760968761,0.0109048875706091,0.0103573278094252,0.0214961306964746,0.0183831038849626,0.0349983473002664,0.0174034110685694,0.0104101603164689,0.00992014285005704,0.00917150718434729,0.00504570568398745,0,0.0243520612280397,0.0161533491277191,0.0370113347212584,0.0298195914715968,0.0269541778975741,0.0152689239225866,0.0195863365716076,0.0228154232261008,0.0226039783001808,0.0108707468203066,0.0068870523415978,0.0151278301648933,0.0172801105927078,0,0.00601757130822,0.0125801987671405,0.00989853996535511,0
ASV6755,0,0,0.00876193814071673,0.0133311114814198,0.00926488300511627,0.00591821033319524,0,0,0,0.00517123243396983,0,0.00295560678607318,0.00344355581573533,0.033947433704579,0.0408629415031276,0.0295869659552645,0.0309663895571806,0.0357550269865323,0.0223765882513183,0.0134062234668494,0.0161604843835853,0.0347148045289468,0.0250295804132156,0.0149083138697013,0.00121505206498098,0.0191518467852257,0.0246241879880866,0.0197972758948369,0.0284210868223601,0.00964187327823691,0.00656590195795196,0.00744089141879197,0.00671696930345028,0,0.00292757187188946,0.00222905800008916,0.00701344243132671,0.00249277096420381,0,0,0.00293014533520863,0,0.00568171057366338,0.00324002073613271,0.00353719359060521,0.00345781466113416,0.00387454231968849,0,0.00461936437546194,0.00254071495718895,0,0,0.00480669091375194,0.00229964355524894,0.00959306229734656,0.0312447424712188,0.0709176747107572,0.0664331440995289,0.0535077288941736,0.121255138556177,0.117085986806408,0.0956022944550669,0.0632238411357301,0.0506728224762119,0.0276709372146435,0.0217339761321426,0.0195121951219512,0.0207292551978607,0.00626370184779205,0.00839154970944259,0.00419656720802384,0.00198909973346064,0.0021897650382114,0,0.00221562458457039,0.0104082099960449,0.00438750438750439,0.00218097751412183,0.0207146556188503,0.0136793558977566,0.0183831038849626,0.0447201104392293,0.0309393974552346,0,0,0,0.00252285284199373,0.0105218855218855,0.00347886588971995,0.0323066982554383,0.0046264168401573,0,0.00898472596585804,0.0190861549032332,0.12926982137261,0.0228154232261008,0.0602772754671489,0.0271768670507664,0.0206611570247934,0.0403408804397156,0.0172801105927078,0.0149685660113761,0,0.00629009938357026,0.00989853996535511,0
ASV5108,0,0,0.00146032302345279,0,0.00102943144501292,0.00197273677773175,0.00920598388952819,0.00387897595034911,0.0102016526677322,0.0297345864953265,0.0262783313259608,0.0177336407164391,0.0180786680326105,0.00522268210839677,0.00104776773084943,0.00197246439701763,0.00714608989781091,0.0314984761548022,0.0291868542408499,0.0193645450076713,0.0441719906484664,0.0881221961119419,0.212751433512333,0.385131441633951,0.539483116851557,0.518467852257182,0.182922539340072,0.178175483053532,0.118556533601845,0.0950413223140496,0.0590931176215677,0.0855702513161077,0.0268678772138011,0.0379393512370938,0.00878271561566837,0.0111452900004458,0.0397428404441847,0.00747831289261143,0.0027526218723334,0,0.00293014533520863,0,0,0,0.00176859679530261,0.00345781466113416,0.0174354404385982,0.0115016562384983,0.0392645971914265,0.0431921542722122,0.123331398723157,0.114414051740577,0.0368512970054316,0.0114982177762447,0.0326164118109783,0.0456653928425505,0.058760359046056,0.0120787534726416,0.00297265160523187,0,0,0.00289703922591112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208164199920898,0,0,0,0,0,0,0,0.00520508015823444,0.00496007142502852,0.00917150718434729,0.0117733132626374,0.0131523569023569,0.0104365976691599,0.0269222485461986,0.0231320842007865,0.0149097957357984,0.0134770889487871,0.00381723098064664,0,0,0.00376732971669681,0,0,0,0.00576003686423593,0,0,0.0125801987671405,0,0.0303835928598557
ASV4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182793873793887,0.0125732127701931,0.00493116099254408,0.00317603995458263,0.000851310166346006,0.000972895141361664,0,0,0,0,0,0,0,0,0,0.000812031052067431,0.00137741046831956,0.0315163293981694,0.133936045538255,0.0671696930345028,0.00270995365979242,0.032203290590784,0.0222905800008916,0.0280537697253068,0.0324060225346495,0.0330314624680008,0.0211237853823405,0,0.00589309918085921,0.00568171057366338,0.00324002073613271,0,0,0,0,0,0,0,0,0,0.00229964355524894,0,0,0.00202621927745021,0.00603937673632081,0.00594530321046373,0.00591488480761837,0.00571151155153211,0,0.00574762192143001,0.00563031360846799,0,0.00197581601201296,0.0021680216802168,0,0,0,0.00209828360401192,0,0,0,0,0.00208164199920898,0,0,0.0269290523045054,0.0273587117955132,0.00612770129498754,0.00777741051117031,0.0096685617047608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5342,0,0.00549722390192953,0.020444522328339,0.00888740765427984,0.0185297660102325,0.0207137361661833,0.0138089758342923,0.0193948797517455,0.0238038562247084,0.0168065054104019,0.0197087484944706,0.0206892475025123,0.0232440017562135,0.0208907284335871,0.0272419610020851,0.0364905913448262,0.0103221298523935,0.0144722728278821,0.0126476368377016,0.00595832154082195,0.0064641937534341,0.00667592394787439,0.0125147902066078,0.0136659543805596,0.0121505206498098,0.0136798905608755,0.0199338664665463,0.0336553690212227,0.0267970247182252,0.0509641873278237,0.0604062980131581,0.0762691370426177,0.0223898976781676,0.0352293975773014,0.0409860062064524,0.0468102180018724,0.0537697253068381,0.0498554192840762,0.0247735968510006,0.0586771816176125,0.0205110173464604,0.0530378926277329,0.045453684589307,0.0486003110419907,0.0265289519295391,0.0345781466113416,0.0309963385575079,0.0253036437246964,0.0207871396895787,0.00254071495718895,0.0193461017604953,0.0211877873593661,0.0160223030458398,0.0206967919972404,0.00767444983787725,0.00961376691422116,0.00810487710980082,0.0120787534726416,0.0178359096313912,0.00887232721142756,0.00285575577576606,0.00289703922591112,0.02299048768572,0.019706097629638,0.00830128116439304,0.0138307120840907,0.032520325203252,0.0103646275989304,0.00626370184779205,0.0146852119915245,0.0104914180200596,0.00994549866730318,0,0.00897827258035554,0.011078122922852,0.00624492599762693,0.0175500175500176,0.00872391005648732,0.0103573278094252,0.00586258109903854,0.00612770129498754,0.0155548210223406,0.011602274045713,0.0104101603164689,0.0148802142750856,0.0412717823295628,0.0302742341039247,0.0605008417508418,0.073056183684119,0.0484600473831574,0.0185056673606292,0.0546692510312609,0.0314465408805031,0.0190861549032332,0.0470072077718584,0.0365046771617614,0.0489752863170585,0.0652244809218393,0.0757575757575758,0.105894811154253,0.0576003686423593,0.0498952200379204,0.07822842700686,0.0377405963014216,0.0593912397921307,0.0531712875047474
ASV6393,0.024116724948752,0.0604694629212248,0.160635532579807,0.122201855246348,0.0957371243862015,0.114418733108441,0.0414269275028769,0.0232738557020947,0.0272044071139525,0.00646404054246228,0.0142340961348954,0.0100490630726488,0.0120524453550737,0.104453642167935,0.140400875933823,0.0976369876523729,0.0682848590235265,0.0570377811451824,0.0437802813612749,0.0119166430816439,0.0129283875068682,0.0120166631061739,0.00455083280240284,0.00248471897828356,0.00364515619494295,0.00410396716826265,0.00117258038038508,0,0.00243609315620229,0,0,0.00372044570939599,0.00447797953563352,0,0.00292757187188946,0.00222905800008916,0,0.00498554192840762,0,0.00938834905881801,0.00293014533520863,0.00785746557447895,0.0094695176227723,0.00162001036806636,0.00353719359060521,0.00172890733056708,0.00968635579922122,0,0,0,0,0.00423755747187321,0.00480669091375194,0.00459928711049787,0.00575583737840794,0,0.00405243855490041,0.015098441840802,0.00594530321046373,0.0118297696152367,0.0171345346545963,0.00869111767773336,0.020116676725005,0.01407578402117,0.00830128116439304,0.0237097921441555,0.0021680216802168,0.0248751062374329,0.0271427080070989,0.0167830994188852,0.0146879852280834,0.0139236981342245,0.0153283552674798,0.0112228407254444,0.0332343687685559,0.0083265679968359,0.068006318006318,0.0392575952541929,0.0580010357327809,0.0644883920894239,0.0776175497365088,0.0233322315335109,0.0928181923657037,0.0104101603164689,0.0198402857001141,0.0030571690614491,0.00504570568398745,0.0105218855218855,0.0069577317794399,0,0,0,0,0.00763446196129328,0.0274208712002507,0.0182523385808807,0.018836648583484,0.0380476138710729,0.0068870523415978,0.0705965407695023,0.109440700420483,0.0399161760303363,0.08424599831508,0.0754811926028431,0.044543429844098,0.0379794910748196
ASV116213,0.156758712166888,0.0934528063328019,0.131429072110751,0.0733211131478087,0.0833839470460465,0.121323311830502,0.193325661680092,0.13188518231187,0.0476077124494168,0.0439554756887435,0.0514617321800066,0.0378317668617367,0.0378791139730886,0.0156680463251903,0.0115254450393437,0.0157797151761411,0.00873410987510223,0.0144722728278821,0.00972895141361664,0.00893748231123293,0.00538682812786175,0,0.00796395740420497,0.00124235948914178,0.00850536445486689,0.00410396716826265,0.00586290190192538,0.00791891035793475,0.00487218631240459,0.012396694214876,0.0131318039159039,0.0353442342392619,0.0358238362850682,0.065038887835018,0.0936822999004626,0.0713298560028532,0.112215078901227,0.0722903579619105,0.0770734124253351,0.0680655306764306,0.070323488045007,0.0726815565639303,0.0473475881138615,0.0405002592016589,0.0442149198825652,0.04149377593361,0.0600554059551716,0.0299043062200957,0.0623614190687361,0.0355700094006453,0.0169278390404334,0.0444943534546687,0.0480669091375194,0.0873864550994596,0.0729072734598339,0.0937342274136564,0.0729438939882074,0.129846599830897,0.240784780023781,0.18040398663236,0.182768369649028,0.144851961295556,0.181050090525045,0.216767073926018,0.130053404908824,0.118548960720778,0.134417344173442,0.190709147820319,0.160768347426662,0.0881112719491472,0.0587519409123337,0.0616620917372797,0.0788315413756104,0.0359130903214222,0.0598218637834005,0.0457961239825975,0.0482625482625483,0.0305336851977056,0.0227861211807354,0.0332212928945517,0.0163405367866334,0.0447201104392293,0.0232045480914259,0.0936914428482199,0.0297604285501711,0.0687863038826047,0.0529799096818683,0.0473484848484848,0.0556618542355192,0.0646133965108766,0.0971547536433033,0.0795189105909249,0.0898472596585804,0.122151391380692,0.105766217486681,0.104950946840064,0.0828812537673297,0.125013588433525,0.151515151515152,0.0705965407695023,0.0691204423708312,0.129727572098593,0.1203514261644,0.0629009938357026,0.108883939618906,0.098746676794531
ASV8775,0.0602918123718799,0.104447254136661,0.160635532579807,0.118869077375993,0.0926488300511627,0.0798958394981358,0.0230149597238205,0.034910783553142,0.0136022035569762,0.00517123243396983,0.0164239570787255,0.00354672814328782,0.0025826668618015,0.00652835263549596,0.00628660638509655,0.00788985758807054,0.00873410987510223,0.0110670321624981,0.0107018465549783,0.00595832154082195,0.0043094625022894,0,0.00227541640120142,0.00248471897828356,0.00243010412996197,0,0.00117258038038508,0,0.000812031052067431,0,0,0.00186022285469799,0.0156729283747173,0,0.00878271561566837,0.00891623200035665,0.00467562828755114,0.0398843354272609,0.0522998155743346,0.051635919823499,0.0175808720112518,0.00392873278723948,0,0.00324002073613271,0,0.00172890733056708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209788742736065,0,0,0.0021897650382114,0,0,0,0,0,0,0,0,0,0.00193371234095216,0.00520508015823444,0.00496007142502852,0.0030571690614491,0.000840950947331242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172801105927078,0.00997904400758407,0,0,0.0148478099480327,0
