Date	Temperature_C	inflow_m3d	SS_kgm3
01/03/2019	12.7	56065	5.57
02/03/2019	12.56	57539	5.44
03/03/2019	12.58	156848	4.58
04/03/2019	10.76	210827	2.93
05/03/2019	9.37	310873	2.73
06/03/2019	9.55	230358	2.79
07/03/2019	9.73	166827	2.94
08/03/2019	10.4	120367	4.78
09/03/2019	10.39	166908	4.2
10/03/2019	10.25	120288	4.63
11/03/2019	10.74	88922	6.01
12/03/2019	11.03	206970	4.33
13/03/2019	9.34	211664	2.77
14/03/2019	10.04	176917	3.09
15/03/2019	9.89	305752	3.09
16/03/2019	9.16	290748	2.85
17/03/2019	9.24	243585	2.56
18/03/2019	10.02	161101	3.53
19/03/2019	10.68	119623	4.4
20/03/2019	11.12	108149	4.82
21/03/2019	11.64	99712	4.9
22/03/2019	11.95	89867	4.67
23/03/2019	12.01	82464	4.55
24/03/2019	12.04	81816	3.85
25/03/2019	11.97	92384	3.66
26/03/2019	11.95	73553	4.69
27/03/2019	12.27	69739	4.56
28/03/2019	12.63	67386	4.28
29/03/2019	12.89	65152	4.15
30/03/2019	13.06	66063	3.99
31/03/2019	12.85	63210	3.86
01/04/2019	12.83	62358	3.75
02/04/2019	12.73	63305	3.72
03/04/2019	12.94	62115	3.72
04/04/2019	13.21	60342	3.71
05/04/2019	13.45	57176	3.67
06/04/2019	13.65	56950	3.67
07/04/2019	13.87	57141	3.74
08/04/2019	13.92	54131	3.89
09/04/2019	13.78	57218	3.99
10/04/2019	13.59	55124	4.08
11/04/2019	13.52	53746	4
12/04/2019	13.35	52667	3.94
13/04/2019	13.08	52002	3.73
14/04/2019	13.02	50515	3.62
15/04/2019	13.22	51288	3.6
16/04/2019	13.35	51210	3.47
17/04/2019	13.65	48600	3.48
18/04/2019	14	45917	3.56
19/04/2019	14.22	44925	3.62
20/04/2019	14.41	45311	3.61
21/04/2019	14.58	46725	3.51
22/04/2019	14.66	50019	3.41
23/04/2019	14.73	58020	3.31
24/04/2019	14.74	51992	3.3
25/04/2019	15.1	51369	3.33
26/04/2019	15.56	51516	3.3
27/04/2019	14.13	166321	2.46
28/04/2019	13.83	71855	3.28
29/04/2019	14.53	51724	3.42
30/04/2019	14.98	49454	3.31
01/05/2019	15.05	49514	3.21
02/05/2019	14.75	69387	2.79
03/05/2019	14.12	87423	2.91
04/05/2019	12.75	88083	3.01
05/05/2019	12.83	49928	3.26
06/05/2019	13.5	52152	3.09
07/05/2019	13.95	49674	2.86
08/05/2019	14.45	60984	3.03
09/05/2019	13.86	127938	2.62
10/05/2019	13.78	56326	3.09
11/05/2019	14.44	48771	3.26
12/05/2019	14.84	47249	3.3
13/05/2019	15.18	48798	3.26
14/05/2019	15.36	47578	3.24
15/05/2019	15.71	48555	1.84
16/05/2019	15.94	48441	3.24
17/05/2019	14.84	184040	2.87
18/05/2019	14.62	65985	3.46
19/05/2019	15.58	54962	3.71
20/05/2019	16.43	80185	3.52
21/05/2019	16.34	61021	3.66
22/05/2019	16.13	49408	3.97
23/05/2019	16.38	48576	3.84
24/05/2019	16.53	47981	3.7
25/05/2019	16.53	47950	3.46
26/05/2019	16.24	123511	2.81
27/05/2019	15.76	56833	3.32
28/05/2019	15.85	50372	3.46
29/05/2019	16.09	46189	3.45
30/05/2019	16.14	54971	3.2
31/05/2019	16.3	74862	2.7
01/06/2019	16.44	44548	2.79
02/06/2019	16.99	63737	2.67
03/06/2019	17.23	59331	2.69
04/06/2019	17.52	51160	2.92
05/06/2019	18.01	47155	3.2
06/06/2019	18.47	75781	2.92
07/06/2019	17.95	57061	3.26
08/06/2019	17.45	76741	2.75
09/06/2019	17.51	42948	3.06
10/06/2019	17.53	44614	2.84
11/06/2019	17.59	140651	2.53
12/06/2019	17.21	266384	1.94
13/06/2019	17.38	170654	2.25
14/06/2019	17.59	106111	2.67
15/06/2019	17.48	95997	2.74
16/06/2019	17.79	53535	3.58
17/06/2019	18.29	51768	3.58
18/06/2019	18.68	95442	2.93
19/06/2019	18.63	100930	2.71
20/06/2019	18.91	53957	3.47
21/06/2019	18.85	49709	3.56
22/06/2019	18.7	46712	3.49
23/06/2019	18.85	46688	3.37
24/06/2019	19	47652	3.33
25/06/2019	19.39	47219	3.41
26/06/2019	19.74	46078	3.29
27/06/2019	19.59	46425	3.17
28/06/2019	19.67	44409	3.07
29/06/2019	19.95	42854	3
30/06/2019	20.21	43008	2.95
01/07/2019	19.65	59079	2.93
02/07/2019	18.88	43872	3.32
03/07/2019	18.52	41684	3.33
04/07/2019	18.21	112533	2.71
05/07/2019	17.88	46026	3.2
06/07/2019	17.6	85198	2.61
07/07/2019	17.61	46185	3.17
08/07/2019	16.95	223647	2.04
09/07/2019	16.95	62443	2.56
10/07/2019	17.68	46667	2.65
11/07/2019	18.46	43303	2.75
12/07/2019	19.01	41730	2.84
13/07/2019	19.38	40771	2.95
14/07/2019	19.54	39126	3.07
15/07/2019	19.28	41290	3.06
16/07/2019	19.24	39820	3.1
17/07/2019	19.33	39349	2.97
18/07/2019	19.64	39327	2.87
19/07/2019	19.76	43023	2.74
20/07/2019	19.84	40672	2.77
21/07/2019	19.6	55834	2.47
22/07/2019	19.2	74909	2.61
23/07/2019	19.55	40532	2.59
24/07/2019	20.08	38686	2.74
25/07/2019	20.45	39922	2.69
26/07/2019	20.71	39529	2.7
27/07/2019	20.74	37449	2.78
28/07/2019	19.66	197824	2.2
29/07/2019	19.49	58526	2.81
30/07/2019	19.77	41228	3.14
31/07/2019	19.15	226491	2.2
01/08/2019	17.7	184789	2.19
02/08/2019	18.03	48979	3.17
03/08/2019	18.89	43893	3.02
04/08/2019	19.5	43418	2.92
05/08/2019	19.92	45529	2.83
06/08/2019	19.96	59011	2.59
07/08/2019	19.96	50144	2.81
08/08/2019	19.53	173997	2.05
09/08/2019	18.82	83573	3.07
10/08/2019	18.99	99542	2.87
11/08/2019	19.4	45403	3.78
12/08/2019	19.87	48101	3.78
13/08/2019	19.08	144020	3.12
14/08/2019	18.81	58245	4.09
15/08/2019	18.9	98424	3.65
16/08/2019	18.76	70213	3.96
17/08/2019	18.76	101205	3.31
18/08/2019	18.88	96843	3.08
19/08/2019	19.17	73645	3.42
20/08/2019	19.38	61701	3.54
21/08/2019	19.48	50349	3.44
22/08/2019	19.68	46529	3.19
23/08/2019	20	44581	3.07
24/08/2019	20.3	43524	3.18
25/08/2019	20.52	44249	3.27
26/08/2019	20.76	45168	3.38
27/08/2019	20.87	52202	3.49
28/08/2019	20.93	56907	3.53
29/08/2019	20.82	44154	3.82
30/08/2019	20.8	42136	3.88
31/08/2019	20.94	94421	3.4
01/09/2019	20.31	56340	3.86
02/09/2019	19.98	44751	4.15
03/09/2019	19.67	72455	3.72
04/09/2019	19.37	113792	3.55
05/09/2019	18.07	137559	2.89
06/09/2019	17.91	112062	3.37
07/09/2019	18.02	48291	4.23
08/09/2019	18.46	45454	3.87
09/09/2019	18.94	82544	3.4
10/09/2019	17.88	324735	1.8
11/09/2019	17.7	117105	3.03
12/09/2019	17.97	60489	3.66
13/09/2019	18.23	65002	3.15
14/09/2019	18.21	50303	3.16
15/09/2019	18.11	50888	2.95
16/09/2019	17.94	52070	2.84
17/09/2019	16.86	150127	1.88
18/09/2019	16.03	68045	2.67
19/09/2019	16.41	48856	2.82
20/09/2019	17.06	48090	2.62
21/09/2019	17.71	46186	2.52
22/09/2019	18.16	48116	2.41
23/09/2019	18.13	46332	2.35
24/09/2019	18.16	50734	2.32
25/09/2019	18.34	46147	2.27
26/09/2019	18.36	54354	2.25
27/09/2019	17.13	252957	1.78
28/09/2019	16.64	124505	2.02
29/09/2019	17.06	92263	2.01
30/09/2019	16.78	112924	2
01/10/2019	16.37	57867	2.39
02/10/2019	16.45	100302	2.14
03/10/2019	15.91	53133	2.57
04/10/2019	16.14	50450	2.67
05/10/2019	16.25	47762	2.69
06/10/2019	16.42	48152	2.66
07/10/2019	16.49	48059	2.65
08/10/2019	15.33	188772	2.12
09/10/2019	14.87	73083	2.95
10/10/2019	15.6	64338	3.05
11/10/2019	15.18	347826	1.64
12/10/2019	14.22	203274	1.76
13/10/2019	14.93	239236	2.02
14/10/2019	14.43	213184	2.39
15/10/2019	14.33	153231	2.6
16/10/2019	14.89	208687	2.6
17/10/2019	15.07	154508	2.54
18/10/2019	15.29	140884	2.82
19/10/2019	15.52	200044	2.65
20/10/2019	14.8	146393	2.48
21/10/2019	15.62	97548	3.05
22/10/2019	16.07	77855	3.02
23/10/2019	16.25	71853	3.16
24/10/2019	16.37	69816	3.06
25/10/2019	16.43	73961	2.93
26/10/2019	16.39	67438	3.01
27/10/2019	16.24	68758	3.25
28/10/2019	16.02	84327	3.32
29/10/2019	15.41	58908	3.85
30/10/2019	15.35	57454	3.92
31/10/2019	15.54	55793	3.32
01/11/2019	15.41	96384	2.72
02/11/2019	14.65	161932	2.39
03/11/2019	14.41	65348	2.96
04/11/2019	15.02	100294	2.9
05/11/2019	14.71	79725	3.29
06/11/2019	14.71	62196	3.15
07/11/2019	14.94	77553	3.26
08/11/2019	14.93	61346	3.42
09/11/2019	15.09	57867	3.38
10/11/2019	15.28	71683	3.26
11/11/2019	14.87	58147	3.49
12/11/2019	14.58	70391	3.27
13/11/2019	14.56	56438	3.63
14/11/2019	14.85	62453	3.64
15/11/2019	14.79	72265	3.65
16/11/2019	14.32	156646	2.7
17/11/2019	13.56	63404	3.79
18/11/2019	14.18	61650	3.76
19/11/2019	14.5	62008	3.79
20/11/2019	14.77	73704	3.61
21/11/2019	14.86	103602	2.03
22/11/2019	13.87	136039	1.24
23/11/2019	13.68	66511	1.69
24/11/2019	13.96	64136	1.76
25/11/2019	14.26	63125	3.49
26/11/2019	14.5	61667	3.92
27/11/2019	14.56	119489	3.33
28/11/2019	13.51	134807	2.97
29/11/2019	13.21	89519	3.43
30/11/2019	13.19	63138	3.91
01/12/2019	13.53	63072	3.98
02/12/2019	13.66	65038	3.93
03/12/2019	13.69	81440	3.66
04/12/2019	13.85	62940	4.12
05/12/2019	13.96	81294	4.1
06/12/2019	13.66	88261	3.66
07/12/2019	13.39	92348	3.87
08/12/2019	12.85	156092	2.7
09/12/2019	12.54	92636	3.7
10/12/2019	12.57	69528	4.27
11/12/2019	12.77	137248	3.65
12/12/2019	12.39	91227	3.58
13/12/2019	12.64	75786	4
14/12/2019	12.75	103729	3.56
15/12/2019	12.15	153457	3.15
16/12/2019	11.75	95589	3.7
17/12/2019	12.15	139067	3.13
18/12/2019	12.07	79617	3.12
19/12/2019	12.6	77551	3.89
20/12/2019	13.1	87656	4
21/12/2019	13.15	80744	4
22/12/2019	13.22	82355	4.21
23/12/2019	13.14	90399	3.35
24/12/2019	13.13	72126	3.64
25/12/2019	13.25	67254	3.63
26/12/2019	13.06	59762	3.88
27/12/2019	12.87	57534	3.97
28/12/2019	12.72	57753	3.97
29/12/2019	12.7	58437	3.98
30/12/2019	12.86	60893	3.98
31/12/2019	12.9	61685	3.98
01/01/2020	13.03	52094	3.99
02/01/2020	12.91	56815	3.74
03/01/2020	12.93	73585	3.59
04/01/2020	10.99	198949	3.06
05/01/2020	10.45	73000	3.68
06/01/2020	11.59	73416	3.74
07/01/2020	12.27	76715	3.73
08/01/2020	12.61	68437	3.71
09/01/2020	12.05	236249	2.68
10/01/2020	10.73	178528	2.52
11/01/2020	11.1	104506	3.24
12/01/2020	11.36	258693	1.99
13/01/2020	10.57	128311	2.38
14/01/2020	10.96	195044	2.47
15/01/2020	11.34	113812	2.92
16/01/2020	11.84	91802	3.71
17/01/2020	12.18	96414	3.5
18/01/2020	12.23	88849	3.45
19/01/2020	12.3	76542	3.72
20/01/2020	12.54	72654	3.87
21/01/2020	12.62	72116	4.29
22/01/2020	12.66	69434	4.59
23/01/2020	12.76	69899	4.59
24/01/2020	12.88	93628	3.93
25/01/2020	12.75	68860	4.28
26/01/2020	12.82	67445	4.2
27/01/2020	12.88	81016	4.1
28/01/2020	12.55	101375	3.87
29/01/2020	12.34	90270	4.45
30/01/2020	11.71	184798	3.42
31/01/2020	11.01	121397	3.68
01/02/2020	11.53	93213	4.27
02/02/2020	11.82	76272	4.57
03/02/2020	12.2	96650	3.94
04/02/2020	11.67	100698	3.7
05/02/2020	11.52	72905	4.18
06/02/2020	12.05	69318	4.19
07/02/2020	12.38	68804	4.12
08/02/2020	12.49	69270	4.05
09/02/2020	12.31	181879	2.92
10/02/2020	11.04	157441	2.97
11/02/2020	9.92	165670	2.98
12/02/2020	9.94	105185	3.7
13/02/2020	10.91	98240	3.95
14/02/2020	11.53	80912	4.06
15/02/2020	11.82	104711	3.52
16/02/2020	11.61	265489	2.83
17/02/2020	10.65	151376	2.85
18/02/2020	11.1	121236	2.99
19/02/2020	10.94	173157	2.88
20/02/2020	10.74	203261	2.84
21/02/2020	10.39	126147	3.4
22/02/2020	10.56	218305	2.79
23/02/2020	10.44	131167	3.16
24/02/2020	11	180127	3.03
25/02/2020	10.1	227855	2.6
26/02/2020	9.27	188318	2.69
27/02/2020	10.16	125250	3.05
28/02/2020	10.9	113289	3.54
29/02/2020	10.82	192740	2.72
01/03/2020	10.32	110695	3.57
02/03/2020	11.2	100630	3.85
03/03/2020	11.55	93101	1.07
06/03/2020	11.96	79625	3.77
07/03/2020	12.09	75071	4.18
08/03/2020	12.27	73037	4.15
09/03/2020	12.34	120084	3.39
10/03/2020	11.87	133000	3.87
11/03/2020	11.52	85602	4.19
12/03/2020	11.7	74885	4.18
13/03/2020	11.62	97219	3.56
14/03/2020	11.54	68623	4.25
15/03/2020	11.87	69429	4.18
16/03/2020	12.41	80417	4.12
17/03/2020	12.67	66551	4.03
18/03/2020	12.83	66051	4.28
19/03/2020	13.02	63254	4.21
20/03/2020	13	61965	4.42
21/03/2020	12.83	61167	4.42
22/03/2020	12.69	59648	4.29
23/03/2020	12.55	60717	4.16
24/03/2020	12.56	59293	3.95
25/03/2020	12.68	58177	3.85
26/03/2020	12.85	57719	3.97
27/03/2020	13.1	57203	4.15
28/03/2020	13.26	59206	4.1
29/03/2020	12.91	66388	4.58
