Date	Temperature_C	inflow_m3d	SS_kgm3
28/02/2019	12.71	57879	5.42
01/03/2019	12.7	56065	5.3
02/03/2019	12.56	57539	5.32
03/03/2019	12.58	156848	3.69
04/03/2019	10.76	210827	2.93
05/03/2019	9.37	310873	2.87
06/03/2019	9.55	230358	2.85
07/03/2019	9.73	166827	3.24
08/03/2019	10.4	120367	4.11
09/03/2019	10.39	166908	3.69
10/03/2019	10.25	120288	3.98
11/03/2019	10.74	88922	5.11
12/03/2019	11.03	206970	4
13/03/2019	9.34	211664	2.63
14/03/2019	10.04	176917	2.84
15/03/2019	9.89	305752	2.78
16/03/2019	9.16	290748	2.96
17/03/2019	9.24	243585	2.72
18/03/2019	10.02	161101	2.92
19/03/2019	10.68	119623	4.03
20/03/2019	11.12	108149	4.45
21/03/2019	11.64	99712	4.65
22/03/2019	11.95	89867	4.64
23/03/2019	12.01	82464	4.63
24/03/2019	12.04	81816	4.16
25/03/2019	11.97	92384	4.14
26/03/2019	11.95	73553	4.45
27/03/2019	12.27	69739	4.39
28/03/2019	12.63	67386	4.28
29/03/2019	12.89	65152	4.3
30/03/2019	13.06	66063	4.32
31/03/2019	12.85	63210	4.34
01/04/2019	12.83	62358	4.37
02/04/2019	12.73	63305	4.46
03/04/2019	12.94	62115	4.48
04/04/2019	13.21	60342	4.53
05/04/2019	13.45	57176	4.61
06/04/2019	13.65	56950	4.65
07/04/2019	13.87	57141	4.64
08/04/2019	13.92	54131	4.55
09/04/2019	13.78	57218	4.46
10/04/2019	13.59	55124	4.39
11/04/2019	13.52	53746	4.29
12/04/2019	13.35	52667	4.16
13/04/2019	13.08	52002	4.09
14/04/2019	13.02	50515	3.97
15/04/2019	13.22	51288	3.84
16/04/2019	13.35	51210	3.81
17/04/2019	13.65	48600	3.75
18/04/2019	14	45917	3.69
19/04/2019	14.22	44925	3.63
20/04/2019	14.41	45311	3.67
21/04/2019	14.58	46725	3.56
22/04/2019	14.66	50019	3.51
23/04/2019	14.73	58020	3.28
24/04/2019	14.74	51992	3.56
25/04/2019	15.1	51369	3.5
26/04/2019	15.56	51516	3.51
27/04/2019	14.13	166321	2.53
28/04/2019	13.83	71855	3.34
29/04/2019	14.53	51724	3.43
30/04/2019	14.98	49454	3.46
01/05/2019	15.05	49514	3.41
02/05/2019	14.75	69387	3.41
03/05/2019	14.12	87423	2.71
04/05/2019	12.75	88083	2.92
05/05/2019	12.83	49928	3.37
06/05/2019	13.5	52152	3.23
07/05/2019	13.95	49674	3.05
08/05/2019	14.45	60984	3.08
09/05/2019	13.86	127938	2.5
10/05/2019	13.78	56326	3.09
11/05/2019	14.44	48771	2.93
12/05/2019	14.84	47249	2.88
13/05/2019	15.18	48798	2.87
14/05/2019	15.36	47578	2.85
15/05/2019	15.71	48555	2.58
16/05/2019	15.94	48441	3.63
17/05/2019	14.84	184040	2.96
18/05/2019	14.62	65985	3.48
19/05/2019	15.58	54962	3.56
20/05/2019	16.43	80185	2.84
21/05/2019	16.34	61021	2.59
22/05/2019	16.13	49408	2.69
23/05/2019	16.38	48576	2.74
24/05/2019	16.53	47981	2.82
25/05/2019	16.53	47950	2.89
26/05/2019	16.24	123511	2.34
27/05/2019	15.76	56833	2.77
28/05/2019	15.85	50372	2.89
29/05/2019	16.09	46189	3.01
30/05/2019	16.14	54971	3
31/05/2019	16.3	74862	2.51
01/06/2019	16.44	44548	2.9
02/06/2019	16.99	63737	2.62
03/06/2019	17.23	59331	2.97
04/06/2019	17.52	51160	2.81
05/06/2019	18.01	47155	3.01
06/06/2019	18.47	75781	2.95
07/06/2019	17.95	57061	3.02
08/06/2019	17.45	76741	2.89
09/06/2019	17.51	42948	3.32
10/06/2019	17.53	44614	3.22
11/06/2019	17.59	140651	2.85
12/06/2019	17.21	266384	2
13/06/2019	17.38	170654	2.02
14/06/2019	17.59	106111	2.76
15/06/2019	17.48	95997	2.92
16/06/2019	17.79	53535	3.34
17/06/2019	18.29	51768	3.34
18/06/2019	18.68	95442	2.87
19/06/2019	18.63	100930	2.65
20/06/2019	18.91	53957	3.54
21/06/2019	18.85	49709	3.55
22/06/2019	18.7	46712	3.47
23/06/2019	18.85	46688	3.47
24/06/2019	19	47652	3.47
25/06/2019	19.39	47219	3.59
26/06/2019	19.74	46078	3.56
27/06/2019	19.59	46425	3.54
28/06/2019	19.67	44409	3.53
29/06/2019	19.95	42854	3.56
30/06/2019	20.21	43008	3.59
01/07/2019	19.65	59079	3.61
02/07/2019	18.88	43872	3.56
03/07/2019	18.52	41684	3.53
04/07/2019	18.21	112533	2.96
05/07/2019	17.88	46026	3.23
06/07/2019	17.6	85198	2.85
07/07/2019	17.61	46185	3.46
08/07/2019	16.95	223647	2.06
09/07/2019	16.95	62443	3.06
10/07/2019	17.68	46667	3.23
11/07/2019	18.46	43303	3.26
12/07/2019	19.01	41730	3.25
13/07/2019	19.38	40771	3.31
14/07/2019	19.54	39126	3.37
15/07/2019	19.28	41290	3.2
16/07/2019	19.24	39820	3.13
17/07/2019	19.33	39349	3.17
18/07/2019	19.64	39327	3.13
19/07/2019	19.76	43023	3.03
20/07/2019	19.84	40672	3.14
21/07/2019	19.6	55834	2.86
22/07/2019	19.2	74909	2.65
23/07/2019	19.55	40532	3.08
24/07/2019	20.08	38686	3
25/07/2019	20.45	39922	3.01
26/07/2019	20.71	39529	3.06
27/07/2019	20.74	37449	2.99
28/07/2019	19.66	197824	2.07
29/07/2019	19.49	58526	2.72
30/07/2019	19.77	41228	2.89
31/07/2019	19.15	226491	1.91
01/08/2019	17.7	184789	1.87
02/08/2019	18.03	48979	2.92
03/08/2019	18.89	43893	3.08
04/08/2019	19.5	43418	3.05
05/08/2019	19.92	45529	3.01
06/08/2019	19.96	59011	2.94
07/08/2019	19.96	50144	3.27
08/08/2019	19.53	173997	1.83
09/08/2019	18.82	83573	2.9
10/08/2019	18.99	99542	2.78
11/08/2019	19.4	45403	3.32
12/08/2019	19.87	48101	3.31
13/08/2019	19.08	144020	2.4
14/08/2019	18.81	58245	3.32
15/08/2019	18.9	98424	2.71
16/08/2019	18.76	70213	3.19
17/08/2019	18.76	101205	3.12
18/08/2019	18.88	96843	2.99
19/08/2019	19.17	73645	3.54
20/08/2019	19.38	61701	3.6
21/08/2019	19.48	50349	3.54
22/08/2019	19.68	46529	3.56
23/08/2019	20	44581	3.5
24/08/2019	20.3	43524	3.49
25/08/2019	20.52	44249	3.4
26/08/2019	20.76	45168	3.4
27/08/2019	20.87	52202	3.4
28/08/2019	20.93	56907	3.23
29/08/2019	20.82	44154	3.46
30/08/2019	20.8	42136	3.41
31/08/2019	20.94	94421	2.99
01/09/2019	20.31	56340	3.48
02/09/2019	19.98	44751	3.38
03/09/2019	19.67	72455	3.01
04/09/2019	19.37	113792	2.97
05/09/2019	18.07	137559	2.39
06/09/2019	17.91	112062	2.89
07/09/2019	18.02	48291	3.36
08/09/2019	18.46	45454	3.29
09/09/2019	18.94	82544	2.78
10/09/2019	17.88	324735	1.43
11/09/2019	17.7	117105	2.69
12/09/2019	17.97	60489	3.06
13/09/2019	18.23	65002	3.05
14/09/2019	18.21	50303	3.08
15/09/2019	18.11	50888	2.92
16/09/2019	17.94	52070	2.91
17/09/2019	16.86	150127	2.01
18/09/2019	16.03	68045	2.88
19/09/2019	16.41	48856	2.93
20/09/2019	17.06	48090	2.82
21/09/2019	17.71	46186	2.77
22/09/2019	18.16	48116	2.72
23/09/2019	18.13	46332	2.67
24/09/2019	18.16	50734	2.74
25/09/2019	18.34	46147	2.72
26/09/2019	18.36	54354	2.75
27/09/2019	17.13	252957	1.77
28/09/2019	16.64	124505	2.21
29/09/2019	17.06	92263	2.44
30/09/2019	16.78	112924	2.61
01/10/2019	16.37	57867	2.83
02/10/2019	16.45	100302	2.54
03/10/2019	15.91	53133	2.95
04/10/2019	16.14	50450	2.79
05/10/2019	16.25	47762	2.78
06/10/2019	16.42	48152	2.74
07/10/2019	16.49	48059	2.67
08/10/2019	15.33	188772	1.9
09/10/2019	14.87	73083	2.76
10/10/2019	15.6	64338	2.64
11/10/2019	15.18	347826	1.28
12/10/2019	14.22	203274	1.79
13/10/2019	14.93	239236	2.04
14/10/2019	14.43	213184	1.89
15/10/2019	14.33	153231	2.27
16/10/2019	14.89	208687	1.82
17/10/2019	15.07	154508	2.32
18/10/2019	15.29	140884	2.31
19/10/2019	15.52	200044	2.15
20/10/2019	14.8	146393	2.14
21/10/2019	15.62	97548	2.81
22/10/2019	16.07	77855	3
23/10/2019	16.25	71853	3.53
24/10/2019	16.37	69816	3.68
25/10/2019	16.43	73961	3.58
26/10/2019	16.39	67438	3.77
27/10/2019	16.24	68758	3.64
28/10/2019	16.02	84327	3.47
29/10/2019	15.41	58908	3.77
30/10/2019	15.35	57454	3.69
31/10/2019	15.54	55793	3.14
01/11/2019	15.41	96384	2.49
02/11/2019	14.65	161932	2.3
03/11/2019	14.41	65348	2.99
04/11/2019	15.02	100294	2.68
05/11/2019	14.71	79725	3
06/11/2019	14.71	62196	3.14
07/11/2019	14.94	77553	3.31
08/11/2019	14.93	61346	3.46
09/11/2019	15.09	57867	3.49
10/11/2019	15.28	71683	3.4
11/11/2019	14.87	58147	3.45
12/11/2019	14.58	70391	3.91
13/11/2019	14.56	56438	4.41
14/11/2019	14.85	62453	4.49
15/11/2019	14.79	72265	4.52
16/11/2019	14.32	156646	3.31
17/11/2019	13.56	63404	4.63
18/11/2019	14.18	61650	4.63
19/11/2019	14.5	62008	4.5
20/11/2019	14.77	73704	4.24
21/11/2019	14.86	103602	2.9
22/11/2019	13.87	136039	2.38
23/11/2019	13.68	66511	3.03
24/11/2019	13.96	64136	2.91
25/11/2019	14.26	63125	3.87
26/11/2019	14.5	61667	3.99
27/11/2019	14.56	119489	3.36
28/11/2019	13.51	134807	3.48
29/11/2019	13.21	89519	4.28
30/11/2019	13.19	63138	4.77
01/12/2019	13.53	63072	4.72
02/12/2019	13.66	65038	4.75
03/12/2019	13.69	81440	4.3
04/12/2019	13.85	62940	4.74
05/12/2019	13.96	81294	4.68
06/12/2019	13.66	88261	4.17
07/12/2019	13.39	92348	4.31
08/12/2019	12.85	156092	2.56
09/12/2019	12.54	92636	4.4
10/12/2019	12.57	69528	4.81
11/12/2019	12.77	137248	3.7
12/12/2019	12.39	91227	4.25
13/12/2019	12.64	75786	4.81
14/12/2019	12.75	103729	4.08
15/12/2019	12.15	153457	3.8
16/12/2019	11.75	95589	4.42
17/12/2019	12.15	139067	3.79
18/12/2019	12.07	79617	3.49
19/12/2019	12.6	77551	4.81
20/12/2019	13.1	87656	5.07
21/12/2019	13.15	80744	4.64
22/12/2019	13.22	82355	5.27
23/12/2019	13.14	90399	4.72
24/12/2019	13.13	72126	5.12
25/12/2019	13.25	67254	4.96
26/12/2019	13.06	59762	5.11
27/12/2019	12.87	57534	5.06
28/12/2019	12.72	57753	5.05
29/12/2019	12.7	58437	5.01
30/12/2019	12.86	60893	4.92
31/12/2019	12.9	61685	4.89
01/01/2020	13.03	52094	4.98
02/01/2020	12.91	56815	4.83
03/01/2020	12.93	73585	4.6
04/01/2020	10.99	198949	3.6
05/01/2020	10.45	73000	4.54
06/01/2020	11.59	73416	4.57
07/01/2020	12.27	76715	4.57
08/01/2020	12.61	68437	4.39
09/01/2020	12.05	236249	3.19
10/01/2020	10.73	178528	3.13
11/01/2020	11.1	104506	3.94
12/01/2020	11.36	258693	2.73
13/01/2020	10.57	128311	2.82
14/01/2020	10.96	195044	3.25
15/01/2020	11.34	113812	3.4
16/01/2020	11.84	91802	4.25
17/01/2020	12.18	96414	3.98
18/01/2020	12.23	88849	3.88
19/01/2020	12.3	76542	3.88
20/01/2020	12.54	72654	3.8
21/01/2020	12.62	72116	3.93
22/01/2020	12.66	69434	3.93
23/01/2020	12.76	69899	3.97
24/01/2020	12.88	93628	3.51
25/01/2020	12.75	68860	4.2
26/01/2020	12.82	67445	4.28
27/01/2020	12.88	81016	4.18
28/01/2020	12.55	101375	3.96
29/01/2020	12.34	90270	4.47
30/01/2020	11.71	184798	3.44
31/01/2020	11.01	121397	3.51
01/02/2020	11.53	93213	3.99
02/02/2020	11.82	76272	3.92
03/02/2020	12.2	96650	3.33
04/02/2020	11.67	100698	3.5
05/02/2020	11.52	72905	4.01
06/02/2020	12.05	69318	3.95
07/02/2020	12.38	68804	3.97
08/02/2020	12.49	69270	3.91
09/02/2020	12.31	181879	2.85
10/02/2020	11.04	157441	2.94
11/02/2020	9.92	165670	3
12/02/2020	9.94	105185	3.65
13/02/2020	10.91	98240	3.76
14/02/2020	11.53	80912	4.06
15/02/2020	11.82	104711	3.08
16/02/2020	11.61	265489	3.06
17/02/2020	10.65	151376	2.77
18/02/2020	11.1	121236	3.53
19/02/2020	10.94	173157	2.7
20/02/2020	10.74	203261	2.73
21/02/2020	10.39	126147	3.38
22/02/2020	10.56	218305	2.58
23/02/2020	10.44	131167	2.95
24/02/2020	11	180127	3.21
25/02/2020	10.1	227855	2.28
26/02/2020	9.27	188318	2.42
27/02/2020	10.16	125250	2.72
28/02/2020	10.9	113289	3.49
29/02/2020	10.82	192740	2.81
01/03/2020	10.32	110695	3.17
02/03/2020	11.2	100630	3.72
03/03/2020	11.55	93101	3.88
06/03/2020	11.96	79625	4.28
07/03/2020	12.09	75071	4.5
08/03/2020	12.27	73037	4.42
09/03/2020	12.34	120084	4.91
10/03/2020	11.87	133000	3.65
11/03/2020	11.52	85602	4.4
12/03/2020	11.7	74885	4.31
13/03/2020	11.62	97219	3.9
14/03/2020	11.54	68623	4.85
15/03/2020	11.87	69429	4.87
16/03/2020	12.41	80417	4.55
17/03/2020	12.67	66551	5.03
18/03/2020	12.83	66051	5.15
19/03/2020	13.02	63254	5.13
20/03/2020	13	61965	5
21/03/2020	12.83	61167	5
22/03/2020	12.69	59648	5
23/03/2020	12.55	60717	4.92
24/03/2020	12.56	59293	4.55
25/03/2020	12.68	58177	4.28
26/03/2020	12.85	57719	4.19
27/03/2020	13.1	57203	4.05
28/03/2020	13.26	59206	4.06
29/03/2020	12.91	66388	4.18
