Sample,SeqRun,LibID,Read no,ID,Period,Line,Mean,Plant,Date,Week,Year,Period2,Configuration,Design,Design2,ReturnSludgeSidestream,PrimarySetling,Digester,lat,long,Solids_AerationTank_PointMeasurement,SolidsFraction_AerationTank_PointMeasurement,SVI,DSVI,ExtractionConc,LibraryConc,week_mean_temperature
MQ181221-190,MQ181221,LIB-Aalborg-Vest-LT-19,,,Summer,Activated sludge,,Aalborg W,2015-06-17,25,2015,,,,,,,,,,,,,,,,
MQ181221-194,MQ181221,LIB-Aalborg-Vest-LT-43,,,Fall,Activated sludge,,Aalborg W,2015-10-05,41,2015,,,,,,,,,,,,,,,,15.7
MQ181221-198,MQ181221,LIB-Aalborg-Vest-LT-76,,,Winter,Activated sludge,,Aalborg W,2016-03-10,10,2016,,,,,,,,,,,,,,,,
MQ181221-202,MQ181221,LIB-Aalborg-Vest-LT-88,,,Spring,Activated sludge,,Aalborg W,2016-04-05,14,2016,,,,,,,,,,,,,,,,11.2
MQ181221-208,MQ181221,LIB-Aalborg-Vest-LT-106,,,Spring,Activated sludge,,Aalborg W,2016-05-17,20,2016,,,,,,,,,,,,,,,,13.8
MQ181221-214,MQ181221,LIB-Aalborg-Vest-LT-124,,,Summer,Activated sludge,,Aalborg W,2016-06-27,26,2016,,,,,,,,,,,,,,,,16.6
MQ181221-218,MQ181221,LIB-Aalborg-Vest-LT-136,,,Summer,Activated sludge,,Aalborg W,2016-08-01,31,2016,,,,,,,,,,,,,,,,17.5
MQ181221-222,MQ181221,LIB-Aalborg-Vest-LT-148,,,Summer,Activated sludge,,Aalborg W,2016-08-29,35,2016,,,,,,,,,,,,,,,,17.8
MQ181221-226,MQ181221,LIB-Aalborg-Vest-LT-322,,,Fall,Activated sludge,,Aalborg W,2016-09-26,39,2016,,,,,,,,,,,,,,,,17.7
MQ181221-230,MQ181221,LIB-Aalborg-Vest-LT-334,,,Fall,Activated sludge,,Aalborg W,2016-10-24,43,2016,,,,,,,,,,,,,,,,
MQ181221-234,MQ181221,LIB-Aalborg-Vest-LT-346,,,Fall,Activated sludge,,Aalborg W,2016-11-22,47,2016,,,,,,,,,,,,,,,,11.1
MQ181221-238,MQ181221,LIB-Aalborg-Vest-LT-358,,,Winter,Activated sludge,,Aalborg W,2016-12-21,51,2016,,,,,,,,,,,,,,,,11.8
MQ181221-242,MQ181221,LIB-Aalborg-Vest-LT-370,,,Winter,Activated sludge,,Aalborg W,2017-01-16,3,2017,,,,,,,,,,,,,,,,9.9
MQ181221-246,MQ181221,LIB-Aalborg-Vest-LT-382,,,Winter,Activated sludge,,Aalborg W,2017-02-15,7,2017,,,,,,,,,,,,,,,,10.7
MQ181221-250,MQ181221,LIB-Aalborg-Vest-LT-394,,,Winter,Activated sludge,,Aalborg W,2017-03-13,11,2017,,,,,,,,,,,,,,,,10.8
MQ181221-254,MQ181221,LIB-Aalborg-Vest-LT-406,,,Spring,Activated sludge,,Aalborg W,2017-04-11,15,2017,,,,,,,,,,,,,,,,11.3
