ASV,MQ181221-190,MQ181221-194,MQ181221-198,MQ181221-202,MQ181221-208,MQ181221-214,MQ181221-218,MQ181221-222,MQ181221-226,MQ181221-230,MQ181221-234,MQ181221-238,MQ181221-242,MQ181221-246,MQ181221-250,MQ181221-254,MQ181221-258,MQ181221-263,MQ181221-267,MQ181221-271,MQ181221-275,MQ190702-89,MQ190702-93,MQ190702-97,MQ190702-101,MQ190702-105,MQ190702-109,MQ190702-113,MQ190702-117,MQ190702-121,MQ190702-125,MQ190702-129,MQ190702-133,MQ190702-137,MQ190702-141,MQ190702-145,MQ190702-149,MQ190702-153,MQ190702-157,MQ190702-161,MQ190702-165,MQ190702-169,MQ190702-173,MQ190702-180,MQ190702-184,MQ190702-188,MQ190702-192,MQ190702-196,MQ200420-67,MQ200420-72,MQ200420-76,MQ200420-82,MQ200420-86,MQ200420-90,MQ200420-94,MQ200420-98,MQ201009-2,MQ201009-6,MQ201009-8,MQ201009-12,MQ201009-16,MQ201009-19,MQ201009-23,MQ220615-221,MQ201009-30,MQ220615-225,MQ220615-229,MQ220615-269,MQ220615-236,MQ220615-240,MQ220615-245,MQ220615-250,MQ220615-255,MQ220615-260,MQ220615-264,MQ230328-38,MQ230328-42,MQ230328-45,MQ230328-48,MQ230328-53,MQ230328-55,MQ230328-59,MQ230328-63,MQ230328-67,MQ230328-71,MQ230328-75
ASV1,2.18380946097513,4.18262902497004,3.25761017719219,4.06336447622527,4.65186291274295,4.76832350463353,6.20394629114131,2.16144040391396,2.54829140681569,3.26711245525929,3.95712402184894,3.52769286963877,3.39715413841913,2.9642658766895,4.58004566027156,3.25883681744959,5.81937044758449,4.5335877096094,6.12087614926988,3.42329827346696,4.21355666056006,1.882362864453,2.85281385281385,3.19931238659154,1.42270290342795,1.98459860312912,4.43634745362,3.12540980023604,3.57306249428127,4.32997545077457,1.83443185938867,4.07484741407003,3.27894870492636,5.68371663171365,6.64990592897221,5.51632073034192,3.477979655436,2.62938829405517,1.82611176782293,3.54274397623501,4.88429244317018,4.96131882716588,6.46891210637832,3.68325242718447,2.91040517405364,3.607753475783,3.66024545356554,4.18017531219981,11.7246469985951,10.3184486746131,11.2385525028897,6.05972370506972,6.4069556409066,15.7922645040549,7.7218683104222,9.79573712255773,13.0816705160729,10.8246084624037,6.20369207585081,12.7058484378941,11.403449442002,19.5260386190755,11.0813459653708,6.4915388062568,12.146310700021,8.38357737582544,5.49626467449306,5.96764838564156,4.09304637819251,10.5027910765013,18.0845004026635,7.38923875814827,17.39444455289,15.5473994750168,11.6929829909163,4.54966641957005,1.79532090579257,2.4458260949072,3.76772638798777,7.58267048895708,8.90547991997267,6.79873064717761,11.1777137367915,13.2480740768851,6.63824604141291,7.37331045737959
ASV2,10.637549207187,4.27692972633151,9.20945024988642,7.26812464116081,10.7319187880831,10.4366750912665,6.89168167676437,4.07460724791888,3.53864480414827,2.17252573458006,2.37153473399428,4.15825595478401,3.50704015495791,5.03795593408628,5.44118236071615,4.85307460144055,5.37924999356549,9.67633965926967,7.03082747431044,5.45412449560098,2.25071970688302,3.65366772570079,2.93217893217893,3.92273899341037,4.30756376633323,2.99236442375006,5.87711734764832,7.49369818303682,9.18504285235002,6.1394226699399,4.26825366353107,5.14616125923546,4.13122143219909,4.00774890697757,3.2383743194419,2.93902333993627,2.71211853942494,2.57197806929414,1.95247218032854,2.06568379359666,2.42934671308622,2.33833365349353,3.49967122086652,3.02184466019417,3.09428698243612,3.16897264764723,3.0689394989298,2.46607829010567,4.00981022453985,3.69532620021857,3.21863608073264,3.96648225435957,3.67619128012493,4.74734872114785,2.66164599076677,2.74866785079929,2.34750672068456,2.19347581552306,2.03859516932479,1.53868329069223,1.56239431856611,1.64131070801638,0.653381247958184,0.454535754678731,0.357368089131806,0.409130060292851,0.393773230780554,0.609009473480699,0.621413923814653,1.47003317507301,1.4731590422502,0.50602143409568,0.59731792539382,0.269460382354991,1.87160885203926,0.495737583395108,0.475415988990367,0.571454695071775,0.792473815923626,0.97710663382727,1.03937930024887,3.11087604577363,3.6926032660903,1.4951994231718,1.53558378284322,0.912248399380676
ASV3,0.226518000483825,0.502937073927821,0.449795547478419,0.498460253666684,0.231208304231594,0.197978096040438,0.255853938103815,0.419352819678288,0.668021395370565,0.36347493132821,0.330473793256965,0.334506026875829,0.206734709081427,0.205517496759859,0.182240557535947,0.153683781731998,0.169871052428384,0.113799912976537,0.175770686857761,0.297678110736257,0.471080868882492,0.684623386847358,0.584415584415584,0.34619425078789,0.443289159143129,0.424922260391059,0.390787973187217,0.323468986318136,0.356848751029371,0.344958943536782,0.420212879418101,0.563764857051076,0.777679024885729,0.833540681761632,1.20211118695992,1.08302471793988,1.25683542070912,1.33909349255102,1.38317096699683,1.07272527230718,0.988122056113045,0.663604770969038,0.859209468839044,0.810072815533981,0.735527233529897,0.855706672494662,0.991669361420366,0.694944764649376,0.988165821368193,1.50710346405063,1.25663139800243,2.6594195865282,2.94601781116786,2.21771678103556,1.19412993578005,0.808170515097691,0.431638332512968,0.59704075452107,0.556741596550714,0.284674426146806,0.182617517754481,0.128730251609128,0.039202874877491,0.0341435308678859,0.0336346436829935,0.0448607522250933,0.0404813601737018,0.0225559064252111,0.0186424177144396,0.0377440950356582,0.00589263616900081,0.0353552093691305,0.00585605809209627,0.00232293433064647,0.0243857830884594,0.00926612305411416,0,0,0.00463434980072296,0,0,0,0,0,0,0
ASV4,1.44267775065426,0.581520991729043,2.01953657428442,1.21613862936479,2.10014209677031,1.40690817186184,1.14622564270509,1.15374183722434,0.988017658187933,1.28326073083433,1.56332939504461,1.6590729953669,1.96304849884527,1.95519348268839,1.84042936676413,1.68496676356769,1.2534424626155,1.28024902098604,0.740941049215792,0.896341866772508,0.549594347029573,1.19071049006101,1.35642135642136,1.63308184509598,1.17900991018173,1.42780391709946,1.7926181403499,1.45706750593755,1.0125964559124,0.886734953017862,0.797764552803908,0.411178927079987,0.303136109700356,0.577613478832688,0.391268876642081,0.473688743432952,0.513024048921032,0.542526623991733,1.06930800690227,0.849928484981846,0.957403235715749,1.29752196007893,1.29173668444509,1.17111650485437,1.16669837042673,1.32138594220197,1.25190557583037,1.34035782901057,2.33350001190561,2.30767275777061,1.41963782934709,0.805590604678249,0.611995104039168,0.938864628820961,0.974905217548294,2.00710479573712,1.45393964635947,1.20706065587955,0.992088408891122,0.58736622103708,0.865742306391613,1.17612638970158,0.431231623652401,0.424660165169331,0.277485810384696,0.265575653172552,0.41769403451956,0.319004962299414,0.826480518673488,0.826397028149149,0.43605507650606,1.75229256435753,0.357219543617873,0.399544704871193,1.12174602206913,0.611564121571535,0.537970724383836,0.822894760903356,0.954676058948929,1.53026204223362,0.868589274386376,1.67323781132801,1.74831892411143,1.18022086448332,1.2006264137811,0.661170858266728
ASV6,0.932462448593609,0.974440580735152,1.32666969559291,1.75896445534736,1.36918667662147,0.937938781241224,1.11142950712297,1.01813022887067,1.23093452923178,0.736661024943814,1.04450266262564,1.24959147970856,0.75988974148849,0.942418070727643,1.43389273841471,1.49610235710186,1.20454018994672,1.00244335107273,1.1032990805841,1.14771449361646,1.4655849254122,1.23569601034667,1.07503607503608,1.26778722185083,0.670735952839604,0.827051755856927,1.48666314354852,1.0359749967216,1.07969622106323,0.918479641073394,0.669780934707024,0.721169290073884,0.607859319451498,0.835317954004194,0.729258587103112,0.568426492119542,0.577703298641736,0.566925969515171,0.535333360507616,0.627131697656508,0.673254147040754,0.693292352828179,0.701395484766567,0.628033980582524,0.59286031323315,0.842257451708892,0.606704547204386,0.67092939481268,1.25485153701455,1.04201082674664,0.975074834770754,0.727943317480346,0.599333136369392,0.839051777916407,0.742784927655843,0.799289520426288,1.10181363825679,1.30656744829973,1.08418100380928,1.12788728334114,1.27832262428137,1.12053832650673,0.793858216269193,0.608181643584217,0.706327517342863,0.803904679873672,0.544658300518898,0.634787652252368,0.495059759305674,0.975386876974116,0.958535483490798,0.245276764998343,1.03457026293701,0.866454505331134,0.898209677091589,0.732023721275018,0.650569248092081,0.539453232147755,0.746130317916396,0.888278758024791,0.883228419460303,1.12991633810943,1.16810758885687,0.990474744791469,1.08752392552636,0.744863371971377
ASV11,1.82533922719975,0.312371073259857,1.12448886869605,1.22657758755676,1.44625611136533,0.831227183375456,0.583346978876699,0.546619098287121,0.604956438464952,0.513304292333731,0.631838495916166,1.31879962320011,0.871638232883856,0.759118681725606,0.528697881203188,0.568444831225582,0.692353228836898,0.547243699166583,0.381287182260681,0.618508963418668,0.235540434441246,1.40158011640003,1.15007215007215,1.08633368350683,0.621997354190359,0.511209156179281,0.486746585820377,0.424006644227827,0.515448195931314,0.402099382036739,0.458607964847166,0.432059106970768,0.469781615033012,0.414104432516973,0.506152078719968,0.404788562569977,0.452754748044923,0.548267646467836,0.619573635511352,0.654637473869513,0.980442351013721,1.02684106665735,0.875283115364945,0.89502427184466,1.05573521019593,1.09611149404031,0.951633020741904,0.712956292026897,1.1834178631807,0.825984191933311,0.723155804510833,0.698825584781132,0.662642974718271,0.545851528384279,0.70151909834163,0.834813499111901,2.10896974745371,1.61806697239768,1.14278538239357,1.01978307088033,0.541088941494758,0.579286132241077,0.833061091146684,0.510018992339045,0.403615724195922,0.328380706287683,0.441614838258566,0.589675839401946,0.78712430349856,0.907844812173464,0.373200290703384,0.238647663241631,0.306467040153038,0.311273200306627,1.2294498973765,0.532802075611564,0.462905041911673,0.557739782390052,0.57929372509037,0.920579803771147,1.09793588054458,2.00980863544572,2.07108549471662,0.850062616219498,0.77431703497477,0.451939574005105
ASV16,0.63117151591124,0.471503506807332,0.538391640163562,0.74638551072603,0.899544808651044,0.72311148553777,0.485099066644834,0.717698358056373,0.668021395370565,0.750534113925807,0.681495179877057,0.495991695022781,0.59412947925203,0.672097759674134,0.875155204870429,0.898031736626734,0.782436362700435,0.838437594135958,0.920767982693348,1.38751074948733,1.12535985344151,1.58152219754267,1.16017316017316,1.73574634705377,1.66639589667417,1.53688357781287,1.46997468917754,1.32447436289723,1.3389453136914,1.19148395835097,1.04733260809283,1.06810150979762,0.803072625698324,0.796217964667828,0.720933717387323,0.947377486865903,1.01428823425648,0.953009731033097,1.03398143996522,1.01221256463857,1.11611714110178,0.988421843074935,0.892818002484109,0.95873786407767,0.979646186037664,1.19529949733537,1.21494895366563,1.2638088376561,0.497654594375789,0.607416067298651,0.654989478675795,0.630884208482966,0.43050690077238,0.212102308172177,0.407500064477858,0.66607460035524,1.74927113702624,1.67430994202648,2.44882581941479,1.34769918201146,1.62326682448427,1.11468695143359,1.08787977785038,0.576172083395574,0.449863359260038,0.518590295722079,1.02859456077724,1.41457756009538,1.75445864490337,1.67067283815729,1.9583194201646,0.448569218870843,0.866696597630249,0.387930033217961,2.14188461460302,0.55596738324685,0.706868509946203,0.763463472615891,0.815645564927241,1.00133241813704,0.961303859854585,0.899124915857294,0.987512007684918,0.777959090736594,1.25282756220637,0.694647863748588
ASV8,0.521211321501616,0.371309011610774,0.308950477055884,0.294900568923222,0.561161821728764,0.894411682111766,0.959963975765515,0.838705639356575,0.838530352930185,0.664520962237452,0.366432081642438,0.363342753330642,0.312895775907025,0.459174226995001,0.344454680177835,0.705464106504712,0.947159807479474,1.15306088295344,1.01811790156842,0.919494608718661,0.444909709500131,0.822391542722186,0.497835497835498,0.520485149460415,0.468818901292733,0.44771502531625,0.36575529163074,0.496860019524705,0.733522432671486,1.13222720731398,1.59766216590943,1.40057822036621,1.69978415439309,1.0414815341414,1.2187609263915,1.1024028938076,1.2671253013465,1.61609782702299,1.40219296457832,1.01496314225987,0.803809133729265,0.710755636274732,0.42083729085994,0.482402912621359,0.551645425147422,0.479128490493082,0.505073836251367,0.430775696445725,0.6000428602043,0.912394845858642,1.49669541507365,2.85030250088971,3.04309289663614,1.4410480349345,2.25156681195677,1.6607460035524,0.636098595282269,0.817686250757117,0.958600192557244,0.61619401102663,1.03483260060873,0.924517261556466,1.29042796471741,1.89923390452615,1.28232079041413,1.24354005167959,1.79958046590365,1.32113166204808,1.42718064502765,0.846262341325811,0.946750211152796,0.57452215224837,0.868648616994281,1.17772770563776,0.808795139100571,1.99221645663454,2.39584636556987,1.67321934717016,1.91398646769858,1.07400977106634,1.16625189088957,1.34628329647081,1.38712776176753,1.38894159614436,1.8400904819906,1.61526551449973
ASV5,3.42855886169207,2.1414117600833,0.676965015901863,0.263583694347304,0.251679872835433,0.240101095197978,0.188308498444408,0.48611545763702,0.588606264452386,0.874004605865542,0.791082344480403,0.997750735336525,0.795276763763689,0.907239400111091,1.07942484078984,0.794341474253338,0.772141147401745,1.23004317702581,0.974851270957274,1.05841106039558,0.601936665794295,0.995304636320184,0.744588744588745,0.716263967147359,0.52452015689187,0.325610927502727,0.477011654103969,0.354067403942825,0.256199103303138,0.209514941166511,0.134382799001728,0.212014134275618,0.22695530726257,0.339458998329364,0.41457851184629,0.689001808629748,0.590933145175516,0.548267646467836,0.573377355670593,0.687644405325118,0.944603727216875,0.77187712833767,0.933732739095492,0.779733009708738,0.653097457358443,0.697678328261856,0.659059761937759,0.598883285302594,0.881015310617425,0.792944824255979,0.761684597374115,0.705296192047624,0.527581986240662,1.12289457267623,0.698939984009491,0.643872113676732,0.496005452273674,0.268235701306568,0.246975595462347,0.317105689885049,0.304362529590802,0.295494441193681,0.153544593270173,0.160047800943215,0.117721252890477,0.122021246052254,0.123284142347183,0.161113617322936,0.105640367048491,0.254276008661277,0.184635933295359,0.070710418738261,0.0839368326533799,0.0650421612581012,0.310918734377858,0.282616753150482,0.087576629550857,0.178293864862394,0.162202243025304,0.109016029393952,0.112233445566779,0.158669102798346,0.169068203650336,0.0910781374520891,0.0913520097442144,0.0376616311670921
ASV17,0.241912427701172,1.59525353136481,0.467969104952294,0.639386189258312,0.514197634931721,0.359449592811008,0.343867692811528,0.406834825061025,0.224230957886623,0.460586554202159,0.782520847245766,0.595959013399466,0.787826864337331,0.735049064987965,0.554732246565466,0.490677134445535,0.769567343577073,0.319643873213509,0.346133044889129,0.792154528014818,0.366396231353049,0.492029128124385,0.666666666666667,0.933530703848725,0.92835425998561,1.00125360207089,0.685617333741273,0.597397677434396,0.603897886357398,0.613730635740286,0.460741025148781,0.19434628975265,0.204735906551549,0.398108982333914,0.223106508383144,0.381104125398329,0.408655259598989,0.262651778281712,0.809793611326241,0.629882275277808,0.414704075363506,0.702023994551456,0.395996200774458,0.339805825242718,0.472386024982563,0.803590941949801,0.620563280516161,1.35236551392891,0.266685715646356,0.35835006480799,0.382324175335645,0.232941861593711,0.337652471194024,0.106051154086089,0.201170917906791,0.746003552397869,0.397561622051418,0.423985463355542,0.539997488383775,0.64502180101618,0.61887047683463,1.12931538911644,0.643580529238811,0.271014276263844,0.445659028799664,0.276342233706575,0.32017075773746,0.418895405039634,0.830623278165586,0.4469695464749,0.355522382196382,1.52690310462932,0.655878506314783,0.411159376524426,0.699059115202504,0.296515937731653,0.48792693606906,0.649172533601536,0.537584576883863,0.985181895263859,0.785634118967452,1.01452062698336,1.07204610951009,1.02083412394217,0.791717417783191,0.560739841821149
