ASV,MQ181123-181,MQ181123-182,MQ181123-183,MQ181123-184,MQ181123-185,MQ181123-186,MQ181123-187,MQ181123-188,MQ181123-189,MQ181123-190,MQ181123-191,MQ181123-192,MQ181123-193,MQ181123-194,MQ181123-195,MQ181123-196,MQ181123-197,MQ181123-198,MQ181123-199,MQ181123-200,MQ181123-201,MQ181123-202,MQ181123-203,MQ181123-204,MQ181123-205,MQ181123-206,MQ181123-207,MQ181123-208,MQ181123-209,MQ181123-210,MQ181123-211,MQ181123-212,MQ181123-213,MQ181123-214,MQ181123-215,MQ181123-216,MQ181123-217,MQ181123-218,MQ181123-219,MQ181123-220,MQ181123-221,MQ181123-222,MQ181123-223,MQ181123-224,MQ210219-267,MQ210219-268,MQ210219-269,MQ210219-270,MQ210219-271,MQ210219-272,MQ210219-273,MQ210219-274,MQ210219-275,MQ210219-276,MQ210219-277,MQ210219-278,MQ210219-279,MQ210219-280,MQ210219-281,MQ210219-282,MQ210219-283,MQ210219-284,MQ210219-285,MQ210219-286,MQ210219-287,MQ210219-288,MQ210219-289,MQ210219-290,MQ210219-291,MQ210219-292,MQ210219-293,MQ210219-294,MQ210219-295,MQ210219-296,MQ210219-297,MQ210219-298,MQ210219-299,MQ210219-300,MQ210219-301,MQ210219-302,MQ210219-303,MQ210219-304,MQ210219-305,MQ210219-306,MQ210219-307,MQ210219-308,MQ210219-309,MQ210219-310,MQ210219-311,MQ210219-312,MQ210219-313,MQ210219-314
ASV1,2.64473472020642,5.8411214953271,5.24103180067088,4.69971178563083,4.02147971360382,4.55344125014019,4.79256080114449,6.68406629257471,5.12490423380766,3.67009145839701,3.0493586864301,2.95945433876468,3.24789111210726,2.50182651106767,2.05889226454779,2.01908788700461,2.90241267554915,5.48029964864208,4.17485076063932,4.83611477968544,3.9242190181943,4.64246424642464,3.28860220008063,5.93180315481251,7.5560398505604,4.49673408357598,5.28065937189143,2.65682499840463,2.58822571120207,3.06017398466052,2.83134130146082,2.85593186130061,3.54744074731722,7.64211705404649,6.75076788064941,9.95766762255906,9.13794835727921,8.65923452962919,7.71522912136587,10.6698479240066,11.9994616057608,7.07704251537377,6.48392699930997,1.93238803389244,2.2881813275769,1.77798155789903,1.41182984220725,1.44599768497908,2.19378427787934,3.99068165704446,4.48730189039526,6.48109870929218,5.16672898466977,6.91294487090021,6.6407589438793,6.1027294856112,7.16986872989655,8.19901295796562,5.25569921444443,4.66339183311333,3.68371070125456,4.8488144195584,4.48502322601313,4.38697185533504,3.43124249889457,6.50501179245283,7.21059905637897,5.79062272585508,6.0418466263557,5.4904119644004,5.9192227837192,6.92953632712669,6.58124904096977,8.55475991421613,10.7897195405668,9.80398911433394,11.553411070902,10.6570298325451,10.5877720395584,9.41522378307743,10.369951017796,10.3142655367232,12.7258979206049,12.3540989609557,10.6015065494081,8.77668683639685,10.3307815447039,9.16286712801167,7.60383140779874,7.08372869155515,5.83515319965588,5.62826783606004
ASV2,2.88394344998119,1.83432983107912,1.43989219118487,1.2437358813907,1.19630071599045,1.10658342367939,0.947782546494993,0.999608508417069,0.687004684693737,1.09561987162909,0.970704197235115,1.10647972716938,1.14104079220832,0.912268230555062,0.731479317597569,0.940606951912619,0.864241987756572,1.02092678938413,1.33641440400539,1.67847280585905,1.43108479231033,1.8010372465818,2.16840407763635,1.35071313875508,1.27957658779577,1.89187062249154,2.44706551087111,2.0293122886133,2.01600586474433,1.47217789674165,1.26958831341301,1.29980220401243,1.29313672508299,1.41697003640437,1.17376042123739,0.977741362829441,1.14287149603135,1.64838440443544,1.91941155942122,2.11613075859608,1.4839491217444,2.87658079146832,2.9362076760178,1.77243645166868,1.77010253642742,1.13607417596413,1.39337455015226,1.21449559255632,1.01803061261068,1.07363516661602,0.965656455440683,1.76840751458362,2.03609911961657,2.03681088625262,1.94307920905246,2.00541201764466,2.48630791967313,2.67425181727567,2.2674388088948,2.65521196251975,2.22921977307942,1.92139935877828,1.8620855358001,2.26955258972409,2.09462447097467,2.37765330188679,1.91583662965258,1.77513255016114,0.916594682791055,0.680796403339756,0.673796372468367,0.629791894852136,0.656743900567746,0.792410308603831,0.882961768854531,1.16090805745978,1.68543090738507,1.35629517265994,1.87947719941238,1.86867036916041,2.19804563467645,3.11911487758945,3.37051039697543,4.41021650569872,4.4639875320049,3.36796437949538,4.33962563200355,3.84891337051867,3.98656186287458,3.35536432941792,1.96380120442062,1.079440040479
ASV3,4.91856152233511,4.10982759621524,3.40125093380597,4.19079271934152,4.26312649164678,2.99824292496916,3.62660944206009,4.62482056635782,4.15405483477977,3.87698963158018,5.45740380296452,5.21599090564608,5.70112881535515,4.92269415318998,5.76069175040898,6.59037639597408,5.28868083063258,3.4251872804013,3.95532447525515,3.56825549285629,2.81925849639547,2.83514065692284,2.48228992685596,1.64588646453197,1.55043586550436,1.3252537971197,1.43527071195112,2.5781200144647,2.77149897163337,2.41416585164977,2.94820717131474,3.61684091551286,3.96433258704547,3.63763651638197,3.46643264589732,2.63006964358869,2.65749020395861,2.46810540121617,2.08048106091112,2.21870400927619,2.34201494044014,1.13387950231883,1.21350560354058,1.07859242607643,1.95718654434251,2.11421875796016,2.28384239180585,2.06036862256255,1.49836900025092,0.997670414261116,1.15114978586432,1.13913003536815,1.45144294503552,1.71987671551524,1.90307463710138,2.31555275481583,2.17551942971399,1.79539542459825,2.55086866000665,2.61409621085889,3.11890838206628,2.63512671492823,2.34562710235464,2.59179863080008,3.70917819468132,5.12234669811321,4.35829004432159,4.74581557334442,2.74978404837316,1.80016515276631,1.61201864692287,1.63198247535597,1.34417676845174,1.33401184980553,1.55342651449926,1.3710427503531,1.43412411204932,1.01424704797597,1.14192248860349,0.963737340738321,0.700273217318532,0.566148775894539,0.638941398865785,0.498924337437635,0.5417640728784,0.379609544468547,0.475488564500024,0.418913601962645,0.384679497865029,0.368092137551942,0.342465753424658,0.392983639736887
ASV4,2.00774068698597,1.56585592384048,1.49848393853726,1.44626489756706,1.68854415274463,1.02433735840592,1.1587982832618,1.19796424376876,1.18184900968338,1.47885171513883,1.25767330438688,1.63319439181508,2.0620237173479,1.71000928065083,1.93970553867726,1.95168282856136,1.51482415076221,1.75016021037279,1.71384556133256,1.33989674630808,2.12409886714727,2.11849756404212,2.44485399988481,1.0437328799471,0.762764632627646,1.50625639411348,1.31874378286202,0.918933866541873,0.926548149958254,1.44386678334277,1.15006640106242,0.94659508335688,0.84922411796495,1.12573508821059,1.45458534444932,1.80527106377168,2.1953179945745,2.22367950399428,2.26839547931599,1.88645587120368,1.06332862238374,1.57721617259485,1.73697860898946,1.12614559916998,0.805900341788091,0.860971012277753,1.12115899234105,1.20203009527202,1.27970749542962,1.22556467132584,1.33664311628795,1.29070782233246,1.93752336925116,1.71551523610142,1.78306092124814,1.80400588155342,1.85929757454577,2.21476673230739,2.47388771279108,1.90647248490619,2.16424251511971,1.81603960620376,2.2475172192856,1.8947514003181,1.54759648790348,0.99498820754717,0.960301196206453,0.826489240045743,0.868605432383146,0.851454261858886,0.705135738629686,0.753924790069368,0.863894429952432,1.20679001126822,1.01302460202605,1.55878604154466,1.55140061653934,1.50798608012849,1.16009632131336,1.38190133943156,1.28485982228567,1.39241996233522,1.21550094517958,1.15347644985582,1.28761735129318,1.49560452106405,1.35672737070673,1.12481773786655,1.10531242386552,0.82452638811635,1.10680960889418,0.912464159217406
ASV5,0.849325377627265,1.23788239391653,1.215778757562,1.12948874406045,1.74821002386635,4.63568731541366,4.13447782546495,1.65731436774109,1.21199181120559,2.58387604918534,2.02375605130509,2.41379310344828,2.08036187293696,1.6349742313844,1.02360364571161,1.06775740306693,1.04669307406074,2.02638499105032,1.50202195262854,3.63068795773802,1.80655681428081,1.6030174446016,2.25191499164891,1.0579011995844,1.27023661270237,1.6841111198552,1.90990478897257,1.43583416647168,1.66167756124381,1.76301024347558,1.80610889774236,2.21410406490938,2.15394117192928,3.23438812657519,2.84115840280825,1.82712003277345,2.20536521651763,2.15512102062716,2.16906928673056,2.01355750791598,1.45029948179554,2.26162992624676,2.26283103719038,1.32068130727996,1.81687353840619,1.03418411533955,1.13038663836855,0.885050307185469,1.32272287342725,1.4990377798035,1.57396546550642,2.41146479261403,3.18501648594446,3.26384042800651,2.94176477311693,2.6466990399229,3.08941145788055,2.48583862105852,1.2456916913064,1.62731817099825,1.23956615184685,1.12383736079484,1.11124459394522,1.32770901044188,1.67393089507927,2.3157429245283,2.05404374970214,1.9700592577191,1.5740474133794,1.22029543994862,1.18893720374505,1.09346476816356,1.00199478287556,1.15771873068954,1.1723973694334,1.15057356436667,1.65192333467364,1.2046042651914,1.48571082403186,1.31874115212893,1.30208974327418,1.54778719397363,1.55198487712665,1.68444179978944,1.71063861367769,1.24158008905126,1.81002646886342,1.65019557016224,1.71438829548515,1.46255275987305,1.26728873006419,1.09799291617473
ASV6,0.650432725904424,0.615313171184768,0.624002109302905,0.784150806221276,0.715990453460621,0.717783842386631,0.625894134477826,0.730784288137805,0.631114906871303,0.691227987680154,0.838448869591256,0.890488821523304,0.88226904111822,0.548940623580752,0.516475812105632,0.729200177704245,0.801824510863042,0.607694517490553,1.19391488542268,1.10697562732621,0.744507380707175,0.980669495520981,0.924379427518286,1.3082081798432,1.72166874221669,0.775950263634217,0.841267585618872,1.34436621216311,1.05687580182051,0.751531373861121,0.826029216467464,0.970815000201833,0.872384775727631,0.828899467936152,0.710838086880211,1.45295643861805,1.00974580528484,0.97174198163825,1.11406405197176,1.1260759042055,1.7800659532943,1.12570739779762,1.15877888024365,0.819211481929794,1.29519697787372,0.830403994090377,0.927378425763588,1.29997328822011,1.11481521310535,1.53955231439279,2.31593878720096,2.39768499379909,1.82875012746864,1.88561293324029,1.66161847068236,1.34064820649689,1.69194992610623,1.95706610264265,1.86153926903091,1.81342104693688,1.55945419103314,1.52261835978656,1.36853275668749,1.48814051587027,1.24313056660982,1.08048349056604,1.48453509984273,1.46584884083585,1.63163451386889,1.07349298100743,1.18110236220472,1.20299379335524,1.40555470308424,1.47577332703282,1.67799373500156,1.76030865686038,1.66867712102935,1.56152404747033,1.54780475245725,1.37318958945878,1.44115981982425,1.3771186440678,1.24385633270321,1.52194809355976,1.39893873613121,1.44993720744377,1.22834545829173,1.19656537135186,1.23353892315386,1.23515361711874,1.06875785851367,1.17726429414741
ASV7,0.0215019082943611,0.0638532536135137,0.0292958736761927,0.0155791550904889,0.035799522673031,0.0186922875621519,0.0143061516452074,0.0260994388620645,0.0270029263636478,0.0117555780217713,0.0124769177022508,0.0151572565365669,0.028526019805208,0.00592381967892897,0.0140219677494742,0.0214470640501249,0.0120033609410635,0.0596645526263452,0.0577700751010976,0.0552287189338456,0.0300377617576382,0.044004400440044,0.0431953003513218,0.0495891187305186,0.0716064757160648,0.0362005193987566,0.045473923546966,0.0106358086405309,0.0122182173620869,0.0231636382354455,0.0212483399734396,0.0302748960561902,0.0115803288813402,0.0672080649677961,0.0570425625274243,0.17206063088898,0.208479855320004,0.250387504471205,0.279187135915814,0.385764616688222,0.393700787401575,0.255378266288026,0.221286315939753,0.0713297596403251,0.0647598488936859,0.0560395333435224,0.0276829380824952,0.0284925652212626,0.0573538373301789,0.0405145345892839,0.0845631359284214,0.20669698222406,0.146164043645263,0.248604326587579,0.237169962281404,0.201406136091238,0.323828566460923,0.258916198672599,0.0874783491085956,0.106035359546428,0.0549807567351427,0.0657082327884082,0.0490549415345187,0.0373418159186778,0.0404270102962542,0.0692806603773585,0.0405089834628032,0.0493814325813494,0.11037527593819,0.0587209835764749,0.0744309946331336,0.0784958013873677,0.0889980052171244,0.0999600159936026,0.128230962281778,0.168796720520858,0.177590135370594,0.217126200886351,0.17416589680292,0.185124686921485,0.174760627169124,0.234227871939736,0.293005671077505,0.254039456218245,0.218932056848121,0.159835597670967,0.20446008273501,0.12266530886199,0.119250644338159,0.0752543925661748,0.0661769571835087,0.0640917524034407
ASV8,0.916518841047143,0.875079816567017,0.974087799733408,0.784150806221276,0.751789976133652,0.519645594227822,0.572246065808298,0.542868328330941,0.654349983044674,0.67241906284532,0.671258172381095,0.600606290261463,0.611271852968744,0.440337262800387,0.413648048609488,0.367663955144998,0.369703516984756,0.399973482421055,0.300404390525708,0.307359827110097,0.401218674905596,0.49033474776049,0.486667050624892,0.472277321243034,0.389165628891656,0.572912567875974,0.537160721898536,0.442449639446087,0.441892194595475,0.393781850002574,0.361221779548473,0.337060509425584,0.277927893152166,0.148417810137216,0.241333918385257,0.21575856889253,0.311463880237114,0.345773220460236,0.378513328501248,0.39468402979084,0.413890571370886,0.649682309436738,0.656720679563138,0.628998789555594,0.557654254362295,0.621529369809975,0.489065239457414,0.400676698424005,0.480338387640248,0.30892332624329,0.196404702801495,0.197510449680768,0.336517216764676,0.348918353105373,0.365756086409875,0.507840011861957,0.399895679387986,0.39627549655994,0.846790419371206,0.763887386120188,0.94716849102814,1.00035119917525,1.09522665385231,0.922481156213263,1.33914471606342,0.925707547169811,0.683886956107325,0.65495373739474,0.662251655629139,0.761537755757409,0.728640263250676,0.797736400146039,0.707380696639558,0.728799389335175,0.815182545934163,0.707912776878294,0.727114327838091,0.883376461140359,1.12374865589362,1.02907546553414,0.891033056834125,0.820386064030132,0.584120982986768,0.521810774934774,0.526921221566663,0.436693686493892,0.60387047691503,0.722105214432847,1.15660302358085,1.47073258515198,0.770961551187876,0.720188902007084
ASV9,0,0.00580484123759215,0.00146479368380964,0,0.00894988066825776,0,0.0286123032904149,0.0156596633172387,0.00376785019027643,0.00470223120870853,0.00499076708090033,0.0189465706707086,0.0183381555890623,0.106628754220722,0.607618602477214,0.258896701747936,0.69379426239347,0.603274920999713,0.300404390525708,0.295353583863609,0.506350841057329,0.421184975640421,0.552899844496919,0.252668366865023,0.26774595267746,0.513103014086724,0.605371607218985,0.285039671566229,0.80029323721669,0.280537396407062,0.254980079681275,0.222015904412062,0.111943179186289,0.0280033604032484,0.107503290917069,0.147480540761983,0.354164573495429,0.775008942410874,0.279187135915814,0.0624358917183249,0.0168248199744263,0.0837640713424725,0.290289575748923,4.59536572713125,0.125921928404389,0.0764175454684396,0.235304973701209,0.170955391327575,0.136215363659175,0.0253215841183024,0.0627403911726998,0.0275595976298746,0.0577857846969645,0.0407071411956269,0.0314321636758487,0.0481891982058791,0.06085369034165,0.104538934675322,0.1557114614133,0.14282313734825,0.0624781326535713,0.135948067838086,0.0530594265577447,0.0774496922757762,0.0619038595161392,0.175412735849057,0.142972882809894,0.122154070069654,0.38871292830406,1.17992476373979,1.01265326908763,0.292077400511135,0.40049102347706,0.225364399694668,0.0915935444869846,0.177408798098453,0.187642407184024,0.208203206329378,0.0666373866028563,0.133943155831428,0.187067713589485,0.0976930320150659,0.0812854442344045,0.0801025312399872,0.0556606924190137,0.0256878639114054,0.0633984752666698,0.0972064711736524,0.132073294266993,0.346824591826719,0.221692806564754,0.369370888851408
ASV10,0.0618179863462882,0.111743193823649,0.076169271558101,0.0752992496040298,0.0596658711217184,0.0785076077610378,0.0679542203147353,0.0809082604723999,0.0671933283932631,0.0893423929654621,0.0499076708090033,0.0322091701402046,0.0570520396104161,0.0355429180735738,0.0303809301238607,0.0398302618073747,0.0456127715760413,0.148056482443153,0.107837473522049,0.160883659502942,0.154479917610711,0.16030174446016,0.23037493520705,0.368376310569566,0.566625155666252,0.289604155190053,0.363791388375728,0.123375380230159,0.0957093693363472,0.100375765686931,0.100929614873838,0.123117910628507,0.108083069559176,0.296835620274433,0.175515577007459,0.34412126177796,0.366723600924344,0.339811613210922,0.408042737107729,0.432591535476966,0.477824887273706,0.263550370809243,0.297427844005044,0.0734912675082137,0.0431732325957906,0.0356615212186051,0.023069115068746,0.0249309945686048,0.0501846076639065,0.0253215841183024,0.141847840912191,0.353681502916724,0.282130595873415,0.379448709002094,0.400045719510801,0.292842050635727,0.39446231417891,0.429095859771959,0.176706265199363,0.170954967431997,0.109961513470285,0.117821658793008,0.0971087618132308,0.0733006016181454,0.0619038595161392,0.104658018867925,0.0619549158842873,0.0987628651626988,0.0623860255302812,0.045875768419121,0.0587613115524739,0.0584154801022271,0.0506367960718122,0.085420377303624,0.128230962281778,0.139515656757036,0.113925747218871,0.10707593468368,0.130245801087401,0.100185124686921,0.087380313584562,0.12241054613936,0.175803402646503,0.224287087471964,0.166982077257041,0.185523461582372,0.201290158971677,0.138866387390932,0.123097439316809,0.0736184275103884,0.087684468268149,0.141676505312869
