Sample,SeqRun,LibID,Read no,ID,Period,Line,SampleContent,Mean,Plant,Date,Week,Year,V13,Configuration,Design,Design2,ReturnSludgeSidestream,PrimarySetling,Digester,lat,long,Solids_AerationTank_PointMeasurement,SolidsFraction_AerationTank_PointMeasurement,SVI,DSVI,ExtractionConc,LibraryConc,V28,V29,V30,SSelect,week_mean_temperature
MQ220601-234,MQ220601,LIB-Damhusaaen-LT-B-217,,"",Summer,B,AS,Activated sludge,Damhusåen-B,2021-08-11,32,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-235,MQ220601,LIB-Damhusaaen-LT-B-219,,"",Summer,B,AS,Activated sludge,Damhusåen-B,2021-08-19,33,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-236,MQ220601,LIB-Damhusaaen-LT-B-221,,"",Summer,B,AS,Activated sludge,Damhusåen-B,2021-08-25,34,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-237,MQ220601,LIB-Damhusaaen-LT-B-223,,"",Summer,B,AS,Activated sludge,Damhusåen-B,2021-09-01,35,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-238,MQ220601,LIB-Damhusaaen-LT-B-225,,"",Summer,B,AS,Activated sludge,Damhusåen-B,2021-09-09,36,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-239,MQ220601,LIB-Damhusaaen-LT-B-227,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-09-24,38,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-240,MQ220601,LIB-Damhusaaen-LT-B-229,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-09-29,39,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-241,MQ220601,LIB-Damhusaaen-LT-B-231,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-10-08,40,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-242,MQ220601,LIB-Damhusaaen-LT-B-233,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-10-13,41,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-243,MQ220601,LIB-Damhusaaen-LT-B-235,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-10-29,43,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-244,MQ220601,LIB-Damhusaaen-LT-B-237,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-11-03,44,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-245,MQ220601,LIB-Damhusaaen-LT-B-239,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-11-11,45,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-246,MQ220601,LIB-Damhusaaen-LT-B-241,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-11-17,46,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-247,MQ220601,LIB-Damhusaaen-LT-B-243,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-11-24,47,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-248,MQ220601,LIB-Damhusaaen-LT-B-245,,"",Fall,B,AS,Activated sludge,Damhusåen-B,2021-12-10,49,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-249,MQ220601,LIB-Damhusaaen-LT-B-247,,"",Winter,B,AS,Activated sludge,Damhusåen-B,2021-12-16,50,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-250,MQ220601,LIB-Damhusaaen-LT-B-249,,"",Winter,B,AS,Activated sludge,Damhusåen-B,2021-12-22,51,2021,,"","","","","","",,,,,,,,,,,"",,
MQ220601-251,MQ220601,LIB-Damhusaaen-LT-B-251,,"",Winter,B,AS,Activated sludge,Damhusåen-B,2022-01-05,1,2022,,"","","","","","",,,,,,,,,,,"",,
MQ220601-252,MQ220601,LIB-Damhusaaen-LT-B-253,,"",Winter,B,AS,Activated sludge,Damhusåen-B,2022-01-13,2,2022,,"","","","","","",,,,,,,,,,,"",,
MQ220601-253,MQ220601,LIB-Damhusaaen-LT-B-255,,"",Winter,B,AS,Activated sludge,Damhusåen-B,2022-01-19,3,2022,,"","","","","","",,,,,,,,,,,"",,
