ASV,MQ181123-127,MQ181123-128,MQ181123-129,MQ181123-130,MQ181123-131,MQ181123-132,MQ181123-133,MQ181123-134,MQ181123-135,MQ181123-136,MQ181123-137,MQ181123-138,MQ181123-139,MQ181123-140,MQ181123-141,MQ181123-142,MQ181123-143,MQ181123-144,MQ181123-145,MQ181123-146,MQ181123-147,MQ181123-148,MQ181123-149,MQ181123-150,MQ181123-151,MQ181123-152,MQ181123-153,MQ181123-154,MQ181123-155,MQ181123-156,MQ181123-157,MQ181123-158,MQ181123-159,MQ181123-160,MQ181123-161,MQ181123-162,MQ181123-163,MQ181123-164,MQ181123-165,MQ181123-166,MQ210129-1,MQ210129-2,MQ210129-3,MQ210129-4,MQ210129-5,MQ210129-6,MQ210129-7,MQ210129-8,MQ210129-9,MQ210129-10,MQ210129-11,MQ210129-12,MQ210129-13,MQ210129-14,MQ210129-15,MQ210129-16,MQ210129-17,MQ210129-18,MQ210129-19,MQ210129-20,MQ210129-21,MQ210129-22,MQ210129-23,MQ210129-25,MQ210129-26,MQ210129-27,MQ210129-28,MQ210129-29,MQ210129-30,MQ210129-31,MQ210129-32,MQ181123-87,MQ181123-88,MQ181123-89,MQ181123-90,MQ181123-91,MQ181123-92,MQ181123-93,MQ181123-94,MQ181123-95,MQ181123-96,MQ181123-97,MQ181123-98,MQ181123-99,MQ181123-100,MQ181123-101,MQ181123-102,MQ181123-103,MQ181123-104,MQ181123-105,MQ181123-106,MQ181123-107,MQ181123-109,MQ181123-108,MQ181123-110,MQ181123-111,MQ181123-112,MQ181123-113,MQ181123-114,MQ181123-115,MQ181123-116,MQ181123-117,MQ181123-118,MQ181123-119,MQ181123-120,MQ181123-121,MQ181123-122,MQ181123-123,MQ181123-124,MQ181123-125,MQ181123-126
ASV1,1.00624166268671,1.20541611624835,2.04128900761237,2.41601346845517,2.56385597784275,2.49009286094517,1.74425934263845,1.61323026232417,1.2433290613822,1.4319864460278,2.38745946558292,2.07739402720008,1.87543065999581,1.53268771487809,1.66737214053039,1.34842747855653,0.95235533076861,1.34666394613344,1.50785553968578,1.32239854202783,1.79640718562874,1.54875822777809,1.5311646130845,1.640656262505,1.33984113312279,1.85277546873557,1.47138854735654,1.07280199376124,1.07972155886388,1.37366355393152,1.46849374190764,1.58298059825967,1.32330220998186,1.60483534806169,0.941035992494456,1.29247572815534,1.51631971215626,1.3137727173199,1.15483319076133,1.95946551878755,2.44643592913061,2.11743863175647,2.71376506868517,2.37886249014386,2.13817222367422,2.2059393056868,2.41903960068557,2.72886006485408,2.84588217228848,2.25978037062457,2.3022039920275,2.08356988758942,2.14555595537963,1.78611645271382,1.85734533109199,1.77866080087041,2.4177642043647,2.28340570940414,2.43443772010805,2.81434329106917,2.29220878616256,2.97471201423794,2.26598039425069,2.65102965051696,3.26045717537703,3.29685470220053,3.08951534907046,3.14543316346531,3.30470347648262,3.38582810933863,2.46427831849244,1.89704465399864,2.21654483949566,2.67850590738974,2.09987023273843,1.39719155121082,1.39319727891156,1.47376989482253,1.49103635071535,1.08918950346913,1.04306300268097,0.836089484171819,0.620623369490595,0.998437228685536,1.03019538188277,1.51889701572415,1.64454200202084,0.962695547533093,0.754878603742271,0.846699428186144,0.93582590526152,1.22522310252408,1.3087996476838,1.02734001003024,1.21821737915619,0.96849173553719,0.771482380703864,0.854488651645874,0.723577235772358,0.756369426751592,0.76853409237935,1.10029996723047,0.710826113650317,0.712001995419605,1.31991200586628,1.82674838786959,1.80018977904297,1.93012116089039,2.20929512964911,2.18479745106964,1.83551248057054
ASV2,0.923897827769635,0.891677675033025,0.944984018652626,0.995922294010254,1.25403908293584,1.04887521933716,1.10490769923458,1.11012545938411,1.10943208554104,1.4389491029777,1.67235446551211,2.00962751787634,1.66272207076305,2.17305723958743,2.43112427995657,1.67684104783247,1.58994915391031,2.040399918384,1.57518873699245,1.6246610659199,1.61599877168739,1.47408595608164,1.47445481259989,1.62731759370415,1.19150157909848,1.08432622148333,1.3313042952452,0.691544669824556,0.894263502870789,0.88645283529571,1.10271903323263,1.07944800239178,1.68603479545913,1.91746561067111,1.75129356911355,2.1753640776699,2.42611153945001,2.72826800963433,3.57142857142857,3.08940902161241,0.234342810053564,0.197604892424578,0.31398934679002,0.153235044705952,0.292474081818069,0.281938871934689,0.753224884986619,0.723372412072836,0.473460613195475,0.880233356211393,0.91423784626939,0.503860565459294,0.925092959097997,1.17803994941358,0.791061010580441,0.910617564275408,0.578990901571547,0.551719228304976,0.429103839710056,0.337306049021812,0.206643196081433,0.267939214957658,0.0982423168101147,1.46970862172093,1.9918429289576,2.21233712553635,2.23340616828456,2.53704429635437,3.34151329243354,3.61177649796986,2.31517912611307,1.96654504098943,2.24966290540061,2.75005503779262,2.64758919392622,1.93872049136132,1.84489795918367,1.7222543538333,1.40119872886469,1.44579247257646,1.35304959785523,1.02302841060827,0.837566936701909,1.0027782601146,0.863232682060391,0.779836387267769,0.595798055816871,0.33894905736061,0.347993682576224,0.376022716958625,0.346766843754863,0.444732424233499,0.602791004926922,0.472637193963618,0.704107292539816,1.01645513577332,1.20714301921899,1.21862909399375,1.0267131242741,1.25,1.32488032086945,1.87542537369867,1.88280237396821,1.84349561234439,2.12652489834011,2.30190261334824,2.70028466856446,2.5570583262891,2.00198032056439,1.70940170940171,1.68464844107159
ASV4,0.475947365820721,0.459992451405926,0.501829748467489,0.579405944923639,0.727034928450531,0.83594566353187,0.830256641152634,0.716005575972627,0.786166529581668,0.700907466289136,1.08752601990966,1.28990045333458,0.787920548848078,1.181009369341,1.00852089736275,0.994899930453597,0.868956982593958,1.16302795347888,0.648847174046113,0.5711872694137,0.721633655765392,0.741191437579512,0.510388204361499,0.528211284513806,0.404344913388841,0.452572273021151,0.585532017817911,0.694845599036129,0.721508053452569,0.97216583209275,1.35196374622357,1.03696243961543,0.77920333176597,0.765944143393081,1.07465741741059,1.31371359223301,1.50089951169365,1.53273483687322,1.80353578557171,0.762263474127881,0.453234445817882,0.37647138987786,0.398093636108775,0.273740274037818,0.41319742622808,0.322215853639645,0.902065730522897,0.940384135694687,0.783129446690894,0.792724776938916,0.836245992085271,0.597536050868627,0.676202470912798,0.923375430937408,0.876759286726655,0.749781215260531,0.505821721702615,0.441375382643981,0.338496256026259,0.323467852138866,0.204729833154753,0.187753026539673,0.20289174123828,1.2795864308297,1.05283126244902,0.74794315632012,0.820288712970591,0.606820854566837,0.883435582822086,0.456993357457146,0.418306067508801,1.42949659606059,1.56128024980484,1.42364423570852,1.49485144176483,0.9892866352533,1.14285714285714,1.26277231540389,1.37974496842275,1.23648203418737,0.921581769436997,0.751864253579572,0.821090210078265,0.737975342941483,0.55417406749556,0.420500012742425,0.435524894602976,0.381066987565182,0.369408678427069,0.382505867251015,0.482361571120546,0.52425411598386,0.582147477360931,0.901202109390435,0.786066871565614,0.782172373081464,1.00973429239182,1.44311340078207,1.04878048780488,1.0031847133758,1.15150731013068,1.03854200801593,0.768128794597176,0.768690052379765,0.669955336310913,0.582962327057837,0.593737291581944,0.556494787264018,0.389875611114549,0.371719010772265,0.379445917527658
ASV5,0.444656708552231,0.333789394225326,0.470947917792567,0.470084068522952,0.519310663178951,0.410086551921295,0.460153084196308,0.42833607907743,0.447598462097592,0.482744215192518,0.549427207975191,0.535121746039164,0.428413074088499,0.490775004592814,0.530025581095754,0.363186770728692,0.468106857496435,0.640685574372577,0.432564782697409,0.53118193536916,0.583448487640104,0.622268930803695,0.608341496107646,0.576230492196879,0.437840941716911,0.445183337951418,0.497853385201459,0.28553037680107,0.279457344647122,0.306762304326251,0.460725075528701,0.40754669478057,0.584402498824478,0.672155064610254,0.554386762949906,0.631067961165049,0.714469288100745,0.770746660827677,0.805531793555746,0.798134696439781,0.123609394313968,0.109023388923905,0.175217269414073,0.0877754139577785,0.177973590212697,0.131674747881586,0.449529422377244,0.346719880269394,0.299431847264165,0.514756348661634,0.567607383228863,0.302316339275576,0.572747990884011,0.795176965854166,0.563630970038564,0.709572128006812,0.585353438951454,0.523243397166655,0.427394262659418,0.451471173306118,0.27743762436859,0.318788992978819,0.138820665057771,0.645133726394942,0.61652281134402,0.629846868480101,0.716409356306193,0.829478635829087,0.922290388548057,1.52897405840681,1.81196935183268,0.375933911450189,0.411610247675822,0.417369927350114,0.419636988725416,0.234428112619265,0.250340136054422,0.297752929331877,0.264149425441478,0.26357610760107,0.293230563002681,0.26705560919493,0.186736235067966,0.377669734328877,0.518650088809947,0.675348505313591,0.581861259189575,0.403128760529483,0.39885429772198,0.372132826783191,0.328983928690511,0.456513415603923,0.483058545044177,0.410328110515038,0.474993014808606,0.466720779220779,0.51280887658551,0.366209422133946,0.421602787456446,0.488322717622081,0.507180747832837,0.940233419878501,0.789958387338836,0.680256683521916,0.923271781881208,0.78061051328635,0.81604988477701,0.908706677937447,0.829259236338882,0.986193293885602,0.804608210661059
ASV6,0.42324731147379,0.436403094923571,0.784398499143029,0.874575011205492,0.848207416525619,0.964097711007275,0.889689329131022,0.952984412621974,1.02718108609576,0.842481490936942,1.29002109913763,1.36701406739263,1.12945264986968,0.784715114295462,1.0729337283987,0.734100919557994,0.608000860886175,0.742705570291777,0.534584778616609,0.500066675556741,0.506678949792722,0.459096188948504,0.487188740526886,0.501533946912098,0.355297157622739,0.387919091160986,0.515993791949691,0.727854891151859,0.797723692901784,0.875174809401363,1.19874838152784,0.967726707683593,0.802713777120978,0.765944143393081,1.03769829988059,1.17718446601942,1.1153945001285,1.30501423253777,1.57185628742515,1.13891130840283,0.88586732591677,1.01868729025774,0.862068965517241,0.737908564797596,0.963297614158235,1.00847365730485,1.80413146104579,1.84335245697181,1.88104621999283,2.06588881262869,2.05811837430313,1.82809129101851,1.85018591819599,1.88313150737141,1.36952437456739,1.35055228363963,0.96710568174588,0.656723855627536,0.545355079153418,0.5396896784349,0.447726924843104,0.471338327042303,0.435683318027465,2.03793899000256,2.53959973442094,2.37176711412038,2.68832610953899,2.26421011368091,2.04907975460123,1.88743353209996,0.958790639884034,1.29365493057859,1.36020627823907,1.6226975856755,1.36845475841381,0.991630916379492,0.923356009070295,1.01000364158259,0.776357955992974,0.736462653591224,0.628351206434316,0.573142422810658,0.554716462996018,0.633790588643862,0.507992895204263,0.47401819618237,0.679418835580642,0.601684717208183,0.647803624488048,0.759825214268117,0.813568364194101,0.960150796689542,1.17943354160359,1.10028722967736,1.04498463257893,1.22675619834711,1.1526854394046,1.32000910351106,1.15563298490128,1.02972399150743,1.05835166256954,1.20365002142623,0.911385496964322,0.913811478197773,0.649956669555363,0.634869931521891,0.517825674393385,0.655114116652578,0.621944427254162,0.619531684620442,0.710889640669288
ASV7,0.311259695986562,0.297225891677675,0.418448805645199,0.89643938648563,1.08862901984921,0.991699690463516,0.80324178298064,0.823723228995058,1.10369364371928,1.07921182723327,1.58031124768122,1.99093330840772,1.42005452530034,1.0707818282025,1.49253731343284,1.05671895525848,0.774797557235479,0.705978371760865,0.640685574372577,0.508956749788861,0.4721326577614,0.467393108025886,0.299015311646131,0.378818193944244,0.169872715092353,0.326960376835689,0.362808134964626,0.64203073165096,0.624968243483563,1.04660080299544,1.460940871817,1.40045003225756,1.11506683683751,1.04210087536474,1.02916927275829,1.58677184466019,2.24106913389874,1.95314210641559,1.98175078414599,1.12994350282486,1.0738566131026,0.490605250157573,0.777964676198486,0.437389350908252,0.730562919264708,0.566975973231298,0.999789517996211,0.940384135694687,1.01090239033629,1.16506520247083,1.03122562754557,0.631599863744749,1.16498740554156,1.00999601545311,0.875111242954613,0.912982804702098,0.658522618820386,0.551719228304976,0.453037918418983,0.437632976423172,0.267870809735191,0.422444309714263,0.352390918992803,0.826711099718021,1.15479465047899,1.40337755383222,1.61729412186123,1.66679733437868,1.84049079754601,1.39816183340978,0.753779250362394,0.396468116697468,0.702576112412178,0.934725177955529,0.960614793467819,0.607168811683897,0.892517006802721,0.76366128997708,0.589978412153555,0.391488042172177,0.47754691689008,0.345118018036525,0.263627625978306,0.303872200034728,0.44404973357016,0.389918193633885,0.404167102191561,0.208584035298837,0.182027464732179,0.224317000116697,0.228955031453531,0.315141519158837,0.546365362913215,0.393611039345907,0.61469684269349,0.872564935064935,0.755598919924667,0.838971303250367,0.679442508710801,0.785562632696391,0.670203131064821,1.40026719770109,0.783136639607067,0.743747307317294,0.83661089260716,0.676795304358242,0.591026162396638,0.637503522118907,0.640509932545331,0.561371567288727,0.493736856542013
ASV8,0.85637588313763,0.970702019248915,1.08395225668978,1.09759163906289,1.0213109709186,1.02915951972556,0.961728950923008,0.880750221771639,1.05587329520458,0.92835425998561,0.787323524830428,1.1753984203393,1.34216123910243,1.44083143059602,1.23488598928907,1.20160729464493,1.18102822092491,1.47316874107325,1.52417873903285,1.7357869938214,2.12651619837249,1.68150893301621,1.76831468783833,1.66466586634654,1.12570580916834,0.894061143437702,0.884848729163727,1.05299641849181,1.17118032620294,1.434564893761,1.36383254208028,1.32806722160155,1.11506683683751,1.00562734472697,0.884175811679081,0.831310679611651,0.822410691338988,0.674403328224217,0.823353293413174,0.784682988072819,0.80861145447054,0.994838423930634,1.13961312026913,1.10537512831575,0.959563902475451,0.887642712189983,0.583335839071474,0.561237216263407,0.465782873522035,0.456417295813315,0.583494612784887,0.776371068468264,0.808144416456759,0.925107842627722,0.716899040838525,0.846756072754796,0.925749188776484,1.21022282337866,1.43433514548501,1.53603985400702,1.54791060768407,0.876180790518472,0.6663391922773,0.570366572673673,0.595181637105188,0.582608353344093,0.696708099007773,0.725989807918463,0.903885480572597,1.31491769022986,1.41022986125492,0.856118403386564,0.934402573746836,0.836574447787481,0.962300082579166,1.14400918958201,1.29160997732426,1.2499196709723,1.21884176510814,1.68998798403039,1.7510053619303,1.65369050309168,1.21653164904572,1.23719395728425,1.28596802841918,1.09839700298173,1.32399567959305,1.45407139991978,1.5124340819659,1.48723467707428,1.21146108875897,1.12213942803287,0.869780628113732,0.990866400206684,0.840085685014436,0.723140495867769,0.998388963263824,0.832764363892165,0.924506387921022,0.968683651804671,1.00142321128218,0.872173628091049,0.98642472201378,1.00677989161244,1.06326244917006,1.2657469703927,1.32574217161448,1.25387433079741,0.860201745157497,0.963434987103626,0.912041693334553
ASV9,0.671925692923371,0.640451028495943,0.455507002455106,0.321406316618018,0.407755039236806,0.376569862581574,0.395317424583521,0.383981751362311,0.342393695365252,0.227446793696475,0.143021000014161,0.0701032855073141,0.116839929296863,0.0472403747736399,0.0883375968492924,0.227957653968009,0.347044739178392,0.216282391348704,0.532544378698225,0.55785215806552,0.437586365730078,0.329111123402843,0.317059339073053,0.344137655062025,0.454588955880946,0.319571441765955,0.100780037490174,0.16174553136708,0.15243127889843,0.0473677087562593,0.1629261976694,0.239177983037246,0.295559884462954,0.151104626927887,0.110877352589981,0.0515776699029126,0.0771010023130301,0.113860302167725,0.0320786997433704,0.152452694825576,0.13648537288834,0.182273478357154,0.152789458929072,0.108603478286743,0.120723344410011,0.0464734404287949,0.255585290314821,0.18957345971564,0.171469519373496,0.12697323266987,0.0765475605881164,0.0780629045077779,0.0614729519011635,0.0155917052128268,0.0395530505290221,0.191584474561839,0.133613284978049,0.129920979568591,0.194891783772695,0.167788137205722,0.086101331700597,0.107566838121687,0.0384426457083058,0.0469964966247971,0.00711372474627715,0.0393654292800063,0.0107461403445929,0.0595844766758134,0.0736196319018405,0.0322783412330326,0.0641954856077863,0.211660269471955,0.141934568164076,0.179790122550818,0.171899489357399,0.346953606676513,0.264852607709751,0.220637062742326,0.379463387816946,0.457382069072445,0.657674262734584,0.895663427761458,0.886997116572841,0.694565028650808,0.770870337477798,0.603990927393665,0.801365806069475,0.661853188929001,0.530021147308403,0.440854219882525,0.302309556093983,0.215003092510235,0.232583743910159,0.0820656221030076,0.234702430846605,0.19185360094451,0.163372739443171,0.139656135559556,0.163763066202091,0.140658174097665,0.170785353862078,0.168889112954047,0.204652431953066,0.460307022516496,0.319978668088794,0.674798858032702,0.566625999728887,0.567061143984221,0.526022649916455,0.462752237900167,0.765749291396178
ASV10,0.0559938077436142,0.0377429703717683,0.0972777666260056,0.137745564264865,0.125019233728266,0.118294197669604,0.0981539846915804,0.0874413889240907,0.0994663249105759,0.125327825098057,0.22231977229924,0.257045380193485,0.194733215494772,0.181088103298953,0.228205458527339,0.179661540839193,0.13182319550187,0.150989593960416,0.108141195674352,0.126683557807708,0.0921234454168586,0.0967973892361303,0.152085374026911,0.14672535680939,0.0765623504641593,0.116375727348296,0.138068651361538,0.24261829705062,0.284538387277069,0.268417016285469,0.415407854984894,0.361914053280043,0.295559884462954,0.317840766986244,0.241655768465344,0.458131067961165,0.755589822667695,0.678782570615284,0.556030795551754,0.282485875706215,0.285846724351051,0.262337529598147,0.367255396691898,0.156210482467233,0.285006658452501,0.300528248106207,0.484108608713955,0.556248441007733,0.54511951681425,0.605696636925189,0.547387272884832,0.360508686272283,0.643216984526808,0.731077733312544,0.593295757935331,0.567657702405449,0.591715976331361,0.41289955150566,0.355592026532636,0.368441992008441,0.225776825348232,0.353992685455008,0.382290754543707,0.903614457831325,1.29706914540453,1.44077471164823,1.22326897589283,1.3139945119561,0.942740286298568,0.778077909722576,0.316835783806171,0.306433524459398,0.454190618125044,0.615505980773465,0.682542090095556,0.501676161005228,0.620408163265306,0.625495362337468,0.560479491545878,0.344974611419047,0.435656836461126,0.398529139875511,0.293834958121653,0.238756728598715,0.309058614564831,0.372078799153903,0.390230305564266,0.27276373846771,0.238241828840646,0.224317000116697,0.233400760219619,0.344593997584897,0.403236905122347,0.290269144845823,0.361367234795567,0.416912632821724,0.322207347235143,0.310346967910124,0.21486643437863,0.262738853503185,0.207012550135852,0.414660583297623,0.17327239238693,0.126981247590758,0.179988000799947,0.135758350136757,0.13826758845059,0.116229923922232,0.0835447738102605,0.111262833156324,0.102861845112919
ASV11,0.520413036675944,0.432864691451217,0.375214242700307,0.347643566954183,0.382751192491153,0.416001261804775,0.456551103106709,0.456215942212647,0.864591901145776,0.909787174785898,1.01530749515003,1.24783848203019,1.24030078792055,1.20462955672782,1.41524191618971,1.2189938953713,0.957735869360523,0.836563966537441,0.612119975515201,0.56229719518158,0.610317825886688,0.376126998174678,0.244883229365366,0.250766973456049,0.0980955115322041,0.0812782857670638,0.0957410356156652,0.0825232302893264,0.0863777247091103,0.0789461812604322,0.125161847216228,0.14319208194993,0.275408074158662,0.281367236348479,0.193324614772275,0.315533980582524,0.359804677460807,0.429165754324502,0.605930995152552,0.681553223926105,0.100432632880099,0.0766570703371208,0.088309503784693,0.120505229331865,0.0995656448742361,0.127027403838706,0.129296088041615,0.212022948366176,0.337820545631366,0.588538091969801,1.01822698518155,1.90473486998978,2.68981648074847,2.9762832839596,1.96446817627476,1.63438113484236,1.07208754851435,0.934363209226169,0.77101924983759,0.508553735448271,0.441986836063064,0.273806497037023,0.181534715844777,0.491327010168333,1.06705871194157,1.63957012951226,2.19042160690619,3.01685613484908,2.68302658486708,2.5414946570851,0.453510043487264,0.524412010930515,0.830317223759847,0.931055991781023,1.29935790484858,1.49330707738472,1.45668934240363,1.42771458560932,1.28186218640636,1.31400441877592,1.18130026809651,1.03124550627581,0.733214334752163,0.638131620072929,0.401420959147425,0.392466678559596,0.250862339291314,0.22864019253911,0.294456192949113,0.18930798853779,0.204503523240047,0.206167348982417,0.185791748093914,0.194525919058981,0.245878737077396,0.394775678866588,0.62399310203989,0.7541431320216,1.068524970964,1.31900212314225,1.79065855867512,1.81240704796955,1.91281806398799,1.86843835740686,1.61322578494767,1.2757292020204,0.932628439745154,0.764299802761341,0.754997215174206,0.611945582359784,0.4960226753223
