Sample,SeqRun,LibID,Read no,ID,Period,Line,SampleContent,Mean,Plant,Date,Week,Year,V13,Configuration,Design,Design2,ReturnSludgeSidestream,PrimarySetling,Digester,lat,long,Solids_AerationTank_PointMeasurement,SolidsFraction_AerationTank_PointMeasurement,SVI,DSVI,ExtractionConc,LibraryConc,V28,V29,V30,SSelect,week_mean_temperature
MQ181023-237,MQ181023,LIB-BB-Dam-C-20180716,,Dam-C-20180716,Summer,C,AS,mean,Damhusåen-C,2018-07-16,29,2018,,"","","","","","",,,,,,,20.21835335,11.37682296,,,"",,
MQ181023-238,MQ181023,LIB-BB-Dam-C-20180731,,Dam-C-20180731,Summer,C,AS,mean,Damhusåen-C,2018-07-31,31,2018,,"","","","","","",,,,,,,12.77658902,11.84465004,,,"",,
MQ181023-239,MQ181023,LIB-BB-Dam-C-20180806,,Dam-C-20180806,Summer,C,AS,mean,Damhusåen-C,2018-08-06,32,2018,,"","","","","","",,,,,,,14.15406312,13.05864827,,,"",,
MQ181023-240,MQ181023,LIB-BB-Dam-C-20180817,,Dam-C-20180817,Summer,C,AS,mean,Damhusåen-C,2018-08-17,33,2018,,"","","","","","",,,,,,,11.86597286,18.03225132,,,"",,
MQ181023-241,MQ181023,LIB-BB-Dam-C-20180820,,Dam-C-20180820,Summer,C,AS,mean,Damhusåen-C,2018-08-20,34,2018,,"","","","","","",,,,,,,19.83903127,12.06157545,,,"",,
MQ181023-242,MQ181023,LIB-BB-Dam-C-20180823,,Dam-C-20180823,Summer,C,AS,mean,Damhusåen-C,2018-08-23,34,2018,,"","","","","","",,,,,,,16.0980888,7.425121531,,,"",,
MQ181023-243,MQ181023,LIB-BB-Dam-C-20180828,,Dam-C-20180828,Summer,C,AS,mean,Damhusåen-C,2018-08-28,35,2018,,"","","","","","",,,,,,,15.87924914,6.722074121,,,"",,
MQ181023-244,MQ181023,LIB-BB-Dam-C-20180830,,Dam-C-20180830,Summer,C,AS,mean,Damhusåen-C,2018-08-30,35,2018,,"","","","","","",,,,,,,21.06818071,4.757984423,,,"",,
MQ181023-245,MQ181023,LIB-BB-Dam-C-20180903,,Dam-C-20180903,Summer,C,AS,mean,Damhusåen-C,2018-09-03,36,2018,,"","","","","","",,,,,,,16.34002821,10.38497726,,,"",,
MQ181023-246,MQ181023,LIB-BB-Dam-C-20180907,,Dam-C-20180907,Summer,C,AS,mean,Damhusåen-C,2018-09-07,36,2018,,"","","","","","",,,,,,,18.32903759,9.204955308,,,"",,
MQ181023-247,MQ181023,LIB-BB-Dam-C-20180910,,Dam-C-20180910,Summer,C,AS,mean,Damhusåen-C,2018-09-10,37,2018,,"","","","","","",,,,,,,14.89082332,12.8325754,,,"",,
MQ181023-248,MQ181023,LIB-BB-Dam-C-20180913,,Dam-C-20180913,Summer,C,AS,mean,Damhusåen-C,2018-09-13,37,2018,,"","","","","","",,,,,,,9.742012352,15.2056871,,,"",,
MQ201009-230,MQ201009,LIB-Damhusaen-LT-C-102,30940,"",Spring,C,AS,mean,Damhusåen-C,2020-05-05,19,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-231,MQ201009,LIB-Damhusaen-LT-C-104,29805,"",Spring,C,AS,mean,Damhusåen-C,2020-05-12,20,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-232,MQ201009,LIB-Damhusaen-LT-C-106,33792,"",Spring,C,AS,mean,Damhusåen-C,2020-05-19,21,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-233,MQ201009,LIB-Damhusaen-LT-C-108,32258,"",Spring,C,AS,mean,Damhusåen-C,2020-05-25,22,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-234,MQ201009,LIB-Damhusaen-LT-C-110,35772,"",Spring,C,AS,mean,Damhusåen-C,2020-06-03,23,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-235,MQ201009,LIB-Damhusaen-LT-C-112,35248,"",Spring,C,AS,mean,Damhusåen-C,2020-06-10,24,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-236,MQ201009,LIB-Damhusaen-LT-C-114,35290,"",Summer,C,AS,mean,Damhusåen-C,2020-06-17,25,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-237,MQ201009,LIB-Damhusaen-LT-C-116,32993,"",Summer,C,AS,mean,Damhusåen-C,2020-06-24,26,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-238,MQ201009,LIB-Damhusaen-LT-C-118,35980,"",Summer,C,AS,mean,Damhusåen-C,2020-07-02,27,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-239,MQ201009,LIB-Damhusaen-LT-C-120,35425,"",Summer,C,AS,mean,Damhusåen-C,2020-07-08,28,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-240,MQ201009,LIB-Damhusaen-LT-C-122,11978,"",Summer,C,AS,mean,Damhusåen-C,2020-07-17,29,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-241,MQ201009,LIB-Damhusaen-LT-C-124,14298,"",Summer,C,AS,mean,Damhusåen-C,2020-07-21,30,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-242,MQ201009,LIB-Damhusaen-LT-C-126,14289,"",Summer,C,AS,mean,Damhusåen-C,2020-07-31,31,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-244,MQ201009,LIB-Damhusaen-LT-C-130,11666,"",Summer,C,AS,mean,Damhusåen-C,2020-08-11,33,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-245,MQ201009,LIB-Damhusaen-LT-C-132,12160,"",Summer,C,AS,mean,Damhusåen-C,2020-08-18,34,2020,,"","","","","","",,,,,,,,,,,"",,
MQ201009-246,MQ201009,LIB-Damhusaen-LT-C-134,13719,"",Summer,C,AS,mean,Damhusåen-C,2020-08-24,35,2020,,"","","","","","",,,,,,,,,,,"",,
