																																	
																																	
	Rapportperiode: 01-01-2016  -  01-05-2017																																
															Ejby Mølle Renseanlæg																		
																																	
	Kontaktfilterrapport: januar 2016																																
																																	
																																	
																																	
																																	
			Tilløb Kontaktfilter				Udløb Kontaktfilter							Skyllevand Kontaktfilter					Jern Kontaktfilter			Flow fra BF2				Slamvand Fra Kontaktfilter				KWH Kontaktfilter			
			Flow	Max time		Min time	Flow		Max time	Min time				Flow		Max time		Min time	Flow	Max time	Min time	Flow	Max time	Min time		Flow		Max time	Min time	KWH	Max time		Min time
Dato			m³	m³		m³	m³		m³	m³				m³		m³		m³	l	l	l	m³	m³	m³		m³		m³	m³	kWh	kW		kW
22 jan  søn			38000				35900							2310					0			0	0	0		1570				1888			
23 jan  man			39700				39200							0					0			0	0	0		0				1512			
24 jan  tir			38800				38000							0					0			0	0	0		0				1511			
25 jan  ons			37300				36800							0					0			0	0	0		0				1569			
26 jan  tor			37400				36800							0					0			0	0	0		0				1502			
27 jan  fre			37400				36700							0					0			0	0	0		0				1499			
28 jan  lør			35200				34600							0					0			0	0	0		0				1454			
29 jan  søn			40600				38700							1390					30			800	0	0		1240				1919			
30 jan  man			45700				42500							3920					74			1800	0	0		2630				2497			
31 jan  tir			36800				36000							0					0			0	0	0		0				1443			
01 feb  ons			36400				35800							0					0			0	0	0		0				1493			
02 feb  tor			36800				36000							0					0			0	0	0		0				1479			
03 feb  fre			38300				37500							0					0			0	0	0		0				1512			
04 feb  lør			38400				37800							0					0			0	0	0		0				1496			
05 feb  søn			43100				40500							1390					133			3300	0	0		1810				2320			
06 feb  man			37900				37300							0					0			0	0	0		0				1487			
07 feb  tir			36900				36000							0					0			0	0	0		0				1489			
08 feb  ons			36800				36100							0					0			0	0	0		0				1485			
09 feb  tor			38900				38200							0					0			0	0	0		0				1557			
10 feb  fre			35700				35100							0					0			0	0	0		0				1448			
11 feb  lør			36000				35300							0					0			0	0	0		0				1427			
12 feb  søn			33300				32500							0					0			0	0	0		0				1325			
13 feb  man			36700				34400							2630					0			0	0	0		1690				1847			
14 feb  tir			36000				35100							0					0			0	0	0		0				1459			
15 feb  ons			38100				37300							0					0			0	0	0		0				1506			
16 feb  tor			40600				39900							0					0			0	0	0		0				1582			
17 feb  fre			39400				37200							2380					6			300	0	0		1460				1927			
18 feb  lør			35200				34200							0					0			0	0	0		0				1406			
19 feb  søn			43100				41200							1140					83			2500	0	0		1060				2047			
20 feb  man			45800				44200							1180					33			700	0	0		1090				2029			
21 feb  tir			50400				46800							3230					170			12400	0	0		2620				2705			
22 feb  ons			49100				41700							6020					671			23300	0	0		6440				4163			
23 feb  tor			64800				59300							4080					740			48400	0	0		5310				4546			
24 feb  fre			46400				39300							5760					576			16500	0	0		5850				3926			
25 feb  lør			53800				48400							4260					570			28600	0	0		4740				3898			
26 feb  søn			55900				54400							1620					10			400	0	0		1170				2388			
27 feb  man			53000				48500							2920					438			16900	0	0		3630				3429			
28 feb  tir			54800				50600							4790					231			11100	0	0		3530				3337			
01 mar  ons			52500				48700							4380					241			8900	0	0		3580				3205			
02 mar  tor			48900				45500							4900					106			2100	0	0		3370				2764			
03 mar  fre			46400				46300							0					0			0	0	0		0				1787			
04 mar  lør			47100				46900							0					0			0	0	0		0				1786			
05 mar  søn			46800				43200							3720					264			13700	0	0		3360				2925			
06 mar  man			44200				43900							0					0			0	0	0		0				1741			
07 mar  tir			43700				43100							0					0			0	0	0		0				1693			
08 mar  ons			46600				43200							4810					107			3000	0	0		2450				2673			
09 mar  tor			47800				46100							1850					12			300	0	0		1280				2239			
10 mar  fre			41000				40400							230					0			0	0	0		260				2023			
11 mar  lør			38900				38400							0					0			0	0	0		0				1523			
12 mar  søn			38900				38300							0					0			0	0	0		0				1569			
13 mar  man			39400				38500							0					0			0	0	0		0				1585			
14 mar  tir			40700				40100							0					0			0	0	0		0				1609			
15 mar  ons			39900				39500							0					0			0	0	0		0				1926			
16 mar  tor			40100				39700							0					0			0	0	0		0				1564			
17 mar  fre			59600				53900							4420					609			37500	0	0		5210				4196			
18 mar  lør			48400				40900							6920					703			30300	0	0		6940				4308			
19 mar  søn			51400				45300							4390					752			37900	0	0		5570				4327			
20 mar  man			54200				46100							6120					940			48500	0	0		7200				4974			
21 mar  tir			41400				33100							5890					1046			41200	0	0		7640				4680			
22 mar  ons			31800				25800							5160					611			13100	0	0		4620				3342			
23 mar  tor			46100				43500							3020					141			5700	0	0		2140				2600			
24 mar  fre			46000				43300							3320					69			3500	0	0		2180				2422			
25 mar  lør			42500				40700							1430					35			1900	0	0		1100				1929			
26 mar  søn			44300				42100							2370					5			1300	0	0		1490				1996			
27 mar  man			44800				44100							80					6			300	0	0		80				2185			
28 mar  tir			44900				42800							1930					19			1400	0	0		1470				2075			
29 mar  ons			47800				44300							4580					9			2300	0	0		2860				2501			
30 mar  tor			38400				33300							4400					346			9400	23	0		3900				2857			
31 mar  fre			40300				40000							0					0			0	5	4		0				1568			
01 apr  lør			36900				36500							0					0			0	5	4		0				1462			
02 apr  søn			35500				35400							0					0			0	5	4		0				1418			
03 apr  man			38700				38200							0					0			0	5	3		0				1513			
04 apr  tir			39200				38900							0					0			0	4	3		0				1540			
05 apr  ons			39600				39200							0					0			0	4	3		0				1543			
06 apr  tor			39800				39100							0					0			0	4	3		0				1567			
07 apr  fre			38400				37700							70					0			0	4	3		60				1544			
08 apr  lør			35500				34700							0					0			0	4	3		0				1410			
09 apr  søn			36600				34400							2580					0			0	4	3		1600				1803			
10 apr  man			37100				36300							100					0			0	4	3		70				1524			
11 apr  tir			42500				40500							1470					142			4600	4	3		1280				2172			
12 apr  ons			41700				39600							1620					110			3100	4	3		1670				2144			
13 apr  tor			36700				36100							0					0			0	4	3		0				1461			
14 apr  fre			47200				43300							2940					576			27100	4	3		2840				3329			
15 apr  lør			59700				51400							6020					1009			59400	4	3		7770				5121			
16 apr  søn			38000				31700							5760					478			16500	4	3		5560				3437			
17 apr  man			43900				43500							0					0			0	4	3		0				1675			
18 apr  tir			44300				40800							4640					3			800	4	3		2860				2408			
19 apr  ons			39800				39200							0					0			0	4	3		0				1557			
20 apr  tor			40600				39900							70					0			0	5	4		50				1617			
21 apr  fre			43700				41800							2320					3			100	5	4		1460				2040			
22 apr  lør			37500				36800							0					0			0	5	3		0				1498			
23 apr  søn			36700				36000							0					0			0	4	3		0				1495			
24 apr  man			40400				39600							0					0			0	3	2		0				1569			
25 apr  tir			41500				39600							1350					39			900	3	2		1230				1942			
26 apr  ons			38500				34800							3250					216			4700	4	0		2890				2494			
27 apr  tor			46200				44400							910					183			10500	4	3		1330				2342			
28 apr  fre			41500				34200							7080					583			20300	4	3		6180				3864			
29 apr  lør			37700				37100							280					0			0	4	3		220				1531			
30 apr  søn			35400				35000							0					0			0	4	3		0				1424			
Antal			486	0		0	486		0	0				486		0		0	486	0	0	486	486	486		486		0	0	486	0		0
Total			20968300				19630400							1143670					82157			3806700				1061880				1162579			
Gennemsnit			43145				40392							2353					169			7833	1	0		2185				4235			
																																	
																																	
		Historian Guide																															
A		Tag Configuration			Tag EGU			Tag Compression				Tag Data																					
																																	
