																																					
	"Rapportperiode: 01-01-2016  -  01-05-2017
"																																				
											Ejby Mølle Renseanlæg																										
																																					
																																					
																																					
			Tilløb Renseanlæg												Tilløb Regntank				Afløb Regntank							Afløb		Afløb Renseanlæg									
			Flow		Max	Min		Bund-fald	COD ToT	NH4+		NO3+ NO2		PO4					Regn	Afløb		NH4+ NH3	NO3+ NO2	PO4- P	COD ToT	MKT		Flow	Max Time	Temp		Ilt	Bund-fald	NH4+ NH3	NO3+ NO2	PO4	Jern
Dato			m³		m³	m³		ml/l	mg/l	mg/l		mg/l		mg/l	m³				mm	m³		mg/l	mg/l	mg/l	mg/l	m³		m³	m³	°C		%	ml/l	mg/l	mg/l	mg/l	mg/l
03 aug  ons			71,800		6,800	1,000									6900				8.6	0						0		67,500	6,400	16.1		68		1.186	2.35		
04 aug  tor			43,200		2,800	900									0				1.2	0						0		42,300	2,700	16.1		82		0.159	1.06		
05 aug  fre			37,700		3,000	900									0				1.0	0						0		35,900	2,900	16.3		82		0.175	1.14		
06 aug  lør			38,800		4,400	800									0				1.6	0						0		36,800	4,000	16.3		83		0.186	2.40		
07 aug  søn			30,400		1,600	800									0				0.0	0						0		29,400	1,600	16.0		85		0.165	1.73		
08 aug  man			40,400		2,800	800									0				2.6	0						0		37,900	2,700	15.7		85		0.207	3.10		
09 aug  tir			37,100		2,900	800									0				0.8	0						0		34,900	2,500	15.7		86		0.201	2.26		
10 aug  ons			37,500		3,000	900									0				1.0	0						0		34,600	2,900	15.6		85		0.255	1.78		
11 aug  tor			32,400		1,700	800									0				0.0	0						0		31,200	1,600	15.4		86		0.261	2.18		
12 aug  fre			31,200		1,700	800									0				0.0	0						0		30,400	1,600	15.6		85		0.289	2.86		
13 aug  lør			29,300		1,600	800									0				0.4	0						0		28,700	1,600	15.8		85		0.257	1.64		
14 aug  søn			44,800		5,500	800									0				2.2	0						0		41,500	5,000	15.7		81		0.497	5.43		
15 aug  man			32,600		1,800	800									0				0.0	0						0		31,500	1,900	15.5		88		0.244	3.54		
16 aug  tir			32,500		1,700	800									0				0.0	0						0		31,500	1,600	15.5		87		0.239	1.53	0.090	0.030
17 aug  ons			31,500		1,700	800									0				0.0	0						0		30,500	1,600	15.9		85		0.229	0.72		
18 aug  tor			32,500		1,600	800									0				0.4	0						0		31,200	1,600	16.2		85		0.223	0.67		
19 aug  fre			32,200		1,700	800									0				0.2	0						0		31,900	1,800	16.4		83		0.222	0.79		
20 aug  lør			30,400		1,700	900									0				0.2	0						0		30,000	1,700	16.4		82		0.206	1.10		
21 aug  søn			30,200		1,600	800									0				0.0	0						0		29,700	1,600	16.2		83		0.212	2.06		
22 aug  man			71,100		6,800	1,200									2100				6.4	0						0		65,300	6,300	16.0		80		1.714	5.10		
23 aug  tir			34,400		1,800	800									0				0.0	0						0		33,500	2,400	15.9		79		0.781	3.69		
24 aug  ons			33,200		1,700	800									0				0.0	0						0		30,900	1,600	16.0		78		0.628	0.11		
25 aug  tor			33,200		1,800	900									0				0.0	0						0		31,100	1,700	16.6		81		0.623	0.26		
26 aug  fre			31,500		1,800	700									0				0.0	0						0		29,600	1,600	17.0		86		0.016	1.13		
27 aug  lør			39,800		6,800	700									1500				5.6	0						0		37,800	6,400	17.2		83		0.026	1.60		
28 aug  søn			77,100		6,700	900									1100				5.2	0						0		72,300	6,200	17.0		82		1.705	7.36		
29 aug  man			33,400		1,900	900									0				0.2	0						0		32,400	1,800	16.2		88		0.000	2.66		
30 aug  tir			33,300		1,700	900									0				0.0	0						0		32,200	1,700	16.1		89		0.000	1.75		
31 aug  ons			33,700		1,900	900									100				0.0	0						0		32,700	1,800	16.1		88		0.000	0.95	0.120	0.030
01 sep  tor			34,500		2,000	900									0				0.4	0						0		34,400	2,000	16.4		87		0.000	1.04		
02 sep  fre			35,200		1,700	1,100									0				0.8	0						0		34,100	1,700	16.4		87		0.000	1.32		
03 sep  lør			42,600		6,400	1,100									0				5.8	0						0		40,200	6,000	16.3		85		0.019	1.76		
04 sep  søn			128,700		6,900	3,100									22900				21.4	14,700		3.30	2.72	0.15	104	0		120,900	6,600	16.1		81		1.917	5.08		
05 sep  man			66,100		3,900	1,200									0				0.2	0						0		60,600	3,600	15.3		82		0.046	2.82		
06 sep  tir			36,000		1,900	900									0				0.0	0						0		35,200	1,800	15.3		88		0.000	1.52		
07 sep  ons			35,800		1,800	900									0				0.0	0						0		34,700	1,800	15.7		88		0.001	1.25		
08 sep  tor			35,400		1,800	1,000									0				0.0	0						0		34,100	1,800	16.2		87		0.001	1.13		
09 sep  fre			33,200		1,800	800									0				0.0	0						0		32,100	1,800	16.6		88		0.001	0.74		
10 sep  lør			30,900		1,700	800									0				0.0	0						0		29,600	1,700	16.7		87		0.001	0.77		
11 sep  søn			31,000		1,700	700									0				0.0	0						0		29,800	1,600	16.7		87		0.001	1.43		
12 sep  man			33,800		1,900	800									0				0.0	0						0		32,200	1,800	16.4		85		0.000	3.42		
13 sep  tir			33,300		1,800	900									0				0.0	0						0		31,900	1,700	16.4		85		0.001	2.05		
14 sep  ons			33,100		1,800	700									0				0.0	0						0		31,900	1,700	16.9		84		0.001	0.72		
15 sep  tor			33,300		1,800	800									0				0.2	0						0		32,400	1,700	17.2		83		0.000	0.68	0.160	0.040
16 sep  fre			34,000		1,900	700									0				0.0	0						0		30,700	1,600	17.1		83		0.001	1.02		
17 sep  lør			30,000		1,700	800									0				0.0	0						0		29,100	1,700	16.9		88		0.001	0.96		
18 sep  søn			30,000		1,600	800									0				0.0	0						0		28,800	1,600	16.7		90		0.001	2.06		
19 sep  man			32,500		1,700	800									0				0.0	0						0		31,900	1,800	16.1		90		0.001	6.32		
20 sep  tir			37,000		3,200	900									0				2.4	0						0		34,400	2,600	15.7		88		0.001	8.57		
21 sep  ons			38,600		3,400	800									0				0.0	0						0		36,900	3,200	15.7		84		0.022	8.14		
22 sep  tor			33,100		1,800	800									0				0.0	0						0		32,300	1,900	15.8		89		0.001	5.06		
23 sep  fre			31,000		1,700	800									0				0.0	0						0		30,000	1,700	15.8		89		0.001	2.54		
24 sep  lør			29,400		1,700	600									0				0.0	0						0		28,300	1,700	15.9		88		0.001	1.59		
25 sep  søn			29,500		1,600	800									0				0.0	0						0		28,300	1,600	15.6		88		0.001	2.23	0.080	0.050
26 sep  man			56,500		6,700	700									2800				6.4	0						0		53,500	6,400	15.4		82		1.716	7.40		
27 sep  tir			32,600		1,800	700									0				0.2	0						0		30,600	1,700	15.3		88		0.001	2.62		
28 sep  ons			31,000		1,800	800									0				0.4	0						0		29,800	1,600	15.6		86		0.001	0.75		
29 sep  tor			66,300		6,700	1,000									1200				5.6	0						0		61,300	6,300	15.8		82		1.665	3.37		
30 sep  fre			39,200		2,700	800									0				2.6	0						0		38,000	2,600	15.9		87		0.001	1.76		
01 okt  lør			40,500		5,900	800									0				3.2	0						0		37,700	5,200	15.5		87		0.024	1.63		
02 okt  søn			81,900		6,700	1,200									4600				18.8	0						0		74,300	6,500	15.3		83		1.239	6.20		
03 okt  man			93,100		6,900	1,700									12000				3.8	6,700		2.10	7.50	0.55	145	0		84,900	6,600	14.8		84		0.676	3.27		
04 okt  tir			40,200		2,400	800									0				0.0	0						0		39,300	2,400	13.9		91		0.001	0.90		
05 okt  ons			33,200		1,800	800									0				0.0	0						0		32,700	1,700	13.6		89		0.001	0.77		
06 okt  tor			33,200		1,700	800									0				0.0	0						0		32,300	1,700	13.9		87		0.002	0.75		
07 okt  fre			32,200		1,700	800									0				0.2	0						0		31,300	1,700	13.9		86		0.021	0.79		
08 okt  lør			31,800		1,800	800									0				0.8	0						0		31,100	1,700	14.2		86		0.054	1.16		
09 okt  søn			54,200		4,900	800									0				5.0	0						0		49,100	4,500	14.2		83		0.909	5.75		
10 okt  man			56,400		6,700	900			720						0				4.2	0						0		53,300	5,900	14.0		82		1.479	4.65	0.250	0.060
11 okt  tir			32,700		1,700	800									0				0.0	0						0		33,200	1,800	14.0		88		0.073	1.35		
12 okt  ons			32,700		1,800	800									0				0.6	0						0		32,800	1,700	13.9		88		0.076	1.08		
13 okt  tor			34,700		2,000	800									0				0.2	100						0		34,600	2,000	14.0		86		0.078	1.23		
14 okt  fre			31,700		1,700	700									0				0.0	0						0		31,100	1,700	14.0		86		0.082	1.17		
15 okt  lør			40,000		4,000	800									0				2.8	0						0		38,000	3,900	13.9		85		0.113	2.82		
16 okt  søn			29,800		1,700	700									0				0.0	0						0		28,800	1,700	13.7		87		0.089	4.12		
17 okt  man			31,700		1,800	800									0				0.4	0						0		31,100	1,700	13.5		89		0.088	2.54		
18 okt  tir			47,400		6,800	900									1600				7.6	0						0		43,400	5,700	13.5		85		0.103	1.56		
19 okt  ons			128,700		6,800	3,300									16400				16.6	9,400						0		117,300	6,300	13.9		80		1.593	2.95		
20 okt  tor			76,100		5,700	1,200									500				5.6	0						0		68,700	5,400	13.2		82		0.137	1.31		
21 okt  fre			114,400		6,800	2,900									15900				9.6	8,200						0		103,700	6,300	12.6		82		1.288	2.05		
22 okt  lør			57,400		4,600	1,100									0				2.2	100						0		54,000	4,100	12.2		84		0.052	1.46		
23 okt  søn			103,400		6,800	1,200									14400				18.2	6,200						200		94,600	6,100	12.0		81		1.787	3.11		
24 okt  man			77,000		4,200	1,700									0				0.2	100						0		69,200	3,700	11.9		84		0.164	1.82		
25 okt  tir			44,200		2,400	1,200			747	30.90		0.45		2.53	0				0.0	0						0		42,500	2,500	11.3		91		0.090	0.91	0.050	0.010
26 okt  ons			52,000		5,200	1,400									0				2.2	0						0		49,500	4,600	11.7		84		0.079	1.92		
27 okt  tor			42,200		2,500	1,000									0				0.0	0						0		39,700	2,200	12.5		85		0.050	2.52		
28 okt  fre			39,200		2,700	800									0				0.4	0						0		38,100	2,600	12.9		90		0.045	2.19		
29 okt  lør			34,800		1,900	900									0				0.0	0						0		33,700	1,800	13.3		90		0.050	2.87		
30 okt  søn			33,600		1,900	900									0				0.0	0						0		32,700	1,800	13.2		89		0.051	4.01		
31 okt  man			35,700		1,800	1,000									0				0.0	0						0		34,100	1,800	12.9		88		0.053	5.35		
01 nov  tir			36,700		1,900	1,000									0				0.4	0						0		34,900	1,800	12.8		86		0.056	3.54		
02 nov  ons			41,800		3,000	900									0				0.4	0						0		38,900	3,000	13.1		85		0.052	1.58		
03 nov  tor			42,300		2,900	1,200									0				2.6	0						0		40,100	2,800	13.2		88		0.049	1.07		
04 nov  fre			66,100		6,800	1,100									400				3.4	0						0		61,600	6,300	12.7		81		0.984	3.82		
05 nov  lør			87,000		6,800	1,300									9500				7.8	2,000						0		78,900	6,300	12.5		81		1.241	3.62		
06 nov  søn			45,800		3,900	1,000			471						0				0.4	0						0		43,100	3,500	12.4		81		0.042	2.42	0.040	0.050
07 nov  man			36,000		1,800	900									0				0.6	0						0		33,800	1,800	11.7		91		0.044	3.39		
08 nov  tir			37,900		1,900	1,000									0				5.6	0						0		36,400	1,900	11.0		89		0.044	5.18		
09 nov  ons			64,600		5,200	1,000									0				2.6	0						0		59,400	4,500	10.9		82		0.701	7.54		
10 nov  tor			45,700		2,800	1,200									0				0.0	0						0		44,000	2,700	11.0		87		0.070	5.58		
11 nov  fre			42,300		2,800	900									0				0.0	0						0		40,900	2,700	10.9		91		0.072	5.80		
12 nov  lør			36,100		2,200	800									0				0.0	0						0		35,200	2,200	11.0		91		0.074	3.71		
13 nov  søn			35,600		2,000	800									0				0.0	0						0		34,700	2,000	11.2		91		0.073	4.73		
14 nov  man			69,400		6,200	1,200									0				4.0	0						0		64,000	5,600	10.9		82		1.325	7.82		
15 nov  tir			41,000		2,200	1,100									0				0.0	0						0		40,200	2,100	10.6		87		0.078	2.94		
16 nov  ons			52,200		4,600	1,100									0				2.0	0						0		48,500	4,100	10.6		82		0.175	3.38		
17 nov  tor			89,300		6,700	1,400									8400				9.2	500						0		81,400	6,300	10.8		81		1.346	3.07		
18 nov  fre			116,300		6,700	2,800									1000				10.0	0						0		105,400	6,100	11.3		81		0.905	2.88		
19 nov  lør			74,200		4,300	1,700									0				0.2	0						0		66,100	3,900	11.1		81		0.155	2.02		
20 nov  søn			82,700		6,700	1,600									0				4.4	0						0		76,100	6,200	10.0		81		1.069	2.78		
21 nov  man			61,200		4,500	1,400									0				1.2	0						0		55,100	4,000	9.1		82		0.109	1.55		
22 nov  tir			45,500		2,300	1,200									0				0.0	0						0		44,000	2,300	9.5		89		0.104	0.75		
23 nov  ons			42,700		2,100	1,000									0				0.0	0						0		41,400	2,100	10.3		90		0.093	0.97		
24 nov  tor			41,000		2,000	1,100			1,289						0				0.0	0						0		39,500	2,000	11.1		91		0.119	0.96	0.050	0.040
25 nov  fre			40,000		2,000	1,100			1,289						0				0.0	0						0		38,600	2,000	11.6		89		0.133	1.36	0.050	0.040
26 nov  lør			38,200		2,000	1,000									0				0.0	0						0		37,000	1,900	11.5		88		0.126	2.76		
27 nov  søn			36,700		2,000	1,000									0				0.0	0						0		35,500	2,000	11.3		87		0.122	4.41		
28 nov  man			38,200		1,900	900									0				0.0	0						0		36,700	1,800	11.1		87		0.019	7.74		
29 nov  tir			39,600		1,900	1,100									0				0.4	0						0		37,900	1,900	10.6		85		0.000	6.00		
30 nov  ons			59,900		4,600	1,800									0				3.8	0						0		55,500	4,000	10.3		81		0.353	4.00		
01 dec  tor			51,700		5,000	1,000									0				0.4	0						0		47,800	4,400	10.6		82		0.208	2.72		
02 dec  fre			37,500		2,100	900									0				0.0	0						0		36,200	2,000	10.9		87		0.000	2.08		
03 dec  lør			35,200		2,000	1,000									0				0.0	0						0		33,800	2,000	10.9		87		0.000	3.24		
04 dec  søn			35,300		2,000	1,000									0				0.0	0						0		33,700	2,000	10.6		85		0.000	5.09		
05 dec  man			38,000		2,000	900									0				0.0	0						0		36,600	1,900	10.4		85		0.000	6.39		
06 dec  tir			36,900		2,000	1,000									0				0.0	0						0		35,300	1,900	10.3		83		0.000	5.17		
07 dec  ons			56,900		6,400	1,100			854	22.20					0				3.4	0						0		53,000	5,900	10.5		82		2.135	5.81	0.243	0.080
08 dec  tor			39,800		2,500	1,000									0				0.0	0						0		37,300	2,400	10.8		79		0.141	3.84		
09 dec  fre			61,200		4,800	1,300									0				4.2	0						0		55,100	4,300	10.8		83		0.646	4.47		
10 dec  lør			59,300		4,300	1,400									0				2.6	0						0		53,400	3,900	11.0		83		0.279	3.20		
11 dec  søn			60,000		5,200	1,100									0				1.4	0						0		55,200	4,600	11.3		81		0.290	5.76		
12 dec  man			43,100		2,400	1,100									0				0.2	0						0		38,200	2,000	11.0		85		0.001	2.88		
13 dec  tir			34,300		1,900	1,000									0				0.0	0						0		37,400	2,000	10.8		84		0.000	2.94		
14 dec  ons			37,600		1,900	1,000									0				0.0	0						0		36,500	1,900	10.5		85		0.000	3.22		
15 dec  tor			37,500		1,900	1,000									0				0.0	0						0		36,000	1,800	10.7		86					
16 dec  fre			36,400		1,900										0				0.0	0						0		35,300	1,800	10.6		86		0.000	3.63		
17 dec  lør			40,400		3,200										0				1.2	0						0		37,700	2,800	10.5		84		0.011	4.20		
18 dec  søn			35,600		1,900										0				0.0	0						0		34,000	1,800	10.5		85		0.000	6.27		
19 dec  man			37,000		1,900										0				0.0	0						0		35,600	1,800	10.4		87		0.000	5.14		
20 dec  tir			36,700		1,900										0				0.0	0						0		35,100	1,800	10.5		86		0.000	3.99	0.050	
21 dec  ons			36,800		1,900										0				0.2	0						0		35,300	1,800	10.5		85		0.000	3.92		
22 dec  tor			54,700		5,800	1,100									0				4.8	0						0		50,600	5,600	10.4		83		0.143	4.39		
23 dec  fre			71,625		6,700	1,400									2100				4.2	0						0		65,600	6,200	10.5		81		0.986	4.02		
24 dec  lør			62,075		5,600	1,500									0				2.0	0						0		56,600	5,100	9.8		82		0.230	2.96		
25 dec  søn			54,700		5,500	1,200									0				1.8	0						0		50,500	5,000	9.2		83		0.121	2.81		
26 dec  man			56,600		3,700	1,000									0				2.4	0						0		50,100	3,600	9.3		80		0.080	3.54		
27 dec  tir			36,300		1,900	1,100									0				0.0	0						0		34,900	1,900	9.4		91		0.000	2.36		
28 dec  ons			35,900		1,900	1,000									0				0.0	0						0		34,500	1,900	9.2		90		0.000	3.09		
29 dec  tor			35,900		1,900	1,100									0				0.0	0						0		34,500	1,800	9.6		90		0.000	3.00		
30 dec  fre			36,100		1,900	1,100									0				0.0	0						0		34,800	1,800	9.8		89		0.000	3.82		
31 dec  lør			37,400		2,000	1,000									0				0.6	0						0		36,000	2,000	9.8		87		0.001	5.03		
01 jan  søn			75,600		6,700	1,000									2000				4.2	0						0		68,800	6,300	10.1		82		1.245	6.87		
02 jan  man			38,200		2,000	1,000									0				0.0	0						0		37,000	1,900	9.9		89		0.000	2.26		
03 jan  tir			66,900		5,800	1,200									0				4.2	0						0		61,300	5,200	9.4		82		1.268	4.41		
04 jan  ons			40,300		2,500	1,000									0				0.2	0						0		39,000	2,300	9.6		86		0.000	2.02	0.059	
05 jan  tor			35,700		1,800	1,000									0				0.0	0						0		34,700	1,800	9.2		89		0.000	4.00		
06 jan  fre			35,700		1,800	1,000									0				0.0	0						0		34,700	1,800	8.8		87		0.000	5.98		
07 jan  lør			39,300		2,600	1,000									0				0.0	0						0		38,100	2,400	8.7		83		0.000	6.07		
08 jan  søn			34,800		2,000	1,000									0				0.2	0						0		33,800	1,900	8.9		85		0.000	5.18		
09 jan  man			40,000		2,300	1,200									0				0.6	0						0		38,500	2,200	9.2		83		0.000	7.14		
10 jan  tir			37,900		2,000	1,000									0				0.0	0						0		36,800	1,900	9.5		81		0.000	6.81	0.050	0.070
11 jan  ons			107,000		6,800	1,400									14500				12.8	6,600		6.08	3.97	0.56	253	0		96,400	6,500	9.7		81		3.071	2.91		
12 jan  tor			69,400		4,700	1,400									0				0.6	0						0		63,200	4,200	8.9		82		0.422	2.47		
13 jan  fre			43,700		2,200	1,200									0				0.4	0						0		42,600	2,200	8.1		83		0.001	2.03		
14 jan  lør			41,300		2,300	1,200									0				0.2	0						0		40,300	2,100	8.5		84		0.006	2.78		
15 jan  søn			38,900		2,200	1,100									0				0.2	0						0		37,800	2,100	8.7		86		0.017	3.45		
16 jan  man			39,200		2,000	1,100									0				0.0	0						0		38,100	2,000	8.6		87		0.023	4.19		
17 jan  tir			38,600		1,900	1,000									0				0.0	0						0		37,400	2,000	8.4		85		0.103	4.76		
18 jan  ons			38,700		2,000	1,000									0				0.0	0						0		37,800	1,900	8.7		83		0.134	3.86		
19 jan  tor			40,400		2,200	1,100			825	23.40		7.49		2.34	0				0.0	0						0		38,900	2,200	9.0		82		0.132	3.08	0.120	0.120
20 jan  fre			38,000		2,000	1,000			778	33.90					0				0.0	0						0		37,200	1,900	9.4		82		0.132	2.39	0.027	0.020
21 jan  lør			37,000		2,100	1,000									0				0.0	0						0		35,700	2,100	9.7		82		0.122	2.93		
22 jan  søn			37,400		2,100	1,000									0				0.0	0						0		35,100	2,000	9.8		82		0.121	4.16		
23 jan  man			39,300		2,000	1,000									0				0.0	0						0		38,100	1,900	9.8		86		0.123	5.82		
24 jan  tir			37,700		2,000	900									0				0.0	0						0		37,000	1,900	9.6		86		0.127	4.66		
25 jan  ons			36,500		1,900	1,000									0				0.0	0						0		35,600	1,800	9.6		86		0.132	1.83		
26 jan  tor			36,600		1,800	1,000									0				0.0	0						0		35,200	1,800	9.5		84		0.134	1.98		
27 jan  fre			36,400		1,900	1,000									0				0.0	0						0		35,200	1,800	9.4		82		0.144	4.31		
28 jan  lør			34,500		2,000	900									0				0.0	0						0		33,400	2,000	9.3		81		0.131	8.28		
29 jan  søn			41,700		3,200	1,000									0				1.4	0						0		39,500	3,000	9.1		81		0.161	8.12		
30 jan  man			49,200		3,500	1,000									0				1.8	0						0		45,000	3,400	8.9		82		0.189	8.10		
31 jan  tir			35,400		1,800	900			836	38.90					0				0.0	0						0		34,600	1,800	9.1		87		0.135	3.68	0.070	0.050
01 feb  ons			35,500		1,800	1,000									0				0.0	0						0		34,100	1,700	9.1		86		0.122	4.98		
02 feb  tor			35,800		1,800	900									0				0.0	0						0		34,500	1,700	9.3		86		0.132	5.58		
03 feb  fre			38,200		2,800	1,000									0				1.4	0						0		36,200	2,600	9.3		85		0.138	3.94		
04 feb  lør			36,700		2,300	900									0				0.0	0						0		35,900	2,400	9.4		84		0.143	3.92		
05 feb  søn			51,500		3,900	900									0				2.4	0						0		47,500	3,500	9.4		81		0.353	5.31		
06 feb  man			37,000		2,000	1,000			890	32.70					0				0.4	0						0		36,100	2,000	9.3		85		0.135	5.43	0.051	0.020
07 feb  tir			35,900		1,900	900									0				0.2	0						0		34,500	1,800	8.8		88		0.141	2.93		
08 feb  ons			35,900		1,900	900									0				2.4	0						0		34,700	1,800	8.7		87		0.143	3.64		
09 feb  tor			38,400		2,100	800									0				0.0	0						0		36,700	2,300	8.5		86		0.153	5.08		
10 feb  fre			34,800		1,900	800									0				0.0	0						0		33,700	1,800	8.6		85		0.164	4.52		
11 feb  lør			35,100		2,100	800									0				0.0	0						0		33,600	2,100	8.6		85		0.200	4.96		
12 feb  søn			32,600		1,800	800									0				0.0	0						0		31,100	1,700	8.7		83		0.155	4.35		
13 feb  man			36,300		1,900	900									0				0.0	0						0		33,500	1,800	8.6		84		0.157	4.75		
14 feb  tir			35,500		1,900	900									0				0.0	0						0		33,800	1,800	8.6		88		0.147	4.22		
15 feb  ons			37,600		2,000	1,000									0				0.0	0						0		35,800	1,900	8.8		88		0.131	3.94		
16 feb  tor			40,100		2,300	1,100									0				0.0	0						0		38,300	2,200	9.1		86		0.121	2.96		
17 feb  fre			39,500		2,700	800									2800				0.0	0						0		36,200	2,400	9.2		84		0.120	2.32		
18 feb  lør			34,100		2,000	900									0				0.2	0						0		32,700	1,800	9.3		88		0.115	2.09		
19 feb  søn			47,900		4,700	1,100									0				1.8	0						0		45,200	4,300	9.3		86		0.140	4.46		
20 feb  man			47,000		3,200	1,100									0				0.8	0						0		44,700	3,000	9.1		83		0.131	2.90		
21 feb  tir			62,800		6,700	900									13800				9.8	5,100						0		56,700	6,300	9.1		82		0.903	2.79		
22 feb  ons			89,800		6,700	2,100			448	14.10					800				0.4	800						0		80,300	6,200	9.1		82		1.729	2.47	0.190	0.070
23 feb  tor			111,700		6,800	1,900									18300				14.8	10,300						0		103,100	6,300	8.4		79		2.407	2.45		
24 feb  fre			75,300		4,200	1,400									0				0.0	0						0		67,200	3,800	7.8		82		0.396	3.00		
25 feb  lør			88,800		6,800	1,300									2900				6.6	0						0		81,200	6,300	7.1		81		1.805	3.19		
26 feb  søn			56,000		3,300	1,600									0				1.6	0						0		53,600	3,100	7.4		82		0.108	1.96		
27 feb  man			79,400		5,300	2,200									0				2.2	0						0		72,900	5,000	7.8		82		0.499	2.64		
28 feb  tir			67,400		5,400	1,700									0				3.0	0						0		61,700	5,000	8.6		81		0.765	1.91		
01 mar  ons			67,000		4,600	1,600									0				3.0	0						0		61,300	4,100	8.7		82		0.607	1.69		
02 mar  tor			53,700		3,200	1,200									0				0.6	0						0		49,300	3,200	8.8		84		0.009	1.35		
03 mar  fre			46,500		2,300	1,400									0				0.8	0						0		45,600	2,200	9.0		86		0.000	1.15		
04 mar  lør			46,700		2,400	1,300									0				0.0	0						0		45,900	2,400	9.2		87		0.000	1.42		
05 mar  søn			62,300		6,700	1,200			421	18.60					600				2.0	0						0		57,600	6,100	9.3		81		1.278	2.91	0.200	0.070
06 mar  man			43,800		2,200	1,300									0				0.0	0						0		42,900	2,200	9.1		89		0.000	1.54		
07 mar  tir			43,300		2,200	1,200									0				0.0	0						0		41,800	2,100	8.9		89		0.000	1.42		
08 mar  ons			51,400		3,700	1,200									1000				1.4	0						0		46,900	3,300	9.0		82		0.036	1.91		
09 mar  tor			48,200		3,100	1,200									0				1.2	0						0		45,600	3,200	9.3		85		0.001	1.10		
10 mar  fre			40,500		2,200	1,100									0				0.0	0						0		39,600	2,000	9.6		89		0.000	1.02		
11 mar  lør			38,000		2,000	1,100									0				0.0	0						0		37,100	2,000	9.8		90		0.000	1.53		
12 mar  søn			38,200		2,000	1,100									0				0.0	0						0		36,900	2,000	9.8		90		0.000	1.81		
13 mar  man			39,600		2,100	1,000									0				0.0	0						0		36,900	2,000	9.6		90		0.000	1.38		
14 mar  tir			40,100		2,000	1,100			792	35.70					0				0.0	0						0		38,900	2,000	9.4		88		0.000	1.13	0.090	0.020
15 mar  ons			39,600		2,000	1,100									0				0.0	0						0		38,300	2,000	9.8		87		0.000	1.05		
16 mar  tor			40,300		2,000	1,200									0				0.0	0						0		38,700	1,900	9.9		84		0.000	1.29		
17 mar  fre			91,200		6,100	1,400									10500				11.2	300						0		82,100	5,600	10.2		81		2.605	3.56		
18 mar  lør			80,600		5,700	1,700									2400				1.2	2,500						0		71,400	5,300	10.0		83		0.831	3.85		
19 mar  søn			88,700		5,900	1,600									7300				7.2	0		1.60	1.73	0.06	80	0		79,500	5,400	8.8		76		2.465	3.45		
20 mar  man			99,900		6,500	2,400									20500				11.6	12,900		4.00	0.37	0.16	113	0		88,300	6,000	8.4		75		2.679	3.43		
21 mar  tir			91,900		5,300	2,700									0				0.6	0						0		81,200	4,800	8.5		81		1.606	3.35		
22 mar  ons			60,500		3,200	1,600									0				0.0	0						0		52,800	2,700	8.7		81		0.563	3.34		
23 mar  tor			52,400		2,700	1,400									0				0.0	0						0		48,400	2,500	9.1		81		0.004	2.57		
24 mar  fre			49,000		2,700	1,300									0				0.0	0						0		44,800	2,500	9.6		81		0.001	2.06		
25 mar  lør			44,000		2,500	1,300									0				0.0	0						0		41,100	2,400	9.8		86		0.002	1.71		
26 mar  søn			44,200		2,300	1,200									0				0.0	0						0		40,900	2,200	10.0		90		0.001	1.80		
27 mar  man			44,700		2,200	1,300									0				0.0	0						0		42,800	2,300	10.2		90		0.001	1.93		
28 mar  tir			45,500		2,400	1,200									0				0.4	0						0		41,800	2,200	10.4		86		0.001	1.54		
29 mar  ons			47,200		2,400	1,300									0				0.0	0						0		43,300	2,200	10.7		90		0.002	1.68		
30 mar  tor			56,300		4,400	1,400									0				2.2	0						0		49,100	3,800	10.6		82		0.335	2.65		
31 mar  fre			39,500		2,100	1,100									0				0.0	0						0		38,600	2,000	10.7		90		0.018	0.76		
01 apr  lør			36,300		2,000	1,000									0				0.0	0						0		35,500	1,900	11.2		90		0.023	0.78		
02 apr  søn			35,200		1,900	1,000									0				0.0	0						0		34,400	1,800	11.5		91		0.022	0.97		
03 apr  man			39,900		2,100	1,000			904	32.60					0				0.0	0						0		37,400	1,900	11.5		90		0.022	0.90	0.110	0.020
04 apr  tir			39,200		2,200	1,000									0				0.2	0						0		37,700	1,900	11.3		90		0.019	1.03		
05 apr  ons			39,400		2,000	1,000									0				0.0	0						0		38,000	2,000	11.5		89		0.018	1.89		
06 apr  tor			38,800		2,000	1,100									0				0.0	0						0		37,800	1,900	11.4		87		0.024	2.49		
07 apr  fre			37,600		2,000	1,000									0				0.0	0						0		36,900	1,900	11.2		84		0.025	1.22		
08 apr  lør			34,700		2,000	900									0				0.0	0						0		33,900	2,100	11.4		85		0.022	1.18		
09 apr  søn			36,300		2,100	1,000									0				0.0	0						0		33,500	1,800	11.3		85		0.020	1.36		
10 apr  man			36,000		1,900	1,000									0				0.0	0						0		34,900	1,800	11.3		91		0.011	2.04		
11 apr  tir			50,000		4,000	1,200									0				3.4	0						0		47,000	3,400	11.2		83		0.056	2.34		
12 apr  ons			46,100		3,500	900									0				1.8	0						0		42,900	3,200	11.1		82		0.091	3.82		
13 apr  tor			35,600		1,900	1,000									0				0.8	0						0		34,500	2,000	10.9		89		0.015	1.20		
14 apr  fre			79,900		5,800	900									3000				6.2	0						0		73,200	5,700	10.7		81		1.778	5.05		
