																					
																					
																					
	Rapportperiode: 01-01-2016  -  01-05-2017							Ejby Mølle Renseanlæg													
																					
	Forklaringstankene 1 - 7 Flow: januar 2016																				
																					
																					
																					
																					
		Tilløb	Tilløb	FK 1	FK 2				FK 3	FK 4	FK 5	FK 6	FK 7	Total		Jern		Polymer	Humus	Elforbrug	
		"Forklaring
MF1"	"Forklaring
MF2"	Flow	Flow				Flow	Flow	Flow	Flow	Flow	flow forklaring		dosering forklaring		Dosering	Slam	"Forklarings
tanke"	
Dato		m³	m³	m³	m³				m³	m³	m³	m³	m³	m³		liter		"Kg
"	m³	kWh	
12 sep  man		17100	16700	1230	0				6980	6920	7670	6500	6060	33800		1140		47	1393	589	
13 sep  tir		16900	16400	0	0				7850	7270	7180	6490	5940	33300		1135		39	1399	656	
14 sep  ons		16700	16400	0	0				7860	7230	7140	6350	5900	33100		1136		47	1377	504	
15 sep  tor		16900	16400	0	0				7300	7080	7660	6480	6120	33300		1141		38	1361	503	
16 sep  fre		17300	16700	4060	5240				5800	5530	5230	4960	4620	34000		1146		47	1366	482	
17 sep  lør		15300	14700	4890	4670				4990	4590	4300	4080	3890	30000		1142		39	1351	464	
18 sep  søn		15300	14700	4020	4020				4610	4790	5310	4510	4180	30000		1147		47	1337	467	
19 sep  man		16600	15900	5270	6240				110	6030	5860	5450	4820	32500		1145		38	1335	535	
20 sep  tir		18800	17700	6520	6860				0	6690	6630	5980	5340	36500		1144		46	1426	591	
21 sep  ons		19500	19100	6310	6760				0	4710	7970	7010	6870	38600		1140		37	1307	564	
22 sep  tor		16800	16300	6840	7280				0	0	7190	6550	6180	33100		1146		45	1294	618	
23 sep  fre		15800	15200	6080	6250				0	0	7150	6440	6100	31000		1143		36	1302	509	
24 sep  lør		15000	14400	6440	4260				0	20	7060	6570	6150	29400		1145		45	1317	574	
25 sep  søn		15000	14500	7780	0				0	0	8330	7470	7050	29500		1141		37	1334	589	
26 sep  man		28100	28400	11310	11960				150	0	12490	11340	10780	56500		873		45	1395	823	
27 sep  tir		16500	16100	6130	6310				1130	0	7320	6600	6240	32600		949		36	1417	559	
28 sep  ons		15700	15300	5650	6420				1760	0	6550	6040	5570	31000		950		46	1389	468	
29 sep  tor		33000	33300	12940	14280				0	0	14830	13160	12500	66300		950		36	1397	832	
30 sep  fre		19900	19300	7710	8240				0	0	8820	7870	7330	39200		949		44	1411	601	
01 okt  lør		20500	20000	7970	9110				0	0	8850	8100	7510	40500		950		35	1389	572	
02 okt  søn		41000	40900	15270	17670				0	0	18350	16120	15240	81900		948		43	1416	1026	
03 okt  man		46600	46500	17320	20360				0	0	20730	18160	16800	93100		949		34	1419	1130	
04 okt  tir		20400	19800	6680	7360				8840	6390	1570	3150	7140	40200		950		43	1381	663	
05 okt  ons		16800	16400	5330	6260				7520	7330	0	2240	5530	33200		949		34	1319	547	
06 okt  tor		16800	16400	6000	6190				7500	6950	0	2160	5470	33200		951		43	1278	568	
07 okt  fre		16300	15900	5320	5590				7060	7250	0	2280	5890	32200		951		33	1273	567	
08 okt  lør		16100	15700	5200	5960				7140	7030	0	2130	5500	31800		952		41	1315	489	
09 okt  søn		27200	27000	8840	10290				12790	11720	0	2320	9250	54200		952		33	1370	717	
10 okt  man		28300	28100	10080	11270				13640	12760	0	330	10170	56400		949		41	1405	751	
11 okt  tir		16500	16200	5770	6670				7990	7610	0	0	5890	32700		944		34	1421	581	
12 okt  ons		16500	16200	6230	6480				8100	7470	0	0	5800	32700		943		40	1382	631	
13 okt  tor		17600	17100	6650	6950				8500	7810	0	0	6000	34700		943		33	1321	619	
14 okt  fre		16100	15600	5630	5930				7560	7690	0	0	6000	31700		945		32	1301	592	
15 okt  lør		20300	19700	7040	7950				9840	9100	0	0	7050	40000		944		32	1315	694	
16 okt  søn		15100	14700	5270	6030				7380	6890	0	0	5370	29800		944		38	1336	569	
17 okt  man		16200	15500	6120	6290				7780	7050	0	0	5510	31700		945		32	1346	487	
18 okt  tir		23900	23500	7850	8920				11183	10800	1190	0	8440	47400		944		37	1339	752	
19 okt  ons		63700	65000	22230	26640				31960	27870	920	0	22200	128700		945		32	1399	1479	
20 okt  tor		38500	37600	13190	14940				18265	16268	1350	0	12690	76100		945		41	1410	928	
21 okt  fre		56900	57500	18920	23160				28413	24663	1840	0	19310	114400		944		119	1373	1305	
22 okt  lør		29100	28300	9990	11280				13910	12390	910	0	9320	57400		945		0	1327	766	
23 okt  søn		50800	52600	18200	21070				25330	22850	1630	0	17760	103400		945		33	1322	1194	
24 okt  man		39200	37800	12110	15120				18910	16880	1220	0	13010	77000		945		32	1370	934	
25 okt  tir		22500	21700	6790	7260				8790	8120	7270	5600	760	44200		947		34	1342	762	
26 okt  ons		26400	25600	6890	7580				9450	9330	10480	9410	0	52000		946		41	1377	754	
27 okt  tor		21400	20800	6170	6550				7870	7420	7650	6970	0	42200		945		35	1331	646	
28 okt  fre		19900	19300	4990	6100				7290	7200	7530	6810	0	39200		946		148	1338	588	
29 okt  lør		17700	17100	5200	5560				6680	6320	6310	5860	0	34800		974		28	1417	557	
30 okt  søn		17100	16500	4440	4890				6120	6300	6910	6100	0	33600		946		40	1378	537	
31 okt  man		18200	17500	4540	5860				6900	6540	6640	6230	0	35700		946		22	1387	642	
01 nov  tir		18700	18000	5300	5850				7190	6680	6740	6160	0	36700		944		49	1389	665	
02 nov  ons		21400	20400	5740	6540				7630	7490	7830	7360	0	41800		946		28	1389	745	
03 nov  tor		21600	20700	6830	8010				10410	10500	14350	10350	0	42300		946		43	1864	647	
04 nov  fre		33300	32800	8790	10540				12610	11790	12520	11080	0	66100		946		26	1417	825	
05 nov  lør		43600	43400	12090	14430				17010	15200	15730	14060	0	87000		946		43	1432	1042	
06 nov  søn		23600	22200	5970	7340				8620	8410	8530	7670	0	45800		947		31	1432	643	
07 nov  man		18600	17400	4810	5120				5970	5820	5630	5200	4600	36000		947		44	1416	761	
08 nov  tir		19500	18400	4200	4770				5760	6140	6570	5720	5840	37900		947		25	1382	1110	
09 nov  ons		32900	31700	7910	8970				10470	9940	10030	8900	8810	64600		947		44	1371	1337	
10 nov  tor		23500	22200	4850	6060				7260	7320	7580	6670	6800	45700		948		28	1361	1051	
11 nov  fre		21800	20500	5410	5870				6800	6570	6480	5920	6180	42300		947		46	1327	1022	
12 nov  lør		18600	17500	3910	4890				5730	5840	5910	5380	5630	36100		947		25	1322	1007	
13 nov  søn		18300	17300	4610	4970				5760	5670	5430	5120	5350	35600		947		44	1333	969	
14 nov  man		35200	34200	7790	9370				11350	10860	11200	9650	9690	69400		947		31	1373	965	
15 nov  tir		21000	20000	4330	5580				6730	6650	6650	5990	6140	41000		948		34	1405	560	
16 nov  ons		26600	25600	5890	6930				8550	8300	8490	7310	7490	52200		947		31	1381	701	
17 nov  tor		44700	44600	9830	12500				15360	13940	14130	12050	11910	89300		946		45	1350	1056	
18 nov  fre		58200	58100	12930	16200				20070	17980	18360	15560	15120	116300		947		29	1375	1340	
19 nov  lør		38300	35900	7970	10350				12670	11560	11520	10070	9880	74200		946		44	1415	934	
20 nov  søn		41800	40900	9010	11540				14190	12970	13140	11210	11100	82700		947		31	1449	1012	
21 nov  man		31500	29700	6590	8100				10060	9790	10000	8640	8440	61200		945		7	1527	841	
22 nov  tir		23500	22000	5170	6220				7780	7360	7390	6350	6350	45500		948		0	1637	696	
23 nov  ons		22000	20700	4290	5800				7250	7150	7340	6350	6220	42700		947		4	1785	637	
24 nov  tor		21100	19900	5110	5870				7080	6750	6440	5800	5710	41000		949		1	1814	657	
25 nov  fre		20700	19300	4130	5760				6880	6700	6550	5960	5840	40000		949		0	1802	718	
26 nov  lør		19700	18500	4710	5540				6640	6230	6050	5450	5410	38200		948		1	1758	586	
27 nov  søn		18900	17800	3940	4890				6160	6120	6580	5440	5440	36700		949		3	1745	571	
28 nov  man		19700	18500	3910	5740				6790	6400	6200	5610	5360	38200		949		0	1737	896	
29 nov  tir		20400	19200	5030	5850				6990	6420	6240	5520	5370	39600		949		0	1686	648	
30 nov  ons		30700	29200	6970	8680				10770	9830	10050	8970	8240	59900		946		0	1705	782	
01 dec  tor		26300	25400	5390	7260				8700	8350	8370	7410	7210	51700		947		3	1623	721	
02 dec  fre		19200	18300	4520	5350				6420	6150	5870	5380	5340	37500		947		2	1665	870	
03 dec  lør		17900	17300	3750	4650				5740	5860	6220	5290	5350	35200		948		0	1703	860	
04 dec  søn		18000	17300	3580	5220				6130	5980	5700	5290	5180	35300		949		0	1750	724	
05 dec  man		19400	18600	4630	5470				6530	6240	5980	5450	5350	38000		948		0	1717	593	
06 dec  tir		18900	18000	3850	4800				5900	6110	6530	5620	5590	36900		948		0	1650	549	
07 dec  ons		28600	28300	6160	7890				9500	9090	9420	8110	7840	56900		946		0	1565	771	
08 dec  tor		20300	19500	4640	5580				6690	6400	6220	5630	5570	39800		947		1	1451	638	
09 dec  fre		31000	30200	6850	8410				10200	9610	9980	8450	8200	61200		946		0	1376	807	
10 dec  lør		30000	29300	6210	8190				9930	9440	9820	8330	8070	59300		948		1	1378	805	
11 dec  søn		30400	29600	6550	8230				10100	9510	9760	8340	8120	60000		947		1	1382	831	
12 dec  man		22000	21100	4520	6080				7170	6960	6970	6170	6060	43100		948		2	1391	614	
13 dec  tir		18100	16200	4480	5140				6090	5700	5460	5050	5010	34300		948		19	1271	485	
14 dec  ons		19200	18400	3940	4860				6040	6160	6570	5670	5620	37600		947		45	1368	735	
15 dec  tor		19100	18400	3760	5540				6410	6180	5870	5590	5380	37500		949		26	1389	667	
16 dec  fre		18600	17800	3790	4740				5870	5990	6370	5540	5530	36400		948		44	1405	732	
17 dec  lør		20600	19800	4780	5750				6880	6510	6290	5710	5640	40400		947		32	1413	657	
18 dec  søn		18100	17500	3760	4620				5730	5830	6310	5370	5420	35600		949		45	1446	520	
19 dec  man		18800	18200	4500	5310				6350	5960	5810	5240	5260	37000		948		28	1471	555	
20 dec  tir		18600	18100	3770	4710				5830	6080	6530	5580	5590	36700		948		46	1469	611	
21 dec  ons		18600	18200	4390	5230				6350	6040	5820	5250	5230	36800		947		31	1437	676	
22 dec  tor		27600	27100	5940	7380				9090	8720	9240	7780	7610	54700		947		44	1409	734	
23 dec  fre		36100	35500	8160	10060				12150	11160	11470	9660	9330	71600		948		31	1453	926	
24 dec  lør		31500	30600	7110	8590				10320	9670	10010	8380	8220	62100		948		44	1434	850	
25 dec  søn		27700	27000	6590	7680				9210	8530	8500	7490	7280	54700		947		22	1380	751	
26 dec  man		28800	27800	6200	7630				9370	9020	9290	7930	7650	56600		947		2	1354	787	
27 dec  tir		18400	17900	4690	5290				6220	5780	5500	4900	5100	36300		948		0	1360	527	
28 dec  ons		18200	17700	3820	4640				5720	5940	6280	5310	5370	35900		947		2	1344	539	
29 dec  tor		18200	17700	4330	5110				6170	5880	5620	5040	5050	35900		948		1	1317	539	
30 dec  fre		18300	17800	3820	4640				5790	6010	6370	5430	5450	36100		948		0	1320	563	
31 dec  lør		19000	18400	4780	5390				6320	6050	5770	5210	5210	37400		948		0	1346	531	
01 jan  søn		38200	37400	9030	10930				12950	11730	11800	10070	9720	75600		948		3	1463	983	
02 jan  man		19400	18800	4600	5380				6480	6240	6050	5410	5360	38200		948		1	1471	1041	
03 jan  tir		34000	32900	7750	9350				11160	10470	10700	9110	8800	66900		947		0	1440	915	
04 jan  ons		20500	19800	4580	5490				6660	6610	6530	5820	5710	40300		948		1	1375	941	
05 jan  tor		18100	17600	4130	4900				5940	5900	5820	5220	5220	35700		949		1	1292	1070	
06 jan  fre		18100	17600	4570	5180				6050	5820	5520	5090	5080	35700		947		0	1245	1041	
07 jan  lør		20000	19300	4440	5370				6490	6440	6500	5620	5590	39300		947		0	1215	727	
08 jan  søn		17700	17100	3650	4480				5600	5770	6170	5250	5280	34800		949		0	1214	533	
09 jan  man		20400	19600	7230	8380				9930	9420	6250	5610	8090	40000		947		0	2239	554	
10 jan  tir		19300	18600	3850	4800				6070	6360	6810	5770	5720	37900		948		0	1216	523	
11 jan  ons		54000	53000	12280	15270				18470	16370	16900	13990	13350	107000		947		1	1318	1246	
12 jan  tor		35400	34000	8210	9720				11800	10740	10870	9250	8930	69400		949		1	1372	1118	
13 jan  fre		22200	21500	4830	5730				7200	7100	7430	6270	6190	43700		948		1	1328	1067	
14 jan  lør		21000	20300	5190	5880				7150	6560	6360	5650	5590	41300		948		1	1237	765	
15 jan  søn		19800	19100	4590	5350				6600	6240	6260	5420	5420	38900		948		2	1222	1078	
16 jan  man		20000	19200	6340	7540				9420	8880	8980	7700	7680	39200		950		1	1714	1059	
17 jan  tir		19700	18900	5000	5580				6680	6100	5870	5310	5260	38600		949		0	1293	785	
18 jan  ons		19800	18900	4200	4990				6240	6260	6840	5720	5620	38700		950		0	1288	627	
19 jan  tor		20600	19800	4920	5780				7050	6450	6280	5580	5390	40400		949		0	1280	618	
20 jan  fre		19400	18600	4870	5740				7190	7250	7500	450	6340	38000		947		0	1294	650	
21 jan  lør		20400	18000	5580	6190				8050	7480	7230	0	6300	38400		952		1	1477	577	
22 jan  søn		19100	18300	4920	5800				7130	7180	7480	0	6290	37400		954		2	1615	556	
23 jan  man		20000	19300	5420	4520				7470	6930	6760	3680	5890	39300		952		0	1433	663	
24 jan  tir		19000	18700	7130	70				10340	10410	11060	9710	9150	37700		952		0	2059	725	
25 jan  ons		29000	18100	8480	0				11580	10660	10380	9560	9060	47100		950		2	2807	1081	
26 jan  tor		18500	18100	4880	0				7270	6890	6900	6250	5920	36600		949		1	1311	1143	
27 jan  fre		18500	17900	5570	0				7330	6720	6510	5990	5730	36400		949		1	1114	1036	
28 jan  lør		17500	17000	4650	0				6730	6440	6770	5890	5730	34500		948		0	1441	920	
29 jan  søn		21100	20600	5940	0				8340	7690	7540	6810	6420	41700		947		0	987	635	
30 jan  man		24800	24400	6780	0				9470	8860	8940	7780	7380	49200		948		0	429	656	
31 jan  tir		17900	17500	4500	0				6490	6360	6740	5790	5660	35400		948		1	1	533	
01 feb  ons		18000	17500	5120	0				6920	6330	6060	5610	5390	35500		948		1	1	727	
02 feb  tor		18100	17700	4680	0				6880	6480	6440	5830	5560	35800		949		0	0	1012	
03 feb  fre		19500	18700	6200	0				8360	3840	7290	6620	6290	38200		948		0	625	639	
04 feb  lør		18600	18100	6140	0				8590	0	8300	7180	6960	36700		949		0	637	509	
05 feb  søn		26100	25400	8910	0				12630	0	11110	9740	9160	51500		949		1	641	669	
06 feb  man		18800	18200	7880	0				11160	9490	7480	15770	6230	37000		950		2	882	749	
07 feb  tir		18200	17700	4960	0				7290	6990	6540	6030	5740	35900		950		2	1695	1032	
08 feb  ons		18200	17700	300	0				8680	7880	7620	6840	6520	35900		950		1	1783	1000	
09 feb  tor		19600	18800	0	0				9350	8550	8430	7490	7090	38400		950		0	2788	1040	
10 feb  fre		17800	17000	0	0				8630	7900	7800	6960	6670	34800		951		0	4406	1002	
11 feb  lør		17900	17200	0	0				8550	7930	8000	6970	6810	35100		950		1	3233	1007	
12 feb  søn		16700	15900	0	0				8190	7440	7230	6480	6380	32600		951		0	3220	1013	
13 feb  man		18600	17700	0	0				8730	8260	8320	7170	6990	36300		950		1	3160	35	
14 feb  tir		18200	17300	0	0				9990	9430	12420	10780	10440	35500		952		14	4677	0	
15 feb  ons		19400	18200	0	0				9660	9150	9980	7880	7630	37600		950		13	3139	0	
16 feb  tor		20600	19500	0	0				9610	8950	8960	7620	7340	40100		953		25	2665	0	
17 feb  fre		20300	19200	0	0				9600	8770	8470	7500	7150	39500		953		19	2614	494	
18 feb  lør		17600	16500	0	0				7970	7540	7880	6610	6530	34100		952		18	2641	489	
19 feb  søn		24500	23400	0	0				11590	10560	10270	8990	8540	47900		951		18	2722	636	
20 feb  man		24000	23000	0	0				11140	10360	10630	8870	8490	47000		952		20	2821	628	
21 feb  tir		31400	31400	0	0				14940	14288	13540	11800	11370	62800		948		16	2939	791	
22 feb  ons		45800	44000	0	0				20640	19703	19160	16370	15590	89800		948		22	3054	1073	
23 feb  tor		55900	55800	0	0				27130	25040	24060	20900	20160	111700		949		0	3123	1474	
24 feb  fre		38300	37000	0	0				17340	16450	16180	13910	13220	75300		948		1	3150	1164	
25 feb  lør		44600	44200	0	0				20680	19980	19340	16390	16070	88800		948		0	3046	1172	
26 feb  søn		28200	27800	0	0				12870	12410	12250	10480	10240	56000		948		1	2892	771	
27 feb  man		40400	39000	0	0				18270	17250	17040	14450	13850	79400		948		2	3801	1010	
28 feb  tir		34200	33200	0	0				15380	14740	14740	12480	11940	67400		947		2	2871	875	
01 mar  ons		34100	32900	0	0				14990	14590	14720	12380	11790	67000		947		1	2848	850	
02 mar  tor		27200	26500	0	0				12190	11760	12040	10020	9700	53700		948		0	2647	713	
03 mar  fre		23600	22900	0	0				12260	11570	11550	9860	3320	46500		948		1	2491	638	
04 mar  lør		23600	23100	0	0				13330	12470	12310	10610	0	46700		949		0	2441	658	
05 mar  søn		31300	31000	0	0				16750	16070	15440	13310	3420	62300		948		0	2555	772	
06 mar  man		22200	21600	0	0				12500	11530	11790	10170	0	43800		951		3	2640	717	
07 mar  tir		21900	21400	0	0				12750	11250	11660	10040	0	43300		952		13	2715	1117	
08 mar  ons		26000	25400	0	0				14680	13490	13820	11630	290	51400		948		18	2748	733	
09 mar  tor		24500	23700	0	0				13380	12510	13190	11170	0	48200		948		16	2648	665	
10 mar  fre		20600	19900	0	0				11340	10400	11250	9860	0	40500		950		21	2539	567	
11 mar  lør		19300	18700	0	0				10350	9620	11210	9460	0	38000		948		15	2553	634	
12 mar  søn		19400	18800	0	0				10700	9650	10820	9580	0	38200		950		21	2682	615	
13 mar  man		20200	19400	4590	2620				7770	7250	7560	6700	5680	39600		949		27	2831	614	
14 mar  tir		20400	19700	4790	4090				7110	7100	7070	6210	6440	40100		949		56	2962	651	
15 mar  ons		20300	19300	4100	4430				7210	7140	6910	6200	6310	39600		948		93	3026	570	
16 mar  tor		20700	19600	4760	4350				7070	7020	7090	6120	6420	40300		946		2	3014	569	
17 mar  fre		46300	44900	12680	15800				19500	0	17010	14420	14620	91200		948		34	3098	1121	
18 mar  lør		41300	39300	16150	13690				16650	0	14840	12690	17020	80600		948		3	4620	1113	
19 mar  søn		45200	43500	12490	15500				18420	0	16290	13880	13890	88700		948		29	3238	1116	
20 mar  man		50800	49100	13750	17650				21690	620	18430	15610	15560	99900		949		45	3215	1243	
21 mar  tir		47000	44900	12480	15660				19180	0	17040	14500	14480	91900		950		41	3163	1127	
22 mar  ons		30700	29800	10660	13240				500	0	14020	11790	12190	60500		949		142	2993	944	
23 mar  tor		26500	25900	10220	11840				0	0	11900	10080	10290	52400		949		38	2852	1049	
24 mar  fre		24900	24100	8240	10250				1590	1520	11000	9250	9320	49000		951		31	2965	842	
25 mar  lør		22400	21600	8700	9920				0	0	10180	8680	8700	44000		925		32	2918	763	
26 mar  søn		22500	21700	8130	9690				0	0	10600	9050	9140	44200		950		31	2945	797	
27 mar  man		22800	21900	8350	9560				0	0	10710	9150	9130	44700		948		38	2847	665	
28 mar  tir		23200	22300	6610	8910				8870	0	8540	7380	7330	45500		949		32	2924	674	
29 mar  ons		33900	32700	8370	10120				2030	0	15530	9390	12900	66600		948		36	4216	766	
30 mar  tor		28700	27600	10360	12500				920	1310	12440	10710	10210	56300		949		31	3054	760	
31 mar  fre		20100	19400	7240	9170				510	140	9130	7940	7740	39500		948		40	2856	563	
01 apr  lør		18500	17800	7220	8410				210	0	8320	7190	7040	36300		948		36	2712	510	
02 apr  søn		17900	17300	6500	7700				0	0	8590	7300	7340	35200		949		31	2769	507	
03 apr  man		20400	19500	11470	8240				3370	0	9300	13330	7830	39900		948		38	4653	713	
04 apr  tir		20000	19200	6830	8240				2220	0	9170	7790	7740	39200		949		32	3003	690	
05 apr  ons		20100	19300	7300	8720				2290	0	8800	7680	7530	39400		950		34	2903	710	
06 apr  tor		19700	19100	9670	10030				2520	0	11620	9840	7030	38800		952		32	4020	568	
07 apr  fre		19100	18500	7620	8130				1980	0	8290	7210	7130	37600		953		34	2885	598	
08 apr  lør		17700	17000	6610	6960				1840	0	8220	7000	7040	34700		952		35	2966	522	
09 apr  søn		18500	17800	7290	7820				1980	0	8050	7020	6890	36300		952		35	2960	551	
10 apr  man		18300	17700	7080	7790				1940	0	8200	7160	6940	36000		950		36	3017	514	
11 apr  tir		25500	24500	9890	10700				2420	0	11130	9580	9090	50000		952		34	3029	644	
12 apr  ons		23500	22600	8460	9490				2010	0	10660	9070	8740	46100		953		38	3059	656	
13 apr  tor		18200	17400	6820	8000				1730	0	8040	7110	6840	35600		951		33	3042	546	
14 apr  fre		40800	39100	14480	17110				3030	0	17650	15090	14040	79900		952		38	3092	996	
15 apr  lør		56700	55100	19960	24190				3570	0	24590	21330	19680	111800		952		32	3130	1286	
16 apr  søn		33500	32000	11610	13660				2190	0	15020	12820	11960	65500		952		38	3142	854	
17 apr  man		22100	21300	8190	9030				1580	0	10100	8730	8260	43400		951		32	3111	609	
18 apr  tir		22300	21400	8100	9160				1650	0	10240	8740	8250	43700		952		39	3016	737	
19 apr  ons		19900	19300	9020	3140				1770	90	10500	9050	8360	39200		953		33	2915	565	
20 apr  tor		20400	19400	7950	6880				1580	0	9790	8410	7890	39800		953		40	2880	551	
21 apr  fre		22300	21300	8160	9350				1550	0	10160	8730	8170	43600		951		34	2891	590	
22 apr  lør		18800	18100	7360	8280				1260	0	8460	7400	6950	36900		951		36	2911	548	
23 apr  søn		18700	17700	6880	7580				1190	0	8820	7550	7260	36400		951		33	2959	522	
24 apr  man		20200	19200	7430	8310				1310	0	9440	8110	7780	39400		951		39	3019	606	
25 apr  tir		21900	21000	7950	9420				1600	0	9920	8670	8140	42900		952		31	3065	632	
26 apr  ons		24800	24000	8870	10300				1830	0	11400	9810	9250	48800		951		39	3075	747	
27 apr  tor		28600	27800	8810	10510				9760	0	11330	9840	9270	56400		953		32	3031	739	
28 apr  fre		35100	33800	9950	11830				15160	0	12780	11040	10350	68900		950		40	3126	892	
29 apr  lør		18600	17900	5950	6360				8060	0	6800	6150	5970	36500		952		31	3112	552	
30 apr  søn		17600	17000	5140	5570				7210	0	7100	6140	6140	34600		952		39	2961	522	
Antal		486	486	486	486				486	486	486	486	486	486		486		486	486	486	
Total		12755600	13338400	3169480	3587390				4212530	4076060	4546720	3913800	3688630	26094000		558531		9871	902902	305299	
Gennemsnit		26246	27445	6522	7381				8668	8387	9355	8053	7590	53691		1149		20	1858	628	
																					
																					
