StartTime	Parameter	Origin	Value
2017-01-09	EM.outlet.NH4.mg.l	Outlet	0.00253705738958333
2017-01-10	EM.outlet.NH4.mg.l	Outlet	0.0022145071625
2017-01-11	EM.outlet.NH4.mg.l	Outlet	2.24264151142986
2017-01-12	EM.outlet.NH4.mg.l	Outlet	1.03288092439653
2017-01-13	EM.outlet.NH4.mg.l	Outlet	0.00222540193680556
2017-01-14	EM.outlet.NH4.mg.l	Outlet	0.00997494501875
2017-01-15	EM.outlet.NH4.mg.l	Outlet	0.0206864570590278
2017-01-16	EM.outlet.NH4.mg.l	Outlet	0.0289017370340278
2017-01-17	EM.outlet.NH4.mg.l	Outlet	0.078324430425
2017-01-18	EM.outlet.NH4.mg.l	Outlet	0.137005173384028
2017-01-19	EM.outlet.NH4.mg.l	Outlet	0.136195188967361
2017-01-20	EM.outlet.NH4.mg.l	Outlet	0.139230106140972
2017-01-21	EM.outlet.NH4.mg.l	Outlet	0.127863098488194
2017-01-22	EM.outlet.NH4.mg.l	Outlet	0.123581629849306
2017-01-23	EM.outlet.NH4.mg.l	Outlet	0.128615194655556
2017-01-24	EM.outlet.NH4.mg.l	Outlet	0.131077400395139
2017-01-25	EM.outlet.NH4.mg.l	Outlet	0.135768606102083
2017-01-26	EM.outlet.NH4.mg.l	Outlet	0.139036851134028
2017-01-27	EM.outlet.NH4.mg.l	Outlet	0.14564884166875
2017-01-28	EM.outlet.NH4.mg.l	Outlet	0.13959465321875
2017-01-29	EM.outlet.NH4.mg.l	Outlet	0.158007972021528
2017-01-30	EM.outlet.NH4.mg.l	Outlet	0.191726310279167
2017-01-31	EM.outlet.NH4.mg.l	Outlet	0.139805843563194
2017-02-01	EM.outlet.NH4.mg.l	Outlet	0.129103761606944
2017-02-02	EM.outlet.NH4.mg.l	Outlet	0.136333264791667
2017-02-03	EM.outlet.NH4.mg.l	Outlet	0.140493822461111
2017-02-04	EM.outlet.NH4.mg.l	Outlet	0.147854039148611
2017-02-05	EM.outlet.NH4.mg.l	Outlet	0.163857016501389
2017-02-06	EM.outlet.NH4.mg.l	Outlet	0.326609326177083
2017-02-07	EM.outlet.NH4.mg.l	Outlet	0.139259343846528
2017-02-08	EM.outlet.NH4.mg.l	Outlet	0.149803300178472
2017-02-09	EM.outlet.NH4.mg.l	Outlet	0.150882217015972
2017-02-10	EM.outlet.NH4.mg.l	Outlet	0.166027114727083
2017-02-11	EM.outlet.NH4.mg.l	Outlet	0.172846540202778
2017-02-12	EM.outlet.NH4.mg.l	Outlet	0.159783731063889
2017-02-13	EM.outlet.NH4.mg.l	Outlet	0.163495526231944
2017-02-14	EM.outlet.NH4.mg.l	Outlet	0.152597836229861
2017-02-15	EM.outlet.NH4.mg.l	Outlet	0.141874153676389
2017-02-16	EM.outlet.NH4.mg.l	Outlet	0.127020462522222
2017-02-17	EM.outlet.NH4.mg.l	Outlet	0.124049148398611
2017-02-18	EM.outlet.NH4.mg.l	Outlet	0.119858596277778
2017-02-19	EM.outlet.NH4.mg.l	Outlet	0.148675886550694
2017-02-20	EM.outlet.NH4.mg.l	Outlet	0.133537282177083
2017-02-21	EM.outlet.NH4.mg.l	Outlet	0.260682976320139
2017-02-22	EM.outlet.NH4.mg.l	Outlet	1.95679456130972
2017-02-23	EM.outlet.NH4.mg.l	Outlet	1.7152975274125
2017-02-24	EM.outlet.NH4.mg.l	Outlet	0.749316039802778
2017-02-25	EM.outlet.NH4.mg.l	Outlet	1.23458846131597
2017-02-26	EM.outlet.NH4.mg.l	Outlet	0.489200752790972
2017-02-27	EM.outlet.NH4.mg.l	Outlet	0.449227528063194
2017-02-28	EM.outlet.NH4.mg.l	Outlet	0.841957476369444
2017-03-01	EM.outlet.NH4.mg.l	Outlet	0.622828981204167
2017-03-02	EM.outlet.NH4.mg.l	Outlet	0.0195414873888889
2017-03-03	EM.outlet.NH4.mg.l	Outlet	0.00226442647916667
2017-03-04	EM.outlet.NH4.mg.l	Outlet	0.00258169841111111
2017-03-05	EM.outlet.NH4.mg.l	Outlet	1.26010904970347
2017-03-06	EM.outlet.NH4.mg.l	Outlet	0.00218374425416667
2017-03-07	EM.outlet.NH4.mg.l	Outlet	0.00227832294861111
2017-03-08	EM.outlet.NH4.mg.l	Outlet	0.03778693676875
2017-03-09	EM.outlet.NH4.mg.l	Outlet	0.00287236254513889
2017-03-10	EM.outlet.NH4.mg.l	Outlet	0.00215202528611111
2017-03-11	EM.outlet.NH4.mg.l	Outlet	0.00251755677638889
2017-03-12	EM.outlet.NH4.mg.l	Outlet	0.00236572698888889
2017-03-13	EM.outlet.NH4.mg.l	Outlet	0.00227851297708333
2017-03-14	EM.outlet.NH4.mg.l	Outlet	0.00251241309722222
2017-03-15	EM.outlet.NH4.mg.l	Outlet	0.00260609042986111
2017-03-16	EM.outlet.NH4.mg.l	Outlet	0.00265357001180556
2017-03-17	EM.outlet.NH4.mg.l	Outlet	1.30192233073264
2017-03-18	EM.outlet.NH4.mg.l	Outlet	1.50175629040795
2017-03-19	EM.outlet.NH4.mg.l	Outlet	1.39440262360764
2017-03-20	EM.outlet.NH4.mg.l	Outlet	1.68887494756597
2017-03-21	EM.outlet.NH4.mg.l	Outlet	1.35014978975069
2017-03-22	EM.outlet.NH4.mg.l	Outlet	0.968887809860417
2017-03-23	EM.outlet.NH4.mg.l	Outlet	0.0435119205118056
2017-03-24	EM.outlet.NH4.mg.l	Outlet	0.00612709142361111
2017-03-25	EM.outlet.NH4.mg.l	Outlet	0.00892746557152778
2017-03-26	EM.outlet.NH4.mg.l	Outlet	0.00839577167898551
2017-03-27	EM.outlet.NH4.mg.l	Outlet	0.00950478632986111
2017-03-28	EM.outlet.NH4.mg.l	Outlet	0.00939289249583333
2017-03-29	EM.outlet.NH4.mg.l	Outlet	0.00878207024722222
2017-03-30	EM.outlet.NH4.mg.l	Outlet	0.294363997469444
2017-03-31	EM.outlet.NH4.mg.l	Outlet	0.0246714621013889
2017-04-01	EM.outlet.NH4.mg.l	Outlet	0.0277169609888889
2017-04-02	EM.outlet.NH4.mg.l	Outlet	0.0297015200659722
2017-04-03	EM.outlet.NH4.mg.l	Outlet	0.0288302393131944
2017-04-04	EM.outlet.NH4.mg.l	Outlet	0.0270580704715278
2017-04-05	EM.outlet.NH4.mg.l	Outlet	0.0254544836930556
2017-04-06	EM.outlet.NH4.mg.l	Outlet	0.0288670665382476
2017-04-07	EM.outlet.NH4.mg.l	Outlet	0.0315307381236111
2017-04-08	EM.outlet.NH4.mg.l	Outlet	0.0310598332090278
2017-04-09	EM.outlet.NH4.mg.l	Outlet	0.0282286442576389
2017-04-10	EM.outlet.NH4.mg.l	Outlet	0.0214064555159722
2017-04-11	EM.outlet.NH4.mg.l	Outlet	0.0228924779791667
2017-04-12	EM.outlet.NH4.mg.l	Outlet	0.165861408396528
2017-04-13	EM.outlet.NH4.mg.l	Outlet	0.0231352395076389
2017-04-14	EM.outlet.NH4.mg.l	Outlet	1.13170736354792
2017-04-15	EM.outlet.NH4.mg.l	Outlet	1.51112644548958
2017-04-16	EM.outlet.NH4.mg.l	Outlet	0.210457973154167
2017-04-17	EM.outlet.NH4.mg.l	Outlet	0.360735170854861
2017-04-18	EM.outlet.NH4.mg.l	Outlet	0.0689620664451389
2017-04-19	EM.outlet.NH4.mg.l	Outlet	0.0818158031159722
2017-04-20	EM.outlet.NH4.mg.l	Outlet	0.0833936860756944
2017-04-21	EM.outlet.NH4.mg.l	Outlet	0.0864215430743056
2017-04-22	EM.outlet.NH4.mg.l	Outlet	0.08342413696875
2017-04-23	EM.outlet.NH4.mg.l	Outlet	0.0824690239277778
2017-04-24	EM.outlet.NH4.mg.l	Outlet	0.0812991826534722
2017-04-25	EM.outlet.NH4.mg.l	Outlet	0.0942712257625
2017-04-26	EM.outlet.NH4.mg.l	Outlet	0.425383350170833
2017-04-27	EM.outlet.NH4.mg.l	Outlet	0.0898207613444444
2017-04-28	EM.outlet.NH4.mg.l	Outlet	2.00573709227986
2017-04-29	EM.outlet.NH4.mg.l	Outlet	1.07538450377222
2017-04-30	EM.outlet.NH4.mg.l	Outlet	0.0769657725083333
2017-05-01	EM.outlet.NH4.mg.l	Outlet	0.0824144047645833
2017-05-02	EM.outlet.NH4.mg.l	Outlet	0.0887677077305556
2017-05-03	EM.outlet.NH4.mg.l	Outlet	0.0941650724270833
2017-05-04	EM.outlet.NH4.mg.l	Outlet	0.09184732076875
2017-05-05	EM.outlet.NH4.mg.l	Outlet	0.0917800050069444
2017-05-06	EM.outlet.NH4.mg.l	Outlet	0.0946439934291667
2017-05-07	EM.outlet.NH4.mg.l	Outlet	0.0930986992
2017-05-08	EM.outlet.NH4.mg.l	Outlet	0.0954467037083333
2017-05-09	EM.outlet.NH4.mg.l	Outlet	0.175482460574306
2017-05-10	EM.outlet.NH4.mg.l	Outlet	1.82059199689931
2017-05-11	EM.outlet.NH4.mg.l	Outlet	0.786280863203472
2017-05-12	EM.outlet.NH4.mg.l	Outlet	0.136322671975
2017-05-13	EM.outlet.NH4.mg.l	Outlet	0.134811712586111
2017-05-14	EM.outlet.NH4.mg.l	Outlet	1.29202694335833
2017-05-15	EM.outlet.NH4.mg.l	Outlet	0.134183014216667
2017-05-16	EM.outlet.NH4.mg.l	Outlet	1.73301083151042
2017-05-17	EM.outlet.NH4.mg.l	Outlet	0.24468191620625
2017-05-18	EM.outlet.NH4.mg.l	Outlet	0.129786612359722
2017-05-19	EM.outlet.NH4.mg.l	Outlet	0.192442628615278
2017-05-20	EM.outlet.NH4.mg.l	Outlet	0.143853174593056
2017-05-21	EM.outlet.NH4.mg.l	Outlet	0.144472814298611
2017-05-22	EM.outlet.NH4.mg.l	Outlet	0.149549384432639
2017-05-23	EM.outlet.NH4.mg.l	Outlet	0.303427226140278
2017-05-24	EM.outlet.NH4.mg.l	Outlet	0.168404055322917
2017-05-25	EM.outlet.NH4.mg.l	Outlet	0.154204851039583
2017-05-26	EM.outlet.NH4.mg.l	Outlet	0.150680259350694
2017-05-27	EM.outlet.NH4.mg.l	Outlet	0.146287944227778
2017-05-28	EM.outlet.NH4.mg.l	Outlet	0.146103110727778
2017-05-29	EM.outlet.NH4.mg.l	Outlet	0.0615849324805556
2017-05-30	EM.outlet.NH4.mg.l	Outlet	0.00289190509583333
2017-05-31	EM.outlet.NH4.mg.l	Outlet	0.00296552516388889
2017-06-01	EM.outlet.NH4.mg.l	Outlet	0.00277254340555556
2017-06-02	EM.outlet.NH4.mg.l	Outlet	0.00283745169027778
2017-06-03	EM.outlet.NH4.mg.l	Outlet	0.00272065241527778
2017-06-04	EM.outlet.NH4.mg.l	Outlet	0.00267684900555556
2017-06-05	EM.outlet.NH4.mg.l	Outlet	0.00263534746736111
2017-06-06	EM.outlet.NH4.mg.l	Outlet	0.002647757675
2017-06-07	EM.outlet.NH4.mg.l	Outlet	1.53880024294236
2017-06-08	EM.outlet.NH4.mg.l	Outlet	0.718944086695833
2017-06-09	EM.outlet.NH4.mg.l	Outlet	1.01277249917778
2017-06-10	EM.outlet.NH4.mg.l	Outlet	0.313656942157639
2017-06-11	EM.outlet.NH4.mg.l	Outlet	0.00268461603541667
2017-06-12	EM.outlet.NH4.mg.l	Outlet	0.913812758298611
2017-06-13	EM.outlet.NH4.mg.l	Outlet	0.00300606514722222
2017-06-14	EM.outlet.NH4.mg.l	Outlet	0.00272413517708333
2017-06-15	EM.outlet.NH4.mg.l	Outlet	0.00260285898472222
2017-06-16	EM.outlet.NH4.mg.l	Outlet	0.00273174947569444
2017-06-17	EM.outlet.NH4.mg.l	Outlet	0.00280254108611111
2017-06-18	EM.outlet.NH4.mg.l	Outlet	0.00285458321041667
2017-06-19	EM.outlet.NH4.mg.l	Outlet	0.00300125071388889
2017-06-20	EM.outlet.NH4.mg.l	Outlet	0.00294182759722222
2017-06-21	EM.outlet.NH4.mg.l	Outlet	0.00287199118125
2017-06-22	EM.outlet.NH4.mg.l	Outlet	0.00295928134444444
2017-06-23	EM.outlet.NH4.mg.l	Outlet	0.00288527881736111
2017-06-24	EM.outlet.NH4.mg.l	Outlet	0.62638807638132
2017-06-25	EM.outlet.NH4.mg.l	Outlet	0.00286819215138889
2017-06-26	EM.outlet.NH4.mg.l	Outlet	0.00267604565069444
2017-06-27	EM.outlet.NH4.mg.l	Outlet	0.00285601455833333
2017-06-28	EM.outlet.NH4.mg.l	Outlet	0.0172723894634656
2017-06-29	EM.outlet.NH4.mg.l	Outlet	1.42748082642847
2017-06-30	EM.outlet.NH4.mg.l	Outlet	1.56521678589167
2017-07-01	EM.outlet.NH4.mg.l	Outlet	0.122342152009722
2017-07-02	EM.outlet.NH4.mg.l	Outlet	0.0228079008923611
2017-07-03	EM.outlet.NH4.mg.l	Outlet	0.944678075392361
2017-07-04	EM.outlet.NH4.mg.l	Outlet	0.164416187204167
2017-07-05	EM.outlet.NH4.mg.l	Outlet	0.0298647650666667
2017-07-06	EM.outlet.NH4.mg.l	Outlet	0.0319298201208333
2017-07-07	EM.outlet.NH4.mg.l	Outlet	0.0380140115993056
2017-07-08	EM.outlet.NH4.mg.l	Outlet	0.0457990863652778
2017-07-09	EM.outlet.NH4.mg.l	Outlet	0.0454996615875
2017-07-10	EM.outlet.NH4.mg.l	Outlet	0.0549694871506944
2017-07-11	EM.outlet.NH4.mg.l	Outlet	0.0800115547777778
2017-07-12	EM.outlet.NH4.mg.l	Outlet	0.0388578951826389
2017-07-13	EM.outlet.NH4.mg.l	Outlet	0.0318974439833333
2017-07-14	EM.outlet.NH4.mg.l	Outlet	0.0297185910006944
2017-07-15	EM.outlet.NH4.mg.l	Outlet	0.03388690095625
2017-07-16	EM.outlet.NH4.mg.l	Outlet	0.126514845184722
2017-07-17	EM.outlet.NH4.mg.l	Outlet	0.0217553801090278
2017-07-18	EM.outlet.NH4.mg.l	Outlet	0.0217625239840278
2017-07-19	EM.outlet.NH4.mg.l	Outlet	0.0645975537055556
2017-07-20	EM.outlet.NH4.mg.l	Outlet	0.12675810056875
2017-07-21	EM.outlet.NH4.mg.l	Outlet	0.121709607334028
2017-07-22	EM.outlet.NH4.mg.l	Outlet	0.07203655595
2017-07-23	EM.outlet.NH4.mg.l	Outlet	0.956895455490278
2017-07-24	EM.outlet.NH4.mg.l	Outlet	0.0655132378597222
2017-07-25	EM.outlet.NH4.mg.l	Outlet	0.343211867503472
2017-07-26	EM.outlet.NH4.mg.l	Outlet	0.0302081825604167
2017-07-27	EM.outlet.NH4.mg.l	Outlet	0.0468200659916667
2017-07-28	EM.outlet.NH4.mg.l	Outlet	0.0251236297534722
2017-07-29	EM.outlet.NH4.mg.l	Outlet	0.496339948961111
2017-07-30	EM.outlet.NH4.mg.l	Outlet	0.507114052546528
2017-07-31	EM.outlet.NH4.mg.l	Outlet	0.0224123661104167
2017-08-01	EM.outlet.NH4.mg.l	Outlet	0.0115600821875
2017-08-02	EM.outlet.NH4.mg.l	Outlet	0.0126687890069444
2017-08-03	EM.outlet.NH4.mg.l	Outlet	1.15291568717292
2017-08-04	EM.outlet.NH4.mg.l	Outlet	0.106559807711111
2017-08-05	EM.outlet.NH4.mg.l	Outlet	0.0101528358479167
2017-08-06	EM.outlet.NH4.mg.l	Outlet	0.0105190414888889
2017-08-07	EM.outlet.NH4.mg.l	Outlet	0.0118625848069444
2017-08-08	EM.outlet.NH4.mg.l	Outlet	0.0115297197534722
2017-08-09	EM.outlet.NH4.mg.l	Outlet	1.05760781600972
2017-08-10	EM.outlet.NH4.mg.l	Outlet	0.0115416782916667
2017-08-11	EM.outlet.NH4.mg.l	Outlet	0.0126072856743056
2017-08-12	EM.outlet.NH4.mg.l	Outlet	0.353020552999306
2017-08-13	EM.outlet.NH4.mg.l	Outlet	0.14351089054375
2017-08-14	EM.outlet.NH4.mg.l	Outlet	0.0152465848909722
2017-08-15	EM.outlet.NH4.mg.l	Outlet	0.185438023583333
2017-08-16	EM.outlet.NH4.mg.l	Outlet	0.732232033179861
2017-08-17	EM.outlet.NH4.mg.l	Outlet	0.800432643601389
2017-08-18	EM.outlet.NH4.mg.l	Outlet	0.391133288097222
2017-08-19	EM.outlet.NH4.mg.l	Outlet	0.78067689871875
2017-08-20	EM.outlet.NH4.mg.l	Outlet	0.0132261758111111
2017-08-21	EM.outlet.NH4.mg.l	Outlet	0.0142569248615385
2017-08-22	EM.outlet.NH4.mg.l	Outlet	0.0179670977402778
2017-08-23	EM.outlet.NH4.mg.l	Outlet	0.0193069737756944
2017-08-24	EM.outlet.NH4.mg.l	Outlet	0.020360745263048
2017-08-25	EM.outlet.NH4.mg.l	Outlet	0.0194585459416667
2017-08-26	EM.outlet.NH4.mg.l	Outlet	0.0213204265458333
2017-08-27	EM.outlet.NH4.mg.l	Outlet	0.0213141822548611
2017-08-28	EM.outlet.NH4.mg.l	Outlet	0.0243868149597222
2017-08-29	EM.outlet.NH4.mg.l	Outlet	0.0243014517604167
2017-08-30	EM.outlet.NH4.mg.l	Outlet	0.900985761514583
2017-08-31	EM.outlet.NH4.mg.l	Outlet	0.0307428115916667
2017-09-01	EM.outlet.NH4.mg.l	Outlet	0.0216000781861111
2017-09-02	EM.outlet.NH4.mg.l	Outlet	0.02255563475
2017-09-03	EM.outlet.NH4.mg.l	Outlet	0.0243486593118056
2017-09-04	EM.outlet.NH4.mg.l	Outlet	0.0229252591131944
2017-09-05	EM.outlet.NH4.mg.l	Outlet	0.02419505789375
2017-09-06	EM.outlet.NH4.mg.l	Outlet	0.990563357178472
2017-09-07	EM.outlet.NH4.mg.l	Outlet	0.05027387993125
2017-09-08	EM.outlet.NH4.mg.l	Outlet	1.22046370968056
2017-09-09	EM.outlet.NH4.mg.l	Outlet	0.787919097128472
2017-09-10	EM.outlet.NH4.mg.l	Outlet	0.0366213624319444
2017-09-11	EM.outlet.NH4.mg.l	Outlet	0.320781934141667
2017-09-12	EM.outlet.NH4.mg.l	Outlet	0.0310252229847222
2017-09-13	EM.outlet.NH4.mg.l	Outlet	1.37945030804583
2017-09-14	EM.outlet.NH4.mg.l	Outlet	0.588818210424878
2017-09-15	EM.outlet.NH4.mg.l	Outlet	1.18395271164306
2017-09-16	EM.outlet.NH4.mg.l	Outlet	0.190196595827083
2017-09-17	EM.outlet.NH4.mg.l	Outlet	0.0311298783125
2017-09-18	EM.outlet.NH4.mg.l	Outlet	0.0307873297236111
2017-09-19	EM.outlet.NH4.mg.l	Outlet	0.0312515787125
2017-09-20	EM.outlet.NH4.mg.l	Outlet	0.181070217890972
2017-09-21	EM.outlet.NH4.mg.l	Outlet	0.06804046886875
2017-09-22	EM.outlet.NH4.mg.l	Outlet	0.0290789663847222
2017-09-23	EM.outlet.NH4.mg.l	Outlet	0.0333083787097222
2017-09-24	EM.outlet.NH4.mg.l	Outlet	0.0313296249201389
2017-09-25	EM.outlet.NH4.mg.l	Outlet	0.0299160566618056
2017-09-26	EM.outlet.NH4.mg.l	Outlet	0.0151082829423611
2017-09-27	EM.outlet.NH4.mg.l	Outlet	0.0129919661611111
2017-09-28	EM.outlet.NH4.mg.l	Outlet	0.808058977773611
2017-09-29	EM.outlet.NH4.mg.l	Outlet	0.0263256802326389
2017-09-30	EM.outlet.NH4.mg.l	Outlet	0.00247223331180556
2017-10-01	EM.outlet.NH4.mg.l	Outlet	0.00257384723263889
2017-10-02	EM.outlet.NH4.mg.l	Outlet	0.794598917217361
2017-10-03	EM.outlet.NH4.mg.l	Outlet	0.172036390366667
2017-10-04	EM.outlet.NH4.mg.l	Outlet	1.33324953571736
2017-10-05	EM.outlet.NH4.mg.l	Outlet	1.12962050344444
2017-10-06	EM.outlet.NH4.mg.l	Outlet	0.00264993001111111
2017-10-07	EM.outlet.NH4.mg.l	Outlet	0.929858109373611
2017-10-08	EM.outlet.NH4.mg.l	Outlet	0.0839857105416667
2017-10-09	EM.outlet.NH4.mg.l	Outlet	0.00199477932986111
2017-10-10	EM.outlet.NH4.mg.l	Outlet	0.145882511203472
2017-10-11	EM.outlet.NH4.mg.l	Outlet	0.0831030364236111
2017-10-12	EM.outlet.NH4.mg.l	Outlet	0.794272676482639
2017-10-13	EM.outlet.NH4.mg.l	Outlet	0.427253891553472
2017-10-14	EM.outlet.NH4.mg.l	Outlet	1.18694496936319
2017-10-15	EM.outlet.NH4.mg.l	Outlet	0.00306917673402778
2017-10-16	EM.outlet.NH4.mg.l	Outlet	0.00247519921597222
2017-10-17	EM.outlet.NH4.mg.l	Outlet	0.00202506957222222
2017-10-18	EM.outlet.NH4.mg.l	Outlet	0.220020513553472
2017-10-19	EM.outlet.NH4.mg.l	Outlet	0.195729773877778
2017-10-20	EM.outlet.NH4.mg.l	Outlet	0.0720988541520833
2017-10-21	EM.outlet.NH4.mg.l	Outlet	0.0634840701076389
2017-10-22	EM.outlet.NH4.mg.l	Outlet	0.305810995573018
2017-10-23	EM.outlet.NH4.mg.l	Outlet	0.292400745878472
2017-10-24	EM.outlet.NH4.mg.l	Outlet	0.495875601390972
2017-10-25	EM.outlet.NH4.mg.l	Outlet	0.0985070094506944
2017-10-26	EM.outlet.NH4.mg.l	Outlet	0.00303278088472222
2017-10-27	EM.outlet.NH4.mg.l	Outlet	0.0104693155326389
2017-10-28	EM.outlet.NH4.mg.l	Outlet	0.0272265149930556
2017-10-29	EM.outlet.NH4.mg.l	Outlet	0.061246664286
2017-10-30	EM.outlet.NH4.mg.l	Outlet	0.0188450165256944
2017-10-31	EM.outlet.NH4.mg.l	Outlet	0.0254093024277778
2017-11-01	EM.outlet.NH4.mg.l	Outlet	0.0270901397944444
2017-11-02	EM.outlet.NH4.mg.l	Outlet	0.0344766178673611
2017-11-03	EM.outlet.NH4.mg.l	Outlet	0.0183806565472222
2017-11-04	EM.outlet.NH4.mg.l	Outlet	0.0197478422298611
2017-11-05	EM.outlet.NH4.mg.l	Outlet	0.0194075097701389
2017-11-06	EM.outlet.NH4.mg.l	Outlet	0.0229113286694444
2017-11-07	EM.outlet.NH4.mg.l	Outlet	0.0288714301819444
2017-11-08	EM.outlet.NH4.mg.l	Outlet	0.0391593159833333
2016-01-01	EM.outlet.NO3.mg.l	Outlet	5.71982435038529
2016-01-02	EM.outlet.NO3.mg.l	Outlet	5.21539615967778
2016-01-03	EM.outlet.NO3.mg.l	Outlet	6.40285120505
2016-01-04	EM.outlet.NO3.mg.l	Outlet	7.80647584498194
2016-01-05	EM.outlet.NO3.mg.l	Outlet	4.63369285207014
2016-01-06	EM.outlet.NO3.mg.l	Outlet	2.88115797156806
2016-01-07	EM.outlet.NO3.mg.l	Outlet	3.00086125806667
2016-01-08	EM.outlet.NO3.mg.l	Outlet	3.97206189879722
2016-01-09	EM.outlet.NO3.mg.l	Outlet	3.73670909141736
2016-01-10	EM.outlet.NO3.mg.l	Outlet	4.31026538069236
2016-01-11	EM.outlet.NO3.mg.l	Outlet	4.9409246735993
2016-01-12	EM.outlet.NO3.mg.l	Outlet	4.53751804235764
2016-01-13	EM.outlet.NO3.mg.l	Outlet	2.18180858804931
2016-01-14	EM.outlet.NO3.mg.l	Outlet	2.86667868568472
2016-01-15	EM.outlet.NO3.mg.l	Outlet	3.06395571452778
2016-01-16	EM.outlet.NO3.mg.l	Outlet	4.28599333035417
2016-01-17	EM.outlet.NO3.mg.l	Outlet	5.02135648786875
2016-01-18	EM.outlet.NO3.mg.l	Outlet	4.63820902864653
2016-01-19	EM.outlet.NO3.mg.l	Outlet	3.67496253704375
2016-01-20	EM.outlet.NO3.mg.l	Outlet	3.08443779229444
2016-01-21	EM.outlet.NO3.mg.l	Outlet	3.2304782920625
2016-01-22	EM.outlet.NO3.mg.l	Outlet	4.5114368418625
2016-01-23	EM.outlet.NO3.mg.l	Outlet	5.57628469246597
2016-01-24	EM.outlet.NO3.mg.l	Outlet	6.37386180572292
2016-01-25	EM.outlet.NO3.mg.l	Outlet	4.41980476271458
2016-01-26	EM.outlet.NO3.mg.l	Outlet	4.64859543602222
2016-01-27	EM.outlet.NO3.mg.l	Outlet	2.93298194365625
2016-01-28	EM.outlet.NO3.mg.l	Outlet	2.85973281504722
2016-01-29	EM.outlet.NO3.mg.l	Outlet	3.01588933980972
2016-01-30	EM.outlet.NO3.mg.l	Outlet	2.76031392565972
2016-01-31	EM.outlet.NO3.mg.l	Outlet	3.32845029148125
2016-02-01	EM.outlet.NO3.mg.l	Outlet	3.10914886067847
2016-02-02	EM.outlet.NO3.mg.l	Outlet	3.20255672444722
2016-02-03	EM.outlet.NO3.mg.l	Outlet	3.4185469800625
2016-02-04	EM.outlet.NO3.mg.l	Outlet	3.23317060958264
2016-02-05	EM.outlet.NO3.mg.l	Outlet	3.40083757802986
2016-02-06	EM.outlet.NO3.mg.l	Outlet	4.18287031192361
2016-02-07	EM.outlet.NO3.mg.l	Outlet	5.81426100323611
2016-02-08	EM.outlet.NO3.mg.l	Outlet	4.55752454081806
2016-02-09	EM.outlet.NO3.mg.l	Outlet	3.56756592838194
2016-02-10	EM.outlet.NO3.mg.l	Outlet	3.55683033280625
2016-02-11	EM.outlet.NO3.mg.l	Outlet	3.59721520136806
2016-02-12	EM.outlet.NO3.mg.l	Outlet	4.52739803315764
2016-02-13	EM.outlet.NO3.mg.l	Outlet	5.21853344204861
2016-02-14	EM.outlet.NO3.mg.l	Outlet	6.25923476271458
2016-02-15	EM.outlet.NO3.mg.l	Outlet	5.2677022890549
2016-02-16	EM.outlet.NO3.mg.l	Outlet	4.14090748101528
2016-02-17	EM.outlet.NO3.mg.l	Outlet	3.83312532801111
2016-02-18	EM.outlet.NO3.mg.l	Outlet	3.73992693465972
2016-02-19	EM.outlet.NO3.mg.l	Outlet	3.63913887094722
2016-02-20	EM.outlet.NO3.mg.l	Outlet	5.04031372209931
2016-02-21	EM.outlet.NO3.mg.l	Outlet	5.06114225351736
2016-02-22	EM.outlet.NO3.mg.l	Outlet	4.60930086925903
2016-02-23	EM.outlet.NO3.mg.l	Outlet	4.54116981068264
2016-02-24	EM.outlet.NO3.mg.l	Outlet	3.80228833958958
2016-02-25	EM.outlet.NO3.mg.l	Outlet	3.61077661845
2016-02-26	EM.outlet.NO3.mg.l	Outlet	3.31000483758333
2016-02-27	EM.outlet.NO3.mg.l	Outlet	2.40600888800972
2016-02-28	EM.outlet.NO3.mg.l	Outlet	2.93421593143333
2016-02-29	EM.outlet.NO3.mg.l	Outlet	3.45988273303889
2016-03-01	EM.outlet.NO3.mg.l	Outlet	2.67557552201667
2016-03-02	EM.outlet.NO3.mg.l	Outlet	4.83579301729792
2016-03-03	EM.outlet.NO3.mg.l	Outlet	3.25817121551875
2016-03-04	EM.outlet.NO3.mg.l	Outlet	4.05811988510347
2016-03-05	EM.outlet.NO3.mg.l	Outlet	4.51307604074306
2016-03-06	EM.outlet.NO3.mg.l	Outlet	4.04268516055417
2016-03-07	EM.outlet.NO3.mg.l	Outlet	3.50198313100903
2016-03-08	EM.outlet.NO3.mg.l	Outlet	2.95151383492778
2016-03-09	EM.outlet.NO3.mg.l	Outlet	3.35556946856597
2016-03-10	EM.outlet.NO3.mg.l	Outlet	3.61183758453264
2016-03-11	EM.outlet.NO3.mg.l	Outlet	3.03732144862847
2016-03-12	EM.outlet.NO3.mg.l	Outlet	2.36481243868403
2016-03-13	EM.outlet.NO3.mg.l	Outlet	2.07747730730694
2016-03-14	EM.outlet.NO3.mg.l	Outlet	2.5057836127875
2016-03-15	EM.outlet.NO3.mg.l	Outlet	2.08195679865972
2016-03-16	EM.outlet.NO3.mg.l	Outlet	1.87944097315219
2016-03-17	EM.outlet.NO3.mg.l	Outlet	1.97827681530417
2016-03-18	EM.outlet.NO3.mg.l	Outlet	1.99957542939792
2016-03-19	EM.outlet.NO3.mg.l	Outlet	2.17912341976528
2016-03-20	EM.outlet.NO3.mg.l	Outlet	2.66465378182639
