																																	
																																	
																																	
	Rapportperiode: 01-01-2016  -  01-05-2017														Ejby Mølle Renseanlæg																		
																																	
	Drifttimer Luftningstank 1: januar 2016																																
																																	
																																	
																																	
																																	
			LT-RO1.1			LT-RO2.1			LT-RO3.1				LT-RO4.1					LT-RO5.1		LT-RO6.1		LT-OM1.1		LT-OM2.1			LT-OM3.1			LT-OM4.1			
			"Rotor
 Drifttimer"			"Rotor
 Drifttimer"			"Rotor
 Drifttimer"				"Rotor
 Drifttimer"					"Rotor 
Drifttimer"		"Rotor 
Drifttimer"		Omrører Drifttimer		Omrører Drifttimer			Omrører Drifttimer			Omrører Drifttimer			
Dato			Total h	Døgn h		Total h	Døgn h		 Total h	Døgn h			Total h			Døgn h		 Total h	Døgn h	Total h	 Døgn h	Total h	Døgn h	Total h		Døgn h	Total h	Døgn h		Total h	Døgn h		
01 jan  fre			84599	5.0		88539	6.0		52948	3.0			53071			3.0		85917	5.0	85820	6.0	50843	6.0	51412		3.0	51389	6.0		50799	4.0		
02 jan  lør			84604	5.0		88543	4.0		52950	2.0			53073			2.0		85921	4.0	85824	4.0	50850	7.0	51418		6.0	51395	6.0		50805	6.0		
03 jan  søn			84609	5.0		88548	5.0		52953	3.0			53075			2.0		85926	5.0	85829	5.0	50855	5.0	51425		7.0	51401	6.0		50812	7.0		
04 jan  man			84615	6.0		88554	6.0		52956	3.0			53078			3.0		85932	6.0	85834	5.0	50862	7.0	51432		7.0	51407	6.0		50819	7.0		
05 jan  tir			84621	6.0		88559	5.0		52959	3.0			53081			3.0		85937	5.0	85840	6.0	50866	4.0	51438		6.0	51412	5.0		50825	6.0		
06 jan  ons			84629	8.0		88572	12.0		52960	1.0			53083			2.0		85945	7.0	85852	12.0	50869	3.0	51440		2.0	51415	3.0		50827	2.0		
07 jan  tor			84637	8.0		88580	8.0		52963	3.0			53086			3.0		85952	7.0	85858	6.0	50876	7.0	51446		6.0	51421	6.0		50833	6.0		
08 jan  fre			84644	7.0		88586	6.0		52966	3.0			53089			3.0		85959	7.0	85864	6.0	50880	4.0	51452		6.0	51426	5.0		50839	6.0		
09 jan  lør			84650	6.0		88592	6.0		52969	3.0			53091			2.0		85965	6.0	85870	6.0	50887	7.0	51458		6.0	51432	6.0		50845	6.0		
10 jan  søn			84655	5.0		88597	5.0		52971	2.0			53094			3.0		85970	5.0	85875	5.0	50893	6.0	51464		6.0	51439	7.0		50850	5.0		
11 jan  man			84661	6.0		88603	6.0		52974	3.0			53097			3.0		85975	5.0	85881	6.0	50900	7.0	51471		7.0	51445	6.0		50857	7.0		
12 jan  tir			84669	8.0		88610	7.0		52977	3.0			53099			2.0		85983	7.0	85887	6.0	50904	4.0	51474		3.0	51450	5.0		50861	4.0		
13 jan  ons			84671	2.0		88612	2.0		52978	1.0			53101			2.0		85984	1.0	85889	2.0	50907	3.0	51476		2.0	51453	3.0		50863	2.0		
14 jan  tor			84678	7.0		88621	9.0		52981	3.0			53103			2.0		85991	7.0	85896	7.0	50911	4.0	51480		4.0	51456	3.0		50866	3.0		
15 jan  fre			84686	8.0		88632	11.0		52983	2.0			53106			3.0		85998	7.0	85906	10.0	50915	4.0	51484		4.0	51461	5.0		50870	4.0		
16 jan  lør			84695	9.0		88643	11.0		52987	4.0			53109			3.0		86006	8.0	85916	10.0	50918	3.0	51488		4.0	51464	3.0		50875	5.0		
17 jan  søn			84701	6.0		88649	6.0		52990	3.0			53113			4.0		86011	5.0	85922	6.0	50925	7.0	51494		6.0	51470	6.0		50881	6.0		
18 jan  man			84707	6.0		88655	6.0		52994	4.0			53117			4.0		86017	6.0	85928	6.0	50930	5.0	51500		6.0	51476	6.0		50887	6.0		
19 jan  tir			84714	7.0		88662	7.0		52998	4.0			53121			4.0		86024	7.0	85935	7.0	50936	6.0	51506		6.0	51481	5.0		50893	6.0		
20 jan  ons			84721	7.0		88669	7.0		53002	4.0			53125			4.0		86031	7.0	85942	7.0	50941	5.0	51511		5.0	51487	6.0		50898	5.0		
21 jan  tor			84728	7.0		88676	7.0		53006	4.0			53130			5.0		86038	7.0	85949	7.0	50945	4.0	51516		5.0	51491	4.0		50903	5.0		
22 jan  fre			84738	10.0		88686	10.0		53010	4.0			53133			3.0		86047	9.0	85958	9.0	50948	3.0	51520		4.0	51494	3.0		50907	4.0		
23 jan  lør			84747	9.0		88694	8.0		53013	3.0			53136			3.0		86056	9.0	85965	7.0	50950	2.0	51524		4.0	51495	1.0		50911	4.0		
24 jan  søn			84752	5.0		88700	6.0		53015	2.0			53138			2.0		86060	4.0	85971	6.0	50955	5.0	51526		2.0	51501	6.0		50913	2.0		
25 jan  man			84758	6.0		88707	7.0		53018	3.0			53141			3.0		86066	6.0	85977	6.0	50959	4.0	51532		6.0	51504	3.0		50918	5.0		
26 jan  tir			84764	6.0		88714	7.0		53021	3.0			53145			4.0		86072	6.0	85984	7.0	50963	4.0	51536		4.0	51509	5.0		50923	5.0		
27 jan  ons			84771	7.0		88720	6.0		53024	3.0			53148			3.0		86078	6.0	85989	5.0	50965	2.0	51544		8.0	51513	4.0		50929	6.0		
28 jan  tor			84782	11.0		88731	11.0		53025	1.0			53148			0.0		86087	9.0	85996	7.0	50968	3.0	51551		7.0	51517	4.0		50935	6.0		
29 jan  fre			84788	6.0		88737	6.0		53027	2.0			53151			3.0		86092	5.0	86002	6.0	50973	5.0	51556		5.0	51522	5.0		50940	5.0		
30 jan  lør			84794	6.0		88742	5.0		53029	2.0			53154			3.0		86098	6.0	86006	4.0	50977	4.0	51562		6.0	51526	4.0		50946	6.0		
31 jan  søn			84798	4.0		88746	4.0		53031	2.0			53155			1.0		86102	4.0	86010	4.0	50984	7.0	51567		5.0	51532	6.0		50951	5.0		
01 feb  man			84805	7.0		88751	5.0		53033	2.0			53157			2.0		86108	6.0	86015	5.0	50988	4.0	51572		5.0	51537	5.0		50956	5.0		
02 feb  tir			84815	10.0		88759	8.0		53035	2.0			53159			2.0		86117	9.0	86022	7.0	50990	2.0	51576		4.0	51539	2.0		50960	4.0		
03 feb  ons			84825	10.0		88767	8.0		53038	3.0			53162			3.0		86125	8.0	86029	7.0	50994	4.0	51578		2.0	51542	3.0		50963	3.0		
04 feb  tor			84835	10.0		88777	10.0		53040	2.0			53164			2.0		86134	9.0	86036	7.0	50997	3.0	51582		4.0	51545	3.0		50966	3.0		
05 feb  fre			84841	6.0		88783	6.0		53042	2.0			53166			2.0		86139	5.0	86042	6.0	51001	4.0	51585		3.0	51549	3.0		50970	4.0		
06 feb  lør			84848	7.0		88791	8.0		53044	2.0			53168			2.0		86146	7.0	86049	7.0	51003	2.0	51590		5.0	51552	3.0		50974	4.0		
07 feb  søn			84856	8.0		88798	7.0		53046	2.0			53171			3.0		86153	7.0	86055	6.0	51009	6.0	51595		5.0	51557	5.0		50979	5.0		
08 feb  man			84859	3.0		88801	3.0		53048	2.0			53172			1.0		86156	3.0	86058	3.0	51014	5.0	51600		5.0	51563	6.0		50984	5.0		
09 feb  tir			84864	5.0		88806	5.0		53050	2.0			53174			2.0		86160	4.0	86062	4.0	51018	4.0	51604		4.0	51566	3.0		50988	4.0		
10 feb  ons			84868	4.0		88810	4.0		53051	1.0			53175			1.0		86164	4.0	86066	4.0	51022	4.0	51608		4.0	51570	4.0		50992	4.0		
11 feb  tor			84874	6.0		88816	6.0		53056	5.0			53179			4.0		86170	6.0	86071	5.0	51024	2.0	51610		2.0	51573	3.0		50994	2.0		
12 feb  fre			84882	8.0		88822	6.0		53058	2.0			53182			3.0		86177	7.0	86077	6.0	51027	3.0	51614		4.0	51575	2.0		50998	4.0		
13 feb  lør			84888	6.0		88829	7.0		53060	2.0			53184			2.0		86182	5.0	86082	5.0	51032	5.0	51616		2.0	51580	5.0		51000	2.0		
14 feb  søn			84893	5.0		88834	5.0		53062	2.0			53186			2.0		86187	5.0	86087	5.0	51038	6.0	51623		7.0	51587	7.0		51007	7.0		
15 feb  man			84900	7.0		88840	6.0		53065	3.0			53189			3.0		86193	6.0	86093	6.0	51044	6.0	51630		7.0	51593	6.0		51015	8.0		
16 feb  tir			84908	8.0		88848	8.0		53068	3.0			53192			3.0		86201	8.0	86101	8.0	51050	6.0	51636		6.0	51599	6.0		51020	5.0		
17 feb  ons			84915	7.0		88855	7.0		53071	3.0			53195			3.0		86208	7.0	86107	6.0	51056	6.0	51643		7.0	51604	5.0		51027	7.0		
18 feb  tor			84923	8.0		88863	8.0		53074	3.0			53198			3.0		86215	7.0	86114	7.0	51061	5.0	51648		5.0	51610	6.0		51032	5.0		
19 feb  fre			84931	8.0		88872	9.0		53077	3.0			53201			3.0		86223	8.0	86122	8.0	51067	6.0	51653		5.0	51615	5.0		51037	5.0		
20 feb  lør			84936	5.0		88876	4.0		53079	2.0			53203			2.0		86227	4.0	86126	4.0	51071	4.0	51658		5.0	51619	4.0		51042	5.0		
21 feb  søn			84940	4.0		88880	4.0		53081	2.0			53205			2.0		86231	4.0	86130	4.0	51078	7.0	51664		6.0	51627	8.0		51048	6.0		
22 feb  man			84946	6.0		88887	7.0		53083	2.0			53207			2.0		86236	5.0	86135	5.0	51082	4.0	51669		5.0	51630	3.0		51053	5.0		
23 feb  tir			84953	7.0		88895	8.0		53086	3.0			53209			2.0		86243	7.0	86143	8.0	51087	5.0	51672		3.0	51635	5.0		51057	4.0		
24 feb  ons			84961	8.0		88903	8.0		53089	3.0			53212			3.0		86250	7.0	86150	7.0	51092	5.0	51678		6.0	51641	6.0		51062	5.0		
25 feb  tor			84968	7.0		88910	7.0		53092	3.0			53216			4.0		86257	7.0	86157	7.0	51098	6.0	51683		5.0	51646	5.0		51068	6.0		
26 feb  fre			84977	8.0		88919	9.0		53096	4.0			53220			4.0		86265	8.0	86165	8.0	51103	5.0	51689		6.0	51651	5.0		51073	5.0		
27 feb  lør			84984	7.0		88925	6.0		53099	3.0			53223			3.0		86272	7.0	86172	7.0	51109	6.0	51695		6.0	51657	6.0		51080	7.0		
28 feb  søn			84990	6.0		88932	7.0		53102	3.0			53226			3.0		86278	6.0	86178	6.0	51114	5.0	51702		7.0	51663	6.0		51086	6.0		
29 feb  man			84998	8.0		88940	8.0		53106	4.0			53230			4.0		86286	8.0	86186	8.0	51120	6.0	51707		5.0	51668	5.0		51091	5.0		
01 mar  tir			85008	10.0		88949	9.0		53111	5.0			53236			6.0		86295	9.0	86194	8.0	51124	4.0	51712		5.0	51672	4.0		51096	4.0		
02 mar  ons			85012	4.0		88953	4.0		53114	3.0			53238			2.0		86299	4.0	86198	4.0	51127	3.0	51716		4.0	51675	3.0		51101	5.0		
03 mar  tor			85020	8.0		88961	8.0		53121	7.0			53244			6.0		86307	8.0	86206	8.0	51131	4.0	51720		4.0	51680	5.0		51104	3.0		
