ASV,MQ210219-189,MQ210219-190,MQ210219-191,MQ210219-192,MQ210219-193,MQ210219-194,MQ210219-195,MQ210219-196,MQ210219-197,MQ210219-198,MQ210219-199,MQ210219-200,MQ210219-201,MQ210219-202,MQ210219-203,MQ210219-204,MQ210219-205,MQ210219-206,MQ210219-207,MQ210219-208,MQ210219-209,MQ210219-210,MQ210219-211,MQ210219-212,MQ210219-213,MQ210219-214,MQ210219-215,MQ210219-216,MQ210219-217,MQ210219-218,MQ210219-219,MQ210219-220,MQ210219-221,MQ210219-222,MQ210219-223,MQ210219-224,MQ210219-225,MQ210219-226,MQ210219-227,MQ210219-228,MQ210219-229,MQ210219-230,MQ210219-232,MQ210219-233,MQ210219-234,MQ210219-235,MQ210219-236,MQ210219-237,MQ210219-238,MQ210219-239,MQ210219-240,MQ210219-241,MQ210219-242,MQ210219-243,MQ210219-244,MQ210219-245,MQ210219-246,MQ210219-247,MQ210219-248,MQ210219-249,MQ210219-250,MQ210219-251,MQ210219-252,MQ210219-253,MQ210219-254,MQ210219-255,MQ210219-256,MQ210219-257,MQ210219-258,MQ210219-259,MQ210219-260,MQ210219-261,MQ210219-262,MQ210219-263,MQ210503-33,MQ210503-34,MQ210503-35,MQ210503-36,MQ210503-37,MQ210503-38,MQ210503-39,MQ210503-40,MQ210503-41,MQ210503-42,MQ210503-43,MQ210503-44,MQ210503-45,MQ210503-46,MQ210503-47,MQ210503-48,MQ210503-49,MQ210503-50,MQ210503-51,MQ210503-52,MQ210503-53,MQ210503-54,MQ210503-55,MQ181214-141,MQ181214-142,MQ181214-143,MQ181214-144,MQ181214-145,MQ181214-146,MQ181214-147,MQ181214-148,MQ181214-149,MQ181214-150,MQ181214-151,MQ181214-152,MQ181214-153,MQ181214-154,MQ181214-155,MQ181214-156,MQ181214-157,MQ181214-158,MQ181214-159,MQ181214-160,MQ181214-161,MQ181214-162,MQ181214-163,MQ181214-164,MQ181214-165,MQ181214-166,MQ181214-167,MQ181214-168,MQ181214-169,MQ181214-170,MQ181214-171,MQ181214-172,MQ181214-173,MQ181214-174,MQ181214-175,MQ181214-176,MQ181214-177,MQ181214-178,MQ181214-179,MQ181214-180,MQ181214-181,MQ181214-182,MQ181214-183,MQ181214-184,MQ181214-185,MQ181214-186,MQ181214-187,MQ181214-188,MQ181214-189,MQ181214-190,MQ181214-191
ASV1,6.82563753404308,7.31057320823149,7.78111948914577,7.87153547440876,7.82869934024505,10.426227964885,7.39818065149285,9.11018804050702,9.16456228956229,7.83003512378994,9.32998625306318,8.05192129391161,7.43779511737718,8.43139326080068,6.12808871821559,3.14059509962103,2.89108023307934,5.95873611311499,7.69848581484894,6.79675509756632,7.54704544705533,5.97403523789143,3.57894736842105,2.94092737666737,2.6009582477755,4.09564079713305,3.86955843345296,5.40236839830582,4.45320349331479,5.60090155356999,10.3066733630485,6.3689396097956,6.94551827225401,11.7608852537888,11.298537707432,10.1522395940278,10.5846901825732,9.19270897565548,9.74298549230429,8.10707970544128,5.76133890018913,5.57302728312367,8.2564015913734,8.73536358610986,10.9596848545805,7.62491422370458,11.1917488026937,10.207757896001,9.67784009390896,4.83695340707204,3.98219723588662,2.37727097023579,1.57183971662608,10.8186609663365,6.09672145254281,6.55272827064689,5.09039010466223,6.0640713573914,4.29250738979566,3.27662093639803,4.51016635859519,2.68834395061121,3.54526860479346,2.60481645306416,3.16576317126885,3.40054648078342,4.86270252884654,3.88034150516867,3.3414758640805,3.45952115661603,4.32861203868069,1.43451319921908,6.16114567763913,8.52396359576924,3.82874670212994,2.23160566215241,2.73590617929188,3.02668326659713,2.61431465965719,2.73776095714809,2.1950891053553,3.74177741084982,3.62085957920898,5.49036971441222,4.22931151326523,4.4513939716548,5.61966738973247,6.82123811731973,9.88668173080166,8.77638104024911,6.74356192542683,2.85244353745641,1.4886847950057,2.27263206401072,0.865772255634129,1.31864406779661,3.04427882507672,0.945291267871913,3.59538784067086,2.97268582053212,2.60157291751708,1.42534285274025,1.07176541198662,2.17015844409402,3.08747855917667,2.96194440315148,5.95234911891328,5.77383522392746,4.65634529673939,4.44230290972395,4.45538384845464,3.20256689671873,4.35333896872358,6.2179910788039,4.94105939987753,3.25378634668105,2.73471201861487,3.32364929320961,3.81376919266964,5.81517694459414,6.5379235663042,8.01698113207547,5.51698791244691,7.1933135616069,5.47702808030166,5.65774451351009,5.44287751544922,5.52123658128106,7.12379045712379,6.44731755508784,5.24935706721799,5.7930003470461,8.59775150597558,5.93291954424921,5.02772412933774,4.85434363437386,3.84908536585366,4.31546234438097,3.64943645549942,6.97151114781173,5.49797119286168,4.11592842976264,5.09541705305286,6.03414600519313,6.66982024597919,5.67174614925864,5.30502793296089,6.54967650447576
ASV2,0.595753899480069,0.823149097216747,0.678478270165486,0.766653889101848,0.689208294062206,0.786085810445056,0.905899671611369,1.06715176512933,1.2701418951419,1.60412918701276,1.37867830175523,1.24858349644586,1.34958641706574,1.06475124115348,1.41224182173812,1.16505947244006,0.764231286418646,1.18669744625595,1.67009189048733,1.40594167945626,1.3759351415483,2.20058492046508,1.71310629514964,1.53292398899005,2.06606332547469,2.52374902823338,2.18832891246684,2.23009767482064,3.15480330782904,2.64026402640264,1.69502165861008,1.13822113582172,0.88655223957528,0.964637960067356,0.618872884604852,0.569065149159602,0.308931148869363,0.332979799225514,0.132557625745637,0.212637374935649,0.0785069407272598,0.0633066492403202,0.0414740172962013,0.0489974370571386,0.0519654681082893,0.0510668177393358,0.0523055296752153,0.0531832764329462,0.0558981907618923,0,0,0,0,0.169704485746455,0.204371396609586,0.248509704075254,0,0.395340858967866,0.246754915820589,0.339759594347636,0.427192441979873,0.334505743168458,1.13280771987483,1.2192355676534,1.73005251567,2.10614491713038,2.83439874562779,2.60298926760749,1.61878372466093,1.54903932385792,1.76893379842844,0.636618283677107,1.73624387361396,2.96683128039205,1.7695888119088,0.662918152580568,0.546543866917365,0.331437800733537,0.220141284705109,0.248748626541326,0.186290793194775,0.143812085541559,0.289240262244504,0.317990621289271,0.238447830124746,0.419189566837448,0.500361532899494,0.497720071102867,0.559846210920374,0.638911313573982,0.673785188145949,0.569574950885582,0.540248514316586,0.670269364500859,0.568369572401031,0.710169491525424,0.810170977641385,2.71377368151562,0.593990216631726,0.460401080171765,0.767409584455874,1.00672864553906,1.11463602846609,0.87607318965733,0.445969125214408,0.613200535156831,0.703264967778164,0.777171566510971,1.24912033779029,1.34605819447899,1.42073778664008,1.96755055091415,2.29923922231615,2.87254254088882,2.64084507042254,3.07851332524381,2.30071374415017,0.897580435348192,1.08552088492653,1.23694408088896,1.47994405089564,2.12452830188679,2.22149624305782,1.87651658128876,2.44149059425755,2.40390714195103,2.72936143241959,2.6741344754688,2.96407518629741,3.04969717795627,2.89445817154959,3.23019835019621,2.80256418516252,2.2554419092578,1.806741013021,2.16790869769139,1.76575203252033,0.978841394197666,0.353672755538282,0.437654830718415,0.336531989769428,0.362542918683756,0.536873444287179,0.422803832808658,0.441501103752759,0.464762374812347,0.500558659217877,2.34275754084316
ASV3,0.0123793018073781,0.0126153118347394,0.00997762162008068,0.0149997500041666,0.00981778196669808,0.00470710066134764,0.00377458196504737,0.00875511931282041,0.00300625300625301,0.0214169450869528,0.00796923873846951,0.00206036880601628,0.00502327450520746,0.00633780500686596,0.00358892457874998,0.00750440884019361,0.00896458987001345,0.0090174577982975,0.00236222332459311,0,0.00494347955047293,0.00534988230258934,0.00412796697626419,0.00635189498200297,0.0126752351256116,0.00568838999601813,0.0117022936495553,0.0345751577491572,0.0108200015457145,0.016099170892699,0.0141251804884174,0.00899779554009268,0.00773156022885418,0.0120279047389945,0.00821512678679008,0.0117333020445279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270311141355714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021425204610704,0.00201259886891944,0.0050199543184157,0,0,0,0,0,0,0,0,0,0,0,0,0.0531726338177951,0.576519916142558,0.615343751383417,1.03681933219038,0.544455287893574,0.445854411386436,0.372956872168406,0.334476843910806,0.680095138992121,0.502714121453593,0.325784040507124,0.13781374618813,0.155433971648844,0.0747756729810568,0.0332970093231626,0.0084530853761623,0.0123905501404262,0.0153092467850582,0.00898836007370455,0.0261444743653429,0.0325210302662388,0.0454020141984481,0.0923858649626607,0.108288589089925,0.0622641509433962,0.0571708591963411,0.0727959018603397,0.0442375344947442,0.0486278489576726,0.0158453493899541,0.0274551794195975,0.0667334000667334,0.0279197628967828,0.0252130502748223,0.026695854133853,0.0450987340141095,0.0407961068858,0.0124602828484207,0.0286622544165928,0.0635162601626016,0.0818802687161546,0.0816167897396036,0.0598678777869529,0.0499990384800292,0.0383868972723977,0.014642003026014,0.0367655506790138,0.0210238620834647,0.0287905895901454,0.0134078212290503,0.029542970250229
ASV4,2.0023520673434,1.73302846329733,1.15170260986074,1.49664172263796,1.73578385171222,1.65219233213302,2.88566791227872,2.71505977800909,3.374518999519,2.06031011736486,2.13376367222521,3.91264036262491,3.45266400991259,5.50755255096652,6.96071922048558,10.155341262992,6.21694307485433,3.50057711729909,2.51104339404247,2.43641745231309,2.32013973568863,1.40880233968186,1.17234262125903,1.60491213211942,1.14330620833016,1.90940290866342,1.96208456857544,1.01996715360014,1.14382873483268,1.09152378652499,0.827107790821772,0.781308579398047,0.755115715684759,0.339186913639644,0.227285174434525,0.275732598046405,0.384897824820845,0.48837037219742,1.01627513071655,0.44094276697182,1.59511829568569,2.4648750204215,1.16434463372298,1.10432685059551,1.21699773698768,1.73786764119177,0.944768629758577,1.09626173034363,1.48502860124094,1.38116797524213,1.6865776528461,0.367220718979513,0.6420190391853,1.32010508623925,1.91248601669392,1.87068347791618,3.07643514113543,2.2527894401516,3.17182881377715,4.01276672415125,6.40651742315328,4.56993875593379,2.53308392916455,2.83165097727874,3.36481450110114,3.68375914956421,2.00820166445543,1.90505453986788,1.19221233775704,1.53545125961356,1.77886465484067,1.05254222901282,0.554416211894748,0.722786702238368,0.91589626992128,0.899205810926116,0.822205933904841,0.630909519162825,0.822517934395707,0.773715053107069,0.664362346815101,0.788303283709286,0.659896302009684,1.2015215247449,2.25395948896865,1.17328720030164,1.84671005061461,1.75438596491228,1.4029880948366,1.54076807749971,1.6292658786806,0.766032621110823,2.07095263821358,1.10175526789829,1.94303086378957,1.34576271186441,1.23454625164402,1.77635984087597,1.12858141160028,0.89424055956439,1.64367159223882,1.92613899018953,1.99777072794307,1.01123876749018,1.08061749571184,1.27471383975026,1.33700564216381,1.73489814342348,1.78571428571429,2.30353145983586,2.77916251246261,3.82007506962102,1.85967878275571,1.88542871303486,2.67529087568892,2.64707204170599,1.53468064524563,1.38756395802619,0.965824665676077,1.17791977827392,2.06199521725398,2.3188679245283,3.5078405749755,1.57724454030736,2.54260495881696,3.16926719945875,3.42259546823007,3.01457870027181,1.84629073517962,2.28512520939822,2.67258332913116,2.22109506393657,1.54946364719905,1.9115890083632,1.53261479035574,1.23768825889833,0.940040650406504,0.850438245529151,0.893898173338515,0.452105697770438,0.401915347781773,0.686698940095114,0.858997510859486,0.889266757048645,0.846210448859456,0.847265922224279,1.13519553072626,3.25563532157523
ASV5,0.521478088635801,0.569265946542616,0.620037914962156,0.586656889051849,0.479107759974867,0.371860952246464,0.651115388970672,0.963063124410245,1.20099807599808,1.43707701533453,0.984200984200984,1.09199546718863,1.39144703794247,0.504911798880321,0.552694385127497,0.401485872950358,0.439264903630659,1.13619968258549,1.28504948857865,1.18669151501864,0.782717595491547,1.36421998716028,0.99484004127967,0.82786364598772,0.960782822521358,1.21731545914788,0.94788578561398,1.28792462615611,1.57199165314166,1.85784432101747,1.63067361416285,1.14871856395183,0.86851193237462,1.15227327399567,0.972123336436826,0.847731072717139,0.501380061279785,0.47850430407222,0.245477084714142,0.387223851198603,0.11776041109089,0.0796438490442738,0.0906284081657732,0.11558369767325,0.0905204928337943,0.0351084371957934,0.0768237467104726,0.0686235824941241,0.0596247368126852,0,0,0,0,0.0114224173098575,0.00645383357714482,0.0350657864646064,0,0.0114354793916325,0.0128518185323223,0.0772180896244627,0,0,0.0664300823383389,0.0321348909303996,0.057174318143317,0.0398891082789844,0.0743778394242753,0.0943748216754823,0.0309902289631034,0.0407641927331032,0.0608264955249078,0.00848824378236143,0.0625673467968994,0.145692607519252,0.154436841766586,0.0962653422889273,0.159342235252876,0.129546754601433,0.0919993428618367,0.0961421071908192,0.0493782825335548,0.082558789847932,0.109268543514591,0.148932316300038,0.130518812278808,0.126422250316056,0.182212581344902,0.219491459927351,0.315335064584668,0.315995848229731,0.569101048744742,0.409667544888293,0.430197891029874,0.561350592769469,0.327142951556407,0.406779661016949,0.6085050416484,0.732600732600733,0.974842767295597,0.794634556642614,2.17704846654149,2.47316246340336,2.44791220097745,4.10502866010863,2.47855917667238,3.34844655864427,3.74361579805867,3.41484476194214,3.19024161388693,3.0371798060184,3.14057826520439,3.32970093231626,3.24598478444632,4.07236081282009,3.2379056950398,3.46950698844996,2.57000183011321,1.27265631775215,1.95641406636949,2.29424897990607,2.26503632179759,2.94150943396226,1.8703038222803,1.4208681585333,1.51460891912957,1.50323480908284,1.378545396926,1.42217829393515,1.63496830163497,1.68807181822087,1.39680298522515,1.53768119810993,1.64288245337113,1.2267972142087,1.09650489066102,1.2194486424514,0.920985772357724,0.575022796211177,0.229304314030315,0.282824112303881,0.178842714563181,0.166343221513723,0.278198057494265,0.264252395505411,0.252286345001577,0.316696485491599,0.268156424581006,1.22898756240952
ASV6,1.33077494429314,1.74722068911141,1.53370298045812,1.37831036149398,1.60815268614515,1.17206806467556,1.44000301966557,1.32785976244443,1.06120731120731,1.25717467660413,1.28703205626283,1.24446275883383,1.55721509661431,1.08798985951199,1.19511188472374,1.51401448350906,1.335723890632,1.57985860626172,1.67009189048733,1.76770445077834,1.92630919816762,2.30044939011342,1.13725490196078,1.38471310607665,1.27005855958628,1.83734996871385,1.763145576533,1.44351283602731,1.61990880284411,1.33140143282621,1.01544353066734,1.63759878829687,1.65197670223184,2.07601635795045,1.9880606824032,1.83919509547975,2.82849256792687,2.56517771255211,1.59069150894764,1.81077511918884,1.43988866288406,2.54043456951479,1.57140443311163,1.34177596864164,1.19520576649065,0.914415205144982,1.3468673891368,1.61951654686133,1.85209338724403,1.36970600034386,0.960412274537362,0.676459219172787,1.48328536639362,3.58174371359105,2.95800705619138,3.70477656995624,1.37963843958135,4.3373139692549,4.73460994730754,2.19041980901393,1.74710755117409,1.74139754531815,2.00339143051938,2.33639559941023,2.5135524309673,2.56287520692475,3.14799179833555,2.87733467945482,2.54119877497448,2.11973802212137,1.91913800166342,0.23767082590612,1.26872675449268,1.35475203875045,1.10250745372257,1.0304767322292,0.799898020969438,0.667922877620378,0.699852143913258,0.494445122695642,0.464604749292993,0.553942848011931,0.655611261087543,0.815102541912371,0.599884541050677,0.629893317364207,1.11352133044107,1.109823015689,1.32879160905197,1.64917541229385,1.84053750547213,1.20615871952241,0.976449166616644,1.00540404675129,0.913687132377239,0.952542372881356,1.48180622533976,1.79408405214857,1.19147449336129,1.6910885829386,2.99344164149454,1.39709281421747,1.38472091228672,1.27406072438737,0.763293310463122,0.995986323769882,1.52151242078242,1.65247085606626,1.94698569082806,2.09524993782641,1.66375872382851,2.50030270008476,2.68808114961961,2.61027589624979,1.32424984690753,1.33027729090827,0.92028549766007,1.01682421299107,1.01948159154697,1.77842790053122,1.79127374452917,2.25849056603774,1.90705651747795,2.7069290913993,2.3509089760064,2.04448391052476,2.03216605926161,1.59789144222058,1.7017017017017,1.66444740346205,1.42705864555494,1.19330467978323,1.59778371935702,1.4628318326194,0.841069092268395,1.14649017666371,0.857469512195122,1.09049630608333,0.621842207539837,0.722543352601156,0.607680621526509,0.528886140197479,0.566157450339206,0.696247615983823,0.819930621255125,0.756781212083822,0.697206703910615,1.55986882921209
ASV8,0.823223570190641,0.58503508633604,0.943597930356201,0.829986166897218,0.367185045554508,0.764903857468992,0.360472577662024,0.484449935309396,0.759078884078884,1.01944658613895,0.601677524754448,0.717008344493664,0.745119051605773,0.661244322383015,0.561666696574372,0.437131814941278,0.356342447333035,0.375126244409176,0.44882243167269,0.389169041876781,0.397126190554658,0.394107996290748,0.408668730650155,0.395934787211518,0.512079499074708,0.593488689584558,0.624122327976283,0.587777681735673,0.777494396784914,0.848426306045239,0.92441458974198,1.4756384685752,1.54373485902789,1.60933365407746,1.486937948409,2.19119415681558,1.32688460661923,1.75616012628567,1.02363944325797,1.82196655997493,1.50590586304107,1.67047867995426,1.04913903012243,0.848032564450475,0.707400888441874,0.563330833187048,0.658722764347243,0.528401585204756,0.450912072145932,0.309473322253424,0.784727102365894,0.463857750289911,0,0.234975441802784,0.109715170811462,0.175328932323032,0,0.0588110368712528,0.0539776378357538,0,0.0739371534195933,0,0.0489484817229866,0.026464027825035,0,0.0119667324836953,0.026132754392313,0.0175581063582293,0.00911477322444218,0.0054352256977471,0.00496542820611492,0,0.00695192742187772,0.0113526707157859,0.0257394736277643,0.0787625527818496,0.100385608209312,0.208620747669841,0.226712666338098,0.437980710535954,0.680073618530323,0.620522517244134,1.05197754638557,1.18542073379355,0.898571822996411,1.5680794907623,0.926970354302242,1.18865445552207,0.671140939597315,0.867258678353131,0.536744132929824,2.97275482387341,3.98183164255558,3.96087302584726,4.42799550591501,5.79661016949153,4.67163524769838,0.612469967308677,0.356394129979036,0.43605294612422,0.789180069121289,0.914273974009965,0.986024179027694,1.10134915271207,1.08919382504288,0.743273375947674,0.540150279434179,0.498488833065118,0.413441238564391,0.416563044018901,0.479810568295115,0.38745610848771,0.456466610312764,0.328349578721295,0.528169014084507,0.777493146375444,1.12421239770974,0.956118289827422,0.95344229816741,0.898195909359201,1.10995803817173,0.926415094339623,1.00049003593597,0.835804799137234,0.773103579027196,0.756903040297687,0.713040722547932,0.521648408972353,0.539428317206095,0.427387139727675,0.474005345166658,0.469847032755813,0.328576490674226,0.489553282629601,0.367578344028409,0.429933816248893,0.711382113821138,0.651320319333048,0.862806062961523,0.823699421965318,0.898059652698987,1.0236505939306,0.902923519937528,0.914543073140467,0.651739724587407,0.80202356715405,0.898324022346369,0.546544949629236
ASV9,0.00154741272592226,0,0.00142537451715438,0.00166663888935184,0.00785422557335847,0.00235355033067382,0.00188729098252369,0.00486395517378912,0.00601250601250601,0.00642508352608584,0.00796923873846951,0.00412073761203255,0.00334884967013831,0.00633780500686596,0.0179446228937499,0.0206371243105324,0.0537875392200807,0.0234453902755735,0.0236222332459311,0.0301468976101732,0.0197739182018917,0.0124830587060418,0.020639834881321,0.0169383866186746,0.0380257053768347,0.0113767799920363,0.0136526759244812,0,0.00463714351959193,0.00804958544634951,0.00156946449871304,0.00149963259001545,0,0,0,0.00293332551113197,0,0,0,0.00223828815721736,0,0,0.0353297184375048,0.0326649580380924,0.038555024725505,0.0398959513588561,0.0081727390117524,0.0463209181835338,0.0223592763047569,0,0.234246896228625,0,0,0.0489532170422466,0.0172102228723862,0.00304919882300925,0,0.0114354793916325,0.00257036370646446,0.0746441533036473,0,0,0,0.00378057540357642,0.00635270201592411,0.00398891082789844,0,0.00658428988433597,0,0,0,0,0,0.00378422357192863,0.00428991227129405,0.0284420329490013,0.0286816023455177,0.0538376123018944,0.0186189146268003,0.0213649127090709,0.0134668043273331,0.0372846147700338,0.021425204610704,0.032201581902711,0.0150598629552471,0.0221793421607115,0.0202458423716558,0.0108200015457145,0.0118039863748272,0.00461307807634644,0.0114200879346771,0.0121834214093173,0.0200092042339476,0.0251351011687822,0.0198268455488732,0.0457627118644068,0.0122753178430513,0.0945291267871913,0.0454227812718379,0.0619770684846607,0.400032655726998,0.416046021880939,0.248649575580897,0.200245300493104,0.428816466552316,0.0891928051137208,0.077546327245501,0.074577069513679,0.184729064039409,0.0683909475254912,0.0747756729810568,0.00908100254268071,0.0084530853761623,0.00826036676028416,0.0153092467850582,0.0292121702395398,0.0156866846192057,0.0758824039545573,0.107313851741786,0.0513254805348115,0.00902404909082705,0.0226415094339623,0.0081672655994773,0.0404421677001887,0.0842619704661794,0.224110956065796,0.0277293614324196,0.178458666227384,0.0889778667556445,0.324298784416477,0.161363521758862,0.250941028858218,0.228715008214412,0.2972287787394,0.199364525574731,0.312679139090104,0.39380081300813,0.349852057241752,0.443062572872134,0.253922378199835,0.334608949827888,0.228188778230364,0.297720728195617,0.190721294147384,0.294334069168506,0.316696485491599,0.326256983240223,0.165440633401282
ASV10,0.0510646199554345,0.0567689032563274,0.0513134826175578,0.0449992500124998,0.0687244737668866,0.0706065099202147,0.0471822745630921,0.0612858351897429,0.0586219336219336,0.0663925297695537,0.0697308389616082,0.0865354898526836,0.0452094705468672,0.0485898383859723,0.0376837080768748,0.0337698397808713,0.0112057373375168,0.018034915596595,0.0566933597902346,0.0520719140539355,0.0626174076393237,0.0445823525215779,0.0309597523219814,0.0211729832733432,0.0253504702512232,0.0303380799787633,0.0351068809486659,0.0259313683118679,0.0324600046371435,0.0305884246961281,0.0423755414652521,0.0209948562602162,0.0231946806865626,0.0288669713735867,0.0164302535735802,0.0146666275556598,0.0151933351902965,0.0172656192191007,0.0220929376242728,0.0201445934149562,0.0107054919173536,0.0326743996079072,0.0230411207201118,0.0138197899391929,0.0100578325370883,0.00319167610870849,0.0228836692329067,0.0120091269364717,0.00931636512698206,0,0,0,0,0.0717980516619617,0,0.0152459941150463,0,0.0604446767843432,0.0359850918905025,0.0952356438701707,0,0.0368940157906388,0.143349125045889,0.0907338096858342,0.0423513467728274,0.0478669299347813,0.201021187633177,0.120711981212826,0.0947936415341986,0.0584286762507813,0.116687562843701,0.0424412189118072,0.100802947617227,0.0756844714385726,0.0493339911198816,0.0175027895070777,0.0143408011727589,0.0117769776910394,0.0164284540824708,0.00305213038701013,0.0134668043273331,0.00532637353857626,0.00857008184428161,0.0281763841648721,0.0376496573881178,0.0221793421607115,0.0260303687635575,0.0293685756240822,0.0354119591244815,0.062276554030677,0.062810483640724,0.0121834214093173,0,0.00418918352813037,0.00330447425814553,0.00847457627118644,0.00526085050416484,0.0492339202016621,0.101327742837177,0.0553366682898756,0.144229460908374,0.0642046330063177,0.034296493183572,0.087607318965733,0.0257289879931389,0.0297309350379069,0.0855683610984838,0.0510264159830435,0.0821018062397373,0.0341954737627456,0.0623130608175474,0.0877830245792469,0.126796280642435,0.241615727738312,0.179883649724434,0.0786481506449148,0.0287589218018772,0.0130084121064955,0.0412745583622255,0.0307952883208869,0.0315841718178947,0.0584905660377359,0.069421757595557,0.094365057967107,0.0484506330180531,0.0465135946551651,0.0633813975598162,0.0521648408972353,0.0166833500166834,0.066577896138482,0.0857243709343956,0.0507221228543207,0.083754791740489,0.029140076347,0.0436109899694723,0.0416905518786805,0.0571646341463415,0.0539665407447383,0.0233190827827439,0.0495458298926507,0.0115382396492375,0.0149282378281547,0.014642003026014,0.0114892345871918,0.0473036896877957,0.0226211775351142,0.0312849162011173,0.0709031286005495
ASV11,0.376021292399109,0.384767010959552,0.450418347420785,0.498325027916201,0.347549481621112,0.397750005883876,0.428415053032877,0.613831142932187,0.686928811928812,0.959479139895485,0.778993086685395,0.723189450911713,0.827165868524162,0.616879687334953,0.525777450786872,0.581591685115005,0.667861945316002,0.777304862213245,1.12914274915551,1.11817583863188,1.03483505256567,1.13952493045153,1.21362229102167,1.33813254287529,1.29287398281238,1.63446405885588,1.65977531596193,1.12369262684761,1.7806631115233,1.48756339048539,0.814552074832067,1.05124244560083,0.75769290242771,0.45706038008179,0.451831973273454,0.469332081781115,0.301334481274214,0.473571270009619,0.746250337530992,0.465563936701211,2.1678621132641,3.32870446005555,1.66049676656273,1.74003718779838,2.33509345402732,3.26348882115443,2.83430588927573,3.09149239136029,3.41351618252623,3.83403060347298,5.30569219957836,5.33436412833398,2.25813593092761,4.79904704404158,3.76688753119353,3.4928572517571,3.13986679352997,3.41430741835885,3.02788844621514,3.35898689866413,3.7215033887862,4.46417591066729,2.96487946436376,3.08305924161657,3.33305099102151,3.10935599034684,2.7399187874402,2.11136228957707,2.06176170336882,2.10207353860369,2.02589470809489,1.62125456243103,1.51552017796934,1.5591001116346,1.6194418824135,2.80044632113243,2.24194525000797,2.53877990511121,2.5146487048902,2.81864241240386,2.83700677829151,2.33028842312711,2.28606933196212,1.92806971642482,1.64654501644035,1.4993235300641,1.24945770065076,1.46533735219105,1.08428046271627,0.927228693345635,0.780372675536268,1.28687388635914,1.37863417171899,1.71128147124126,1.98764126627454,2.02203389830508,1.78693555458132,3.17263381779511,0.789657582110412,0.697242020452433,0.628622744713854,1.28409266012635,1.32898911086341,0.65830642537108,0.16295025728988,0.126356473911105,0.149744631922347,0.34933469403776,0.624560168895144,0.935712509326038,1.1839481555334,3.19651289502361,3.92223161453931,3.22980340327111,2.81307409675444,2.17743022785493,1.19480247849617,0.409764981354609,0.363216113587585,0.238663484486874,0.293281595451879,0.49622641509434,1.60486769029729,2.08681585332974,3.30096269301258,3.67034546915303,4.21090160038029,3.55270021689592,3.21988655321989,2.23572870581161,2.59694417830669,2.30385221175152,1.77173597912573,1.9902672145001,1.17126658775154,1.06050341341394,0.946392276422764,0.71086960567207,0.411970462495142,0.400495458298927,0.313455510470953,0.281503913330916,0.307482063546293,0.188423447229946,0.226006517397246,0.172743537540872,0.218994413407821,3.56288221217761
