Date	Flow_influent_[m3/d]	Flow_influent_to_bio[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	Temperature_[C]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	VSS_tank_[mg/l]	COD_tank_[mg/l]	SV_[ml/l]	SVI_[ml/g]	DSV_[ml/l]	DSVI_[ml/g]	Filament_Index	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	Fe_to_bio_[l/d]	Fe_effluent_tank_A_[l/d]	Fe_effluent_tank_B_[l/d]	Fe_effluent_tank_C_[l/d]	Flow_out_[m3/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD5_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]
12-08-2017	184591,04	274739,2	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,814778	0,6173488	1,913032	0,8777644	1,886189	3,432009	3,392729	3,22E+00	1,814778	0,6173488	1,913032	0,8777644	1,886189	0,5986131	0,00E+00	8,60E+02	7,25E+02	7,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-08-2017	126251,2	203825	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,937243	0,5884135	2,034677	0,9554293	2,000264	3,496743	3,583618	3,24E+00	1,937243	0,5884135	2,034677	0,9554293	2,000264	0,6345898	0,00E+00	5,04E+02	4,83E+02	4,82E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-08-2017	130918,48	207255,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,789701	0,6222222	1,853444	0,9040293	1,829759	3,414886	3,364993	3,12E+00	1,789701	0,6222222	1,853444	0,9040293	1,829759	0,5922684	0,00E+00	4,95E+02	4,83E+02	4,82E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-08-2017	151413,56	225563,4	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,816643	0,5971756	1,863085	0,9054217	1,824387	3,340971	3,307345	3,12E+00	1,816643	0,5971756	1,863085	0,9054217	1,824387	0,5689705	0,00E+00	4,91E+02	4,84E+02	5,10E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-08-2017	131608,13	208642,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,912263	0,6264808	1,953022	0,8886644	1,902934	3,340587	3,333067	3,13E+00	1,912263	0,6264808	1,953022	0,8886644	1,902934	0,6076479	0,00E+00	4,85E+02	4,82E+02	4,83E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-08-2017	277318,36	354112,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,885694	0,5483156	1,928113	0,8205496	1,894872	3,372844	3,168251	3,01E+00	1,885694	0,5483156	1,928113	0,8205496	1,894872	0,5688658	0,00E+00	1,13E+03	9,25E+02	3,04E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-08-2017	203579,51	307837,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,978236	0,5931004	1,963874	0,8583541	1,997914	3,708017	3,618393	3,33E+00	1,978236	0,5931004	1,963874	0,8583541	1,997914	0,5921656	0,00E+00	6,79E+02	6,30E+02	1,15E-02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
19-08-2017	136023,58	217157,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,968037	0,5613518	1,934348	0,7931604	1,9067	3,774902	3,591859	3,30E+00	1,968037	0,5613518	1,934348	0,7931604	1,9067	0,5663059	0,00E+00	4,85E+02	4,82E+02	1,43E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-08-2017	293244,58	412511,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,105995	0,4956373	2,121809	0,6981685	2,12796	3,451183	3,414189	3,20E+00	2,105995	0,4956373	2,121809	0,6981685	2,12796	0,5026354	0,00E+00	1,01E+03	9,93E+02	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-08-2017	282399,04	440704,1	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,959136	0,6041701	1,932329	0,777013	2,009494	3,4603	3,665609	3,34E+00	1,959136	0,6041701	1,932329	0,777013	2,009494	0,5497063	0,00E+00	1,05E+03	1,07E+03	1,69E-03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-08-2017	151235,23	261444,1	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,861917	0,6602369	1,879899	0,7487923	1,907082	3,856137	3,970562	3,65E+00	1,861917	0,6602369	1,879899	0,7487923	1,907082	0,6143066	0,00E+00	4,86E+02	4,82E+02	6,59E-03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-08-2017	138300,87	231111,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,881305	0,6382601	1,827178	0,7317881	1,859904	3,803246	3,856239	3,57E+00	1,881305	0,6382601	1,827178	0,7317881	1,859904	0,5664488	0,00E+00	4,86E+02	4,84E+02	2,86E+01	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-08-2017	134313,44	220294,7	      NA	       NA	       NA	340	290	690	220	340	66	48	8,3	5,1	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,867805	0,6915772	1,868073	0,7312843	1,858343	3,735843	3,726999	3,45E+00	1,867805	0,6915772	1,868073	0,7312843	1,858343	0,5664688	0,00E+00	4,85E+02	4,82E+02	8,93E+01	134314	5	27	26	1,5	2,5	1,1	0,74	0,23	0,14
25-08-2017	138174,67	223360,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,917349	0,6657289	1,930587	0,7579805	1,904373	3,775095	3,687633	3,39E+00	1,917349	0,6657289	1,930587	0,7579805	1,904373	0,5439098	7,72E+02	3,65E+02	4,83E+02	5,29E+01	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-08-2017	126403,25	205862,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,899089	0,686402	1,891534	0,7670163	1,823117	3,63659	3,560224	3,27E+00	1,899089	0,686402	1,891534	0,7670163	1,823117	0,5674315	1,62E+03	1,80E+02	4,83E+02	3,06E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-08-2017	136965,34	215583,1	      NA	       NA	       NA	330	280	840	230	390	60	47	8,3	5,3	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,926512	0,666383	1,907386	0,7967497	1,830981	3,461336	3,481117	3,26E+00	1,926512	0,666383	1,907386	0,7967497	1,830981	0,5691801	1,61E+03	2,58E+02	4,94E+02	6,00E+03	    NA	9,4	30	31	2,3	4,7	2,5	1	0,43	0,25
28-08-2017	132721,26	206119,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,891017	0,66179	1,924717	0,7846916	1,826551	3,339849	3,414645	3,18E+00	1,891017	0,66179	1,924717	0,7846916	1,826551	0,5548175	8,19E+02	1,18E+02	4,83E+02	8,25E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-08-2017	128264,83	200908,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,923958	0,6747234	1,982935	0,8496774	1,922304	3,318559	3,354562	3,14E+00	1,923958	0,6747234	1,982935	0,8496774	1,922304	0,5685987	1,70E+01	5,30E+02	4,73E+02	3,95E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-08-2017	291679,52	352281,4	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,171617	0,6927987	2,259843	0,77636	2,168395	3,256862	3,278947	3,06E+00	2,171617	0,6927987	2,259843	0,77636	2,168395	0,6255197	0,00E+00	1,07E+03	1,04E+03	3,62E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
31-08-2017	223440,51	364963	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,002445	0,5710937	1,920275	0,7308789	1,942749	3,466688	3,684541	3,38E+00	2,002445	0,5710937	1,920275	0,7308789	1,942749	0,5080275	8,17E+00	1,25E+03	1,03E+03	4,82E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-09-2017	130917,33	214870,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,829679	0,6625746	1,837046	0,7847652	1,796986	3,686541	3,752844	3,40E+00	1,829679	0,6625746	1,837046	0,7847652	1,796986	0,603806	1,38E+02	9,30E+02	8,66E+02	9,04E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-09-2017	123179,45	196267,2	      NA	       NA	       NA	350	 NA	790	220	340	76	49	8,5	4,8	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,855985	0,7432594	1,91661	0,7906383	1,873833	3,618283	3,543281	3,25E+00	1,855985	0,7432594	1,91661	0,7906383	1,873833	0,6191304	1,13E-04	9,11E+02	8,40E+02	1,19E+04	    NA	5	28	27	2,2	2,6	1,2	0,47	0,27	0,15
03-09-2017	124032	193056,1	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,847566	0,7444154	1,939759	0,7812629	1,91186	3,792168	3,421225	3,21E+00	1,847566	0,7444154	1,939759	0,7812629	1,91186	0,6037654	0,00E+00	8,97E+02	8,39E+02	1,20E+04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-09-2017	133302,03	205825,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,927389	0,7988566	2,060596	0,8537736	1,969203	3,787477	3,470909	3,30E+00	1,927389	0,7988566	2,060596	0,8537736	1,969203	0,6173217	2,19E+02	2,34E+03	2,19E+03	3,96E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-09-2017	124806,66	198642,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,926368	0,7429817	2,056271	0,9762712	1,929844	3,561176	3,486391	3,17E+00	1,926368	0,7429817	2,056271	0,9762712	1,929844	0,6569885	6,93E+03	2,83E+03	2,65E+03	1,05E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-09-2017	413383,45	485506,8	      NA	       NA	       NA	370	280	780	100	280	43	28	6,4	3,3	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,135558	0,6910211	2,210051	0,853884	2,14495	3,137739	3,182146	3,01E+00	2,135558	0,6910211	2,210051	0,853884	2,14495	0,6483405	1,68E+04	1,26E+03	1,19E+03	1,49E+00	413383	93	140	37	15	15	9,8	0,9	2	1,2
07-09-2017	430266,94	633635,4	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,23021	0,4231782	2,17619	0,5728997	2,30859	3,15177	3,367882	3,12E+00	2,23021	0,4231782	2,17619	0,5728997	2,30859	0,4059779	1,68E+04	1,15E+03	1,10E+03	8,04E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-09-2017	312920,32	515926,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,102472	0,610828	2,093827	0,7922286	2,164603	3,625052	4,073945	3,55E+00	2,102472	0,610828	2,093827	0,7922286	2,164603	0,6284989	1,68E+04	1,20E+03	1,07E+03	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-09-2017	409029,73	568240,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,937398	0,4570008	1,817357	0,6628798	1,905136	3,52857	3,796779	3,46E+00	1,937398	0,4570008	1,817357	0,6628798	1,905136	0,5095382	1,68E+04	1,15E+03	8,98E+02	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-09-2017	281210,89	510633,6	      NA	       NA	       NA	130	110	300	76	140	27	19	3,4	1,4	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,906619	0,5924946	1,82848	0,8909416	1,838785	3,759533	6,361145	3,71E+00	1,906619	0,5924946	1,82848	0,8909416	1,838785	0,6909551	1,22E+04	5,04E+02	4,92E+02	2,41E-04	    NA	10	23	18	3,6	2,5	0,38	1,1	0,3	0,053
11-09-2017	230897,02	404935,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,885225	0,5793592	1,869787	0,7906637	1,861379	3,864911	5,914737	3,78E+00	1,885225	0,5793592	1,869787	0,7906637	1,861379	0,6298271	1,68E+04	5,91E+02	5,55E+02	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-09-2017	194380,44	333557,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,977358	0,5789799	1,928356	0,8237458	1,983466	3,999103	5,648841	3,83E+00	1,977358	0,5789799	1,928356	0,8237458	1,983466	0,6261123	1,68E+04	5,10E+02	4,86E+02	2,41E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-09-2017	523781,03	605181,5	      NA	       NA	       NA	250	190	360	60	140	28	19	4,3	2	3584	4954	960	209,0592	260	141,5505	  NA	1,991291	0,4149137	1,936061	0,565894	1,967254	3,362307	3,658835	3,26E+00	1,991291	0,4149137	1,936061	0,565894	1,967254	0,5004478	1,68E+04	1,42E+03	1,19E+03	1,21E-04	    NA	130	200	34	51	15	8,5	0,56	3,1	0,97
14-09-2017	461348,25	664322,2	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,277953	0,3131193	2,168344	0,521966	2,200592	3,303054	3,537406	3,21E+00	2,277953	0,3131193	2,168344	0,521966	2,200592	0,4498532	1,68E+04	9,71E+02	7,71E+02	4,02E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-09-2017	304758,67	580666,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,098366	0,6046628	1,932349	0,9187927	1,831174	3,863853	4,06558	3,80E+00	2,098366	0,6046628	1,932349	0,9187927	1,831174	0,6623894	1,68E+04	7,02E+02	6,44E+02	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-09-2017	236336,64	490608,2	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,84362	0,5776496	1,746721	0,8613924	1,811378	4,045112	4,26909	3,93E+00	1,84362	0,5776496	1,746721	0,8613924	1,811378	0,6444126	1,65E+04	5,00E+02	4,97E+02	2,81E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-09-2017	338347,64	550395,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,98972	0,5401728	1,957538	0,8112658	1,994536	3,640482	3,833282	3,56E+00	1,98972	0,5401728	1,957538	0,8112658	1,994536	0,5906589	1,68E+04	9,53E+02	9,49E+02	9,65E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-09-2017	260979,09	481758,2	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,958793	0,6447059	1,855902	0,9943627	1,956085	3,878991	4,107083	3,79E+00	1,958793	0,6447059	1,855902	0,9943627	1,956085	0,7092163	1,68E+04	5,02E+02	4,97E+02	2,01E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
19-09-2017	275459,71	475329,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,035874	0,5787004	1,936051	0,9327751	2,027889	3,923245	4,115593	3,83E+00	2,035874	0,5787004	1,936051	0,9327751	2,027889	0,675234	1,68E+04	6,45E+02	5,89E+02	3,49E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-09-2017	199125,71	395885,2	      NA	       NA	       NA	200	160	410	95	190	40	29	4,9	2,4	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,883071	0,538389	1,834358	0,8383166	1,872597	4,058857	4,247115	3,93E+00	1,883071	0,538389	1,834358	0,8383166	1,872597	0,6348181	1,68E+04	4,95E+02	4,52E+02	1,03E+03	199126	6,9	27	23	2,3	3,9	0,87	2,5	0,2	0,051
21-09-2017	180740,74	316894,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,873475	0,5416966	1,809138	0,8030414	1,88042	4,040316	4,209163	3,91E+00	1,873475	0,5416966	1,809138	0,8030414	1,88042	0,6172615	1,68E+04	1,82E+03	5,71E+02	3,53E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-09-2017	177295,94	298156,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,935484	0,5300074	1,891049	0,8674699	1,932893	4,098805	4,210047	3,88E+00	1,935484	0,5300074	1,891049	0,8674699	1,932893	0,6205337	2,76E+03	2,06E+03	1,25E+02	5,29E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-09-2017	156853,55	268953,1	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,880082	0,5056686	1,856679	0,8183099	1,922208	3,999214	4,095648	3,80E+00	1,880082	0,5056686	1,856679	0,8183099	1,922208	0,5998525	3,94E-04	3,14E+03	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-09-2017	151675,43	253777,9	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,832821	0,4852314	1,870229	0,7891173	1,934827	3,904142	4,013509	3,74E+00	1,832821	0,4852314	1,870229	0,7891173	1,934827	0,5752232	5,63E-05	2,16E+03	8,04E-05	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-09-2017	155629,7	256293,8	      NA	       NA	       NA	320	280	670	180	614	62	44	7,9	4,4	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,806706	0,4795504	1,8511	0,7809409	1,866621	3,868032	3,968172	3,68E+00	1,806706	0,4795504	1,8511	0,7809409	1,866621	0,5558072	7,76E-01	2,35E+03	5,14E+00	1,03E+03	    NA	3,9	26	25	2,2	4,5	1,4	1,8	0,21	0,079
26-09-2017	152365,96	250302,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,86053	0,4934593	1,946713	0,8375703	1,915102	3,878999	3,978897	3,68E+00	1,86053	0,4934593	1,946713	0,8375703	1,915102	0,5873555	8,58E+03	1,08E+02	1,24E+01	8,42E+01	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-09-2017	149247,49	246239,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,932456	0,49509	2,018889	0,8237515	1,980263	3,834241	3,936743	3,65E+00	1,932456	0,49509	2,018889	0,8237515	1,980263	0,5924757	1,37E+04	1,57E-03	0,00E+00	4,02E-05	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
28-09-2017	226522,61	322963	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	3,5	1,918502	0,4628634	2,041069	0,8045455	1,940691	3,781444	3,869147	3,64E+00	1,918502	0,4628634	2,041069	0,8045455	1,940691	0,5550111	1,68E+04	8,84E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-09-2017	171459,37	311356,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,058612	0,5021771	2,090436	0,8056306	2,025535	3,993287	4,120336	3,82E+00	2,058612	0,5021771	2,090436	0,8056306	2,025535	0,5739227	1,68E+04	8,04E-05	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-09-2017	141594,44	237721,1	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,849495	0,4691912	1,920024	0,8089875	1,889646	4,015326	4,067024	3,78E+00	1,849495	0,4691912	1,920024	0,8089875	1,889646	0,582838	1,68E+04	3,01E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-10-2017	142266,15	239352,2	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,831805	0,4310936	1,964072	0,7528879	1,913055	3,950166	4,01731	3,74E+00	1,831805	0,4310936	1,964072	0,7528879	1,913055	0,5407194	1,68E+04	2,41E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-10-2017	386283,34	509439,2	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,096992	0,4063516	2,116714	0,6776662	2,102226	3,561361	3,71142	3,45E+00	2,096992	0,4063516	2,116714	0,6776662	2,102226	0,4554145	1,68E+04	6,03E-04	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-10-2017	210986,51	389114,2	      NA	       NA	       NA	275	 NA	532	164	428	52	26,26	5,87	3,17	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,882216	0,5504714	1,879332	0,8088838	1,83164	4,062363	4,258734	3,92E+00	1,882216	0,5504714	1,879332	0,8088838	1,83164	0,5810526	1,68E+04	0,00E+00	0,00E+00	0,00E+00	    NA	7,7	27,5	21,4	3,1	4,44	0,99	1,78	0,21	0,05
04-10-2017	247138,21	398861,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,032386	0,523824	1,972906	0,7220041	1,99388	4,042445	4,233468	3,89E+00	2,032386	0,523824	1,972906	0,7220041	1,99388	0,6420898	7,00E+03	3,82E-03	8,62E-03	7,24E-04	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-10-2017	165931	311027,9	      NA	       NA	       NA	260	210	550	170	260	50	39	6	3,4	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,95615	0,5507749	1,918269	0,6266023	1,868966	4,21204	4,382062	3,99E+00	1,95615	0,5507749	1,918269	0,6266023	1,868966	0,5829394	7,12E+03	4,02E-05	0,00E+00	8,04E-05	165931	16	33	23	4	4,3	0,88	2,1	0,44	0,032
06-10-2017	168111,76	292923,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,980764	0,5629317	2,010638	0,6530316	1,938259	4,101507	4,22224	3,88E+00	1,980764	0,5629317	2,010638	0,6530316	1,938259	0,5803279	6,74E+03	4,02E-05	0,00E+00	0,00E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
