Date	Flow_influent_[m3/d]	Flow_influent_to_bio[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	Temperature_[C]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	VSS_tank_[mg/l]	COD_tank_[mg/l]	SV_[ml/l]	SVI_[ml/g]	DSV_[ml/l]	DSVI_[ml/g]	Filament_Index	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	Fe_to_bio_[l/d]	Fe_effluent_tank_A_[l/d]	Fe_effluent_tank_B_[l/d]	Fe_effluent_tank_C_[l/d]	Flow_out_[m3/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD5_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]
15-05-2019	128401,23	      NA	7,902352	1,9706179	16,532488	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,001717	0,504974	2,164425	0,6864348	2,033782	3,223496	3,574851	3,69E+00	2,001717	0,504974	2,164425	0,6864348	2,033782	0,533125	0,00E+00	6,03E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-05-2019	123575,84	      NA	7,881586	2,0070768	16,540567	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,968398	0,4827893	2,219829	0,6405619	2,052537	3,398172	3,681571	4,14E+00	1,968398	0,4827893	2,219829	0,6405619	2,052537	0,5226389	3,35E-02	6,19E+02	6,20E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-05-2019	336816,68	      NA	7,778778	1,008435	14,431153	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,304694	0,4987568	2,345197	0,655329	2,354172	3,335445	3,670012	4,16E+00	2,304694	0,4987568	2,345197	0,655329	2,354172	0,5338889	3,88E-03	1,50E+03	1,84E+03	1,76E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-05-2019	120929,34	      NA	7,925038	1,8390193	16,08479	250	220	610	200	320	61	40,69	5,6	4,35	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,950432	0,4871566	2,058483	0,6886222	2,057038	3,740684	4,166164	4,05E+00	1,950432	0,4871566	2,058483	0,6886222	2,057038	0,5609722	0,00E+00	1,49E+03	1,85E+03	1,43E+03	120929	7,3	33	26	3,4	2,3	0,61	0,46	0,33	0,1
19-05-2019	120997,54	      NA	7,863838	2,0213468	16,673033	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,046772	0,4712687	2,068445	0,6498267	2,075731	3,617203	3,93196	3,80E+00	2,046772	0,4712687	2,068445	0,6498267	2,075731	0,5382639	0,00E+00	6,30E+02	6,17E+02	1,15E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-05-2019	144199,24	      NA	7,838137	2,0320415	16,927578	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	2,5	1,939679	0,4725091	2,143873	0,6467728	1,993803	3,655716	3,872255	3,97E+00	1,939679	0,4725091	2,143873	0,6467728	1,993803	0,5297917	0,00E+00	6,06E+02	6,02E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-05-2019	145599,41	      NA	7,812548	1,7106511	16,856577	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,947851	0,5259676	2,19913	0,7440843	2,051704	3,629237	3,737996	4,22E+00	1,947851	0,5259676	2,19913	0,7440843	2,051704	0,586875	0,00E+00	6,06E+02	6,01E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-05-2019	128252,95	      NA	7,891821	2,0385328	17,129	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,04314	0,4758806	2,108784	1,0160267	2,087291	3,695922	3,739802	4,64E+00	2,04314	0,4758806	2,108784	1,0160267	2,087291	0,5490278	0,00E+00	6,06E+02	6,01E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-05-2019	126691,85	      NA	7,912683	2,0404317	17,205251	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,116279	0,5011062	2,202857	0,9123457	2,077212	3,805406	3,663281	4,84E+00	2,116279	0,5011062	2,202857	0,9123457	2,077212	0,5872222	0,00E+00	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-05-2019	125177,55	      NA	7,910467	2,0565622	17,243027	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,050758	0,5255797	2,216973	0,7997496	2,155302	3,922004	3,637655	5,28E+00	2,050758	0,5255797	2,216973	0,7997496	2,155302	0,7822222	0,00E+00	6,02E+02	6,01E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-05-2019	119120,36	      NA	7,798993	2,0587222	17,201885	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,964796	0,5407275	2,138027	0,6954925	2,114543	4,041778	3,576168	6,16E+00	1,964796	0,5407275	2,138027	0,6954925	2,114543	0,8092361	5,63E-05	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-05-2019	235710,3	      NA	7,767561	1,5076512	16,112107	380	310	820	140	340	58	34,58	7,7	4,01	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,008232	0,5002171	2,146627	0,6162069	2,079278	3,982765	3,46585	5,41E+00	2,008232	0,5002171	2,146627	0,6162069	2,079278	0,6538889	0,00E+00	9,16E+02	9,78E+02	9,85E+02	235708	66	120	34	13	9,4	3,7	0,78	3,8	1,99
27-05-2019	131727,58	      NA	8,011589	1,7897404	16,715038	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,104854	0,5611153	2,140977	0,7712923	2,163736	3,267891	3,538736	3,49E+00	2,104854	0,5611153	2,140977	0,7712923	2,163736	0,6266388	0,00E+00	6,03E+02	6,13E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
28-05-2019	126631,76	      NA	7,956292	2,1245562	17,032713	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,972776	0,5420861	2,121864	0,6962312	1,995048	3,202155	3,598877	3,28E+00	1,972776	0,5420861	2,121864	0,6962312	1,995048	0,5884028	1,13E-04	6,01E+02	6,20E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-05-2019	123746,53	      NA	7,952548	2,1360141	17,104577	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,020609	0,5347192	2,21574	0,7222979	2,065508	3,753904	3,540461	3,20E+00	2,020609	0,5347192	2,21574	0,7222979	2,065508	0,5914583	0,00E+00	6,02E+02	6,20E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-05-2019	131801	      NA	7,907801	1,9697656	16,949233	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,058425	0,5327246	2,175239	0,7119629	2,065906	3,759846	3,479256	3,17E+00	2,058425	0,5327246	2,175239	0,7119629	2,065906	0,5803472	0,00E+00	6,03E+02	6,68E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
31-05-2019	171240,04	      NA	7,868597	1,5994975	16,721081	330	290	760	210	350	57	34,06	6,7	4,32	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,189796	0,5762738	2,266667	0,7653846	2,179737	3,646107	3,403686	3,13E+00	2,189796	0,5762738	2,266667	0,7653846	2,179737	0,5950694	3,38E-04	1,22E+03	1,46E+03	1,44E+03	171241	20	74	38	3,7	8,5	3,34	1,41	0,86	0,56
01-06-2019	115554,97	      NA	7,854996	2,0508603	17,345063	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,971008	0,4850037	2,115489	0,6700951	2,014754	3,799486	3,6078	3,16E+00	1,971008	0,4850037	2,115489	0,6700951	2,014754	0,5384722	0,00E+00	1,29E+03	2,03E+03	1,60E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-06-2019	142767,08	      NA	7,845745	1,9053284	17,09124	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,989518	0,5018629	2,122364	0,6932489	2,046243	3,823619	3,550967	3,26E+00	1,989518	0,5018629	2,122364	0,6932489	2,046243	0,5393056	0,00E+00	6,03E+02	1,41E+03	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-06-2019	149509,14	      NA	7,916355	1,7502369	17,291253	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,035119	0,4913012	2,13876	0,6155428	2,089565	4,012372	3,701686	3,48E+00	2,035119	0,4913012	2,13876	0,6155428	2,089565	0,5456944	0,00E+00	6,05E+02	6,08E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-06-2019	127871,3	      NA	7,922452	1,8514073	17,554402	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,026719	0,460116	2,126328	0,6471178	2,08419	3,845269	3,560394	3,32E+00	2,026719	0,460116	2,126328	0,6471178	2,08419	0,5202083	0,00E+00	6,02E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-06-2019	124666,03	      NA	7,923774	1,9856944	17,939764	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,060921	0,4634572	2,172717	0,6	2,08347	3,854098	3,563126	3,39E+00	2,060921	0,4634572	2,172717	0,6	2,08347	0,5055556	0,00E+00	6,03E+02	6,01E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-06-2019	171222,62	      NA	7,876087	1,7792893	17,728872	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,103631	0,3886567	2,196044	0,4977173	2,150285	3,830274	3,561067	3,57E+00	2,103631	0,3886567	2,196044	0,4977173	2,150285	0,4357639	2,19E-03	7,30E+02	9,23E+02	8,16E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-06-2019	152350,04	      NA	7,965353	1,6352017	17,771316	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,180133	0,4997643	2,274265	0,7135	2,224179	3,920635	3,623081	3,80E+00	2,180133	0,4997643	2,274265	0,7135	2,224179	0,5654167	1,13E-04	6,87E+02	7,36E+02	7,06E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-06-2019	207475,55	      NA	7,983285	1,4213822	17,408884	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,271173	0,4660522	2,285407	0,6419469	2,226977	3,949871	3,605264	4,02E+00	2,271173	0,4660522	2,285407	0,6419469	2,226977	0,5465278	1,35E-03	9,73E+02	9,90E+02	1,03E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-06-2019	111835,02	      NA	7,894195	2,0233162	17,848725	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,134414	0,4449173	2,115434	0,5816434	2,104134	4,219526	3,838964	4,40E+00	2,134414	0,4449173	2,115434	0,5816434	2,104134	0,5034722	1,13E-04	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-06-2019	119720,79	      NA	7,970136	2,0751035	17,90641	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,175652	0,4605304	2,19976	0,619863	2,15972	4,045786	3,609705	4,63E+00	2,175652	0,4605304	2,19976	0,619863	2,15972	0,5271528	0,00E+00	6,03E+02	6,00E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-06-2019	330339,07	      NA	8,005327	1,2638631	16,851522	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,35523	0,4176952	2,350255	0,5621324	2,345839	3,658469	3,420046	3,32E+00	2,35523	0,4176952	2,350255	0,5621324	2,345839	0,4784028	3,49E-03	1,13E+03	1,05E+03	1,06E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-06-2019	385103,67	      NA	7,99888	0,8877167	17,206291	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,294437	0,4715379	2,288889	0,573514	2,26559	3,437003	3,233597	2,99E+00	2,294437	0,4715379	2,288889	0,573514	2,26559	0,4985417	7,77E+00	1,75E+03	1,77E+03	7,98E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-06-2019	307949,52	      NA	8,068869	1,0790829	17,435773	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	3188	4301	950	246,3693	220	142,6349	  NA	2,297823	0,5007776	2,227853	0,6557498	2,240368	3,304384	3,187941	2,87E+00	2,297823	0,5007776	2,227853	0,6557498	2,240368	0,5402933	3,10E+03	1,49E+03	1,45E+03	1,49E+01	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-06-2019	214190,94	      NA	8,092155	1,3690887	17,620013	230	180	510	99	210	39	23,27	5,1	2,99	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,219186	0,4441065	2,278571	0,5695691	2,236656	3,588485	3,429974	3,08E+00	2,219186	0,4441065	2,278571	0,5695691	2,236656	0,4898611	3,26E+03	7,99E+02	8,46E+02	4,91E+00	214186	29	66	26	7,1	7,5	3,92	0,67	0,95	0,37
15-06-2019	221359,58	      NA	8,1008	1,4401977	17,62522	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,346696	0,5088626	2,410758	0,5910866	2,371602	3,729428	3,488853	3,12E+00	2,346696	0,5088626	2,410758	0,5910866	2,371602	0,5703472	4,46E+03	7,61E+02	8,43E+02	2,55E+00	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-06-2019	131718,37	      NA	8,111695	2,1383403	18,169244	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,153427	0,5903201	2,17987	0,6375986	2,153214	4,114696	3,825283	3,34E+00	2,153427	0,5903201	2,17987	0,6375986	2,153214	0,5541667	9,31E+00	6,04E+02	6,01E+02	2,10E-01	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-06-2019	136913,82	      NA	8,109468	2,2494993	18,391853	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,246215	0,510482	2,25345	0,6328802	2,176471	4,007165	3,686747	3,30E+00	2,246215	0,510482	2,25345	0,6328802	2,176471	0,5250694	3,61E+00	6,04E+02	6,00E+02	1,14E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-06-2019	161255,08	      NA	8,155181	2,1279849	18,389253	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,259689	0,4723101	2,249144	0,6110919	2,186294	3,95	3,63697	3,30E+00	2,259689	0,4723101	2,249144	0,6110919	2,186294	0,5159028	0,00E+00	6,85E+02	6,01E+02	6,03E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
19-06-2019	186012,98	      NA	8,150267	1,6380994	18,589426	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,254282	0,4748485	2,252523	0,6369309	2,205852	3,662032	3,391252	3,16E+00	2,254282	0,4748485	2,252523	0,6369309	2,205852	0,5584497	0,00E+00	8,34E+02	9,26E+02	8,17E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-06-2019	133364,82	      NA	8,112257	1,8701693	18,652877	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,322798	0,509375	2,326608	0,6786253	2,348904	3,876904	3,559152	3,28E+00	2,322798	0,509375	2,326608	0,6786253	2,348904	0,5644444	0,00E+00	6,03E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-06-2019	127216,87	      NA	8,178215	2,2249632	18,690755	350	310	730	200	360	75	49,53	9,2	5,15	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,27765	0,499686	2,288009	0,6801376	2,24049	3,738445	3,439884	3,14E+00	2,27765	0,499686	2,288009	0,6801376	2,24049	0,5638194	0,00E+00	6,03E+02	8,43E+02	1,10E+03	127215	14,6	44	32,7	3,5	4,8	1,96	0,99	0,27	0,08
22-06-2019	120532,08	      NA	8,063247	2,2382885	18,73587	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,271363	0,4802983	2,247676	0,6584337	2,259012	3,572163	3,27878	3,01E+00	2,271363	0,4802983	2,247676	0,6584337	2,259012	0,5484722	0,00E+00	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-06-2019	119873,3	      NA	8,053474	2,1700478	18,76843	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,259763	0,474077	2,25219	0,6335734	2,203086	3,481827	3,197023	3,08E+00	2,259763	0,474077	2,25219	0,6335734	2,203086	0,5173611	5,63E-05	6,03E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-06-2019	127592,84	      NA	7,990823	2,1419027	18,85551	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,296159	0,4996803	2,266229	0,6841745	2,227417	3,399485	3,093616	3,24E+00	2,296159	0,4996803	2,266229	0,6841745	2,227417	0,57625	5,63E-05	6,01E+02	6,01E+02	6,04E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-06-2019	127021,21	      NA	8,002183	2,1412214	19,097502	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,224268	0,5275542	2,277336	0,7393499	2,063003	3,231061	3,098712	2,87E+00	2,224268	0,5275542	2,277336	0,7393499	2,063003	0,6472222	5,63E-05	6,03E+02	6,10E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-06-2019	125957,07	      NA	8,013794	2,0808323	19,228179	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,961538	0,5338792	2,058182	0,7978111	2,012148	3,319654	3,103854	2,85E+00	1,961538	0,5338792	2,058182	0,7978111	2,012148	0,5761079	0,00E+00	6,94E+02	7,13E+02	6,11E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-06-2019	123990,91	      NA	8,032981	2,133714	19,145499	390	330	900	250	430	79	51,48	9,4	4,93	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,848886	0,6301839	1,893796	0,7524673	1,820914	3,243933	3,036913	2,79E+00	1,848886	0,6301839	1,893796	0,7524673	1,820914	0,6712361	5,11E-01	6,64E+02	6,65E+02	6,26E+02	123991	6,7	36	29	3,9	3,5	0,61	1,21	0,27	0,07
28-06-2019	123030,92	      NA	8,025318	2,0425955	19,288111	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,981306	0,5149601	2,018128	0,6984549	1,915812	3,153501	2,888725	2,64E+00	1,981306	0,5149601	2,018128	0,6984549	1,915812	0,5877437	0,00E+00	6,01E+02	6,00E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-06-2019	115354,28	      NA	8,024113	1,9724482	19,279773	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,867482	0,5827007	1,962652	0,7	1,841159	2,928096	2,695417	2,51E+00	1,867482	0,5827007	1,962652	0,7	1,841159	0,6199306	0,00E+00	6,00E+02	6,00E+02	5,99E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-06-2019	112451,08	      NA	7,961243	1,971345	19,202535	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,782743	0,616163	1,966887	0,725109	1,835569	2,743546	2,523965	2,38E+00	1,782743	0,616163	1,966887	0,725109	1,835569	0,6020139	0,00E+00	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-07-2019	154911,24	      NA	7,947305	1,896436	19,039812	480	390	1100	240	530	66	37,7	8,6	3,81	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,020235	0,6166549	2,148683	0,8075456	2,094275	2,69594	2,509349	2,39E+00	2,020235	0,6166549	2,148683	0,8075456	2,094275	0,641875	1,25E+03	7,03E+02	8,92E+02	7,57E+02	154906	16	57	32	5,8	5,8	2,02	1,49	0,51	0,23
02-07-2019	128070,1	      NA	8,124201	2,3472348	19,034406	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,892246	0,6222633	2,123731	0,9194444	1,922204	2,722027	2,509265	2,44E+00	1,892246	0,6222633	2,123731	0,9194444	1,922204	0,7002083	0,00E+00	6,01E+02	6,00E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-07-2019	117081,89	      NA	8,114315	2,4801348	18,991129	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,869357	0,7348355	2,223384	0,9419731	2,009861	2,674649	2,448546	2,43E+00	1,869357	0,7348355	2,223384	0,9419731	2,009861	0,7552083	0,00E+00	6,00E+02	6,00E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-07-2019	249799,09	      NA	7,989997	1,6821902	18,088234	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,995038	0,6892832	2,254678	0,9052764	2,015741	2,515735	2,300553	2,76E+00	1,995038	0,6892832	2,254678	0,9052764	2,015741	0,7751389	0,00E+00	8,97E+02	9,94E+02	1,02E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-07-2019	122475,6	      NA	8,228221	1,954523	18,358854	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,125793	0,7351449	2,135724	1,0144796	2,104069	2,813436	2,550127	3,44E+00	2,125793	0,7351449	2,135724	1,0144796	2,104069	0,7586806	3,26E-01	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-07-2019	207191,79	      NA	8,009018	1,4333882	17,966378	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,803922	0,6706897	1,95098	0,8686869	1,822222	2,656524	2,202332	3,34E+00	1,803922	0,6706897	1,95098	0,8686869	1,822222	0,7175	6,78E-01	6,03E+02	6,42E+02	6,53E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-07-2019	161453,21	      NA	8,136057	2,4161856	18,578919	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,842241	0,597284	1,879305	1,0217009	1,875	2,90128	2,44384	4,80E+00	1,842241	0,597284	1,879305	1,0217009	1,875	0,6898485	5,63E-05	6,18E+02	6,31E+02	6,41E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-07-2019	325748,33	      NA	8,075467	0,8830106	16,428542	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,038462	0,6594828	2,044286	0,8770833	1,971667	2,843874	2,287532	3,83E+00	2,038462	0,6594828	2,044286	0,8770833	1,971667	0,7533333	4,50E-04	8,64E+02	1,01E+03	1,03E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
