ASV,MQ181221-189,MQ181221-192,MQ181221-195,MQ181221-198,MQ181221-201,MQ181221-206,MQ181221-211,MQ181221-214,MQ181221-217,MQ181221-220,MQ181221-223,MQ181221-226,MQ181221-229,MQ181221-232,MQ181221-235,MQ181221-238,MQ181221-241,MQ181221-244,MQ181221-247,MQ181221-250,MQ181221-253,MQ181221-256,MQ181221-260,MQ181221-263,MQ181221-266,MQ181221-269,MQ181221-272,MQ181221-275,MQ190702-88,MQ190702-91,MQ190702-94,MQ190702-97,MQ190702-100,MQ190702-103,MQ190702-106,MQ190702-109,MQ190702-112,MQ190702-115,MQ190702-118,MQ190702-121,MQ190702-124,MQ190702-127,MQ190702-130,MQ190702-133,MQ190702-136,MQ190702-139,MQ190702-142,MQ190702-145,MQ190702-148,MQ190702-151,MQ190702-154,MQ190702-157,MQ190702-160,MQ190702-163,MQ190702-166,MQ190702-169,MQ190702-172,MQ190702-178,MQ190702-181,MQ190702-184,MQ190702-187,MQ190702-190,MQ190702-193,MQ190702-196,MQ200420-66,MQ200420-70,MQ200420-73,MQ200420-76,MQ200420-81,MQ200420-84,MQ200420-87,MQ200420-90,MQ200420-93,MQ200420-96,MQ200420-99,MQ201009-2,MQ201009-5,MQ220615-218,MQ201009-9,MQ201009-12,MQ201009-15,MQ220615-220,MQ201009-20,MQ201009-23,MQ201009-26,MQ201009-28,MQ220615-222,MQ220615-225,MQ220615-228,MQ220615-231,MQ220615-233,MQ220615-236,MQ220615-239,MQ220615-243,MQ220615-246,MQ220615-250,MQ220615-254,MQ220615-257,MQ220615-261,MQ220615-264,MQ230328-37,MQ230328-40,MQ220615-266,MQ230328-45,MQ230328-47,MQ230328-50,MQ230328-51,MQ230328-55,MQ230328-58,MQ230328-61,MQ230328-64,MQ230328-67,MQ230328-70,MQ230328-73
ASV1,2.18563468162228,2.56971229845084,2.89300998573466,3.25761017719219,3.42407359676428,3.95219983417343,5.85081503309245,4.76832350463353,5.85220610516053,5.57887029662303,3.18865960645662,2.54829140681569,3.0377643039611,2.2327426268313,4.05958276862278,3.52769286963877,2.10272210399263,2.92553191489362,3.3417430846162,4.58004566027156,3.80841615563544,5.8694717884698,3.43959731543624,4.5335877096094,5.11017503817947,5.48153179248487,5.43103021093144,4.21355666056006,2.67465538847118,1.98073439536813,2.44941604985715,3.19931238659154,2.8916060806345,1.931330472103,3.04966044142615,4.43634745362,4.76764765768165,1.60268964616791,2.93168770577238,4.32997545077457,2.50889257766185,4.96216496546522,2.26221665337738,3.27894870492636,5.05603388002157,6.2900641025641,7.91672714454559,5.51632073034192,4.31259904912837,3.83394914149098,3.26807927259531,1.82611176782293,3.04816718819848,3.53604443891722,4.07890446690577,4.96131882716588,9.31506849315068,4.74987560760899,3.86043058648849,2.91040517405364,3.08094353895881,3.58835165846253,2.94918867701054,4.18017531219981,10.0505398575695,12.9863756397373,9.60100985099748,11.2385525028897,8.70874188647977,3.4945989779369,10.0943616029823,15.7922645040549,12.1007789678676,9.66311220156648,10.5790818301463,13.0816705160729,11.8574366004112,5.49898601771801,8.08626384301535,12.7058484378941,16.359802703415,7.72372818418121,16.9814620496677,11.0813459653708,10.6394667447993,8.83192820233886,11.0516098801794,8.38357737582544,3.69847986209058,3.53282607482373,10.4517433046993,4.09304637819251,14.2737248484086,14.1204819277108,6.35589718158525,7.38923875814827,14.9925915716206,17.3180738501404,8.38364349287359,11.6929829909163,3.77430061640588,5.91079300374461,18.0802997465379,2.4458260949072,3.63167397472272,3.31930531681584,5.76,8.90547991997267,5.70578994614004,10.3758111673679,11.0106039299152,13.2480740768851,8.06706738373933,6.18496660972201
ASV2,9.26550412060664,5.99936768890294,6.03708987161198,9.20945024988642,8.10317822233678,9.43763736625298,10.0744872424519,10.4366750912665,7.88374636048641,5.28956908405807,3.79334842301783,3.53864480414827,2.1113539133914,2.76373872432986,2.76507618842544,4.15825595478401,4.42143378966426,4.25276186579378,5.16368800326319,5.44118236071615,5.60160710509622,6.97664899821951,7.86060509214872,9.67633965926967,7.41101246916274,5.95896841726762,4.22028047108571,2.25071970688302,3.41609231411863,2.90338417782593,3.12609647290772,3.92273899341037,4.62381581846222,4.27619814020029,4.61375212224109,5.87711734764832,8.47651416667972,5.45436741088915,7.58565921612097,6.1394226699399,4.86127578847522,5.85794771457533,4.0095682879599,4.13122143219909,3.13030623863841,2.6927294197031,2.84073236983433,2.93902333993627,3.33003169572108,2.39295805259726,2.44349912300155,1.95247218032854,2.32733571747877,2.22194586079675,1.96283012716009,2.33833365349353,2.92237442922374,4.00734871971524,3.10389931770778,3.09428698243612,3.0167572152305,3.45953903482541,2.52618399011861,2.46607829010567,5.07983000229727,4.32100207987661,2.90084649274788,3.21863608073264,4.56842977489297,3.59558126013648,4.24335973904939,4.74734872114785,2.88218111002921,2.80032084552232,2.3070372377487,2.34750672068456,2.20699108978753,0.337282527484257,2.45191373615698,1.53868329069223,1.59644564930909,0.185666542888971,1.85088026116358,0.653381247958184,0.512745385291532,0.37734566222464,0.477497378227012,0.409130060292851,0.400743278035239,0.381374062843004,0.491157150075796,0.621413923814653,0.38396172971612,2.57415870378064,0.19009835523597,0.50602143409568,0.944143895799593,2.4616713452818,0.493765689508516,1.87160885203926,0.49312470365102,0.601981324358914,0.431620321052051,0.571454695071775,0.619035336600464,0.379349179064667,0.705185185185185,1.03937930024887,1.69995511669659,2.9023746701847,2.82771464406522,1.4951994231718,1.23027171429576,1.27737226277372
ASV3,0.310172578580059,0.17957635156497,0.56490727532097,0.449795547478419,0.301366060630093,0.279009778503086,0.212236020486915,0.197978096040438,0.22133512509387,0.405378859581763,0.502255191897831,0.668021395370565,0.501677387584254,0.454225577378287,0.281194188653435,0.334506026875829,0.266810659721119,0.253171031096563,0.190352454186999,0.182240557535947,0.154366673715373,0.176002292122874,0.181101523383403,0.113799912976537,0.192995116384446,0.20975249205937,0.323747542987397,0.471080868882492,0.539108187134503,0.548511063332713,0.578102287346912,0.34619425078789,0.468164794007491,0.534245350500715,0.460526315789474,0.390787973187217,0.389994831393801,0.282347564956261,0.335853614148868,0.344958943536782,0.410244249466445,0.495037835034535,0.492083380795079,0.777679024885729,0.783075970354981,1.03112348178138,1.23582225724179,1.08302471793988,1.38668779714739,1.36492066941969,1.24795871050987,1.38317096699683,1.2405006705409,1.01148281722837,0.981415063580046,0.663604770969038,0.821917808219178,0.773146553373904,0.897938982571499,0.735527233529897,0.74043509158013,0.885586787505176,0.971218761103873,0.694944764649376,0.87583275901677,1.21520880558996,1.36626899658433,1.25663139800243,2.83938682502417,3.58334098350623,2.3153541472507,2.21771678103556,1.09055501460565,0.891761819382844,0.778044437562902,0.431638332512968,0.607722184144391,0.0277510940335148,0.563435010685836,0.284674426146806,0.259798938213035,0.0371333085777943,0.119505654657806,0.039202874877491,0.0842367418693232,0.0713897198803372,0.0714014771180579,0.0448607522250933,0.0380594174670338,0.0465090320540249,0.0687215765538151,0.0186424177144396,0.0104907576425169,0.0116327378479435,0.00826514587982478,0.0353552093691305,0,0.00785222119707112,0.00829858301694986,0.0243857830884594,0,0.00474001042802294,0,0,0.00515862780500387,0,0,0,0,0,0,0,0,0.00388259046435782
ASV4,1.72578580058789,1.52260512171989,0.70756062767475,2.01953657428442,2.31179491246506,2.31367542739823,1.51605509951121,1.40690817186184,1.45119428744582,1.30899869635873,1.35311513869843,0.988017658187933,0.652488381397926,1.40426076386668,1.39203789788344,1.6590729953669,2.41717752437824,1.2453968903437,2.55011859260043,1.84042936676413,1.72129414252485,1.2565745042261,1.11856823266219,1.28024902098604,1.01867857082921,0.737130186380072,0.809368857468492,0.549594347029573,1.4750417710944,1.168125412653,1.74266094133766,1.63308184509598,1.4182639347874,1.40602646638054,1.61078098471986,1.7926181403499,1.74636239760678,1.34319101710406,1.36161342090896,0.886734953017862,0.894000474270809,0.603474694137338,0.478414397995216,0.303136109700356,0.531372979883737,0.594635627530364,0.391896655400502,0.473688743432952,0.550713153724247,0.534666376874593,0.582649543355981,1.06930800690227,0.933169423334823,1.14828172283713,1.20313009455494,1.29752196007893,0.730593607305936,1.47357140123244,1.14186728886061,1.16669837042673,1.52213281984274,1.30192758890371,1.34007884807364,1.34035782901057,2.53847920974041,2.46313477133042,1.79199049552002,1.41963782934709,0.939096809832896,0.758897151075614,0.611602982292637,0.938864628820961,1.35102239532619,1.46503727470039,1.81156615313153,1.45393964635947,1.11491889421979,0.47817269719287,1.07635515834467,0.58736622103708,0.888587672728642,0.0742666171555886,0.956045237262446,0.431231623652401,0.776443012012892,0.479330976339407,0.379320347189683,0.265575653172552,0.349251124991605,0.31812177924953,0.31733198585144,0.826480518673488,0.283250456347957,1.42085583714167,0.281014959914042,1.75229256435753,0.40315633506771,0.52217270960523,0.41700379660173,1.12174602206913,0.568990042674253,0.474001042802294,0.431620321052051,0.822894760903356,0.985297910755739,1.25066682472882,1.40444444444444,0.868589274386376,1.48114901256733,1.62590030663909,1.94595416365779,1.18022086448332,1.15645541143801,0.955117254232024
ASV6,0.962977656754368,0.715776161871641,0.981455064194009,1.32666969559291,1.32244185815968,1.14630904281221,1.29797235669684,0.937938781241224,1.17716032304389,1.16077647016804,1.07224874849241,1.23093452923178,1.02489920285618,1.0364020216237,1.54150147563617,1.24959147970856,0.952895213289712,1.4883387888707,0.980466212439382,1.43389273841471,1.53520828927892,1.3957391073,1.38356237349526,1.00244335107273,1.00860926040915,0.96685910625462,1.13311640045589,1.4655849254122,1.55336257309942,1.21722053869204,1.06598051828708,1.26778722185083,1.20896673276052,0.775661659513591,0.974108658743633,1.48666314354852,1.10263598916159,0.739326282804544,1.07704779709809,0.918479641073394,0.813374436803415,0.615261309257208,0.46702357899533,0.607859319451498,0.687189116842126,0.843454790823212,0.711219856097207,0.568426492119542,0.780507131537243,0.497717887415779,0.447571621539888,0.535333360507616,0.600692892266428,0.634249471458774,0.560808607760026,0.693292352828179,0.821917808219178,0.723389596968653,0.586842012231767,0.59286031323315,0.573092176145611,0.604959286010029,0.656503274056277,0.67092939481268,1.65690328509074,1.12406814517071,0.967773872580565,0.975074834770754,0.997099848087281,0.679335352978977,0.690237651444548,0.839051777916407,0.810613437195716,0.646409361139945,0.77417356971433,1.10181363825679,1.22001370801919,0.488846194898068,1.12298426267729,1.12788728334114,1.3818291351331,1.85666542888971,1.20380086277253,0.793858216269193,0.886317023146792,0.611911884688605,0.946069571814267,0.803904679873672,0.436563906239506,0.470671404386732,1.07933299646286,0.495059759305674,0.801493883888294,0.825924387203988,0.91743119266055,0.245276764998343,1.01995106991489,1.407510649575,0.836082238957698,0.898209677091589,0.611664295874822,0.744181637199602,0.686919149248797,0.539453232147755,0.696414753675522,0.604587754134313,0.82962962962963,0.883228419460303,0.897666068222621,0.994794266562077,1.13260613431645,0.990474744791469,0.871735386129565,0.889113216337941
ASV11,3.19369556200747,0.527347454947834,0.302425106990014,1.12448886869605,1.62579059024129,1.56087545898425,1.06878084146028,0.831227183375456,0.662029168807557,0.511634551850992,0.607993127034216,0.604956438464952,0.443199655289157,0.69893161026166,0.763784215126221,1.31879962320011,1.01324524346473,0.672565466448445,0.735727342770384,0.528697881203188,0.556142947769084,0.564844565417596,0.643176733780761,0.547243699166583,0.377599140752178,0.417507341337222,0.668968137295387,0.235540434441246,1.37583542188805,1.25446511706648,1.49705101000819,1.08633368350683,0.705001101564221,0.540951359084406,0.490237691001698,0.486746585820377,0.363368678246433,0.430865648256953,0.579057955429082,0.402099382036739,0.369931230732748,0.476179250842743,0.546759311994532,0.469781615033012,0.555344693261951,0.53559379217274,0.628278765007154,0.404788562569977,0.471473851030111,0.406433384046946,0.600794338823814,0.619573635511352,0.720831470719714,0.853956804709199,0.935767851320509,1.02684106665735,1.00456621004566,1.00662150266008,0.940361296708735,1.05573521019593,1.14389198358664,1.02360031283066,0.918766179929274,0.712956292026897,1.33241442683207,1.00488420462247,0.87124399782189,0.723155804510833,0.657367766883027,0.921080816426451,0.661113699906803,0.545851528384279,0.654819863680623,0.762008115504388,0.708368816288612,2.10896974745371,2.08818825679689,0.435478706372078,1.13852729745483,1.01978307088033,0.557249896456945,0.371333085777943,0.652908942520695,0.833061091146684,0.487108116026956,0.336551536578733,0.330231831671018,0.328380706287683,0.467906955918239,0.584153442598553,0.375947448206165,0.78712430349856,0.306330123161495,1.35105941005401,0.115712042317547,0.238647663241631,0.272216670686744,0.516283543707426,0.394182693305118,1.2294498973765,0.474158368895211,0.559321230506707,0.438967049921023,0.557739782390052,0.47975238586536,0.468259142907949,0.515555555555556,1.09793588054458,1.90754039497307,1.74356414461955,1.63429744213447,0.850062616219498,0.74870821469999,0.601801521975462
ASV16,0.5536219861865,0.64116345241859,0.75320970042796,0.538391640163562,0.935820925114499,0.77912164563126,0.834327276129002,0.72311148553777,0.654783078402698,0.562530135542976,0.811208221124457,0.668021395370565,0.680188359853498,0.8972554539057,0.578854703669458,0.495991695022781,0.647968745037004,0.672565466448445,0.785581556962217,0.875155204870429,0.873334743074646,1.10717720974971,0.88153829764568,0.838437594135958,0.808901270411331,1.08671767314569,1.12650930774186,1.12535985344151,1.51289682539683,1.41529397822885,1.33331105578854,1.73574634705377,1.47884996695307,1.46638054363376,1.32640067911715,1.46997468917754,1.11203345497831,1.35461548505027,1.58827324917691,1.19148395835097,1.1121650462414,1.12444308243559,0.863424080191366,0.803072625698324,0.82103118320382,0.719045209176788,0.690484583324694,0.947377486865903,0.968700475435816,0.893284068680722,0.760065321263684,1.03398143996522,1.07286544479213,1.15242714421921,1.00423866970981,0.988421843074935,0.821917808219178,0.979829295364948,0.89086859688196,0.979646186037664,1.09804460949499,1.16391406357823,1.13196054212281,1.2638088376561,0.677693544681829,0.574887242644481,0.683134498292164,0.654989478675795,0.618699074713437,0.639554453930659,0.346575023299161,0.212102308172177,0.401655306718598,0.592148721336227,0.700627080591469,1.74927113702624,1.9374000456934,0.74287544028178,1.85739265591607,1.34769918201146,1.40065514514854,0.185666542888971,1.4136644514399,1.08787977785038,0.739818341634925,0.812483002447648,0.651538478702278,0.518590295722079,1.77759867463676,2.14127583576731,0.703385548256695,1.75445864490337,0.379765426659113,1.92438720398837,0.272749814034218,0.448569218870843,1.24048103097757,2.01016862645021,0.502064272525466,2.14188461460302,0.597439544807966,0.469261032374271,0.50325092752452,0.763463472615891,0.835697704410627,0.853535652895501,1.11407407407407,0.961303859854585,1.30722621184919,1.04827782928047,0.839952871422599,0.777959090736594,0.91743119266055,0.978412797018171
ASV8,0.710511604421763,0.591843186847929,0.365192582025678,0.308950477055884,0.414378333366378,0.581709066501718,0.595196332935756,0.894411682111766,1.09415965113368,0.761647945425648,0.804599600178433,0.838530352930185,0.600166199870733,0.554986885036146,0.288794031590014,0.363342753330642,0.37480545056062,0.240384615384615,0.400344447298053,0.344454680177835,0.467329245083527,0.777684546589444,1.09593054223927,1.15306088295344,1.16132713511336,0.990830819632833,0.842404321038635,0.444909709500131,0.672253550543024,0.626386090842913,0.51294046883093,0.520485149460415,0.539766468385107,0.502950643776824,0.345925297113752,0.36575529163074,0.328911303585133,0.571223397310354,1.03403206326622,1.13222720731398,1.53189471188048,1.54640390372693,2.1095796787789,1.69978415439309,1.3344253780539,1.15131578947368,1.13836647521098,1.1024028938076,1.35499207606973,1.30623777439687,1.60682244309591,1.40219296457832,1.04492624050067,0.920283546822535,0.766221062927943,0.710755636274732,0.821917808219178,0.428675316722165,0.544419698094531,0.551645425147422,0.508905852417303,0.487647789483369,0.558366186697349,0.430775696445725,0.445095336549506,0.584235002687481,1.10638087223405,1.49669541507365,2.15439856373429,3.4945989779369,2.6007688723206,1.4410480349345,1.90603700097371,1.73634047371898,1.19222729736007,0.636098595282269,0.982408042037925,1.88707439427901,0.777151738877016,0.61619401102663,0.764336006626755,1.22539918306721,0.923982744549376,1.29042796471741,1.19762672135951,1.43119390807724,1.18928085324765,1.24354005167959,1.87610540219849,2.10034788755976,1.28751894896412,1.42718064502765,1.13090367386333,0.714582467802243,0.628151086866683,0.57452215224837,0.906240308741945,0.563396870889853,1.37134084355096,0.808795139100571,1.9203413940256,2.2515049533109,1.30771773867685,1.67321934717016,1.68687129223627,1.5055420544129,1.13185185185185,1.16625189088957,1.44187612208259,1.15167938386936,1.25042757781916,1.38894159614436,1.71535027593237,1.79763938499767
ASV5,3.37222512758552,2.80872589313942,4.2453637660485,0.676965015901863,0.366794218530047,0.273745443059632,0.212236020486915,0.240101095197978,0.216065241163063,0.407164669535868,0.361821996794819,0.588606264452386,0.473977409128682,0.794894760412002,0.787850384425389,0.997750735336525,0.868722802782454,0.81065875613748,0.903418790506549,1.07942484078984,0.96637766969761,1.09080490350572,1.06929796527112,1.23004317702581,0.946515179485458,0.888951037775425,0.834145455146099,0.601936665794295,0.8328111946533,0.672095346120639,0.659972264456734,0.716263967147359,0.537012557832122,0.404595851216023,0.452037351443124,0.477011654103969,0.440114649082964,0.190951821386604,0.210115315255695,0.209514941166511,0.151766658762153,0.278164116828929,0.195922086798041,0.22695530726257,0.245710062126691,0.295209176788124,0.375308437182491,0.689001808629748,0.63391442155309,0.489024125190176,0.635067841374166,0.573377355670593,0.631426016987036,0.721303320482527,0.733615911313988,0.77187712833767,0.273972602739726,1.00662150266008,0.622193940679464,0.653097457358443,0.680833505260986,0.729171458802963,0.595590599143839,0.598883285302594,1.20032161727544,1.06798158491272,0.705410623236474,0.761684597374115,0.778897942273167,0.440649958689066,0.800908667287978,1.12289457267623,0.72541382667965,0.721902425214683,0.561275838042889,0.496005452273674,0.292437742746173,0.123812573380297,0.431319215076744,0.317105689885049,0.28239015023156,0.0742666171555886,0.43721580972368,0.153544593270173,0.168473483738646,0.152977971172151,0.118258696476783,0.122021246052254,0.116417041663868,0.154409986419363,0.161697827185447,0.105640367048491,0.0902205157256457,0.348982135438305,0.0495908752789487,0.070710418738261,0.137831225664174,0.257160244204079,0.112030870728823,0.310918734377858,0.15647226173542,0.298620656965445,0.0826506997759248,0.178293864862394,0.175393345370132,0.0770553019975105,0.13037037037037,0.112233445566779,0.117818671454219,0.117663837980461,0.159629052487553,0.0910781374520891,0.0492108685718303,0.0660040378940829
ASV17,0.221809460263647,0.547581410053747,0.325249643366619,0.467969104952294,0.882288795923628,0.564599976310491,0.348464650716808,0.359449592811008,0.415662095042357,0.950943800560744,0.449386224329638,0.224230957886623,0.547844018343541,0.658946964365684,0.505389555282524,0.595959013399466,0.765492488009402,0.616305237315876,1.53943770489327,0.554732246565466,0.564601395643899,0.356097660806745,0.44609566421647,0.319643873213509,0.367529830332119,0.333606344513474,0.538478056193324,0.366396231353049,0.815841687552214,0.976823714638812,1.11777580992799,0.933530703848725,0.63064551663362,0.820368383404864,1.27334465195246,0.685617333741273,0.599871567967172,1.01514558036297,1.26730969673908,0.613730635740286,0.431586435854873,0.334739869404304,0.195922086798041,0.204735906551549,0.353582772328652,0.440705128205128,0.147220436684845,0.381104125398329,0.305071315372425,0.380352097370137,0.280236285558759,0.809793611326241,0.477760393383997,0.447705509265017,0.759700032605152,0.702023994551456,0.365296803652968,0.436330233092203,0.501997383957295,0.472386024982563,1.01322696742544,0.531352072503105,0.873081673744945,1.35236551392891,0.189524465885596,0.177607440816994,0.23761199940597,0.382324175335645,0.281729042949869,0.229505186817222,0.157269338303821,0.106051154086089,0.296981499513145,0.280739832027932,0.805140512502903,0.397561622051418,0.443225953849669,0.698046749919949,1.1190985039829,0.64502180101618,0.372754998305659,0.25993316004456,1.07555089192025,0.643580529238811,0.794755347201875,0.866875169975524,0.334694423990896,0.276342233706575,0.463429377392706,0.470671404386732,0.371905002526529,0.830623278165586,0.287446759404964,0.819277108433735,0.487643606909662,1.52690310462932,0.599565831639158,0.577138257984728,0.410779859339018,0.699059115202504,1.28022759601707,0.284400625681377,0.363663079014069,0.649172533601536,0.680938870260511,1.32179479580345,0.977777777777778,0.785634118967452,1.29039497307002,1.01618769164943,0.824750104519023,1.02083412394217,0.583500298780273,0.5707407982606
