Sample,SeqRun,LibID,Read no,ID,Period,Line,Mean,Plant,Date,Week,Year,Period2,Configuration,Design,Design2,ReturnSludgeSidestream,PrimarySetling,Digester,lat,long,Solids_AerationTank_PointMeasurement,SolidsFraction_AerationTank_PointMeasurement,SVI,DSVI,ExtractionConc,LibraryConc,week_mean_temperature
MQ181221-189,MQ181221,LIB-Aalborg-Vest-LT-13,,,Spring,Activated sludge,,Aalborg W,2015-05-26,22,2015,,,,,,,,,,,,,,,,
MQ181221-192,MQ181221,LIB-Aalborg-Vest-LT-31,,,Summer,Activated sludge,,Aalborg W,2015-08-05,32,2015,,,,,,,,,,,,,,,,16.3
MQ181221-195,MQ181221,LIB-Aalborg-Vest-LT-49,,,Fall,Activated sludge,,Aalborg W,2015-10-27,44,2015,,,,,,,,,,,,,,,,14.85
MQ181221-198,MQ181221,LIB-Aalborg-Vest-LT-76,,,Winter,Activated sludge,,Aalborg W,2016-03-10,10,2016,,,,,,,,,,,,,,,,
MQ181221-201,MQ181221,LIB-Aalborg-Vest-LT-85,,,Spring,Activated sludge,,Aalborg W,2016-03-29,13,2016,,,,,,,,,,,,,,,,11.3
MQ181221-206,MQ181221,LIB-Aalborg-Vest-LT-100,,,Spring,Activated sludge,,Aalborg W,2016-05-02,18,2016,,,,,,,,,,,,,,,,12.3
MQ181221-211,MQ181221,LIB-Aalborg-Vest-LT-115,,,Spring,Activated sludge,,Aalborg W,2016-06-06,23,2016,,,,,,,,,,,,,,,,16.8
MQ181221-214,MQ181221,LIB-Aalborg-Vest-LT-124,,,Summer,Activated sludge,,Aalborg W,2016-06-27,26,2016,,,,,,,,,,,,,,,,16.6
MQ181221-217,MQ181221,LIB-Aalborg-Vest-LT-133,,,Summer,Activated sludge,,Aalborg W,2016-07-25,30,2016,,,,,,,,,,,,,,,,18.3
MQ181221-220,MQ181221,LIB-Aalborg-Vest-LT-142,,,Summer,Activated sludge,,Aalborg W,2016-08-17,33,2016,,,,,,,,,,,,,,,,17.8
MQ181221-223,MQ181221,LIB-Aalborg-Vest-LT-151,,,Summer,Activated sludge,,Aalborg W,2016-09-07,36,2016,,,,,,,,,,,,,,,,18
MQ181221-226,MQ181221,LIB-Aalborg-Vest-LT-322,,,Fall,Activated sludge,,Aalborg W,2016-09-26,39,2016,,,,,,,,,,,,,,,,17.7
MQ181221-229,MQ181221,LIB-Aalborg-Vest-LT-331,,,Fall,Activated sludge,,Aalborg W,2016-10-17,42,2016,,,,,,,,,,,,,,,,14
MQ181221-232,MQ181221,LIB-Aalborg-Vest-LT-340,,,Fall,Activated sludge,,Aalborg W,2016-11-07,45,2016,,,,,,,,,,,,,,,,
MQ181221-235,MQ181221,LIB-Aalborg-Vest-LT-349,,,Fall,Activated sludge,,Aalborg W,2016-11-28,48,2016,,,,,,,,,,,,,,,,11.5
MQ181221-238,MQ181221,LIB-Aalborg-Vest-LT-358,,,Winter,Activated sludge,,Aalborg W,2016-12-21,51,2016,,,,,,,,,,,,,,,,11.8
MQ181221-241,MQ181221,LIB-Aalborg-Vest-LT-367,,,Winter,Activated sludge,,Aalborg W,2017-01-09,2,2017,,,,,,,,,,,,,,,,10.8
MQ181221-244,MQ181221,LIB-Aalborg-Vest-LT-376,,,Winter,Activated sludge,,Aalborg W,2017-01-30,5,2017,,,,,,,,,,,,,,,,10.7
MQ181221-247,MQ181221,LIB-Aalborg-Vest-LT-385,,,Winter,Activated sludge,,Aalborg W,2017-02-21,8,2017,,,,,,,,,,,,,,,,
MQ181221-250,MQ181221,LIB-Aalborg-Vest-LT-394,,,Winter,Activated sludge,,Aalborg W,2017-03-13,11,2017,,,,,,,,,,,,,,,,10.8
MQ181221-253,MQ181221,LIB-Aalborg-Vest-LT-403,,,Spring,Activated sludge,,Aalborg W,2017-04-03,14,2017,,,,,,,,,,,,,,,,12.2
MQ181221-256,MQ181221,LIB-Aalborg-Vest-LT-412,,,Spring,Activated sludge,,Aalborg W,2017-04-28,17,2017,,,,,,,,,,,,,,,,
MQ181221-260,MQ181221,LIB-Aalborg-Vest-LT-424,,,Spring,Activated sludge,,Aalborg W,2017-05-24,21,2017,,,,,,,,,,,,,,,,15.5
MQ181221-263,MQ181221,LIB-Aalborg-Vest-LT-433,,,Spring,Activated sludge,,Aalborg W,2017-06-14,24,2017,,,,,,,,,,,,,,,,16.6
MQ181221-266,MQ181221,LIB-Aalborg-Vest-LT-442,,,Summer,Activated sludge,,Aalborg W,2017-07-05,27,2017,,,,,,,,,,,,,,,,
MQ181221-269,MQ181221,LIB-Aalborg-Vest-LT-451,,,Summer,Activated sludge,,Aalborg W,2017-08-01,31,2017,,,,,,,,,,,,,,,,17.8
MQ181221-272,MQ181221,LIB-Aalborg-Vest-LT-460,,,Summer,Activated sludge,,Aalborg W,2017-08-24,34,2017,,,,,,,,,,,,,,,,17.4
MQ181221-275,MQ181221,LIB-Aalborg-Vest-LT-469,,,Summer,Activated sludge,,Aalborg W,2017-09-13,37,2017,,,,,,,,,,,,,,,,16
MQ190702-88,MQ190702,LIB-Aalborg-W-LT-478,80593,,Fall,Activated sludge,,Aalborg W,2017-10-11,41,2017,,,,,,,,,,,,,,,,15
MQ190702-91,MQ190702,LIB-Aalborg-W-LT-487,62287,,Fall,Activated sludge,,Aalborg W,2017-11-01,44,2017,,,,,,,,,,,,,,,,13.1
MQ190702-94,MQ190702,LIB-Aalborg-W-LT-496,63043,,Fall,Activated sludge,,Aalborg W,2017-11-23,47,2017,,,,,,,,,,,,,,,,10.8
MQ190702-97,MQ190702,LIB-Aalborg-W-LT-505,44192,,Fall,Activated sludge,,Aalborg W,2017-12-12,50,2017,,,,,,,,,,,,,,,,10.5
MQ190702-100,MQ190702,LIB-Aalborg-W-LT-513,38323,,Winter,Activated sludge,,Aalborg W,2018-01-11,2,2018,,,,,,,,,,,,,,,,10.2
MQ190702-103,MQ190702,LIB-Aalborg-W-LT-519,47701,,Winter,Activated sludge,,Aalborg W,2018-01-31,5,2018,,,,,,,,,,,,,,,,9.7
MQ190702-106,MQ190702,LIB-Aalborg-W-LT-525,49901,,Winter,Activated sludge,,Aalborg W,2018-02-20,8,2018,,,,,,,,,,,,,,,,9.7
MQ190702-109,MQ190702,LIB-Aalborg-W-LT-531,75956,,Spring,Activated sludge,,Aalborg W,2018-03-20,12,2018,,,,,,,,,,,,,,,,9.9
MQ190702-112,MQ190702,LIB-Aalborg-W-LT-537,67041,,Spring,Activated sludge,,Aalborg W,2018-04-10,15,2018,,,,,,,,,,,,,,,,11.1
MQ190702-115,MQ190702,LIB-Aalborg-W-LT-543,64530,,Spring,Activated sludge,,Aalborg W,2018-05-01,18,2018,,,,,,,,,,,,,,,,
MQ190702-118,MQ190702,LIB-Aalborg-W-LT-551,63602,,Spring,Activated sludge,,Aalborg W,2018-05-31,22,2018,,,,,,,,,,,,,,,,17.4
MQ190702-121,MQ190702,LIB-Aalborg-W-LT-557,49783,,Summer,Activated sludge,,Aalborg W,2018-06-19,25,2018,,,,,,,,,,,,,,,,155
MQ190702-124,MQ190702,LIB-Aalborg-W-LT-563,44603,,Summer,Activated sludge,,Aalborg W,2018-06-29,26,2018,,,,,,,,,,,,,,,,18.4
MQ190702-127,MQ190702,LIB-Aalborg-W-LT-569,44775,,Summer,Activated sludge,,Aalborg W,2018-07-10,28,2018,,,,,,,,,,,,,,,,19.3
MQ190702-130,MQ190702,LIB-Aalborg-W-LT-575,46681,,Summer,Activated sludge,,Aalborg W,2018-07-20,29,2018,,,,,,,,,,,,,,,,19.2
MQ190702-133,MQ190702,LIB-Aalborg-W-LT-581,66621,,Summer,Activated sludge,,Aalborg W,2018-08-07,32,2018,,,,,,,,,,,,,,,,
MQ190702-136,MQ190702,LIB-Aalborg-W-LT-587,52604,,Summer,Activated sludge,,Aalborg W,2018-08-17,33,2018,,,,,,,,,,,,,,,,
MQ190702-139,MQ190702,LIB-Aalborg-W-LT-593,49876,,Summer,Activated sludge,,Aalborg W,2018-08-28,35,2018,,,,,,,,,,,,,,,,18.2
MQ190702-142,MQ190702,LIB-Aalborg-W-LT-599,50709,,Summer,Activated sludge,,Aalborg W,2018-09-07,36,2018,,,,,,,,,,,,,,,,19
MQ190702-145,MQ190702,LIB-Aalborg-W-LT-605,48784,,Fall,Activated sludge,,Aalborg W,2018-09-18,38,2018,,,,,,,,,,,,,,,,17.4
MQ190702-148,MQ190702,LIB-Aalborg-W-LT-611,53381,,Fall,Activated sludge,,Aalborg W,2018-09-28,39,2018,,,,,,,,,,,,,,,,
MQ190702-151,MQ190702,LIB-Aalborg-W-LT-617,48655,,Fall,Activated sludge,,Aalborg W,2018-10-09,41,2018,,,,,,,,,,,,,,,,16.2
MQ190702-154,MQ190702,LIB-Aalborg-W-LT-623,52194,,Fall,Activated sludge,,Aalborg W,2018-10-19,42,2018,,,,,,,,,,,,,,,,
MQ190702-157,MQ190702,LIB-Aalborg-W-LT-629,77330,,Fall,Activated sludge,,Aalborg W,2018-10-30,44,2018,,,,,,,,,,,,,,,,13.9
MQ190702-160,MQ190702,LIB-Aalborg-W-LT-635,37516,,Fall,Activated sludge,,Aalborg W,2018-11-09,45,2018,,,,,,,,,,,,,,,,
MQ190702-163,MQ190702,LIB-Aalborg-W-LT-641,25327,,Fall,Activated sludge,,Aalborg W,2018-11-20,47,2018,,,,,,,,,,,,,,,,13.3
MQ190702-166,MQ190702,LIB-Aalborg-W-LT-647,32177,,Fall,Activated sludge,,Aalborg W,2018-11-30,48,2018,,,,,,,,,,,,,,,,
MQ190702-169,MQ190702,LIB-Aalborg-W-LT-653,60650,,Fall,Activated sludge,,Aalborg W,2018-12-11,50,2018,,,,,,,,,,,,,,,,
MQ190702-172,MQ190702,LIB-Aalborg-W-LT-659,1160,,Winter,Activated sludge,,Aalborg W,2018-12-21,51,2018,,,,,,,,,,,,,,,,
MQ190702-178,MQ190702,LIB-Aalborg-W-LT-665,27587,,Winter,Activated sludge,,Aalborg W,2019-01-11,2,2019,,,,,,,,,,,,,,,,
MQ190702-181,MQ190702,LIB-Aalborg-W-LT-671,29641,,Winter,Activated sludge,,Aalborg W,2019-01-22,4,2019,,,,,,,,,,,,,,,,
MQ190702-184,MQ190702,LIB-Aalborg-W-LT-677,33127,,Winter,Activated sludge,,Aalborg W,2019-02-01,5,2019,,,,,,,,,,,,,,,,
MQ190702-187,MQ190702,LIB-Aalborg-W-LT-683,46125,,Winter,Activated sludge,,Aalborg W,2019-02-12,7,2019,,,,,,,,,,,,,,,,
MQ190702-190,MQ190702,LIB-Aalborg-W-LT-689,45968,,Winter,Activated sludge,,Aalborg W,2019-02-21,8,2019,,,,,,,,,,,,,,,,
MQ190702-193,MQ190702,LIB-Aalborg-W-LT-695,62476,,Winter,Activated sludge,,Aalborg W,2019-03-08,10,2019,,,,,,,,,,,,,,,,
MQ190702-196,MQ190702,LIB-Aalborg-W-LT-701,70943,,Spring,Activated sludge,,Aalborg W,2019-03-19,12,2019,,,,,,,,,,,,,,,,
MQ200420-66,MQ200420,LIB-AalborgW-LT-721,40105,,Spring,Activated sludge,,Aalborg W,2019-03-28,13,2019,,,,,,,,,,,,,,,,
MQ200420-70,MQ200420,LIB-AalborgW-LT-729,47858,,Spring,Activated sludge,,Aalborg W,2019-04-15,16,2019,,,,,,,,,,,,,,,,
MQ200420-73,MQ200420,LIB-AalborgW-LT-735,46132,,Spring,Activated sludge,,Aalborg W,2019-05-03,18,2019,,,,,,,,,,,,,,,,
MQ200420-76,MQ200420,LIB-AalborgW-LT-741,38564,,Spring,Activated sludge,,Aalborg W,2019-05-21,21,2019,,,,,,,,,,,,,,,,
MQ200420-81,MQ200420,LIB-AalborgW-LT-751,41555,,Summer,Activated sludge,,Aalborg W,2019-06-26,26,2019,,,,,,,,,,,,,,,,
MQ200420-84,MQ200420,LIB-AalborgW-LT-757,37980,,Summer,Activated sludge,,Aalborg W,2019-07-17,29,2019,,,,,,,,,,,,,,,,
MQ200420-87,MQ200420,LIB-AalborgW-LT-763,39206,,Summer,Activated sludge,,Aalborg W,2019-08-05,32,2019,,,,,,,,,,,,,,,,
MQ200420-90,MQ200420,LIB-AalborgW-LT-769,36672,,Summer,Activated sludge,,Aalborg W,2019-08-26,35,2019,,,,,,,,,,,,,,,,
MQ200420-93,MQ200420,LIB-AalborgW-LT-775,46547,,Fall,Activated sludge,,Aalborg W,2019-09-16,38,2019,,,,,,,,,,,,,,,,
MQ200420-96,MQ200420,LIB-AalborgW-LT-781,48278,,Fall,Activated sludge,,Aalborg W,2019-10-10,41,2019,,,,,,,,,,,,,,,,
MQ200420-99,MQ200420,LIB-AalborgW-LT-787,29779,,Fall,Activated sludge,,Aalborg W,2019-11-05,45,2019,,,,,,,,,,,,,,,,
MQ201009-2,MQ201009,LIB-Aalborg-Vest-803,28901,,Winter,Activated sludge,,Aalborg W,2020-01-07,2,2020,,,,,,,,,,,,,,,,
MQ201009-5,MQ201009,LIB-Aalborg-Vest-809,23764,,Winter,Activated sludge,,Aalborg W,2020-01-22,4,2020,,,,,,,,,,,,,,,,
MQ220615-218,MQ220615,LIB-Aalborg-Vest-LT-867,,,Winter,Activated sludge,,Aalborg W,2020-02-09,6,2020,,,,,,,,,,,,,,,,
